year,bon_ADJ an_NOUN,bon_ADJ camp_NOUN
1844,7.629100307049441e-08,3.2931368743049916e-09
1845,1.4285383187484513e-07,7.812318791877715e-09
1846,1.5865699154460344e-07,7.025401593807601e-09
1847,9.977463655275187e-08,4.314578916364553e-09
1848,1.5044565060406967e-07,5.148941895072312e-08
1849,1.3742240234648762e-07,1.005529792763582e-08
1850,1.249175332063146e-07,2.1724787302446202e-08
1851,1.3285843669663677e-07,1.0319102017319892e-08
1852,1.0351766932537032e-07,0.0
1853,1.8632428044895732e-07,2.9859659189668264e-09
1854,1.4963514161081548e-07,5.195664343204953e-09
1855,1.841507177857693e-07,4.776243400783642e-09
1856,1.972509142689205e-07,6.212626857404757e-09
1857,1.6938836022717396e-07,3.124165814938351e-08
1858,1.9770451054057503e-07,2.936205500958522e-09
1859,1.680417205385254e-07,2.036869339860914e-08
1860,1.6386318502092934e-07,8.238931314963338e-09
1861,2.0703080760853254e-07,1.4147891747029462e-09
1862,2.5571801476331757e-07,2.0330938738100102e-08
1863,1.8530042567022065e-07,2.647149044410213e-08
1864,1.8459702566531178e-07,1.1986819536957682e-08
1865,1.74623919768635e-07,2.8241067262513297e-09
1866,1.6494427779178977e-07,3.8924903300596725e-09
1867,2.052739329627684e-07,1.261730986357179e-08
1868,1.9808895634909618e-07,0.0
1869,2.3538562921032735e-07,5.8602228625304065e-09
1870,1.5883315729325886e-07,5.734048791339319e-09
1871,1.6887672416032729e-07,3.18635318130589e-09
1872,1.4815981774773945e-07,7.861541084785983e-09
1873,1.711997255071651e-07,5.986004469882289e-10
1874,1.7087382664371376e-07,5.974609140757536e-10
1875,2.6662317065273555e-07,0.0
1876,1.6324239293652454e-07,9.673623679873344e-09
1877,1.8987384420299236e-07,6.184815992682502e-10
1878,1.8117265554451478e-07,1.268208649207736e-08
1879,2.1138265182685245e-07,6.10932526790009e-10
1880,2.413110191668011e-07,6.417846254436199e-10
1881,3.012123261925126e-07,0.0
1882,2.881781799857208e-07,2.6621540527571597e-09
1883,2.3507941193656734e-07,0.0
1884,2.535051635277341e-07,1.3203393933736152e-08
1885,2.7329495377870217e-07,3.2228177904158883e-09
1886,2.342607352545656e-07,7.744156427236248e-09
1887,2.6246276618735465e-07,8.48760173255414e-09
1888,3.436613038587666e-07,6.340614699951175e-10
1889,2.7503950406071453e-07,1.4409814674820609e-08
1890,2.680744151106751e-07,1.3108772956016423e-09
1891,2.728166226262374e-07,0.0
1892,2.7706824035078625e-07,1.8805537127519756e-09
1893,2.758970669702876e-07,6.158416554491453e-10
1894,1.865255701005708e-07,3.150769645188234e-09
1895,2.3592969533581254e-07,0.0
1896,2.677251256244517e-07,5.307326134129653e-09
1897,3.0007575269053177e-07,0.0
1898,2.7103521205162906e-07,5.6583548957434e-10
1899,3.012530243040601e-07,6.080336234504102e-09
1900,2.9952377644804073e-07,1.038210628578895e-09
1901,2.755248198482718e-07,1.676621730339889e-09
1902,2.4011288601855085e-07,0.0
1903,2.781113366268073e-07,1.8360748255119574e-08
1904,3.009790034980142e-07,1.1286712897629059e-08
1905,3.2925641590964005e-07,0.0
1906,3.6369383238366026e-07,2.0576738091193647e-09
1907,3.4765621848009687e-07,3.0857059130084963e-09
1908,3.811238045159371e-07,4.911389073214423e-10
1909,3.6306490969195693e-07,0.0
1910,3.5004185860998405e-07,6.947395991829808e-09
1911,3.7774655936573254e-07,1.0108711201439746e-08
1912,3.88622819258444e-07,0.0
1913,3.128763985671412e-07,3.71209285532359e-09
1914,3.1407729039756305e-07,5.357394972094198e-09
1915,3.4399824500042087e-07,7.068457152925589e-09
1916,3.603887535064132e-07,3.2962386153911893e-09
1917,3.739550784587209e-07,0.0
1918,3.216185433529972e-07,1.1486376294556067e-09
1919,3.0201743328461816e-07,2.762354567309444e-09
1920,2.377680798915094e-07,3.028892692213958e-09
1921,2.6125978003221917e-07,1.5145494858259667e-09
1922,3.187268049487102e-07,0.0
1923,3.7898936255942317e-07,1.0615948120573648e-09
1924,2.7974824057253045e-07,0.0
1925,3.51941690013291e-07,4.399271169575059e-09
1926,3.689371688153642e-07,0.0
1927,3.523155118756449e-07,1.1149224876660924e-09
1928,3.1307351910925263e-07,0.0
1929,3.408964310835927e-07,0.0
1930,3.3296424462037066e-07,1.0503603542488804e-09
1931,3.7181461642887825e-07,0.0
1932,3.5399303754957145e-07,4.383814644626227e-09
1933,3.4526692971326156e-07,2.2941324395731044e-09
1934,2.7318003148479875e-07,7.188948103475923e-09
1935,3.1237222941626896e-07,2.393656828303392e-09
1936,2.970555197379099e-07,3.6374143697059935e-09
1937,3.2107350023125036e-07,3.777335333410292e-09
1938,2.813451409622303e-07,1.2965214457594243e-09
1939,3.3799850740479087e-07,4.588215141154706e-09
1940,3.37259137950241e-07,1.2678914806940611e-08
1941,3.9254984329772924e-07,2.9515025978810172e-09
1942,3.974817524010632e-07,9.102635090130207e-09
1943,4.238723398941602e-07,2.0322646676618206e-08
1944,3.663032099865404e-07,1.2852744646352221e-08
1945,3.3113261110884196e-07,1.089252066321933e-08
1946,3.522039477843464e-07,8.352662561605939e-09
1947,3.409369035978216e-07,7.152522574216391e-09
1948,3.065872427043814e-07,1.0871887834440486e-09
1949,4.044607422315494e-07,2.945102384188658e-09
1950,3.243785364759333e-07,3.190608444114673e-09
1951,2.686673177265675e-07,3.1984206394497505e-09
1952,3.1528962907145797e-07,6.326882129314981e-09
1953,3.7277442999084087e-07,9.69644453618912e-09
1954,2.9806235346541143e-07,1.9545072227344917e-09
1955,2.9376953492032953e-07,1.8771215692936494e-09
1956,3.409966424783306e-07,0.0
1957,3.3838194823943013e-07,6.184526224473075e-09
1958,3.6149703319665605e-07,7.445019267748876e-09
1959,3.363824632174328e-07,2.325224457422337e-09
1960,2.858304277708612e-07,6.920833350854139e-10
1961,3.355960913609124e-07,6.253343343143314e-09
1962,3.443682317083585e-07,6.341956293454132e-09
1963,3.427008294920597e-07,8.405868889838075e-09
1964,3.218419166728381e-07,6.6923653285755336e-09
1965,3.316058290181445e-07,4.924839203113152e-09
1966,3.60593755743821e-07,1.0524241922382771e-08
1967,3.135693482647639e-07,1.0846738118797106e-08
1968,3.817703593256283e-07,3.1439910674890825e-09
1969,3.283690830357955e-07,7.2668124850849836e-09
1970,3.4996297770817364e-07,9.197449912790034e-09
1971,3.776722223847173e-07,3.083038491169532e-09
1972,3.621883664095549e-07,1.6929485369132635e-08
1973,4.156955561995801e-07,7.718485406371656e-09
1974,3.3865940096688973e-07,9.563471792262135e-09
1975,3.7181735734748145e-07,8.567219822452898e-09
1976,4.3079992906314146e-07,1.0284348372913144e-08
1977,4.807207574231143e-07,8.22749424145286e-09
1978,4.669304871640634e-07,1.6633656230169436e-08
1979,4.2075688000409173e-07,1.0533551808578068e-08
1980,5.037043635525151e-07,1.819248218737357e-08
1981,4.2760715501799496e-07,3.28928564385933e-08
1982,4.89771920797466e-07,2.0484757556893385e-08
1983,4.8754240111748e-07,1.705135410645653e-08
1984,4.5290255457075546e-07,2.667543874679268e-08
1985,4.6079174609303664e-07,2.466378745680231e-08
1986,4.915478086786607e-07,1.9781801197105153e-08
1987,4.772548081177774e-07,1.7721369260925712e-08
1988,5.211005245087108e-07,2.4585871116755698e-08
1989,5.389335981931254e-07,2.4147738031388144e-08
1990,5.301537271407142e-07,2.669839066493651e-08
1991,4.7067565844827186e-07,3.0479617330048114e-08
1992,4.771611585852042e-07,3.856960972825618e-08
1993,4.769257699877016e-07,2.6588196533339215e-08
1994,4.757983802505805e-07,3.692448646841484e-08
1995,5.151328252850362e-07,3.7957157417167764e-08
1996,5.076525582126123e-07,4.163711864180186e-08
1997,4.814074046066708e-07,2.924885578181602e-08
1998,4.691839166071077e-07,3.814503202193009e-08
1999,4.263997794851093e-07,3.473352966354426e-08
2000,4.2634002994645925e-07,4.948195453380322e-08
2001,3.859847694798191e-07,3.9430904763548824e-08
2002,4.521420677860988e-07,3.9430993581390794e-08
2003,4.125253738607171e-07,4.333599790129483e-08
2004,4.0832416203784305e-07,4.889318250267394e-08
2005,3.9137584195714226e-07,4.4136747590073355e-08
2006,4.307312764240123e-07,4.1590688448778224e-08
2007,4.122302854625559e-07,3.155638950147477e-08
2008,3.746546965999187e-07,3.8316958494988285e-08
2009,3.9957454589512054e-07,4.1483275481368764e-08
2010,3.5900826844681433e-07,5.0544585405987164e-08
2011,3.491286300061347e-07,8.030340925557766e-08
2012,3.788933327086852e-07,5.004251374396418e-08
2013,3.313480654298928e-07,6.749682768258936e-08
2014,3.47337412165416e-07,6.084901116309993e-08
2015,3.1719193316348537e-07,5.7187645022271916e-08
2016,3.35971343190522e-07,4.971215999960421e-08
2017,3.0237647052899774e-07,8.678858876010054e-08
2018,2.9196389306207493e-07,6.1697056907839e-08
2019,2.961696701220262e-07,8.647848304121908e-08
