year,en_ADP as_NOUN,en_ADP casses_NOUN
1800,3.4585810571030606e-07,0.0
1801,4.2861285987072506e-07,0.0
1802,3.3343818017783633e-07,0.0
1803,3.003522337508002e-07,0.0
1804,2.4718509372689823e-07,0.0
1805,2.7860201168294907e-07,0.0
1806,2.651135728726217e-07,4.3225035994964855e-08
1807,2.5622595423158145e-07,3.4163463169534225e-08
1808,2.8099317894714204e-07,0.0
1809,2.1460790433636134e-07,0.0
1810,2.808152181899004e-07,0.0
1811,2.557218179433107e-07,0.0
1812,1.9737341272474396e-07,0.0
1813,2.50189524653166e-07,0.0
1814,4.0277466961669006e-07,0.0
1815,2.022917642285904e-07,0.0
1816,2.757948678322464e-07,0.0
1817,3.720927379546879e-07,0.0
1818,1.4305412698867315e-07,0.0
1819,2.918996142575736e-07,0.0
1820,4.378731439658168e-07,5.933240565525466e-09
1821,4.339054879842763e-07,1.4792232327920374e-08
1822,3.8297854132451903e-07,0.0
1823,3.281052071146817e-07,9.882686669016039e-09
1824,3.680026168240147e-07,0.0
1825,2.8969908849596493e-07,0.0
1826,2.8449789102324985e-07,0.0
1827,2.6084881338261923e-07,1.1982455028203276e-08
1828,2.2563861046265288e-07,0.0
1829,2.777708928980438e-07,0.0
1830,3.214545323260154e-07,4.174734336004349e-09
1831,2.2451337056139664e-07,2.3386808933878456e-08
1832,3.2877825006938366e-07,0.0
1833,2.9422415903646026e-07,0.0
1834,3.407103701391634e-07,9.334530925997342e-10
1835,4.3790279136146637e-07,7.563087933704082e-10
1836,3.3536543780909867e-07,5.376600054063374e-09
1837,3.7920506068545023e-07,0.0
1838,2.7521026901844436e-07,8.2058102535143e-09
1839,2.5868458308764275e-07,1.3982950353153e-09
1840,3.4014138294846674e-07,4.458782232319436e-09
1841,3.820226459616549e-07,0.0
1842,4.3268309024568907e-07,6.708265054555795e-10
1843,3.3964738710423603e-07,0.0
1844,2.6729294777538826e-07,0.0
1845,4.0456653921383534e-07,0.0
1846,2.915541785775133e-07,8.781752214304106e-09
1847,3.537954720300718e-07,0.0
1848,2.5181543988894717e-07,0.0
1849,2.2875802829780412e-07,7.54147322368226e-09
1850,2.8038552457587684e-07,0.0
1851,2.2637530627811486e-07,2.579775504329973e-09
1852,2.793023943237216e-07,1.9531636308300904e-09
1853,2.6037622324892595e-07,0.0
1854,2.9407460516717165e-07,5.195664454227256e-10
1855,3.3539842902996497e-07,5.306937111981824e-10
1856,2.8422767495150936e-07,5.177189232874468e-10
1857,3.1192843735761144e-07,0.0
1858,3.8366420923585665e-07,4.893676019968041e-10
1859,3.7071023051282737e-07,0.0
1860,3.9272237825627165e-07,0.0
1861,3.485097264110948e-07,0.0
1862,2.9186190375618537e-07,0.0
1863,3.3064388560433144e-07,0.0
1864,3.2700043783862043e-07,0.0
1865,3.1959472512888e-07,0.0
1866,4.5785417668309236e-07,0.0
1867,3.9550414143718626e-07,0.0
1868,2.711990786385954e-07,0.0
1869,4.0728548655888375e-07,0.0
1870,4.512696407665828e-07,0.0
1871,3.8236238508737586e-07,0.0
1872,3.368367974543318e-07,0.0
1873,3.5137846432498065e-07,4.788803575905831e-09
1874,3.5130700881680355e-07,2.9873046258899194e-09
1875,4.7317029022719836e-07,2.2886108563824337e-09
1876,3.301123994159383e-07,0.0
1877,3.698519965844582e-07,4.9478527941460015e-09
1878,3.448319532139976e-07,0.0
1879,3.335691514116945e-07,0.0
1880,3.3244444619384694e-07,0.0
1881,3.4653363067960186e-07,0.0
1882,3.374280168610966e-07,1.9966155395678697e-09
1883,3.7536872571353186e-07,1.2638677882037541e-09
1884,3.096195948515401e-07,6.601696966868076e-10
1885,4.447488609615746e-07,0.0
1886,3.2331852700684394e-07,1.2906927748801422e-09
1887,3.042478760040268e-07,0.0
1888,2.5869708109027556e-07,0.0
1889,2.982205120072301e-07,3.132568426877924e-09
1890,2.890484358530898e-07,6.554386478008212e-10
1891,2.3520871894611162e-07,2.5496880162734215e-09
1892,3.265894872317432e-07,2.5074049503359674e-09
