year,en_ADP ouverture_NOUN,en_ADP couvertures_NOUN
1856,3.1063134287023786e-08,1.0872097000458325e-08
1857,2.782460128969433e-08,2.147863931156735e-08
1858,2.8872689128434104e-08,6.361778659424999e-09
1859,2.851617053600819e-08,2.2914779407301467e-08
1860,3.204028686809579e-08,1.785101666484934e-08
1861,2.3108222890755314e-08,1.4147891136406798e-08
1862,1.355395884417021e-08,2.6656119089807362e-08
1863,1.2486552236623538e-08,1.2986014041871385e-08
1864,2.2055747783689128e-08,8.151037178549814e-09
1865,5.601144792422019e-08,1.6003271596787272e-08
1866,2.4814625021463144e-08,1.2650593461671633e-08
1867,4.2219461704462447e-08,2.329349513274792e-08
1868,1.679557115608077e-08,1.8277534152844055e-08
1869,2.4417595057002472e-08,1.4650557211837167e-08
1870,2.064257564882155e-08,1.4335121534259088e-08
1871,9.559059321873065e-09,3.080141297573391e-08
1872,2.0560953828407946e-08,7.861540751719076e-09
1873,1.4366410283628284e-08,1.4366410283628284e-08
1874,2.9873046258899194e-08,5.974608974224083e-09
1875,1.0870901512305409e-08,2.574687130163511e-08
1876,7.859819461941697e-09,1.269663130187837e-08
1877,1.9791411176584006e-08,2.4739264858908427e-08
1878,1.8721174777081018e-08,1.268208649207736e-08
1879,9.163987790827832e-09,2.077170613290491e-08
1880,2.9522093214495726e-08,3.2089231272180996e-09
1881,2.231202445024394e-08,1.9523021421719022e-08
1882,2.5956001792337702e-08,3.9932310791357395e-09
1883,1.0110942305630033e-08,1.3270612164717477e-08
1884,2.6406787867472303e-08,1.9144920315739e-08
1885,3.158361577826341e-08,5.80107206715752e-09
1886,2.19417763958063e-08,3.0976625708944994e-08
1887,1.8933882017790893e-08,1.2404957061562527e-08
1888,3.2971194885433874e-08,1.4583413365798492e-08
1889,1.942192334736248e-08,1.566284169030041e-08
1890,3.0150179242127706e-08,2.8839300725280737e-08
1891,7.712806393556093e-08,5.736798147637501e-09
1892,2.4447197821686473e-08,1.8805536683430546e-08
1893,2.6481190573690583e-08,1.23168328869383e-08
1894,2.5206157383550476e-08,1.3233232287745977e-08
1895,3.0694934372021976e-08,9.629783193076946e-09
1896,1.6511680911435178e-08,1.1204354777305525e-08
1897,1.0488084178916779e-08,6.409385022720926e-09
1898,4.809601605870739e-08,1.640922964174507e-08
1899,1.326618814800895e-08,1.6029977345510815e-08
1900,1.972600216504361e-08,1.9206897405865675e-08
1901,1.7883964587017687e-08,1.4530721570427119e-08
1902,5.057592461499283e-08,1.2275709337927765e-08
1903,2.2680925582108102e-08,5.940242076007962e-09
1904,1.6123875568041512e-08,1.289910045443321e-08
1905,1.9610883583709438e-08,9.805441791854719e-09
1906,1.646139019539916e-08,6.173021205313489e-09
1907,2.2114226894132116e-08,1.3885677496716653e-08
1908,3.388858615949175e-08,1.1787333775714615e-08
1909,2.3654228797909127e-08,2.53045246978445e-08
1910,1.3894791650592708e-08,5.34415089958884e-09
1911,3.0858168353908866e-08,9.044636151145369e-09
1912,2.6568047983843712e-08,9.897900277167082e-09
1913,1.6439268391010842e-08,1.2727175757731857e-08
1914,4.7546880210802556e-08,1.2054139020278853e-08
1915,7.068456930880984e-09,3.416420923940677e-08
1916,1.2086208478478966e-08,1.538244731591476e-08
1917,4.496233962925089e-08,8.773139548168274e-09
1918,2.412139021856774e-08,1.4932290071101306e-08
1919,2.6702760891339494e-08,4.603924352863942e-09
1920,1.8930579326337238e-08,4.543339038320937e-09
1921,2.877644039722682e-08,1.5902768879527684e-08
1922,3.2462916577102874e-08,1.475587119159627e-08
1923,4.671017173052405e-08,1.6985516992917837e-08
1924,3.351822264185955e-08,7.734974438733389e-09
1925,1.4297631523163545e-08,1.3197813508725176e-08
1926,4.012609799985967e-08,2.0063049888108253e-08
1927,5.3516279407972434e-08,7.804457524684949e-09
1928,3.313552099371009e-08,1.3711249025050165e-08
1929,2.0052731031228177e-08,1.1140405931087116e-08
1930,2.100720719599991e-08,7.352522590764465e-09
1931,2.0529641986399838e-08,1.0264820993199919e-08
1932,3.287861005674131e-08,4.383814644626227e-09
1933,6.882397318719313e-09,1.3764794637438627e-08
1934,2.3963160344919743e-08,2.3963160344919743e-09
1935,8.377798899061872e-09,7.180970484910176e-09
1936,2.182448710641438e-08,3.6374143697059935e-09
1937,2.7700460591972842e-08,2.0145789036973838e-08
1938,7.779128452511941e-09,1.1668693011834819e-08
1939,1.6823456405745674e-08,7.647025235257843e-09
1940,6.339457114812319e-08,1.0143131667916805e-08
1941,3.246652724442356e-08,2.9515025978810172e-09
1942,2.4273694165799498e-08,2.1239483061208375e-08
1943,2.0322646676618206e-08,2.322588166236983e-08
1944,2.2492303131116387e-08,1.927911696952833e-08
1945,2.6142048525912287e-08,3.0499055725385915e-08
1946,2.9234318965620787e-08,9.744772988540262e-09
1947,3.5762611982903536e-08,1.4305045148432782e-08
1948,1.630783130757152e-08,1.4133454406817236e-08
1949,2.6505922567920948e-08,6.8719057111366055e-09
1950,1.2762433776458693e-08,1.2762433776458693e-08
1951,2.6653504292539765e-08,3.1984206394497505e-09
1952,2.319856839960721e-08,8.435843135146115e-09
1953,3.339886334163822e-08,1.4005975934594517e-08
1954,2.6385847728960243e-08,1.172704333640695e-08
1955,2.5341141629553476e-08,9.385607846468247e-09
1956,3.837302364750883e-08,2.2674968569447174e-08
1957,3.445664598089593e-08,1.7670074847764283e-08
1958,2.398950516013798e-08,1.0753916868111446e-08
1959,4.65044873720899e-08,1.6276571201956358e-08
1960,3.66804175921942e-08,8.305000243069571e-09
1961,2.9877084584128966e-08,2.0149662549595604e-08
1962,3.9320129818776195e-08,1.0147130247162295e-08
1963,6.530713547725497e-08,1.875155397623729e-08
1964,2.981144553437787e-08,1.5818317267157767e-08
1965,4.2681937317823326e-08,1.8057743078614408e-08
1966,4.542041232014071e-08,8.30861190959098e-09
1967,5.374065814578444e-08,1.3311906243984595e-08
1968,7.141351154871245e-08,1.122853987567396e-08
1969,4.9505158195017884e-08,1.3171097990039016e-08
1970,5.840380890020924e-08,7.3579600190498695e-09
1971,5.241165501601586e-08,1.3359833239690033e-08
1972,7.182205763456295e-08,1.0773308467548759e-08
1973,7.112032829326154e-08,1.3783009400469837e-08
1974,6.806941588166637e-08,1.6876715136504572e-08
1975,8.681449692460319e-08,1.3707551982378163e-08
1976,1.0398619032514489e-07,1.542652228181396e-08
1977,1.3751669314387982e-07,1.1753563289307323e-08
1978,1.4138607618008336e-07,8.316828115084718e-09
1979,1.2991380593518898e-07,9.363157360553487e-09
1980,1.39854705594189e-07,6.822181042309694e-09
1981,1.6383173395695394e-07,1.2018544381930951e-08
1982,1.7505156968411484e-07,1.4898005495922462e-08
1983,2.2229912133298058e-07,8.841442245000053e-09
1984,2.0354520202658932e-07,1.681712546997005e-08
1985,2.4002076415285956e-07,8.421781494405423e-09
1986,2.571634212245044e-07,1.6784559520033326e-08
1987,3.29373030183433e-07,1.2832715334809564e-08
1988,3.418035667834829e-07,1.1393452348240629e-08
1989,3.4959338179874067e-07,1.3171493229435782e-08
1990,3.5089313499270247e-07,1.6345952147389653e-08
1991,4.1030255459872933e-07,7.619904984768056e-09
1992,4.071848778153253e-07,1.0468894195980738e-08
1993,5.101610014435209e-07,1.3848019009277124e-08
1994,4.4625878814485986e-07,9.494867947434926e-09
1995,4.901895493958364e-07,5.964695848348356e-09
1996,5.674392014043406e-07,1.2277611816102763e-08
1997,5.710719221951877e-07,7.671831170341648e-09
1998,6.34637984830988e-07,9.059445638115449e-09
1999,6.978697228987585e-07,1.690974471557638e-08
2000,6.543104404954647e-07,1.0603275590881367e-08
2001,7.2815736729126e-07,1.1829271784336015e-08
2002,7.382358404584011e-07,1.182929815213285e-08
2003,6.983762688150819e-07,1.1250691600572793e-08
2004,8.091601557680406e-07,1.8500124099318782e-08
2005,8.62468027662544e-07,1.1259373877692269e-08
2006,8.301666056809154e-07,1.4412615101377924e-08
2007,9.506861289310109e-07,1.4380126256430259e-08
2008,8.749038826749711e-07,1.958422224390688e-08
2009,7.49083071127643e-07,8.105927484791664e-09
2010,6.863671373480429e-07,4.2514138876015295e-09
2011,5.758901906460778e-07,9.559929708968795e-09
2012,4.745528272565025e-07,8.851057275993668e-09
2013,4.576954069079875e-07,1.1435412339277917e-08
2014,3.9714265653856273e-07,9.961047986450922e-09
2015,3.9100390480939495e-07,1.086121914628535e-08
2016,4.0639691789579047e-07,1.5120782403954536e-08
2017,5.106690892375809e-07,2.1131135952145996e-08
2018,4.935764224001105e-07,1.0842160058643913e-08
2019,4.507595363634209e-07,1.0969247454806208e-08
