year,en_ADP offres_NOUN,en_ADP coffres_NOUN
1800,0.0,0.0
1801,1.904946067554647e-08,4.7623651688866175e-09
1802,1.1189200677108602e-08,6.713520406265161e-09
1803,1.5602713787643552e-08,1.950339223455444e-09
1804,4.943701892301533e-09,7.4155526164076946e-09
1805,2.842877711017877e-09,5.685755422035754e-09
1806,0.0,0.0
1807,1.1387820464392462e-08,0.0
1808,6.798221985349073e-09,0.0
1809,0.0,0.0
1810,0.0,0.0
1811,2.5070767684098882e-09,0.0
1812,2.6672082320544632e-09,2.6672082320544632e-09
1813,0.0,3.738464116054274e-08
1814,0.0,0.0
1815,0.0,2.697223555614414e-09
1816,2.5493642752394408e-08,0.0
1817,1.2454987263765815e-08,0.0
1818,1.3113295338484932e-08,1.1921177378582115e-09
1819,0.0,1.8631890696951814e-08
1820,5.933240565525466e-09,1.779972080839798e-08
1821,2.9584463767662328e-09,1.97229765852569e-09
1822,1.7043547018147365e-08,1.0025615893027862e-09
1823,9.882686669016039e-09,0.0
1824,0.0,3.536867154707579e-08
1825,4.4027217427355936e-09,2.641632912414593e-09
1826,2.2019960965735663e-08,3.3470339388941284e-08
1827,1.935627302884768e-08,6.452091305675367e-09
1828,9.172301251858528e-10,1.0089530988466322e-08
1829,0.0,5.143905745796928e-09
1830,1.5655253093882493e-08,3.1310507520032616e-09
1831,0.0,2.3386808933878456e-08
1832,8.117981842303834e-09,1.3529969367098715e-09
1833,3.4750886612755494e-09,2.20088942626262e-08
1834,5.600718555598405e-09,1.120143711119681e-08
1835,2.4958190181223472e-08,3.2521278114927554e-08
1836,1.2097349788575684e-08,1.747394939854985e-08
1837,5.5663127440652715e-09,2.5048407792382932e-08
1838,1.3886756633496589e-08,1.3255539776935166e-08
1839,1.2584655095793096e-08,1.8177836125232716e-08
1840,4.458782232319436e-09,1.7198159341091923e-08
1841,1.5409316489467528e-08,4.494383976094696e-09
1842,1.341653010911159e-08,8.720745015011744e-09
1843,5.31621990873532e-09,1.1223130869097986e-08
1844,9.879410178825765e-09,1.3721403568922597e-08
1845,5.580227835366713e-09,2.7901139176833567e-09
1846,1.7563503984519002e-09,4.6836010625384006e-09
1847,4.314578916364553e-09,5.3932236454556914e-09
1848,4.82713291560799e-09,4.82713291560799e-09
1849,1.3407063903514427e-08,2.513824481908955e-09
1850,1.0183494048021657e-08,2.1724787302446202e-08
1851,1.483370937194195e-08,1.9348316282474798e-09
1852,1.1067927019325907e-08,9.765818376195057e-09
1853,1.1943863675867306e-08,8.957897534855874e-09
1854,2.0782657816909023e-09,2.182179059673217e-08
1855,1.0613874223963649e-09,1.3798036491152743e-08
1856,6.73034605824796e-09,7.248064815001953e-09
1857,4.881508974818871e-09,4.881508974818871e-09
1858,4.404308473482388e-09,1.3702292633865909e-08
1859,1.2221216039165483e-08,6.110608019582742e-09
1860,4.57718396518203e-09,4.57718396518203e-09
1861,1.9807048445841247e-08,8.488735048217677e-09
1862,9.487771457372673e-09,8.584174260306554e-09
1863,7.491931519609807e-09,1.4983863039219614e-08
1864,2.8768367688059016e-09,1.9178911792039344e-09
1865,4.706844247692743e-09,1.219072629510265e-07
1866,3.8924903300596725e-09,6.811858188626729e-09
1867,6.308654931785895e-09,1.3102591012170706e-08
1868,1.4819622196071691e-09,3.951899252285784e-09
1869,8.790334682373668e-09,7.325278605918584e-09
1870,7.454262984651905e-09,1.3188312664169644e-08
1871,1.0621177271019633e-09,3.18635318130589e-09
1872,1.2094678591978436e-09,1.3304146229131675e-08
1873,2.9930022904522957e-09,1.5563610844537834e-08
1874,2.3898436563030145e-09,2.4495896866483235e-08
1875,4.005069165202713e-09,1.0298748520654044e-08
1876,1.5719638923883394e-08,1.209202959984168e-08
1877,1.8554447978047506e-09,1.4225077116236662e-08
1878,4.22736201599605e-09,9.058632954861423e-09
1879,2.443730107160036e-09,1.5273313280772527e-08
1880,1.9253538763308597e-09,4.492492600149944e-09
1881,4.8807553554297556e-09,1.324776466304911e-08
1882,7.986462158271479e-09,5.989846840748214e-09
1883,3.159669414998234e-09,5.687405213450347e-09
1884,3.300848483434038e-09,8.582206056928499e-09
1885,8.379326565943757e-09,1.740321664556177e-08
1886,7.098810428374236e-09,4.5174246565693466e-09
1887,6.528924512139156e-09,8.48760173255414e-09
1888,1.9021844099853524e-09,1.6485598663962264e-08
1889,1.8795409673089125e-08,1.0650732740202784e-08
1890,6.554386366985909e-09,1.0487018364813139e-08
1891,1.9122659011827636e-09,9.561330394092238e-09
1892,1.2537024751679837e-09,1.56712811616444e-08
1893,8.005941687372342e-09,4.310891643655168e-09
1894,1.764431090123253e-08,6.9316934414587195e-09
1895,7.22233739480771e-09,3.0093072478365457e-09
1896,7.076434549446731e-09,1.0614652268259306e-08
1897,2.330685422435863e-09,8.740070001067579e-09
1898,3.3950129374460403e-09,6.224190496340043e-09
1899,2.3215829259015663e-08,1.7688250864011934e-08
1900,1.453494924419374e-08,4.15284251431558e-09
1901,1.676621685930968e-08,1.117747761014698e-08
1902,6.38336894454028e-09,1.3748794991386148e-08
1903,6.480264325148255e-09,5.940242076007962e-09
1904,1.4511488011237361e-08,5.374625189347171e-09
1905,1.5482277682110634e-09,9.805441791854719e-09
1906,6.6874399351490865e-09,8.230695236477459e-09
1907,1.0285686968813934e-08,1.0799970695529737e-08
1908,6.875944702500192e-09,5.893666887857307e-09
1909,7.701377313651392e-09,1.265226234892225e-08
1910,8.550641084070776e-09,1.2291546447329438e-08
1911,1.3832972989291648e-08,2.6601871816467337e-09
1912,7.293189607793238e-09,9.897900277167082e-09
1913,3.181793939432964e-09,6.893886794756554e-09
1914,8.036092680185902e-09,1.4732836284281348e-08
1915,5.890381071793627e-09,5.890381071793627e-09
1916,1.0987461607214755e-08,4.394984820521586e-09
1917,2.4126133979507358e-08,5.483212106582869e-09
1918,1.8378202071289707e-08,0.0
1919,8.287063479883727e-09,3.6831393490643904e-09
1920,1.590168707821249e-08,3.786115865267448e-09
1921,5.300923255902035e-09,1.1359120755116692e-08
1922,3.6889677978990676e-09,7.377935595798135e-09
1923,1.0615948120573648e-09,7.431163684401554e-09
1924,1.289162443462999e-09,2.4494086758863887e-08
1925,5.499089184013428e-09,1.5397448649423495e-08
1926,6.687683296036084e-09,1.671920735191179e-08
1927,7.804457524684949e-09,3.3447675740205796e-09
1928,2.2852082448565625e-09,4.570416489713125e-09
1929,2.2280812750352652e-09,2.2280812750352652e-09
1930,5.2518016602221e-09,1.05036033204442e-08
1931,4.5621426636444085e-09,7.983749661377715e-09
1932,5.4797681947604815e-09,5.4797681947604815e-09
1933,4.588264879146209e-09,4.12943848004943e-08
1934,2.3963160344919743e-09,1.0783422155213884e-08
1935,1.196828414151696e-09,2.992070946561398e-08
1936,6.0623572828433225e-09,1.8187071404440758e-08
1937,1.2591118148108649e-09,2.895957251780601e-08
1938,7.779128452511941e-09,6.482607339819424e-09
1939,1.3764645423464117e-08,7.647025235257843e-09
1940,0.0,2.5357829169792012e-09
1941,2.9515025978810172e-09,2.3612020783048138e-08
1942,9.102635090130207e-09,3.3376331032286544e-08
1943,2.0322646676618206e-08,5.806470415592457e-09
1944,3.2131861615880553e-09,1.6065930807940276e-08
1945,2.178504043826024e-09,1.5249527862692958e-08
1946,1.5313215584455975e-08,2.7842208538686464e-09
1947,5.960435700558264e-09,3.5762612871081956e-09
1948,7.610321262063735e-09,1.3046265401328583e-08
1949,3.9268033269479474e-09,7.853606653895895e-09
1950,4.2541445921528975e-09,1.914365022059883e-08
1951,9.595261474260042e-09,6.396841278899501e-09
1952,4.2179215675730575e-09,1.370824520563474e-08
1953,0.0,2.1547654771580937e-09
