year,en_ADP offres_NOUN,en_ADP coffres_NOUN
1954,5.863521668203475e-09,2.247683283940205e-08
1955,9.385607846468247e-10,1.6894095011821264e-08
1956,8.72114158667614e-10,1.5698054411927842e-08
1957,4.417518795207798e-09,1.236905244894615e-08
1958,6.617794756635931e-09,2.0680609225109947e-08
1959,4.650448914844674e-09,1.4726420971555854e-08
1960,6.2287499602575735e-09,1.2457499920515147e-08
1961,5.55852741612739e-09,1.459113452284555e-08
1962,8.244543714397423e-09,8.8787386332001e-09
1963,1.0345685197421517e-08,1.2285501505004959e-08
1964,9.125952438182594e-09,3.102823953327061e-08
1965,6.5664522708175355e-09,1.2038495533772675e-08
1966,2.769537488234164e-09,1.2185964237687585e-08
1967,6.902469706915326e-09,1.3804939413830652e-08
1968,1.7965663401398047e-09,1.5719955115400808e-08
1969,6.8126366770115965e-09,8.629339909305145e-09
1970,2.7592350626548523e-09,9.657322941336588e-09
1971,1.0790635052160269e-08,1.644287195290417e-08
1972,3.5911027485013847e-09,9.234264020108185e-09
1973,1.3783009400469837e-08,1.1577728109557484e-08
1974,2.2502286700643026e-09,1.406392957647995e-08
1975,5.711480177694739e-10,8.567219822452898e-09
1976,1.199840671262109e-08,1.8854638739185248e-08
1977,5.289103821581875e-09,1.704266772151186e-08
1978,1.0693064211864112e-08,1.128712323605896e-08
1979,7.607565244427406e-09,2.0481905949054635e-08
1980,5.6851505725319385e-09,1.0233271119375331e-08
1981,2.5302198114474095e-09,1.4548763971333756e-08
1982,6.828252629986764e-09,1.8622506203769262e-08
1983,6.946847541655643e-09,2.2103606056589342e-08
1984,7.538710988796993e-09,2.4355836458767044e-08
1985,6.617113967877231e-09,2.5866899733273385e-08
1986,3.5966913891627428e-09,1.3187867686781374e-08
1987,3.6664902225425067e-09,2.810975807676641e-08
1988,1.5591039570495013e-08,1.4991384134077634e-08
1989,1.4817929994137558e-08,1.8659616074501173e-08
1990,3.2691906959314565e-09,1.4166492867673242e-08
1991,4.68917216167597e-09,1.52398094144246e-08
1992,5.509944056569793e-09,1.983579878128694e-08
1993,5.539207315052863e-09,2.6034275180109034e-08
1994,2.637463358823311e-09,2.795711040448623e-08
1995,7.591431483433553e-09,3.036572593373421e-08
1996,5.871901187504136e-09,3.683283722466513e-08
1997,1.2466725429760572e-08,3.4043750929413363e-08
1998,3.814503379828693e-09,3.719140906355278e-08
1999,1.1882523409667556e-08,3.793266856177979e-08
2000,3.97622823555821e-09,1.7230322058026104e-08
2001,9.20054432640427e-09,4.4688359679412315e-08
2002,5.6955880012310445e-09,7.886198361006791e-09
2003,6.667076668520622e-09,1.3750845795357236e-08
2004,5.726228824443069e-09,1.3654853248112886e-08
2005,4.503749373441224e-09,1.8915748967174295e-08
2006,9.882935358973555e-09,1.1941880373456115e-08
2007,9.18730247434496e-09,1.8774054311165855e-08
2008,8.51487946817997e-09,1.575252639440805e-08
2009,9.059565542202108e-09,1.7642312499788204e-08
2010,1.0864724231396394e-08,5.668551850135373e-09
2011,2.103184648660772e-08,4.5887662558641296e-09
2012,2.144679278615058e-08,4.085103366691101e-09
2013,1.7013663367038134e-08,7.80955033974351e-09
2014,1.537466154388767e-08,4.980523993225461e-09
2015,1.4186082530898148e-08,7.536356427806368e-09
2016,1.3463710146766061e-08,8.285359953674742e-09
2017,1.2326495379966218e-08,3.773417134311785e-09
2018,1.4714360396794746e-08,5.937373259712331e-09
2019,1.4285530980373551e-08,5.3570743396846865e-09
