year,rien_PRON oser_VERB,rien_PRON causer_VERB
1800,6.288328968651058e-09,0.0
1801,2.6193008650921e-08,0.0
1802,4.475680270843441e-09,0.0
1803,3.900678446910888e-09,0.0
1804,2.7190360185613827e-08,0.0
1805,2.2743021688143017e-08,0.0
1806,2.881669125542885e-09,0.0
1807,5.693910232196231e-09,0.0
1808,3.852325747288887e-08,0.0
1809,3.388545621874073e-08,0.0
1810,7.020380277111826e-09,0.0
1811,1.0028307073639553e-08,0.0
1812,1.600324850414836e-08,0.0
1813,2.300593315851529e-08,0.0
1814,3.1466771410748606e-09,0.0
1815,1.8880564667256294e-08,0.0
1816,9.270415546325239e-09,0.0
1817,3.42512151974006e-08,0.0
1818,1.0729059418679299e-08,0.0
1819,3.622867339458935e-08,0.0
1820,1.0679833017945839e-08,0.0
1821,1.972297702934611e-08,0.0
1822,2.2056354964661296e-08,0.0
1823,3.656594316225892e-08,0.0
1824,5.136878655775945e-08,0.0
1825,2.7296874094417944e-08,0.0
1826,3.6112734136395375e-08,0.0
1827,3.2260455640198415e-08,0.0
1828,4.769596628761974e-08,0.0
1829,2.1432940755516938e-08,0.0
1830,6.575206867864836e-08,0.0
1831,4.677361786775691e-08,0.0
1832,2.1647950987357945e-08,0.0
1833,1.9692167896323554e-08,0.0
1834,4.0138484536100805e-08,1.8669061851994684e-09
1835,3.932805725526123e-08,1.5126175867408165e-09
1836,1.1425274948351216e-08,0.0
1837,3.6181031504156635e-08,0.0
1838,5.5547026533986354e-08,0.0
1839,3.146163862766116e-08,1.3982950353153e-09
1840,3.758116307039927e-08,0.0
1841,4.1091510638580075e-08,0.0
1842,3.085801836277824e-08,0.0
1843,3.4260082770742883e-08,4.7255288571079745e-09
1844,2.5796238034558883e-08,0.0
1845,2.511102614732863e-08,0.0
1846,3.6297908678761814e-08,0.0
1847,3.3977308078192436e-08,0.0
1848,5.068489628001771e-08,0.0
1849,4.357295679824347e-08,0.0
1850,3.326607966869233e-08,0.0
1851,3.1602251482354404e-08,6.449438760824933e-10
1852,1.8229528109259263e-08,1.3021090872200602e-09
1853,1.7318601663873778e-08,0.0
1854,3.792835201466005e-08,0.0
1855,2.2819829581521844e-08,1.0613874223963649e-09
1856,1.6049286344355096e-08,0.0
1857,4.246912865824015e-08,4.881509085841174e-10
1858,3.1808895073481835e-08,0.0
1859,1.1202780925145817e-08,0.0
1860,2.4716793944890014e-08,0.0
1861,2.1221836732365773e-08,0.0
1862,4.246907181482129e-08,0.0
1863,2.7470415275843152e-08,4.994620828036034e-10
1864,1.965838514195184e-08,9.589455896019672e-10
1865,1.2237795665726026e-08,0.0
1866,3.065336073859726e-08,4.865612912574591e-10
1867,2.5719900875742496e-08,3.396968040192405e-09
1868,2.865126980111654e-08,0.0
1869,1.3185501579471293e-08,1.953407657850903e-09
1870,2.6376625328339287e-08,0.0
1871,1.5931766128574054e-08,0.0
1872,3.62840353318461e-08,0.0
1873,3.292302608315367e-08,0.0
1874,1.7326366119618797e-08,0.0
1875,2.2886109007913547e-08,1.716458086775674e-09
1876,2.1161051577678336e-08,0.0
1877,1.7317484335421796e-08,0.0
1878,1.0266450800600069e-08,3.6234530931267273e-09
1879,4.3987142817059066e-08,6.10932526790009e-10
1880,1.2835692508872398e-08,6.417846254436199e-10
1881,2.8587281875047665e-08,0.0
1882,2.6621540527571597e-08,0.0
1883,1.2006744043446815e-08,0.0
1884,2.3766109080725073e-08,1.9805090900604227e-09
1885,2.2559724754955823e-08,1.2891271383708158e-09
1886,2.5168509054651622e-08,0.0
1887,2.285123557044244e-08,3.264462256069578e-09
1888,1.3949351895803375e-08,4.4384300679212174e-09
1889,1.9421923624918236e-08,0.0
1890,1.7041404731799048e-08,6.554386478008212e-10
1891,2.5496881050912634e-08,0.0
1892,1.9432388143059143e-08,0.0
1893,1.9091091374434654e-08,0.0
1894,2.835692747282792e-08,6.301539290376468e-10
1895,1.444467478961542e-08,0.0
1896,1.47425724961181e-08,0.0
1897,2.2724183423861177e-08,5.826713556089658e-10
1898,1.5277558773618694e-08,0.0
1899,1.326618814800895e-08,0.0
1900,2.5436159845071415e-08,0.0
1901,1.900171220370339e-08,0.0
1902,1.6694965410124496e-08,9.820567692386817e-10
1903,2.3220946943069976e-08,2.7001101354784396e-09
1904,1.5586412160928376e-08,2.6873125946735854e-09
1905,1.186974607492175e-08,0.0
1906,1.9033482345776065e-08,0.0
1907,2.262851062084792e-08,0.0
1908,1.5716445034286153e-08,0.0
1909,1.6502950117569526e-08,1.6502950117569526e-09
1910,2.0307773240801907e-08,5.344150677544235e-10
1911,2.181353409014264e-08,0.0
1912,1.510732161591477e-08,5.209421227725386e-10
1913,2.7575547179026216e-08,0.0
1914,1.4732836284281348e-08,0.0
1915,2.238344798399794e-08,0.0
1916,2.0876177231343718e-08,1.0987462051303964e-09
1917,2.7416060532914344e-08,0.0
1918,2.2972752589112133e-08,0.0
1919,1.9336480860943084e-08,0.0
1920,1.8930579770426448e-08,0.0
1921,2.7261890522822796e-08,0.0
1922,8.115729421831475e-09,0.0
1923,1.4862327368803108e-08,0.0
1924,1.5469948877466777e-08,0.0
1925,2.74954441437103e-08,0.0
1926,1.671920735191179e-08,0.0
1927,1.4493992672726108e-08,1.1149224876660924e-09
1928,3.085031252680892e-08,2.2852082448565625e-09
1929,1.6710609784809094e-08,0.0
1930,1.3654684494213143e-08,0.0
1931,1.4826963656844327e-08,0.0
1932,2.1919072779041926e-08,0.0
1933,1.261772819560747e-08,3.4411986593596566e-09
1934,2.6359476379411717e-08,1.1981580172459871e-09
1935,1.0771455727365264e-08,1.196828414151696e-09
1936,2.7886843056990074e-08,1.2124714565686645e-09
1937,2.2664012888640173e-08,2.5182236296217297e-09
1938,7.779128452511941e-09,0.0
1939,1.2235240376412548e-08,0.0
1940,1.5214697057785997e-08,0.0
1941,2.066051862925633e-08,0.0
1942,1.8205270180260413e-08,0.0
1943,2.6129116648121453e-08,0.0
1944,2.2492303131116387e-08,9.639558484764166e-09
1945,3.703456741277478e-08,0.0
1946,2.0881657292193267e-08,2.7842208538686464e-09
1947,2.1457568166738383e-08,0.0
1948,1.4133454406817236e-08,2.174377566888097e-09
1949,1.7670615193310368e-08,9.817008317369869e-10
1950,2.1270722072586068e-08,5.317680518146517e-09
