year,rien_PRON oser_VERB,rien_PRON causer_VERB
1951,2.6653504292539765e-08,1.0661401761424827e-09
1952,5.272402070488624e-09,1.8980646387944944e-08
1953,8.619061908632375e-09,0.0
1954,2.247683283940205e-08,5.863521668203475e-09
1955,1.3139850985055546e-08,9.385607846468247e-10
1956,1.657016923672927e-08,2.616342476002842e-09
1957,7.068030161150318e-09,0.0
1958,1.3235589513271862e-08,8.272243445794913e-10
1959,9.300897829689347e-09,0.0
1960,1.5225833038812198e-08,0.0
1961,1.737039845295385e-08,6.948159270159238e-10
1962,1.0147130247162295e-08,6.341956404476434e-10
1963,1.2285501505004959e-08,1.939815863494232e-09
1964,1.520992043424485e-08,1.2167936658258327e-09
1965,1.3680108601477059e-08,0.0
1966,1.273987226824147e-08,0.0
1967,2.6130779318123132e-08,1.4791006197611978e-09
1968,2.380450325745187e-08,4.940557296606585e-09
1969,1.0446043141598693e-08,0.0
1970,1.1956685419534097e-08,0.0
1971,1.3359833239690033e-08,1.0276794970565106e-09
1972,1.4364410994005539e-08,0.0
1973,8.821126051827832e-09,1.102640756478479e-09
1974,1.7439271360331077e-08,3.3753431161187564e-09
1975,2.1703623787061588e-08,0.0
1976,1.085570122683066e-08,1.142705374768127e-09
1977,6.464460078348111e-09,5.876781838942691e-10
1978,1.128712323605896e-08,1.1881182704343018e-09
1979,1.580032815695631e-08,0.0
1980,1.3644362084619388e-08,0.0
1981,1.2018544381930951e-08,2.5302198114474095e-09
1982,1.6760255405756652e-08,2.483000915987077e-09
1983,7.57837881337764e-09,0.0
1984,1.2177918229383522e-08,0.0
1985,7.820225356169885e-09,3.0077789148208467e-09
1986,8.392279760016663e-09,0.0
1987,1.5277041853778428e-08,1.2221633705067347e-09
1988,1.2592763276586538e-08,0.0
1989,1.2622680678475717e-08,2.1952488715726304e-09
1990,1.7435683119515488e-08,2.724325431913144e-09
1991,1.1722930182145319e-08,0.0
1992,1.8182815253453555e-08,2.7549720282848966e-09
1993,1.1632335983335906e-08,4.4313659408601325e-09
1994,1.2659823411809157e-08,5.274926606624319e-10
1995,1.626735190995987e-08,0.0
1996,1.1209993822092201e-08,0.0
1997,1.6302641014931396e-08,1.438468344439059e-09
1998,1.0966696883940585e-08,0.0
1999,9.597422412355172e-09,2.7421207526856506e-09
2000,1.5463109903635086e-08,8.836062992401139e-10
2001,1.2267393323384113e-08,8.762423564512289e-10
2002,1.62105191492401e-08,4.38122149670761e-10
2003,1.3334153337041244e-08,2.5001538617175356e-09
2004,1.3214373595360485e-08,2.2023955992267474e-09
2005,1.3511249008502091e-08,2.702249757291497e-09
2006,1.4000825387938676e-08,1.6471559671771274e-09
2007,1.917350189728495e-08,1.5977917877663117e-09
2008,1.6178271167177627e-08,4.257439678578834e-10
2009,1.43045770784056e-08,0.0
2010,1.8895171649546683e-08,1.4171379625338432e-09
2011,1.7972668686638826e-08,7.64794394481072e-10
2012,2.6212745751763578e-08,2.7234021704458655e-09
2013,2.900689999307815e-08,5.578250084070646e-10
2014,3.096586453921191e-08,1.9489005964601347e-09
2015,3.147536986602972e-08,4.433150790905671e-10
2016,3.024156569608749e-08,1.86420612280358e-09
2017,2.037645252528364e-08,0.0
2018,3.2268335559137995e-08,1.5488800242380307e-09
2019,3.035675533169524e-08,1.2754939326953263e-09
