year,en_ADP anneaux_NOUN,en_ADP canaux_NOUN
1800,3.710113958277361e-07,1.0690159379933561e-07
1801,3.6193975461173977e-07,8.572257570449437e-08
1802,3.177732992298843e-07,9.398928568771225e-08
1803,7.937880468489311e-07,1.2092102963379148e-07
1804,4.004398590495839e-07,1.3842364943172925e-07
1805,1.8194417350514414e-07,1.5920115004064428e-07
1806,2.305335300434308e-07,8.645007376628655e-08
1807,1.4519470425966574e-07,8.825560593450632e-08
1808,1.450287356874469e-07,8.384473693112682e-08
1809,2.0557178004310117e-07,1.2198764154369712e-07
1810,1.2870697219113936e-07,1.0296557917399696e-07
1811,1.504246114336638e-07,4.763445815569867e-08
1812,1.226915742336132e-07,1.0402111882967802e-07
1813,5.7514832008109806e-08,1.1790540810352468e-07
1814,1.0698702368472368e-07,9.440031645269187e-08
1815,1.6992508733437717e-07,2.3196122356239357e-07
1816,4.357095235718589e-07,5.3304889391370125e-08
1817,5.464625587592309e-07,1.0898113667057174e-07
1818,3.2067967481452797e-07,7.629553522292554e-08
1819,2.2875821059642476e-07,1.2524770964805754e-07
1820,1.7206397728841694e-07,1.0679832929127997e-07
1821,1.0255947557880063e-07,9.762873531826699e-08
1822,1.6341753905635414e-07,6.015369535816717e-08
1823,1.4725203811849497e-07,1.096978223813494e-07
1824,1.364220310051678e-07,9.431646308399877e-08
1825,1.7522832251870568e-07,1.4176762874740234e-07
1826,1.6647089751131716e-07,8.279505481212368e-08
1827,2.101538285614879e-07,1.21668001895614e-07
1828,2.3389368664084031e-07,9.355747465633613e-08
1829,2.1861599464045867e-07,1.2259641835044022e-07
1830,2.9327509309950983e-07,9.601888706356476e-08
1831,2.354272083948672e-07,1.4187997576797784e-07
1832,2.2459748549863434e-07,1.4071167697693454e-07
1833,2.6989854973180627e-07,1.5522062746242682e-07
1834,2.2869600968533632e-07,9.334531148041947e-08
1835,2.2235478525090002e-07,1.2705987728622858e-07
1836,2.4799567199806916e-07,7.594447842818042e-08
1837,1.8507989807403646e-07,1.5516097284784536e-07
1838,1.7863418122487928e-07,1.1235648145202504e-07
1839,2.1603658240110235e-07,1.0487212875887053e-07
1840,1.490507202106528e-07,1.3312649826957568e-07
1841,1.6821837789393612e-07,9.566617364953345e-08
1842,1.885022413716797e-07,7.312009131510422e-08
1843,1.624400596256237e-07,1.116406194712205e-07
1844,1.4654457913820806e-07,6.586273504360918e-08
1845,1.4062175068829674e-07,1.1830083224140253e-07
1846,1.6158423932211008e-07,6.381406181255045e-08
1847,2.1734690847097227e-07,1.0139260098185332e-07
1848,2.0515315668490075e-07,1.0378335701943797e-07
1849,2.1535096550451271e-07,1.106082763158156e-07
1850,1.4732121655924857e-07,7.46789599048725e-08
1851,1.8122922540442232e-07,7.932809609201286e-08
1852,2.9753192620773916e-07,1.1914298170268012e-07
1853,1.6363092925075762e-07,7.703791737867505e-08
1854,2.1458093613091478e-07,6.026970905681495e-08
1855,1.645150575768639e-07,6.209116421018734e-08
1856,1.418549828713367e-07,5.0736453260924463e-08
1857,1.332652033170234e-07,6.394776619345066e-08
1858,2.1140679962172726e-07,8.123502226453638e-08
1859,1.5632971894774528e-07,7.74010380233392e-08
1860,2.1833167807017162e-07,8.193158862468408e-08
1861,1.6175755490621668e-07,5.564837124438782e-08
1862,1.346359965737065e-07,6.912519273649664e-08
1863,1.0588595955596247e-07,6.54295329027832e-08
1864,1.5966443811521458e-07,5.753673448793961e-08
1865,1.6144475978308037e-07,7.013198161098799e-08
1866,1.6591739893101476e-07,8.75810357570117e-08
1867,1.4946658666303847e-07,7.861554252031056e-08
1868,1.709196482124753e-07,1.0620728896348908e-07
1869,1.4259876479627565e-07,7.618289998845285e-08
1870,1.5309910850191955e-07,7.11022023480723e-08
1871,1.667524855974989e-07,9.45284810427438e-08
1872,1.354603966774448e-07,3.99124376881943e-08
1873,2.681730109088676e-07,1.2331169330082048e-07
1874,1.637042856827975e-07,1.200896377895333e-07
1875,1.7393442419688654e-07,7.724061390490533e-08
1876,1.7231141669071803e-07,8.585340793842988e-08
1877,2.2945667410567694e-07,1.236963225181853e-07
1878,1.9808210538485582e-07,6.76377922559368e-08
1879,1.3868168480257737e-07,7.392283407625655e-08
1880,1.2514800573626417e-07,6.096954030532231e-08
1881,1.65945678531898e-07,8.506459181489845e-08
1882,1.7437109534057527e-07,8.2526777855918e-08
1883,1.4281705773555586e-07,8.973461262939963e-08
1884,2.1785599813028966e-07,1.0364664149165037e-07
1885,1.9659188410514616e-07,8.121500627567002e-08
1886,1.54883139202866e-07,8.970314879785946e-08
1887,1.4755369193153456e-07,4.7661149304989436e-08
1888,1.1539918887137901e-07,7.545331626168661e-08
1889,1.7041172384324454e-07,9.710961990094802e-08
1890,1.4419650540276052e-07,6.095579152542996e-08
1891,1.5489354154851753e-07,6.182993672609882e-08
1892,1.5483225013213087e-07,6.080456671497814e-08
1893,1.453386317962213e-07,8.498614789687053e-08
1894,1.6131940583363757e-07,9.452308802337939e-08
1895,1.4203929765699286e-07,6.98159254852726e-08
1896,1.5980948830929265e-07,5.89702899844724e-08
1897,2.0684832691131305e-07,7.63299468076184e-08
1898,2.687718563265662e-07,9.33628555577215e-08
1899,1.591942577761074e-07,8.788849470420246e-08
1900,1.4638770551300695e-07,6.69645885409409e-08
1901,1.3021761446907476e-07,1.1568689473051563e-07
1902,1.487815950440563e-07,6.776191696644673e-08
1903,1.3230540218955866e-07,7.182293160212794e-08
1904,1.9294904518574185e-07,4.245953988402107e-08
1905,1.5121024432573904e-07,7.895961573467503e-08
1906,1.2809019267479016e-07,7.716276684277545e-08
1907,1.3371392526551062e-07,5.1428433678335495e-08
1908,9.970119663194055e-08,8.938728024432407e-08
1909,1.6833010363370704e-07,6.766209936781564e-08
1910,1.6139334491072077e-07,6.092331972240572e-08
1911,1.7025197962539096e-07,6.171634225893285e-08
1912,1.1096066998561582e-07,8.543450924491935e-08
1913,1.8507434162984282e-07,6.204498209649856e-08
1914,1.1451431447540017e-07,7.165516030527286e-08
1915,1.3076645188903058e-07,2.4739600590351074e-08
1916,1.2415831918133335e-07,3.5159878564172686e-08
1917,1.2282394834528532e-07,4.276905585243185e-08
1918,1.274987795341076e-07,8.499918635607173e-08
1919,1.0312790266198135e-07,5.893022958503025e-08
1920,1.2191293308205786e-07,6.890730563924308e-08
1921,1.0904756209129118e-07,6.815472630705699e-08
1922,1.313272548486566e-07,5.53345163023522e-08
1923,1.1040586400667962e-07,5.520293200333981e-08
1924,1.5856697643812367e-07,5.0277336072213075e-08
1925,1.3417776756341482e-07,5.389107249342828e-08
1926,1.4267057224515156e-07,6.241837269271855e-08
1927,1.371354727552898e-07,5.2401357919507063e-08
1928,1.771036437503426e-07,2.2852082892654835e-08
1929,1.6153589399436896e-07,6.238627747734427e-08
1930,1.344461253438567e-07,6.617270287279098e-08
1931,1.779235674348456e-07,5.1324104077821175e-08
1932,2.6193291091658466e-07,4.055028668403793e-08
1933,1.307655423943288e-07,6.194157720074145e-08
1934,1.7852553924058157e-07,4.193552882725271e-08
1935,1.2447014796634903e-07,5.146362269670135e-08
1936,1.43071630986924e-07,3.031178508194898e-08
1937,1.3472497073507839e-07,4.2809801703569406e-08
1938,2.2300169177924545e-07,4.537825049055755e-08
1939,1.2388180437028495e-07,5.505858169385647e-08
1940,2.0793419253095635e-07,5.832300686847702e-08
1941,2.4792620934022125e-07,7.083606590185809e-08
1942,2.306000936869168e-07,7.58552971547033e-08
1943,2.7290411708236206e-07,6.096794180621146e-08
1944,1.799384250489311e-07,4.4984606262232774e-08
1945,1.8735134688085964e-07,4.357008043243127e-08
1946,1.4477947729574225e-07,4.315542412314244e-08
1947,1.335137511659923e-07,4.172304812755101e-08
1948,2.6527405339038523e-07,1.0328293598149685e-07
1949,1.2762110657149606e-07,6.184715317658629e-08
1950,1.031630034731279e-07,4.5732054587688253e-08
1951,1.194077015043149e-07,7.462980988748313e-08
1952,1.9718783050848288e-07,1.1810180211568877e-07
1953,1.3898237227749632e-07,9.157753411148661e-08
1954,1.358382490934673e-07,1.1140691369426747e-07
1955,1.267057001541616e-07,9.667176215089057e-08
1956,1.4477095078291313e-07,1.3430557999072334e-07
1957,1.9613783308614074e-07,8.304935761316301e-08
1958,2.5809399062382e-07,6.4523497655955e-08
1959,1.5036451372907322e-07,8.060777645368944e-08
1960,1.5641083450645965e-07,5.813500081330858e-08
1961,1.2228760226662416e-07,7.504011856340753e-08
1962,1.5220695104289916e-07,5.010145542883038e-08
1963,1.3708033463899483e-07,5.754787224532265e-08
1964,1.539244038895049e-07,5.901449101619605e-08
1965,1.1108247832680718e-07,6.128688312401209e-08
1966,1.4401594228274917e-07,4.874385695075034e-08
1967,1.3065388770883146e-07,4.683818843886911e-08
1968,1.2036994689879066e-07,6.422724396770718e-08
1969,1.185398801339943e-07,4.9505160859553143e-08
1970,1.3520251229692803e-07,4.0928652134120114e-08
1971,9.55741938923893e-08,4.367637984614703e-08
1972,1.205584538865878e-07,4.360624855648254e-08
1973,1.1798255883377351e-07,4.0246387555953334e-08
1974,1.3895161998789263e-07,4.106667361725158e-08
1975,8.967023745753977e-08,4.112265727940212e-08
1976,8.798831174772204e-08,3.370981005446083e-08
1977,7.992423434188822e-08,5.582942819160053e-08
1978,9.683164137186395e-08,3.5049488644745e-08
1979,8.48536103603692e-08,4.6815785026410595e-08
1980,1.0176420062180114e-07,4.6618234716966356e-08
1981,9.551579438493718e-08,4.3013738348918196e-08
1982,7.759378206628753e-08,4.593551850007316e-08
1983,9.662433342327859e-08,5.1785590926556324e-08
1984,6.842829947117934e-08,3.07347454153728e-08
1985,9.203803585933201e-08,3.24840130350168e-08
1986,1.0070735356748628e-07,4.016305155118971e-08
1987,8.49403534175508e-08,6.844114752713182e-08
1988,7.25583007010755e-08,2.2187249371086182e-08
1989,7.738252350009134e-08,3.677041959804228e-08
1990,6.592867407562153e-08,2.5608660081388734e-08
1991,7.795748757644105e-08,2.8721180100887977e-08
1992,6.391535123384529e-08,5.0691486563891885e-08
1993,5.483815357365529e-08,2.9357799746776436e-08
1994,6.382661155157621e-08,3.323203756622206e-08
1995,9.76041150124729e-08,2.2232049090575856e-08
1996,6.725996115619637e-08,3.3629980578098184e-08
1997,5.082588216964723e-08,2.5412940307667498e-08
1998,2.9276313284753996e-07,2.860877579280441e-08
1999,6.215473291604212e-08,2.0108885223635298e-08
2000,5.169096795043515e-08,1.8113929911578452e-08
2001,6.834690680079802e-08,3.592593600387772e-08
2002,6.703268695673614e-08,3.1106672793157486e-08
2003,6.208715319644398e-08,1.7917768602160322e-08
2004,7.532192825010497e-08,2.9071621554521698e-08
2005,5.6747243348809207e-08,1.9366122927522156e-08
2006,8.359316439054965e-08,2.7589862117149977e-08
2007,5.072988784604604e-08,2.0371844655642235e-08
2008,1.2559446815885167e-07,3.4485261840577763e-08
2009,7.77215376501772e-08,2.0026408975581944e-08
2010,7.747020447368413e-08,3.590082542359596e-08
2011,7.074348218338855e-08,3.3650952246944144e-08
2012,5.8893572685292384e-08,3.472337795074054e-08
2013,5.550358750383566e-08,3.151711425175563e-08
2014,6.214827408257406e-08,2.3386807157521616e-08
2015,7.336864626950046e-08,2.6377247053233077e-08
2016,1.2241619629094203e-07,2.8791626860424913e-08
2017,6.691526266422443e-08,2.213737992917686e-08
2018,5.524338675400031e-08,1.858655984676716e-08
2019,5.5866632209244926e-08,2.3213988953330045e-08
