year,son_DET art_NOUN,son_DET quart_NOUN
1800,9.429349617562366e-06,6.917161821107243e-08
1801,7.50072515387501e-06,1.5477687043130572e-07
1802,7.210320831063655e-06,2.394488944901241e-07
1803,8.257735927941212e-06,2.730474797374427e-07
1804,1.0690754919551182e-05,1.137051413024892e-06
1805,8.852721435914646e-06,5.543611392155867e-07
1806,1.11376510858463e-05,2.247701900159882e-07
1807,9.856158271759341e-06,1.4519471358553915e-07
1808,1.0473793537357778e-05,1.92616288696712e-07
1809,6.71383854466967e-06,1.6490922805090236e-07
1810,1.107114007936616e-05,3.9548140806644483e-07
1811,1.0111040367632995e-05,2.5321475050077424e-07
1812,1.167170358939984e-05,3.6807472270083963e-07
1813,1.2216150807375925e-05,4.5436718210112303e-07
1814,8.367014821430985e-06,3.020809913323319e-07
1815,6.446364160694884e-06,1.5104451200897984e-07
1816,6.21117844445962e-06,1.0429217667251578e-07
1817,7.809276809211951e-06,3.176021721174038e-07
1818,6.792686932044489e-06,1.5259107044585107e-07
1819,6.90000979375327e-06,1.2835302243274782e-07
1820,7.226686776107272e-06,1.0798498095709874e-07
1821,8.19785518046956e-06,3.836118985800496e-07
1822,9.42808900106229e-06,2.5665576686151326e-07
1823,9.079224390973195e-06,1.9370065729162889e-07
1824,7.807213421529013e-06,2.5347548060494773e-07
1825,8.221642104899729e-06,1.7963103537965708e-07
1826,5.538460349896468e-06,1.2859656850494616e-07
1827,6.381118240028627e-06,5.244628447087507e-07
1828,5.922554905168909e-06,2.2196968529897276e-07
1829,7.336066886409753e-06,1.8346597130403097e-07
1830,6.041884375918016e-06,2.7448877948366146e-07
1831,5.023486412625289e-06,2.6193225721726776e-07
1832,6.815045551888943e-06,2.8683535036044816e-07
1833,5.871741173280043e-06,1.424786338910522e-07
1834,6.677923273912256e-06,2.482985315133135e-07
1835,5.631475460177171e-06,2.465566808496078e-07
1836,5.702556514108892e-06,1.4651235513696292e-07
1837,5.507170861562827e-06,1.9621252533852385e-07
1838,5.211321052911444e-06,1.9946430995787523e-07
1839,5.649112125638567e-06,3.537686571464249e-07
1840,5.762020578004012e-06,1.7707733945826476e-07
1841,6.236920846447447e-06,1.6886042963903947e-07
1842,6.659965528399425e-06,1.7240240879345947e-07
1843,6.385370959094416e-06,1.4708209050695586e-07
1844,5.765184795336609e-06,2.0417447382792275e-07
1845,6.1577816836688726e-06,1.6796485624581692e-07
1846,5.876748318200953e-06,1.364098807243863e-07
1847,6.598069873575696e-06,1.7905502502912896e-07
1848,5.613955785577218e-06,1.8906270327079255e-07
1849,5.803582666885632e-06,1.2820504480259842e-07
1850,6.237050776292108e-06,2.0299097425180435e-07
1851,6.2759488415053966e-06,2.057370984687168e-07
1852,7.018367981004303e-06,2.3242647273491457e-07
1853,6.4514780149238504e-06,1.9826813590917425e-07
1854,7.134686221377251e-06,1.205394181136299e-07
1855,7.226456276043791e-06,2.3138246163512122e-07
1856,6.2949444412652156e-06,1.3150060862443524e-07
1857,5.937867442185052e-06,1.503504734046146e-07
1858,5.853325752980254e-06,1.6589561369073635e-07
1859,6.4568756812377615e-06,2.0776067355399164e-07
1860,5.873442340487145e-06,1.4738532561064943e-07
1861,6.493881883784525e-06,1.5515520912501302e-07
1862,6.149883049033633e-06,1.427683642696298e-07
1863,5.916128564820156e-06,1.1787304998733816e-07
1864,5.62517487878722e-06,1.8507649723886743e-07
1865,5.3799230030904255e-06,1.5956202048528212e-07
1866,5.481112914651476e-06,2.3792846681747193e-07
1867,5.431266757227604e-06,2.4652281993553515e-07
1868,5.46893436847995e-06,2.2476426808637484e-07
1869,5.303990327831798e-06,1.5969107114433e-07
1870,6.145180030614483e-06,2.511513343961269e-07
1871,3.7970707928991487e-06,2.5809461590142746e-07
1872,4.80158755777893e-06,2.3282255945389352e-07
1873,4.779824685385847e-06,2.388415794030152e-07
1874,4.348320700842123e-06,2.1090369695109246e-07
1875,4.67391539871187e-06,1.607749076093512e-07
1876,5.509128506275829e-06,2.7993048190566583e-07
1877,4.843329499237825e-06,2.1213919021434435e-07
1878,5.6568143733670695e-06,1.582241253572647e-07
1879,4.589325207859929e-06,1.6006432035364782e-07
1880,6.126475867063164e-06,2.002367978093389e-07
1881,4.803360489802344e-06,1.5757867288801464e-07
1882,5.152599115376688e-06,1.397630928767768e-07
1883,5.379021359885883e-06,1.8199696383280894e-07
1884,4.862809916517108e-06,1.3599495218841184e-07
1885,5.103654487470521e-06,1.521169968321523e-07
1886,5.762943146692123e-06,1.510110487767946e-07
1887,5.4046438009436315e-06,2.3634706591835197e-07
1888,5.2012063491702065e-06,1.952909292057825e-07
1889,5.148689368184023e-06,1.553753889993459e-07
1890,4.943973564763837e-06,1.3895299499910863e-07
1891,5.016511224198439e-06,1.542561207656945e-07
1892,4.984093976645454e-06,1.1032581426206889e-07
1893,5.550580709723363e-06,1.564237808171498e-07
1894,5.77536093260278e-06,1.9534772377483023e-07
1895,5.7200912664256975e-06,1.631044488359379e-07
1896,5.602177495234173e-06,1.4506691842219865e-07
1897,5.206168452787097e-06,1.3401441167903982e-07
1898,5.8677140941654216e-06,1.3466884718482675e-07
1899,5.90621749552156e-06,1.7080216707654472e-07
1900,6.22199631550302e-06,1.3808201360099304e-07
1901,5.706661198701113e-06,1.2965874440773462e-07
1902,5.162672437108995e-06,1.4338028375693312e-07
1903,5.648090365184544e-06,1.2798522663892697e-07
1904,6.030867027106979e-06,1.3060339298931467e-07
1905,6.53403679962139e-06,1.4914593293724465e-07
1906,6.418399237873018e-06,1.4455158492410192e-07
1907,6.826096026202322e-06,1.82056654640661e-07
1908,6.951089034146207e-06,1.4292142846983324e-07
1909,7.355915329299023e-06,1.705304932819729e-07
1910,6.9794606361028855e-06,1.4696413774828443e-07
1911,7.4325628531823895e-06,1.7131604124198674e-07
1912,7.536990807466282e-06,1.2190045417526107e-07
1913,7.332974163887229e-06,1.336353362413334e-07
1914,6.850768940580565e-06,1.6072184960691516e-07
1915,4.376552823259772e-06,2.2147832590135863e-07
1916,5.303648109133974e-06,3.208338896776297e-07
1917,5.495275189559834e-06,2.0068557238239748e-07
1918,5.79257947208589e-06,1.9182248589544315e-07
1919,7.130557889922784e-06,1.7310755590083104e-07
1920,8.392304465587586e-06,1.5523075180823298e-07
1921,9.091083214229911e-06,2.1960968116241375e-07
1922,9.215779229521104e-06,2.0215543761192833e-07
1923,8.709323395805768e-06,1.6348559483958525e-07
1924,8.616761817847873e-06,1.7532609219994555e-07
1925,8.266230466347224e-06,1.352775906848791e-07
1926,7.890351270134488e-06,1.4155595451370573e-07
1927,7.76320550244236e-06,1.9065173795240753e-07
1928,7.903392628350048e-06,1.7481842806699177e-07
1929,8.18597044371927e-06,1.7713245625827767e-07
1930,7.902911249857425e-06,1.901152304473186e-07
1931,6.902521903384695e-06,1.7222089088164694e-07
1932,6.696276670936641e-06,1.808323598639916e-07
1933,6.726396321710126e-06,1.5255981122841433e-07
1934,5.969223280999358e-06,1.4258080760498615e-07
1935,7.822470308838092e-06,1.4481624255324732e-07
1936,6.902599906766227e-06,1.345843338995678e-07
1937,6.242676235501676e-06,1.6872098163034366e-07
1938,6.9623200715795974e-06,2.3855994157884197e-07
1939,6.720205846022509e-06,1.7894038339960616e-07
1940,6.169559952695636e-06,1.4961119232381748e-07
1941,7.198714939704587e-06,1.475751361112998e-07
1942,8.46545077592964e-06,1.7295006671247393e-07
1943,8.192929840333818e-06,1.3064558856967778e-07
1944,8.26752776106332e-06,1.831516183159465e-07
1945,7.20649140362184e-06,2.287429281544462e-07
1946,8.198138345960615e-06,1.61484814853452e-07
1947,8.008440943285677e-06,1.3828210509991834e-07
1948,7.779923038242487e-06,1.706886332275559e-07
1949,6.813003778916027e-06,1.6198063768069204e-07
1950,6.765153372612076e-06,1.627210339805174e-07
1951,7.186850893958763e-06,2.676011866542538e-07
1952,6.238306070827093e-06,1.4130037251369743e-07
1953,7.064398744205391e-06,1.4652404800585828e-07
1954,7.362628934970417e-06,1.1336141625406526e-07
1955,7.370517749905048e-06,1.3984555158330636e-07
1956,6.643765573244309e-06,1.7267860408232139e-07
1957,7.0865835368749686e-06,1.1838950308984408e-07
1958,6.428360336485639e-06,1.2821977624088987e-07
1959,6.0510089667786815e-06,1.2556211359537883e-07
1960,6.669607017784074e-06,1.0588875026806832e-07
1961,6.408287276826741e-06,1.5285950993870756e-07
1962,5.8789936900893736e-06,1.4015723942550906e-07
1963,6.4770455026064155e-06,1.3384730113141785e-07
1964,6.02860433218666e-06,1.4601524145341216e-07
1965,6.175201150426801e-06,1.2914023028720578e-07
1966,5.8874826436294825e-06,1.0358070068328118e-07
1967,5.969650260340131e-06,1.1980715264314767e-07
1968,7.761166784803208e-06,9.521801341838554e-08
1969,5.260718040744905e-06,1.3670690690581466e-07
1970,6.050082475894669e-06,1.0393118882179309e-07
1971,5.876271444549275e-06,1.0174026865428232e-07
1972,6.541963429640418e-06,1.4774823176022522e-07
1973,5.0732499232708506e-06,1.0199427258328342e-07
1974,4.585403601709004e-06,1.0013517659501758e-07
1975,4.721109391425671e-06,7.025120885018055e-08
1976,4.519970971728071e-06,1.1255647724972562e-07
1977,4.415226314335996e-06,1.0813278672472393e-07
1978,5.114255031912762e-06,1.277227115181745e-07
1979,4.951940042019487e-06,1.1645426689632643e-07
1980,5.413400359088882e-06,1.1768261853895012e-07
