year,bien_ADV ouverte_ADJ,bien_ADV couverte_ADJ
1893,4.126139074855928e-08,2.7097032173628577e-08
1894,5.797416235964192e-08,1.3233232287745977e-08
1895,3.250051960890232e-08,1.5046536461227333e-08
1896,2.181900704556483e-08,1.0614652268259306e-08
1897,2.0393496669157685e-08,1.8645483379486905e-08
1898,4.3003495875382214e-08,1.3580051749784161e-08
1899,5.638129962903804e-08,2.266307141951529e-08
1900,3.7894686499839736e-08,2.3359739032002835e-08
1901,2.9620316865930363e-08,2.51493244007861e-08
1902,3.780918689244572e-08,2.4060391012881155e-08
1903,3.348136701220028e-08,1.83607493653426e-08
1904,3.3860139581065596e-08,1.9348650681649815e-08
1905,3.1996705729397945e-08,8.257214467732865e-09
1906,3.652370850204534e-08,1.1317205839134203e-08
1907,2.828563872014911e-08,1.337139288182243e-08
1908,4.665819730576004e-08,1.6698722404839828e-08
1909,3.4106097501762633e-08,1.265226234892225e-08
1910,2.8323999146095957e-08,2.0307773240801907e-08
1911,1.5961122201701983e-08,1.5961122201701983e-08
1912,3.542406545875565e-08,1.614920641657136e-08
1913,2.4924052155483878e-08,1.8030165804816534e-08
1914,4.018046340092951e-08,2.0759905794420774e-08
1915,2.4739600590351074e-08,2.591767689352764e-08
1916,1.648119329900055e-08,7.69122365795738e-09
1917,4.0575770299255964e-08,8.773139548168274e-09
1918,2.067547733020092e-08,1.378365155346728e-08
1919,3.6831394822911534e-08,2.1178051312631396e-08
1920,2.0445025228355007e-08,1.8930579770426448e-08
1921,2.9533714140939082e-08,1.8931869405491852e-08
1922,2.87739485571592e-08,1.549366501762961e-08
1923,4.564857647437748e-08,1.4862327368803108e-08
1924,2.836157442231979e-08,1.0313299547703991e-08
1925,2.0896537833436923e-08,2.0896537833436923e-08
1926,3.232380052509143e-08,5.015762383209221e-08
1927,4.3481975353643065e-08,1.6723836537835268e-08
1928,2.742249805010033e-08,1.9424270192303084e-08
1929,1.3368487650211591e-08,1.893869061575515e-08
1930,2.7309368988426286e-08,7.352522590764465e-09
1931,2.8513390759599133e-08,1.2545892325022123e-08
1932,1.753525857850491e-08,1.53433514782364e-08
1933,2.408838994938378e-08,6.882397318719313e-09
1934,2.3963160344919743e-08,1.3179738189705859e-08
1935,2.2739740757060645e-08,1.3165112555668657e-08
1936,2.9099314957647948e-08,8.487299751891442e-09
1937,1.6368453259474336e-08,1.1332006444320086e-08
1938,4.408173026604345e-08,5.186085783037697e-09
1939,1.988226472349197e-08,9.176430282309411e-09
1940,4.057252667166722e-08,7.607348528892999e-09
1941,2.6563522936839945e-08,5.9030051957620344e-09
1942,6.068423541449874e-09,1.8205270180260413e-08
1943,1.1612940831184915e-08,2.0322646676618206e-08
1944,1.6065930807940276e-08,9.639558484764166e-09
1945,3.485606470121638e-08,6.535512131478072e-09
1946,3.201854070766785e-08,1.3921104269343232e-08
1947,2.9802176726434482e-08,1.549713246618012e-08
1948,2.0656587551570738e-08,1.9569398546082084e-08
1949,3.043272656100271e-08,7.853606653895895e-09
1950,2.8715476219076663e-08,6.381216888229346e-09
1951,2.6653504292539765e-08,4.264560704569931e-09
1952,1.5817205323287453e-08,6.326882129314981e-09
1953,1.8315507332999914e-08,1.6160740301529586e-08
1954,9.772536557761669e-09,6.840775057526116e-09
1955,2.7218263198847126e-08,9.385607846468247e-09
1956,1.5698054411927842e-08,6.976913269340912e-09
1957,3.268964121616591e-08,9.718541527092839e-09
1958,1.6544486669545222e-08,1.3235589513271862e-08
1959,2.0927018340444192e-08,1.007597205671118e-08
1960,1.7994166157109248e-08,1.1073333361366622e-08
1961,2.431855783413539e-08,1.320150300188061e-08
1962,2.5367825173816527e-08,9.512934440181198e-09
1963,2.0044765847160306e-08,6.466053470433053e-09
1964,2.1293889318485526e-08,9.734349326606662e-09
1965,3.994591679656878e-08,1.860494691641179e-08
1966,1.495550172592175e-08,2.547974453648294e-08
1967,1.873527466500491e-08,2.1200442290592036e-08
1968,1.9313088017725022e-08,1.257596426995633e-08
1969,2.679637134406221e-08,9.537691525451919e-09
1970,1.7935027685211935e-08,7.817832603507213e-09
1971,1.4387513402880359e-08,1.7470551227916076e-08
1972,2.1546616935097518e-08,1.128632298730281e-08
1973,3.418186267367673e-08,1.1577728109557484e-08
1974,1.8564387360697765e-08,9.00091468025721e-09
1975,2.056132863970106e-08,1.3707552426467373e-08
1976,1.656922776760439e-08,1.199840671262109e-08
1977,1.4104276857551667e-08,1.1753563455840776e-08
1978,1.841583241457556e-08,1.544553818177974e-08
1979,2.750427441355896e-08,8.777959692451986e-09
1980,1.819248218737357e-08,5.6851505725319385e-09
1981,1.8976647808699454e-08,1.0120879245789638e-08
1982,2.669225906970496e-08,1.1794254461960918e-08
1983,3.789189761960188e-08,1.8314416649900522e-08
1984,2.3196033538397387e-08,1.797692661398287e-08
1985,2.3460676956688076e-08,1.5038894574104233e-08
1986,2.3977941410180392e-08,1.1988970705090196e-08
1987,2.5665430669619127e-08,1.0388388815840699e-08
1988,1.739000587974715e-08,7.795519785247507e-09
1989,1.2073869015694072e-08,1.3171493229435782e-08
1990,2.2884334427430986e-08,8.717841559757744e-09
1991,1.641210189973208e-08,1.3481369798284959e-08
1992,3.361066092111287e-08,1.5427843891302473e-08
1993,1.938722604677423e-08,1.3848018731721368e-08
1994,2.479215588380157e-08,1.476979427650349e-08
1995,2.1689803730851054e-08,1.3556126887692699e-08
1996,2.4555223632205525e-08,1.0676184380997711e-08
1997,1.91795770376757e-08,1.3425704992187093e-08
1998,2.3363833534517653e-08,1.382757464085671e-08
1999,2.2851006420410158e-08,1.1882523409667556e-08
2000,1.9439339027371716e-08,1.2812291672048559e-08
2001,1.840108865280854e-08,1.2267393323384113e-08
2002,1.4896152755738967e-08,1.7086764003693133e-08
2003,2.5001536840818517e-08,1.4167538253673229e-08
2004,1.6738207264666016e-08,1.6297727611913615e-08
2005,2.657212228029948e-08,6.305249655724765e-09
2006,1.976587071794711e-08,9.471146533712727e-09
2007,2.836080348345149e-08,2.2768533725070483e-08
2008,2.1287197782271505e-08,1.6604014163590364e-08
2009,2.7178696626606325e-08,1.2397300963584712e-08
2010,1.9839930587295385e-08,2.0312310056169736e-08
2011,2.5238215073386527e-08,2.7150200310188666e-08
2012,5.54893198057016e-08,2.3489343803362317e-08
2013,2.872798710029656e-08,2.5381037715987986e-08
2014,4.569089284700567e-08,2.9883143071174345e-08
2015,3.879006982288047e-08,2.8150507702662253e-08
2016,4.0805399947885235e-08,2.8584492994809807e-08
2017,4.024978039751659e-08,3.018733707449428e-08
2018,4.4143082078562657e-08,2.478208038780849e-08
2019,4.9234063936864914e-08,2.5509876877549686e-08
