year,en_ADP anneau_NOUN,en_ADP canaux_NOUN
1869,1.8557372527538973e-07,7.618289998845285e-08
1870,2.0527895117083972e-07,7.11022023480723e-08
1871,2.1242354364403582e-07,9.45284810427438e-08
1872,1.445314126158337e-07,3.99124376881943e-08
1873,1.1373408170811672e-07,1.2331169330082048e-07
1874,1.7087381820601877e-07,1.200896377895333e-07
1875,1.1843561509294886e-07,7.724061390490533e-08
1876,1.8440344717873813e-07,8.585340793842988e-08
1877,1.4472469445081515e-07,1.236963225181853e-07
1878,1.5278894238690555e-07,6.76377922559368e-08
1879,1.2646303559904482e-07,7.392283407625655e-08
1880,1.1680479872211436e-07,6.096954030532231e-08
1881,1.624594290206005e-07,8.506459181489845e-08
1882,1.6239140165907884e-07,8.2526777855918e-08
1883,1.301783782992061e-07,8.973461262939963e-08
1884,2.5152465354949527e-07,1.0364664149165037e-07
1885,2.4557871824981703e-07,8.121500627567002e-08
1886,2.2651657616279408e-07,8.970314879785946e-08
1887,4.028346438644803e-07,4.7661149304989436e-08
1888,1.826097104640212e-07,7.545331626168661e-08
1889,2.8631674808821117e-07,9.710961990094802e-08
1890,1.389529984408e-07,6.095579152542996e-08
1891,2.339338749379749e-07,6.182993672609882e-08
1892,1.567128151691577e-07,6.080456671497814e-08
1893,2.5680597559585294e-07,8.498614789687053e-08
1894,2.0290956115331937e-07,9.452308802337939e-08
1895,2.997269916704681e-07,6.98159254852726e-08
1896,2.1229304536518612e-07,5.89702899844724e-08
1897,3.9912987404022715e-07,7.63299468076184e-08
1898,3.870314628784399e-07,9.33628555577215e-08
1899,2.8964510079276806e-07,8.788849470420246e-08
1900,2.808359624850709e-07,6.69645885409409e-08
1901,3.2582349263066135e-07,1.1568689473051563e-07
1902,3.987150591910904e-07,6.776191696644673e-08
1903,3.42913978101933e-07,7.182293160212794e-08
1904,3.9503495941062283e-07,4.245953988402107e-08
1905,3.313207344035618e-07,7.895961573467503e-08
1906,2.1194040300542838e-07,7.716276684277545e-08
1907,1.7177096367504419e-07,5.1428433678335495e-08
1908,1.841770966848344e-07,8.938728024432407e-08
1909,2.1068767352971918e-07,6.766209936781564e-08
1910,2.287296467784472e-07,6.092331972240572e-08
1911,2.122829272366289e-07,6.171634225893285e-08
1912,2.2348416450768127e-07,8.543450924491935e-08
1913,2.720433656122623e-07,6.204498209649856e-08
1914,2.417524456177489e-07,7.165516030527286e-08
1915,2.438617627831263e-07,2.4739600590351074e-08
1916,2.966614829347236e-07,3.5159878564172686e-08
1917,2.7635388732960564e-07,4.276905585243185e-08
1918,2.1709250574986072e-07,8.499918635607173e-08
1919,1.7955304087990953e-07,5.893022958503025e-08
1920,1.976352450583363e-07,6.890730563924308e-08
1921,2.597452350983076e-07,6.815472630705699e-08
1922,2.3240497171173047e-07,5.53345163023522e-08
1923,2.1019577900460718e-07,5.520293200333981e-08
1924,2.3720589581444074e-07,5.0277336072213075e-08
1925,1.6937194402544264e-07,5.389107249342828e-08
1926,1.6942129832386854e-07,6.241837269271855e-08
1927,1.4493991784547688e-07,5.2401357919507063e-08
1928,3.0850310395180713e-07,2.2852082892654835e-08
1929,2.0721155635783362e-07,6.238627747734427e-08
1930,2.8464765478020126e-07,6.617270287279098e-08
1931,2.7829071314044995e-07,5.1324104077821175e-08
1932,2.498774449577468e-07,4.055028668403793e-08
1933,2.959430958071607e-07,6.194157720074145e-08
1934,2.564058263487823e-07,4.193552882725271e-08
1935,2.7646737521536124e-07,5.146362269670135e-08
1936,2.5098159994740854e-07,3.031178508194898e-08
1937,1.9264410866526305e-07,4.2809801703569406e-08
1938,2.8134516583122604e-07,4.537825049055755e-08
1939,1.8964622938710818e-07,5.505858169385647e-08
1940,3.1950864354257646e-07,5.832300686847702e-08
1941,5.106099365548289e-07,7.083606590185809e-08
1942,3.2769486324468744e-07,7.58552971547033e-08
1943,3.7161410659791727e-07,6.096794180621146e-08
1944,2.1207029021752533e-07,4.4984606262232774e-08
1945,2.461709698309278e-07,4.357008043243127e-08
1946,2.867747355139727e-07,4.315542412314244e-08
1947,1.8358140607688256e-07,4.172304812755101e-08
1948,3.805160702086141e-07,1.0328293598149685e-07
1949,3.4065018894580135e-07,6.184715317658629e-08
1950,2.935359759703715e-07,4.5732054587688253e-08
1951,3.123790577319596e-07,7.462980988748313e-08
1952,8.499112027493538e-07,1.1810180211568877e-07
1953,3.630779872310086e-07,9.157753411148661e-08
1954,3.3910700381056813e-07,1.1140691369426747e-07
1955,2.2900883323018206e-07,9.667176215089057e-08
1956,3.5582257851274335e-07,1.3430557999072334e-07
1957,3.5516850971362146e-07,8.304935761316301e-08
1958,4.376016704554786e-07,6.4523497655955e-08
1959,4.58844283457438e-07,8.060777645368944e-08
1960,4.117895855415554e-07,5.813500081330858e-08
1961,3.77979858967592e-07,7.504011856340753e-08
1962,3.126584431356605e-07,5.010145542883038e-08
1963,2.7998009954899317e-07,5.754787224532265e-08
1964,2.464007309299632e-07,5.901449101619605e-08
1965,3.529467846874468e-07,6.128688312401209e-08
1966,4.1044543763746333e-07,4.874385695075034e-08
1967,3.1209023632072785e-07,4.683818843886911e-08
1968,2.7307808636578557e-07,6.422724396770718e-08
1969,3.974037952048093e-07,4.9505160859553143e-08
1970,3.200712512807513e-07,4.0928652134120114e-08
1971,2.88777926016337e-07,4.367637984614703e-08
1972,3.124259535525198e-07,4.360624855648254e-08
1973,2.502994504993694e-07,4.0246387555953334e-08
1974,4.472329351301596e-07,4.106667361725158e-08
1975,2.530185838622856e-07,4.112265727940212e-08
1976,2.7196387009098544e-07,3.370981005446083e-08
1977,2.7855946882482385e-07,5.582942819160053e-08
1978,1.9663357875288057e-07,3.5049488644745e-08
1979,2.5104966994149436e-07,4.6815785026410595e-08
1980,2.3763929846154497e-07,4.6618234716966356e-08
1981,2.8338462243482354e-07,4.3013738348918196e-08
1982,2.4457560243718035e-07,4.593551850007316e-08
1983,2.8734689294651616e-07,5.1785590926556324e-08
1984,2.2732113791334996e-07,3.07347454153728e-08
1985,2.33403653737696e-07,3.24840130350168e-08
1986,3.171082880726317e-07,4.016305155118971e-08
1987,3.0370759418474336e-07,6.844114752713182e-08
1988,2.4585870050941594e-07,2.2187249371086182e-08
1989,2.2665945209610072e-07,3.677041959804228e-08
1990,2.479136185229436e-07,2.5608660081388734e-08
1991,1.9518678584518057e-07,2.8721180100887977e-08
1992,2.314176583695371e-07,5.0691486563891885e-08
1993,1.7337718816179404e-07,2.9357799746776436e-08
1994,1.6510520595147682e-07,3.323203756622206e-08
1995,2.2394722520857613e-07,2.2232049090575856e-08
1996,1.644132368028295e-07,3.3629980578098184e-08
1997,9.158248559515414e-08,2.5412940307667498e-08
1998,1.7403671392912656e-07,2.860877579280441e-08
1999,1.1014184764235324e-07,2.0108885223635298e-08
2000,1.1575242808703479e-07,1.8113929911578452e-08
2001,1.6298108107548614e-07,3.592593600387772e-08
2002,1.8182069538852375e-07,3.1106672793157486e-08
2003,1.4792576052968798e-07,1.7917768602160322e-08
2004,1.5240577511121955e-07,2.9071621554521698e-08
2005,1.3376136109854997e-07,1.9366122927522156e-08
2006,1.2230132995227905e-07,2.7589862117149977e-08
2007,1.1583990300323421e-07,2.0371844655642235e-08
2008,1.4773316081573284e-07,3.4485261840577763e-08
2009,1.1205252548052158e-07,2.0026408975581944e-08
2010,1.0297868868747173e-07,3.590082542359596e-08
2011,1.2313189756696374e-07,3.3650952246944144e-08
2012,1.7327646162357269e-07,3.472337795074054e-08
2013,1.0570784070296213e-07,3.151711425175563e-08
2014,8.70508998218611e-08,2.3386807157521616e-08
2015,1.0595230293120039e-07,2.6377247053233077e-08
2016,9.96314568624257e-08,2.8791626860424913e-08
2017,7.496521448047133e-08,2.213737992917686e-08
2018,7.486253394972664e-08,1.858655984676716e-08
2019,7.321335004917273e-08,2.3213988953330045e-08
