year,en_ADP arrières_NOUN,en_ADP carrière_NOUN
1870,4.013834153937523e-09,3.7844722022839505e-08
1871,2.2304472935275044e-08,4.0360472297606975e-08
1872,9.071008832961525e-09,4.656451224605007e-08
1873,1.4366410283628284e-08,7.0036250909844e-08
1874,6.572069999322139e-09,5.197910013521323e-08
1875,6.293679799540541e-09,8.010137975134057e-08
1876,6.04601479992084e-09,3.9903696347209916e-08
1877,6.184816214727107e-09,1.039049070117315e-07
1878,7.2469061862534545e-09,7.065734036748594e-08
1879,4.27652757650776e-09,1.3073955862363817e-07
1880,4.492492600149944e-09,6.35366745882493e-08
1881,2.7890030285249168e-09,6.83305714233029e-08
1882,1.9966155395678697e-09,4.725323421439498e-08
1883,5.0554711528150165e-09,6.319339007632152e-08
1884,1.3203393933736152e-09,6.535679819563711e-08
1885,5.156508553483263e-09,7.605849816627597e-08
1886,2.5813855497602844e-09,6.130790808356323e-08
1887,1.3057849246322917e-09,4.700825606551717e-08
1888,6.340614699951175e-10,6.974676280968595e-08
1889,3.132568426877924e-09,6.57839365203472e-08
1890,6.554386478008212e-10,6.030035848425541e-08
1891,2.5496880162734215e-09,6.69293100941104e-08
1892,2.5074049503359674e-09,9.340083173547953e-08
1893,5.542574843531156e-09,9.299208869606446e-08
1894,5.041231432301174e-09,8.381046967542716e-08
1895,3.611168697403855e-09,6.801034180270449e-08
1896,4.1279202278587945e-09,1.0437741337909756e-07
1897,5.826713556089658e-10,9.439276027478627e-08
1898,6.224190496340043e-09,5.2056865484928494e-08
1899,7.185851913504848e-09,4.4220627160029835e-08
1900,2.595526460424935e-09,4.879590065343109e-08
1901,3.353243460679778e-09,6.930036278163243e-08
1902,4.910283735171106e-09,6.727088930347236e-08
1903,7.560307935250421e-09,9.720396576540224e-08
1904,3.2247751136083025e-09,9.190608807330136e-08
1905,2.580379465655369e-09,7.121847289681682e-08
1906,4.115347618238729e-09,1.0031159547452262e-07
1907,0.0,7.148552449987022e-08
1908,5.40252820258047e-09,7.51442499336008e-08
1909,1.1001967115120692e-09,1.254224277214e-07
1910,0.0,9.512588405868883e-08
1911,4.25629931299909e-09,7.342116248310049e-08
1912,5.2094213387476884e-09,8.543450746856251e-08
1913,6.363587878865928e-09,6.946916641936696e-08
1914,6.696743715117748e-10,8.504864423830583e-08
1915,4.712304768617059e-09,8.364340686739524e-08
1916,0.0,8.680095220370276e-08
1917,1.0966424435210342e-09,4.934890984742424e-08
1918,3.44591288836682e-09,2.3547070782115043e-07
1919,4.603924352863942e-09,1.289098814916123e-07
1920,1.514446346106979e-09,7.496509368820625e-08
1921,3.0290989716519334e-09,1.2116396341799174e-07
1922,2.2133805899215986e-09,9.517536775360824e-08
1923,2.1231896241147297e-09,8.811236806849365e-08
1924,1.289162443462999e-09,2.733024433432263e-07
1925,0.0,1.8366957021953567e-07
1926,1.1146138456652466e-09,1.2818058758856665e-07
1927,3.3447675740205796e-09,1.516294645398375e-07
1928,1.1426041224282812e-09,1.679628001127753e-07
1929,1.1140406375176326e-09,9.692153302154338e-08
1930,2.100720708497761e-09,1.428490059574017e-07
1931,2.2810713318222042e-09,8.097803316786667e-08
1932,5.4797681947604815e-09,6.356530946050043e-08
1933,2.2941324395731044e-09,9.750062601732168e-08
1934,2.3963160344919743e-09,1.5935501096464577e-07
1935,3.590485242455088e-09,9.454944205344873e-08
1936,6.0623572828433225e-09,1.4185916219489059e-07
1937,1.2591118148108649e-09,1.1583828629646575e-07
1938,1.2965214457594243e-09,8.297737252860315e-08
1939,1.5294050470515685e-09,1.452934741408285e-07
1940,2.5357829169792012e-09,1.141102288215734e-07
1941,0.0,1.1510859909691362e-07
1942,1.517105907566929e-08,9.709477932773325e-08
1943,5.806470415592457e-09,2.612911782495786e-07
1944,0.0,1.6387249601734766e-07
1945,8.714016175304096e-09,1.5903079875201342e-07
1946,5.568441707737293e-09,1.225057113529715e-07
1947,2.3841741914054637e-09,1.335137511659923e-07
1948,1.0871887834440486e-09,1.67427077979454e-07
1949,1.9634016634739737e-09,1.3547472121899773e-07
1950,0.0,1.4783151991437649e-07
1951,0.0,1.8550838376540923e-07
1952,1.0544803918932644e-09,2.6256561314053073e-07
1953,1.0773827385790469e-09,2.1224440560629887e-07
1954,9.772536113672459e-10,1.7590564649339058e-07
1955,4.6928039232341234e-09,1.7081806946706024e-07
1956,2.616342476002842e-09,2.162843082409438e-07
1957,1.7670075402875796e-09,2.0320586413546948e-07
1958,2.4816730892496253e-09,2.523034293711035e-07
1959,3.8753737996444215e-09,1.6431585037057772e-07
1960,2.7683333403416555e-09,1.8270999646574637e-07
1961,2.779263708063695e-09,1.7300915966522723e-07
1962,3.805173953708163e-09,1.7313540756624946e-07
1963,3.2330267352165265e-09,1.894553636194729e-07
1964,3.041984220075733e-09,1.606167674417236e-07
1965,3.2832261354087677e-09,1.1983774911294987e-07
1966,2.769537488234164e-09,1.329378007675075e-07
1967,3.944268467392931e-09,1.508682644368875e-07
1968,2.245707841908029e-09,1.6842809225092736e-07
1969,2.2708788183223305e-09,1.2762339618443974e-07
1970,2.7592350626548523e-09,1.4439996576243175e-07
1971,2.569198631618974e-09,1.3565369672008387e-07
1972,0.0,1.3748793592505137e-07
1973,2.205281512956958e-09,1.5878027592730604e-07
1974,3.3753431161187564e-09,1.2601280402479986e-07
1975,5.140332159925265e-09,1.4507159562526795e-07
1976,4.570821499072508e-09,1.714058120994011e-07
1977,1.7630346071939584e-09,1.416304421519854e-07
1978,3.5643548113029055e-09,1.182177710168375e-07
1979,2.925986564150662e-09,1.462993282075331e-07
1980,3.97960553399912e-09,2.3650227354288234e-07
1981,3.795329828193417e-09,1.4738530024205332e-07
1982,6.2075020679230875e-09,1.539460622312916e-07
1983,1.89459470334441e-09,1.1051803150419204e-07
1984,2.8995041922996734e-09,1.2757818679265398e-07
1985,2.4062232206745193e-09,3.079965683605579e-07
1986,1.1988970927134801e-09,1.336770225623951e-07
1987,6.721898593298192e-09,1.1121686616100135e-07
1988,0.0,1.1333487032194611e-07
1989,5.488122178931576e-10,2.0470695516472404e-07
1990,3.2691906959314565e-09,1.34581682686985e-07
1991,1.1722930404189924e-09,1.3071067650471946e-07
1992,3.30596661157756e-09,9.146507551349714e-08
1993,3.877445031719162e-09,2.464947332914136e-07
1994,1.0549853213248639e-09,1.0549853524111086e-07
1995,2.1689803286761844e-09,3.004037825160566e-07
1996,4.270473752399084e-09,1.0836327257734979e-07
1997,1.438468344439059e-09,7.240290600396548e-08
1998,6.198567881199324e-09,9.297851732981144e-08
1999,4.570201106446348e-09,9.414614221547879e-08
2000,3.5344251969604557e-09,9.366226927376431e-08
2001,2.190605918883648e-09,9.770102299411221e-08
2002,6.571832411594869e-09,1.5334274827694117e-07
2003,1.6667691671301554e-09,1.391752216806097e-07
2004,3.0833537945085254e-09,1.2245319927495224e-07
2005,2.251874686720612e-09,1.9861535804910346e-07
2006,2.8825228870488218e-09,8.482853031122062e-08
2007,5.592271090648637e-09,8.668020401447762e-08
2008,4.6831836186811415e-09,1.898818124956847e-07
2009,2.860915504498962e-09,8.392018480130048e-08
2010,2.8342759250676863e-09,9.022444624751103e-08
2011,3.4415748029203996e-09,6.386033121752455e-08
2012,2.7234021704458655e-09,7.557441250582997e-08
2013,5.020424964641279e-09,5.522467699803357e-08
2014,4.547434873103384e-09,5.2187229898637e-08
2015,4.211493376260478e-09,5.3862781082547606e-08
2016,4.556948152156792e-09,4.4119542796927647e-08
2017,3.773417134311785e-09,7.32042864104443e-08
2018,6.453666934191915e-09,1.4765989125864465e-07
2019,4.08158040698936e-09,1.0994756971527408e-07
