year,certain_ADJ art_NOUN,certain_ADJ quart_NOUN
1898,8.261198303216588e-08,5.6583548957434e-10
1899,7.904436927219649e-08,2.7637891975018647e-09
1900,6.436906119233754e-08,1.038210628578895e-09
1901,5.588739071527016e-08,3.353243460679778e-09
1902,6.825294462942111e-08,0.0
1903,5.562226945698967e-08,5.400220270956879e-10
1904,6.019580212068831e-08,5.374625189347171e-10
1905,8.979720433899274e-08,5.160759042333041e-10
1906,4.73264982758792e-08,1.0288369045596824e-09
1907,8.02283537382209e-08,0.0
1908,6.77771723189835e-08,9.822778146428846e-10
1909,6.381140593703094e-08,0.0
1910,6.733630186772643e-08,5.344150677544235e-10
1911,8.140172269577306e-08,0.0
1912,6.303399402440846e-08,2.6047106693738442e-09
1913,7.742364971363713e-08,0.0
1914,4.218948390644073e-08,4.018046340092951e-09
1915,3.887651445211304e-08,0.0
1916,3.625862632361532e-08,0.0
1917,5.812205117194935e-08,5.483212106582869e-09
1918,5.054005569604669e-08,0.0
1919,6.905886351660229e-08,9.207848372660976e-10
1920,7.042175553806374e-08,7.572231730534895e-10
1921,8.178567156846839e-08,7.572747429129834e-10
1922,7.820611358511087e-08,0.0
1923,9.872831441271046e-08,2.1231896241147297e-09
1924,6.574728672603669e-08,3.867487219366694e-09
1925,6.818870446068104e-08,2.1996355847875293e-09
1926,7.467912865877224e-08,0.0
1927,6.020581366783517e-08,1.1149224876660924e-09
1928,7.883968322630608e-08,0.0
1929,8.243900850857244e-08,0.0
1930,7.457558837131728e-08,2.100720708497761e-09
1931,8.325910272333203e-08,0.0
1932,6.356530946050043e-08,1.0959536611565568e-09
1933,5.047091278242988e-08,4.588264879146209e-09
1934,6.470052937856963e-08,0.0
1935,6.821922227118193e-08,2.393656828303392e-09
1936,7.274828561776303e-08,0.0
1937,6.547381303789734e-08,0.0
1938,9.334954143014329e-08,0.0
1939,5.6587985852729616e-08,1.5294050470515685e-09
1940,5.325144059042941e-08,0.0
1941,2.9515025090631752e-08,0.0
1942,6.675266206457309e-08,0.0
1943,1.1903264152124393e-07,0.0
1944,7.069009200222354e-08,3.2131861615880553e-09
1945,9.803267886354661e-08,0.0
1946,8.770295778504078e-08,0.0
1947,9.536697120893223e-08,3.5762612871081956e-09
1948,6.52313261184645e-08,0.0
1949,6.184715317658629e-08,9.817008317369869e-10
1950,7.657460088239532e-08,1.0635361480382244e-09
1951,7.676209179408033e-08,4.264560704569931e-09
1952,7.381363076319758e-08,0.0
1953,6.141081598798337e-08,2.1547654771580937e-09
1954,9.186184257714558e-08,0.0
1955,7.696198167650437e-08,0.0
1956,8.546718532898012e-08,6.976913269340912e-09
1957,7.244730682032241e-08,8.835037701437898e-10
1958,9.264912392836777e-08,3.3088973783179654e-09
1959,7.828255377262394e-08,7.750747821333448e-10
1960,6.990041612198183e-08,0.0
1961,8.893643865803824e-08,0.0
1962,7.927445722089033e-08,0.0
1963,7.500621990175205e-08,6.466053248388448e-10
1964,1.0342746037395045e-07,1.8251904432275978e-09
1965,9.521355792685426e-08,1.0944086747954884e-09
1966,7.92087675449693e-08,2.769537488234164e-09
1967,9.416940827122744e-08,1.4791006197611978e-09
1968,9.970943182224801e-08,1.3474247273492779e-09
1969,7.811823365955206e-08,0.0
1970,7.7718453894704e-08,1.3796175313274261e-09
1971,1.0019875418265656e-07,0.0
1972,8.669947959560886e-08,1.5390440033513642e-09
1973,9.70323839055709e-08,0.0
1974,9.113426102658195e-08,5.625571675160757e-10
1975,9.538172207612661e-08,0.0
1976,1.2398353987919108e-07,1.7140580066410394e-09
1977,1.2282474415314937e-07,5.876781838942691e-10
1978,1.045544095745754e-07,0.0
1979,1.3225459838395182e-07,0.0
1980,9.323647276460179e-08,1.7055452605774235e-09
1981,1.1765521890083619e-07,0.0
1982,1.253915513643733e-07,0.0
1983,1.3893695438582654e-07,0.0
1984,1.269982874418929e-07,1.1598016991243298e-09
1985,1.2752983025166031e-07,3.0077789148208467e-09
1986,1.456659930454407e-07,5.994485463567401e-10
1987,1.399377111965805e-07,0.0
1988,1.307248709281339e-07,1.1993107618124554e-09
1989,1.317149269652873e-07,1.0976244357863152e-09
1990,1.3676114463123668e-07,0.0
1991,1.348137033119201e-07,0.0
1992,1.3940159249159478e-07,1.1019888335184191e-09
1993,1.2740177623982163e-07,0.0
1994,1.40840541007492e-07,1.0549853213248639e-09
1995,1.236318780684087e-07,1.626735190995987e-09
1996,1.4039181905900477e-07,0.0
1997,1.3042112811945117e-07,0.0
1998,1.4209025778200157e-07,4.768129224785866e-10
1999,1.1379800923805306e-07,4.113180906983871e-09
2000,1.3254094710646314e-07,2.6508188977203417e-09
2001,1.104065390222786e-07,4.3812117822561447e-10
2002,1.0558743923638758e-07,8.76244299341522e-10
2003,1.1375699671134498e-07,4.1669229178253886e-10
2004,1.0879834633215069e-07,2.2023955992267474e-09
2005,1.2385311265461496e-07,3.1526248278623825e-09
2006,1.2724279940812266e-07,4.1178899179428186e-10
2007,1.3381506391851872e-07,1.5977917877663117e-09
2008,1.3751530048011773e-07,8.514879357157668e-10
2009,1.401848663817873e-07,2.384096253749135e-09
2010,1.2187385323159106e-07,4.723793023408973e-10
2011,1.1510155673022382e-07,2.6767803529281764e-09
2012,1.0485098300705431e-07,1.7021263287730903e-09
2013,9.09254751491062e-08,5.578250084070646e-10
2014,1.035082775047158e-07,1.9489005964601347e-09
2015,9.087958829923082e-08,1.994917786518613e-09
2016,1.0232420066813575e-07,8.285360175719347e-10
2017,7.647458488690972e-08,1.2578056374223934e-09
2018,9.62887085620423e-08,2.0651733656507076e-09
2019,8.826417285945354e-08,6.12237061048404e-09
