year,en_ADP entité_NOUN,en_ADP quantités_NOUN
1902,1.5221880644844532e-08,1.801583152882813e-06
1903,1.296052865029651e-08,1.7350907910440583e-06
1904,2.4723275870996986e-08,1.8219978983324836e-06
1905,9.28936660926638e-09,1.7680760038274457e-06
1906,5.658602919567102e-09,1.7361622894895845e-06
1907,1.2857108266928208e-08,1.68788119481178e-06
1908,1.1296195090437777e-08,1.6138824321387801e-06
1909,9.351672325408344e-09,1.571630946273217e-06
1910,1.2825961626106164e-08,1.598435460437031e-06
1911,1.5429085564733214e-08,1.6833663494253415e-06
1912,1.3544495303108306e-08,1.4956248151065665e-06
1913,1.9090762748419365e-08,1.6566540352869197e-06
1914,8.036092680185902e-09,1.5924856597848702e-06
1915,2.0027295377644805e-08,2.2277420157479355e-06
1916,2.307367097387214e-08,2.1227776869636727e-06
1917,1.2063066989753679e-08,2.358877964070416e-06
1918,4.594550517822427e-09,2.3064644665282685e-06
1919,2.4861190439651182e-08,2.224616082457942e-06
1920,1.817335615328375e-08,2.2322938093566336e-06
1921,8.330022005509363e-09,2.2831834485259606e-06
1922,1.549366501762961e-08,2.3210984636534704e-06
1923,4.246379248229459e-09,1.9299793621030403e-06
1924,1.2891624656674594e-08,1.9505027921695728e-06
1925,5.499089184013428e-09,1.911483423100435e-06
1926,2.1177662290483568e-08,2.050889406746137e-06
1927,1.4493992672726108e-08,1.8518862816563342e-06
1928,1.3711249025050165e-08,2.031550138781313e-06
1929,2.0052731031228177e-08,1.9985889139206847e-06
1930,4.201441416995522e-09,1.921109060276649e-06
1931,9.124285327288817e-09,2.1054288481536787e-06
1932,1.53433514782364e-08,2.0976553969376255e-06
1933,2.6382522833046096e-08,2.1943376395938685e-06
1934,2.3963160344919743e-08,2.2860854187456425e-06
1935,1.555876849579363e-08,2.527701553844963e-06
1936,2.0612015205756506e-08,2.2830838588561164e-06
1937,2.895957251780601e-08,2.472895630489802e-06
1938,1.1668692678767911e-08,2.4633907287352486e-06
1939,1.2235240376412548e-08,2.520459474908421e-06
1940,1.2678914806940611e-08,2.703144673432689e-06
1941,5.9030051957620344e-09,2.4763107830949593e-06
1942,9.102635090130207e-09,2.4486089387210086e-06
1943,2.322588166236983e-08,2.520008138162666e-06
1944,9.639558484764166e-09,2.80189829027222e-06
1945,4.357008087652048e-09,2.287429197167512e-06
1946,3.062643116891195e-08,2.1661237497028196e-06
1947,1.549713246618012e-08,2.3615245936525753e-06
1948,2.391815279167986e-08,2.2037315829948056e-06
1949,3.435953033203987e-08,2.5239528440579306e-06
1950,2.5524867552917385e-08,2.190884515584912e-06
1951,6.396841278899501e-09,2.178124304919038e-06
1952,1.370824520563474e-08,2.403160806352389e-06
1953,3.663101466599983e-08,2.4057956125034252e-06
1954,6.840775057526116e-09,2.1460489278979367e-06
1955,1.407841132561316e-08,2.1783996544399997e-06
1956,2.703553825256222e-08,2.478548367434996e-06
1957,1.8553580005686854e-08,2.4632086024212185e-06
1958,2.3989505493204888e-08,2.376615611865418e-06
1959,2.1702094343822864e-08,2.4996161300805397e-06
1960,4.0832915715327545e-08,2.166220838262234e-06
1961,2.431855783413539e-08,2.0101024347241037e-06
1962,2.7904608401740916e-08,2.2095375697972486e-06
1963,3.620989730279689e-08,1.8855010921470239e-06
1964,2.6769461314302134e-08,1.917666850204114e-06
1965,2.188817305182056e-08,1.9349145077285357e-06
1966,2.4925835617750636e-08,1.9663714283524314e-06
1967,2.267954357648705e-08,1.7423806184524437e-06
1968,4.087188543167031e-08,1.5966983255566447e-06
1969,3.76965907378235e-08,1.6491122778461431e-06
1970,3.4030566808951335e-08,1.6362263295377488e-06
1971,2.8775026805760717e-08,1.423849994353077e-06
1972,3.847610230423015e-08,1.5190364592854166e-06
1973,3.914374602231874e-08,1.4439081041928148e-06
1974,5.006758740933037e-08,1.6533555253772647e-06
1975,4.16938057412608e-08,1.6900270338737755e-06
1976,3.8851982964160925e-08,1.3209673852543347e-06
1977,4.348818549715361e-08,1.4738968729943736e-06
1978,4.81187889533885e-08,1.2885142268714844e-06
1979,5.208256226296726e-08,1.2517371033027302e-06
1980,3.524793257270176e-08,1.3502233286999399e-06
1981,4.427884547908434e-08,1.328365442532231e-06
1982,5.524676893742253e-08,1.1614237109824899e-06
1983,5.62063142695024e-08,1.1190739996891352e-06
1984,5.161117400120929e-08,1.2177918051747838e-06
1985,4.3913573222198465e-08,1.251236085408891e-06
1986,5.2152024920815165e-08,1.060424438037444e-06
1987,7.699629378521422e-08,1.0522826414671727e-06
1988,4.9771397669928774e-08,9.600482826499501e-07
1989,5.4332410570623324e-08,9.576773436492658e-07
1990,4.849299273246288e-08,1.0112696600117488e-06
1991,6.740685165596005e-08,8.891842639968672e-07
1992,5.56504353710352e-08,7.708412113061058e-07
1993,5.428423222042511e-08,8.186948434740771e-07
1994,4.272690645734656e-08,7.75414207510039e-07
1995,4.22951167422525e-08,8.5783170789e-07
1996,6.085424786306248e-08,7.003577024988772e-07
1997,4.363354122460805e-08,6.468312676588539e-07
1998,6.913787586881881e-08,7.01391797974793e-07
1999,5.5756455452637965e-08,5.822436150992871e-07
2000,6.494506266108147e-08,6.825858918091399e-07
2001,6.790878614992835e-08,5.879585955881339e-07
2002,5.257465929275895e-08,5.866455694558681e-07
2003,6.667076490884938e-08,6.671243681921624e-07
2004,5.417893333969914e-08,7.047665917525592e-07
2005,5.989986817667159e-08,6.224182129699329e-07
2006,4.9002888857785365e-08,6.040944526830572e-07
2007,6.231388027799767e-08,6.02367492774647e-07
2008,5.066353381266708e-08,6.164772798911144e-07
2009,4.8635563132393145e-08,6.875733333799872e-07
2010,5.5268380094730674e-08,6.674719656984962e-07
2011,3.976930784688193e-08,5.96157235577266e-07
2012,3.16595496485661e-08,5.433187197922962e-07
2013,3.876883880593596e-08,5.868319021828938e-07
2014,3.13989545475124e-08,5.140767029843119e-07
2015,2.6155589694099035e-08,4.3644368474815565e-07
2016,2.9205894591655124e-08,5.584332711805473e-07
2017,2.6665480490351e-08,4.978394940735598e-07
2018,2.2716907466246994e-08,4.912531039735768e-07
2019,2.448948244193616e-08,4.364740107121179e-07
