year,en_ADP entité_NOUN,en_ADP quantités_NOUN
1800,0.0,3.4900224932243873e-07
1801,0.0,4.78617721455521e-07
1802,0.0,4.0281122437590966e-07
1803,0.0,2.281896911426884e-07
1804,0.0,2.2988213288499537e-07
1805,0.0,2.5301611117356515e-07
1806,0.0,2.939302419235901e-07
1807,0.0,4.7259453594961087e-07
1808,0.0,2.4020383193601447e-07
1809,0.0,1.1024069408449577e-06
1810,0.0,4.5866485720580386e-07
1811,0.0,2.8831382792304794e-07
1812,0.0,4.800974693353055e-07
1813,0.0,4.198582814751717e-07
1814,0.0,3.429878177030332e-07
1815,0.0,3.884001955611893e-07
1816,2.3176038865813098e-09,3.1287652291212e-07
1817,0.0,3.42512151974006e-07
1818,0.0,4.494283984968206e-07
1819,1.035105001712111e-09,4.0162075265470776e-07
1820,0.0,2.1241001491034694e-07
1821,6.903041693817613e-09,2.435787678223278e-07
1822,0.0,4.892500555797596e-07
1823,4.941343334508019e-09,3.755421005280368e-07
1824,3.3684450784221553e-09,5.515829002433748e-07
1825,7.044354433105582e-09,2.6328274316256284e-07
1826,0.0,2.686435323084879e-07
1827,9.217273055917019e-10,2.7928336976401624e-07
1828,3.668920500743411e-09,3.6689203852802166e-07
1829,8.573175946935407e-09,3.009184865732095e-07
1830,0.0,3.64245579476119e-07
1831,0.0,4.334355310220417e-07
1832,0.0,4.6543095777451526e-07
1833,0.0,7.10076449195185e-07
1834,4.667265685043276e-09,4.835287086280005e-07
1835,3.025235173481633e-09,3.1991862670111004e-07
1836,0.0,3.017616734268813e-07
1837,6.957890930081589e-10,3.6598507335838804e-07
1838,0.0,3.509562134240696e-07
1839,0.0,7.299100275304227e-07
1840,2.5478754661634184e-09,3.860031370095385e-07
1841,0.0,4.404496394272428e-07
1842,2.683306021822318e-09,3.4547565519460477e-07
1843,5.906911071384968e-10,5.203988848734298e-07
1844,5.488561272137815e-10,3.435839346366265e-07
1845,0.0,4.905020318801689e-07
1846,0.0,5.591048761743878e-07
1847,0.0,5.393223432292871e-07
1848,0.0,6.846483415756666e-07
1849,0.0,5.069546205049846e-07
1850,1.3577992064028876e-09,7.182757713053434e-07
1851,0.0,7.010539775365032e-07
1852,1.9531636308300904e-09,6.451950298469455e-07
1853,1.1943863675867306e-09,5.954016160103492e-07
1854,1.0391328908454511e-09,6.10490587860113e-07
1855,2.1227748447927297e-09,7.91264312738349e-07
1856,7.248064815001953e-09,7.37231744096789e-07
1857,2.4407544874094356e-09,8.210698183575005e-07
1858,0.0,7.658603067284275e-07
1859,1.018434669930457e-09,6.349940235850227e-07
1860,6.865775947773045e-09,8.554756618650572e-07
1861,1.4147891747029462e-09,1.0040287179435836e-06
1862,3.6143890103090826e-09,1.0197095434705261e-06
1863,0.0,1.0119101716554724e-06
1864,3.835782358407869e-09,9.992213563236874e-07
1865,6.118897832863013e-09,9.121864650296629e-07
1866,4.865612912574591e-10,1.0076684020532412e-06
1867,9.7056229719783e-09,1.0812063919729553e-06
1868,0.0,1.3036327572990558e-06
1869,2.441759683335931e-09,9.210316989083367e-07
1870,4.587239033071455e-09,1.1416491361160297e-06
1871,1.0621177271019633e-09,1.3021563063375652e-06
1872,7.256807155187062e-09,1.057074882737652e-06
1873,5.986004469882289e-10,1.3953376765130088e-06
1874,5.974609140757536e-10,1.362210923616658e-06
1875,3.432916173551348e-09,9.984064490708988e-07
1876,1.813804439976252e-09,1.1886464790222817e-06
1877,1.2369631985365004e-09,1.2734535630443133e-06
1878,2.4156354694326865e-09,1.2138568763475632e-06
1879,5.498392852132383e-09,1.40086831379449e-06
1880,6.417846254436199e-10,1.37534448185761e-06
1881,6.972507571312292e-10,1.248078888238524e-06
1882,1.9966155395678697e-09,1.4022896266396856e-06
1883,3.159669414998234e-09,1.4793572518101428e-06
1884,3.300848483434038e-09,1.4880224625812843e-06
1885,1.4824961702686323e-08,1.3993475249662879e-06
1886,2.5813855497602844e-09,1.208733806379314e-06
1887,1.3057849246322917e-09,1.4246113551052986e-06
1888,6.340614699951175e-09,1.4710226423630957e-06
1889,2.5060546970934183e-09,1.337606704510108e-06
1890,3.9326319978272295e-09,1.2355018270682194e-06
1891,9.561330394092238e-09,1.467982883696095e-06
1892,1.6924984080901595e-08,1.5213679489534115e-06
1893,1.2316833108982905e-09,1.4564654975401936e-06
1894,1.1972924873759894e-08,1.504807528363017e-06
1895,1.023164486468886e-08,1.3716422699872055e-06
1896,1.8870492723976895e-08,1.532637838863593e-06
1897,2.505486840220783e-08,1.4205527349986369e-06
1898,1.584339415217073e-08,1.65563460541307e-06
1899,6.633094074004475e-09,1.3531512195186224e-06
1900,1.142031713641245e-08,1.694359752946184e-06
1901,8.38310842965484e-09,1.5654057961000944e-06
