year,mon_DET otage_NOUN,mon_DET cottage_NOUN
1920,0.0,3.028892692213958e-09
1921,7.572747429129834e-10,3.7863738810983705e-09
1922,2.951174193910333e-09,4.426761179843197e-09
1923,0.0,2.1231896241147297e-09
1924,1.289162443462999e-09,5.156649773851996e-09
1925,1.0998177923937646e-09,0.0
1926,0.0,0.0
1927,0.0,4.459690061686672e-09
1928,0.0,3.4278122562625413e-09
1929,0.0,1.1140406375176326e-09
1930,4.201441416995522e-09,1.0503603542488804e-09
1931,0.0,1.1405356659111021e-09
1932,0.0,6.575722188983946e-09
1933,0.0,5.735331320977366e-09
1934,1.1981580172459871e-09,0.0
1935,0.0,2.393656828303392e-09
1936,2.424942913137329e-09,1.2124714565686645e-09
1937,0.0,3.777335333410292e-09
1938,0.0,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,0.0,2.5357829169792012e-09
1941,0.0,2.066051862925633e-08
1942,9.102635090130207e-09,9.102635312174812e-09
1943,0.0,5.806470415592457e-09
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,0.0,4.357008087652048e-09
1946,0.0,2.7842208538686464e-09
1947,0.0,3.5762612871081956e-09
1948,4.348755133776194e-09,7.610321262063735e-09
1949,0.0,5.890204768377316e-09
1950,2.1270722960764488e-09,8.5082894063504e-09
1951,4.264560704569931e-09,1.0661401761424827e-09
1952,2.1089607837865287e-09,4.2179215675730575e-09
1953,4.3095309543161875e-09,5.386913692895234e-09
1954,9.772536113672459e-10,5.863521668203475e-09
1955,2.815682353940474e-09,5.631364707880948e-09
1956,2.616342476002842e-09,3.488456634670456e-09
1957,8.835037701437898e-10,7.068030161150318e-09
1958,1.6544486891589827e-09,8.272243334772611e-09
1959,7.750747821333448e-10,7.750747821333448e-10
1960,1.3841666701708277e-09,7.612916519406099e-09
1961,2.779263708063695e-09,4.16889545107324e-09
1962,5.0735651235811474e-09,5.7077609305622445e-09
1963,3.879631726988464e-09,2.5864212993553792e-09
1964,2.4335873316516654e-09,3.6503808864551957e-09
1965,5.472043373977442e-10,4.3776345326485e-09
1966,2.215629901769489e-09,3.3234448526542337e-09
1967,2.4651677366094304e-09,8.874604162656397e-09
1968,3.1439910674890825e-09,2.6948494546985557e-09
1969,1.3625273131978588e-09,9.083515606356229e-10
1970,9.197450023812337e-10,2.7592350626548523e-09
1971,0.0,2.569198631618974e-09
1972,2.565073486948677e-09,3.0780880067027283e-09
1973,1.102640756478479e-09,6.615844760915479e-09
1974,5.625571675160757e-10,1.1251143350321513e-09
1975,5.711480177694739e-10,2.8557400888473694e-09
1976,2.285410749536254e-09,1.7140580066410394e-09
1977,0.0,3.526069214387917e-09
1978,2.3762365408686037e-09,4.752473081737207e-09
1979,5.851973350345929e-10,1.7555920051037788e-09
1980,3.411090521154847e-09,8.527726136353664e-09
1981,1.2651099057237047e-09,3.1627747087981106e-09
1982,6.207502289967692e-10,1.8622506869903077e-09
1983,5.052252727288931e-09,2.5261264191556165e-09
1984,1.1598016991243298e-09,4.639206796497319e-09
1985,1.8046674155058895e-09,3.0077789148208467e-09
1986,3.5966913891627428e-09,4.7955883708539204e-09
1987,3.6664902225425067e-09,3.6664902225425067e-09
1988,1.798966087207532e-09,2.9982769045311386e-09
1989,3.292873196336643e-09,1.4817929550048348e-08
1990,3.2691906959314565e-09,6.538381391862913e-09
1991,4.68917216167597e-09,5.275318515352012e-09
1992,3.305966445044106e-09,4.958949695321735e-09
1993,5.539207426075166e-10,2.7696036575264316e-09
1994,1.5824779264761446e-09,4.747434001473039e-09
1995,3.253470548525428e-09,3.79571546416102e-09
1996,3.736664311304594e-09,2.135236876199542e-09
1997,3.3564262480467733e-09,2.3974471297094624e-09
1998,4.291316191284977e-09,6.198567881199324e-09
1999,0.0,1.3710603763428253e-09
2000,3.5344251969604557e-09,6.627047466345459e-09
2001,2.6287270138425356e-09,7.886181485616817e-09
2002,4.38122149670761e-10,2.1906108038649563e-09
2003,5.833692307000149e-09,1.6667691671301554e-09
2004,3.52383291990499e-09,6.166707589017051e-09
2005,2.702249757291497e-09,5.854874474131577e-09
2006,4.941467679486777e-09,1.2353669198716943e-09
2007,6.391167151065247e-09,1.1184542542119758e-08
2008,7.663391698997657e-09,1.9584222410440333e-08
2009,8.582746957586096e-09,1.3350939020995156e-08
2010,1.3226620521056276e-08,1.5116138118997924e-08
2011,8.030341225317983e-09,5.812437442465068e-08
2012,1.7021263731820113e-08,2.178721758561153e-08
2013,1.4224537603357845e-08,2.872798798847498e-08
2014,1.8406284607586088e-08,2.9883143959352765e-08
2015,2.1722438403593003e-08,3.413525995199507e-08
2016,1.5742185000000575e-08,3.811265747444281e-08
2017,1.5093667926624477e-08,2.943265298149811e-08
2018,2.94287212376787e-08,2.6072813019695218e-08
2019,1.8622209996266292e-08,2.959145795067286e-08
