year,en_ADP oeufs_NOUN,en_ADP queue_NOUN
1868,1.4819622196071691e-09,6.733048136808861e-07
1869,1.4650557433881772e-09,6.866227915125478e-07
1870,1.1468097582678638e-09,8.65267976823958e-07
1871,0.0,7.68973222875502e-07
1872,0.0,5.920345120813408e-07
1873,2.3944017879529156e-09,8.33850404724501e-07
1874,3.5847653734322193e-09,7.647499478125042e-07
1875,2.8607636259891933e-09,7.380770248310853e-07
1876,1.209202959984168e-09,6.420867952883214e-07
1877,3.7108897066318036e-09,7.452703112420522e-07
1878,6.039088673581716e-10,9.759167571843363e-07
1879,0.0,7.789389808721126e-07
1880,0.0,6.08411822478061e-07
1881,6.972507571312292e-10,6.254339544042864e-07
1882,3.9932310791357395e-09,7.340889567331033e-07
1883,3.159669414998234e-09,8.360485690417363e-07
1884,2.6406787867472303e-09,6.944985457835173e-07
1885,1.2891271383708158e-09,6.677678312527746e-07
1886,6.453463874400711e-10,7.13753115277882e-07
1887,1.9586773869484375e-09,7.599668048197117e-07
1888,1.268122939990235e-09,7.240981867440155e-07
1889,3.759081934617825e-09,6.428030552285691e-07
1890,2.6217545912032847e-09,7.760393594402615e-07
1891,2.5496880162734215e-09,7.955026815054111e-07
1892,6.268512375839919e-10,6.820141456032047e-07
1893,1.2316833108982905e-09,8.098317625382379e-07
1894,0.0,7.208960894899974e-07
1895,6.018614495673091e-10,6.933444050005733e-07
1896,0.0,6.645951735606559e-07
1897,2.330685422435863e-09,7.784489164386343e-07
1898,1.6975064687230201e-09,7.276644509168761e-07
1899,1.6582735185011188e-09,7.02002473929042e-07
1900,1.5573159428683425e-09,6.706840504078215e-07
1901,1.1177477832191585e-09,6.879737579623679e-07
1902,1.9641135384773634e-09,1.8551052223259035e-06
1903,4.320176216765503e-09,9.650193657506634e-07
1904,1.0749250378694342e-09,8.57252720365409e-07
1905,2.0643036169332163e-09,6.967024983595138e-07
1906,2.572092316910357e-09,6.836621349037841e-07
1907,5.142843373384665e-10,6.299983272839427e-07
1908,6.3848057951787496e-09,6.30622382757906e-07
1909,1.4852655993990993e-08,6.023576943903208e-07
1910,2.137660271017694e-09,6.46642259738428e-07
1911,5.852411777418354e-09,7.395319894243357e-07
1912,2.6047106693738442e-09,7.069184633223813e-07
1913,6.893886850267705e-09,6.655251825193886e-07
1914,6.027069510139427e-09,7.024884212114557e-07
1915,4.712304657594757e-09,5.348465879073672e-07
1916,6.592477230782379e-09,6.229891233999751e-07
1917,1.0966424435210342e-09,6.711451518981448e-07
1918,3.44591288836682e-09,5.984401969527653e-07
1919,7.366278698128781e-09,6.252129249872951e-07
1920,4.543339038320937e-09,5.770040729657921e-07
1921,4.543648568500203e-09,5.884024663060927e-07
1922,2.951174193910333e-09,6.153198022218476e-07
1923,5.307974060286824e-09,6.23156175549866e-07
1924,1.2891624656674594e-08,6.342679395032746e-07
1925,1.6497267552040284e-08,6.422935818761744e-07
1926,0.0,6.241837384735049e-07
1927,8.919380012351041e-09,6.433102779368483e-07
1928,7.998228745975666e-09,5.758724692661588e-07
1929,5.570202965543558e-09,5.73730944530837e-07
1930,7.352522590764465e-09,5.671945757512731e-07
1931,9.124285327288817e-09,6.820403486429427e-07
1932,6.575722188983946e-09,6.696276759754483e-07
1933,1.2617728861741284e-08,5.161798082298219e-07
1934,1.4377896206951846e-08,4.7207426945305997e-07
1935,3.590485242455088e-09,4.7514087242461756e-07
1936,2.7886843056990074e-08,6.135105738991342e-07
1937,3.903246792447135e-08,4.3187536657995906e-07
1938,7.779128452511941e-09,5.3287033718874e-07
1939,2.141167065872196e-08,7.249380020724061e-07
1940,7.607348528892999e-09,4.716556207817746e-07
1941,1.4757512545315876e-08,6.611365828135263e-07
1942,9.102635312174812e-09,6.948345170343373e-07
1943,1.7419411024732767e-08,8.680673335703659e-07
1944,1.2852744646352221e-08,7.229668774755282e-07
1945,8.714016175304096e-09,7.385128490966508e-07
1946,8.352662561605939e-09,6.083522450239798e-07
1947,1.1920871401116528e-08,6.854501002351299e-07
1948,1.3046265179283978e-08,5.946922705390989e-07
1949,9.817008539414473e-09,6.439957473958202e-07
1950,7.444753036267571e-09,5.572929158148554e-07
1951,4.264560704569931e-09,7.324383233253684e-07
1952,1.4762725264461096e-08,5.525477249079813e-07
1953,1.1851209791302608e-08,7.33697618215956e-07
1954,1.1727043114362345e-08,6.791912801062949e-07
1955,7.508486277174597e-09,5.950475587823689e-07
1956,1.1337484062678982e-08,7.081567225952767e-07
1957,1.236905244894615e-08,6.105010852408554e-07
1958,8.272243334772611e-09,6.535072323288205e-07
1959,6.200598257066758e-09,5.23175456734748e-07
1960,1.3149583255600561e-08,6.920833364176815e-07
1961,1.459113452284555e-08,6.121328475217069e-07
1962,6.976151933901775e-09,6.119988054109626e-07
1963,2.5864212549464582e-08,6.795822073968338e-07
1964,6.6923653285755336e-09,5.560746796362537e-07
1965,2.243537855495248e-08,6.199825168806683e-07
1966,2.6033652011925312e-08,5.998817851349258e-07
1967,3.007504684182649e-08,6.320690353334157e-07
1968,2.0211372131484495e-08,6.925763269549634e-07
1969,1.8621206132607426e-08,5.736240069609266e-07
1970,2.6672605457633836e-08,5.679425214566436e-07
1971,2.5178147566862208e-08,5.78069729861852e-07
1972,2.411168970040123e-08,5.448215683045987e-07
1973,3.4181862285098674e-08,5.992852489811185e-07
1974,1.1251143128276908e-08,5.974357186744328e-07
1975,2.513051278185685e-08,5.665788229691771e-07
1976,1.9425991482080462e-08,5.553547985925888e-07
1977,1.9393379346865913e-08,5.765123063383726e-07
1978,1.841583241457556e-08,5.762373884721228e-07
1979,2.925986741786346e-08,6.13871998567106e-07
1980,1.193881615790815e-08,6.088796382641704e-07
1981,1.9609202761561306e-08,5.870110229011516e-07
1982,8.690503427999374e-09,5.897127302034733e-07
1983,5.68378455412244e-09,6.877379341574397e-07
1984,1.9136728035551442e-08,7.428529755770796e-07
1985,3.609334697785016e-08,7.30288721939587e-07
1986,1.9182353483415682e-08,6.635895370976641e-07
1987,2.1998941002188133e-08,5.982489614808628e-07
1988,1.0793796967334401e-08,5.618770995141631e-07
1989,1.2073869015694072e-08,6.300364105982226e-07
1990,1.2531897297662908e-08,6.554727178809117e-07
1991,1.1722930182145319e-08,6.523810576197775e-07
1992,8.815910668147353e-09,7.052728712153566e-07
1993,1.4401939196773128e-08,6.364549136606001e-07
1994,1.3714808844156323e-08,6.356286625930352e-07
1995,7.591431483433553e-09,6.170749244915896e-07
1996,2.2953797085278893e-08,5.647701648570091e-07
1997,1.006927874414032e-08,6.367619675984315e-07
1998,4.7681290027412615e-09,6.713525912971363e-07
1999,5.941261704833778e-09,6.242894947661171e-07
2000,5.743440834038438e-09,5.977596444495248e-07
2001,4.3812117822561447e-10,6.041691236191582e-07
2002,8.324320788233308e-09,6.422870519884327e-07
2003,4.583615265119079e-09,6.746247986910703e-07
2004,3.523833003171717e-09,6.853855172295198e-07
2005,2.702249757291497e-09,5.98998669332218e-07
2006,5.353256948836815e-09,6.234485407929924e-07
2007,4.793375391054511e-09,7.126151349012844e-07
2008,1.2772318758180745e-09,7.633589405031671e-07
2009,4.76819250749827e-09,8.015331829369643e-07
2010,2.3618964561933353e-09,8.824045369948408e-07
2011,7.64794394481072e-10,1.1177470131684686e-06
2012,2.0425516833455504e-09,1.1268076853809816e-06
2013,2.789125042035323e-10,1.1513508635374592e-06
2014,8.661780737106994e-10,1.2420993122930213e-06
2015,8.866301581811342e-10,1.2146832784054595e-06
2016,2.0713400439298368e-10,1.2376256695034726e-06
2017,2.515611330355938e-10,1.2942820735162286e-06
2018,5.162933414126769e-10,1.265434985242564e-06
2019,1.02039510174734e-09,1.176260425950204e-06
