year,en_ADP arts_NOUN,en_ADP quart_NOUN
1987,2.7804215485538464e-07,2.554321554271155e-07
1988,4.17360150439805e-07,2.2247215269999288e-07
1989,3.605696310415851e-07,1.805592262371647e-07
1990,3.639698877844211e-07,2.1849091069725546e-07
1991,4.185086017738371e-07,1.9401450401801412e-07
1992,3.4051454278483106e-07,1.928480486412809e-07
1993,4.5975422180433156e-07,1.9054873234836123e-07
1994,3.6502492362089356e-07,1.6510520595147682e-07
1995,5.232664950227672e-07,1.648425040912116e-07
1996,3.9501881499148794e-07,2.482212835275277e-07
1997,4.909971869082597e-07,1.759726302452691e-07
1998,3.4425893347123093e-07,2.3411514860072202e-07
1999,5.246590891738734e-07,1.686404260681229e-07
2000,3.892285849182997e-07,2.0322944749295857e-07
2001,6.361519561681739e-07,1.616667191228771e-07
2002,5.555388691291796e-07,1.8138257473765407e-07
2003,4.6169506306981134e-07,1.5667630748339434e-07
2004,3.9731216042171447e-07,1.4491763522528345e-07
2005,5.17480829742567e-07,1.9005823048701131e-07
2006,5.270899150477959e-07,1.9477619161989423e-07
2007,4.841309169112407e-07,1.4460015052009112e-07
2008,4.849223698144556e-07,1.958422188863551e-07
2009,4.0481954499682615e-07,1.5258216023994464e-07
2010,3.80265337884822e-07,1.369899962355703e-07
2011,5.74360592808798e-07,1.8699222437135177e-07
2012,4.54808154914943e-07,1.8553177483227046e-07
2013,3.7932100527271473e-07,1.4893927868797618e-07
2014,3.6596023633705954e-07,1.6349110865121474e-07
2015,3.6396168223706837e-07,1.8707896742853336e-07
2016,3.5005647902597303e-07,1.7627104398343363e-07
2017,4.857645619082973e-07,1.4640858125858358e-07
2018,4.0451583177558703e-07,1.8586560202038527e-07
2019,3.499955180119585e-07,1.9693625574745965e-07
