year,un_DET anneau_NOUN,un_DET canot_NOUN
1800,3.77614163582507e-06,2.0059769383351522e-06
1801,3.3288931717834203e-06,1.0929627975997391e-06
1802,3.2806736669499514e-06,1.4926393987479969e-06
1803,4.719820763554594e-06,5.246412708714843e-07
1804,3.2826181026734957e-06,1.2730032548091685e-06
1805,4.420674979854766e-06,8.500204558004043e-07
1806,2.9882909799994195e-06,6.800738923118388e-07
1807,2.5366369911239417e-06,1.144475945125123e-06
1808,2.979887398169012e-06,9.064295731775474e-07
1809,3.352401392930915e-06,1.4774060126399036e-06
1810,2.9743011396021757e-06,1.1256009493365582e-06
1811,3.517428716293125e-06,4.512738200901367e-07
1812,3.4913755868615226e-06,7.548199185691828e-07
1813,3.519907721738491e-06,1.029515502182221e-06
1814,2.665235612653305e-06,6.261887257608123e-07
1815,3.2016043505223024e-06,1.1058616173897917e-06
1816,5.045423581151454e-06,1.2584589086372944e-06
1817,3.8921835923133585e-06,7.255030194386336e-07
1818,3.624037866245544e-06,7.808371265127789e-07
1819,3.0473491392513097e-06,9.067519641803301e-07
1820,3.080538533595245e-06,1.555695639865462e-06
1821,2.6566849342657406e-06,9.417721607007934e-07
1822,2.840256996705648e-06,1.3053351324288087e-06
1823,3.3492424975634094e-06,1.004080974809085e-06
1824,3.0417058241027917e-06,9.162170719889673e-07
1825,3.6947639081574835e-06,1.1226939626851618e-06
1826,3.470345784961637e-06,1.1327068136779417e-06
1827,3.4795204975068827e-06,1.0461604667000302e-06
1828,3.939503443461945e-06,1.0566490491470404e-06
1829,2.932026255564324e-06,8.135944220555302e-07
1830,3.1832349343119404e-06,1.2879055724113186e-06
1831,3.4815162166523805e-06,1.6947640943953957e-06
1832,3.819510361324774e-06,1.4125288032573735e-06
1833,3.879357116431947e-06,2.3306260317212946e-06
1834,3.734745774863768e-06,1.5915374760311352e-06
1835,3.857174768029381e-06,1.4074906573569024e-06
1836,3.186979704139503e-06,8.891552560896798e-07
1837,3.745432692880968e-06,1.2044109212183685e-06
1838,3.671784469361228e-06,7.038060800823587e-07
1839,3.3761833364565064e-06,9.473448940866547e-07
1840,3.4746651849104637e-06,9.509945009256171e-07
1841,3.944143188050475e-06,1.1390052918613947e-06
1842,3.2501543500984553e-06,1.2202333827815437e-06
1843,3.3663486931345687e-06,1.0378442283354161e-06
1844,3.518716646055964e-06,7.645566029168549e-07
1845,3.7638637877535075e-06,9.983028093074608e-07
1846,4.143816177304416e-06,9.718472462338923e-07
1847,3.1021823012622463e-06,8.515899878602795e-07
1848,3.403933327206232e-06,7.063704892118494e-07
1849,3.231940375769682e-06,6.401873093864197e-07
1850,3.509911010723954e-06,6.938353749319504e-07
1851,3.1750586337864206e-06,8.616450202225678e-07
1852,3.927160967975851e-06,7.890781219543896e-07
1853,3.6727380674506094e-06,8.838459351068195e-07
1854,3.3979646474335823e-06,6.681624746818215e-07
1855,3.5938577980232367e-06,7.440325902052791e-07
1856,2.9308067581723662e-06,6.756231663018752e-07
1857,3.7734065685413043e-06,6.995202692650082e-07
1858,3.940877078889571e-06,8.240950410964842e-07
1859,3.3598160200654092e-06,9.201557240601232e-07
1860,3.5528101349768804e-06,8.637145967327342e-07
1861,3.5902631410067443e-06,9.84221607325253e-07
1862,3.3315629721641926e-06,6.926072764201763e-07
1863,3.195058980054455e-06,7.187259463137252e-07
1864,3.675638382105717e-06,8.654483920622624e-07
1865,3.6285062350316366e-06,6.7637352074712e-07
1866,3.835562552012561e-06,7.950411529122903e-07
1867,4.683448537434742e-06,7.172455624981922e-07
1868,4.282870591509891e-06,7.478969550334114e-07
1869,3.703660851783752e-06,6.573216602134835e-07
1870,4.1766810454646475e-06,5.808591474476543e-07
1871,4.380173649565222e-06,6.542645074603115e-07
1872,4.221042942731401e-06,7.547079405867407e-07
1873,4.787606172840242e-06,6.303262871654169e-07
1874,5.169231883428438e-06,7.635550502982369e-07
1875,5.1184782847712995e-06,8.153176409564367e-07
1876,4.6796156141226675e-06,7.400322274975224e-07
1877,4.62933476796934e-06,8.522676679945107e-07
1878,4.4791922988451915e-06,9.052593945568788e-07
1879,4.326013041122678e-06,1.38376214664504e-06
1880,4.355792157184624e-06,8.856627538023076e-07
1881,4.9177096315133895e-06,9.824263145219447e-07
1882,4.680732381245889e-06,7.780145452329634e-07
1883,5.2747521834817235e-06,1.1311616958664672e-06
1884,5.014649033796559e-06,9.235773816840265e-07
1885,4.908996132257926e-06,8.005479585904141e-07
1886,5.291195193990461e-06,8.389503136640997e-07
1887,5.076891667954442e-06,9.460411618533726e-07
1888,4.450477341322312e-06,8.883200983689221e-07
1889,5.150568682665835e-06,8.100822093126681e-07
1890,4.77290430467292e-06,9.7660358022722e-07
1891,5.021610640199015e-06,8.892036760244082e-07
1892,4.4318383132235795e-06,7.710270253369345e-07
1893,4.731511367594976e-06,8.51093155063154e-07
1894,4.117425675076447e-06,7.826511705388839e-07
1895,4.057148018432599e-06,7.956608101267193e-07
1896,3.952778619975561e-06,6.911317811386652e-07
1897,4.822770762302753e-06,6.887175416636637e-07
1898,4.74056992061378e-06,7.525612062408982e-07
1899,4.543669660961314e-06,7.003441737651883e-07
1900,4.140903044458355e-06,7.303811528913684e-07
1901,4.3977788735105605e-06,6.315274987400699e-07
1902,1.0659735266926873e-05,7.66004291108402e-07
1903,4.114967850910034e-06,6.680072672793358e-07
1904,3.837482495328004e-06,7.459979478596779e-07
1905,3.871601371940869e-06,6.316769152192592e-07
1906,4.078309316923878e-06,6.245039756436199e-07
1907,3.7830755701406815e-06,5.785698533600225e-07
1908,3.717921480017594e-06,6.443742641693007e-07
1909,3.6614546417013116e-06,5.165423466735319e-07
1910,3.446977167698151e-06,5.894598444911026e-07
1911,3.685955270782415e-06,5.267170131162402e-07
1912,3.667953592412232e-06,5.73557272787184e-07
1913,3.965045621612262e-06,6.904492622084035e-07
1914,3.6791909749922524e-06,7.21239310053079e-07
1915,3.639077306161198e-06,5.489835146477162e-07
1916,3.3555708398580464e-06,7.295674642193717e-07
1917,2.884169610695153e-06,6.525022584469298e-07
1918,3.258685005391726e-06,7.810735667135305e-07
1919,3.196044104925022e-06,5.754905139099264e-07
1920,3.1614067168561633e-06,5.255128812109433e-07
1921,3.447871961270721e-06,6.580717553106297e-07
1922,3.3761433755330472e-06,1.25277350093711e-06
1923,3.2930671238773357e-06,1.1985404952952194e-06
1924,3.4098346617383868e-06,7.000152280056682e-07
1925,3.0497948202423686e-06,6.587908600863557e-07
1926,2.921402860067701e-06,9.986939772943515e-07
1927,3.2499991107215465e-06,6.633788913745775e-07
1928,3.5809214224968855e-06,7.529761347768726e-07
1929,3.005681655565695e-06,6.973894599582309e-07
1930,3.1846925239165103e-06,6.57525603742215e-07
1931,2.886695870785161e-06,7.824074614859455e-07
1932,2.9985291050138585e-06,5.983906774531533e-07
1933,3.326492048927321e-06,4.806207520857697e-07
1934,3.2074689713113003e-06,6.33825592899484e-07
1935,3.415748231816451e-06,6.367127092232749e-07
1936,3.4931301797769265e-06,5.165128200701474e-07
1937,3.102451522352112e-06,5.212723124259355e-07
1938,3.343728806726176e-06,5.860277063618469e-07
1939,3.9672765410614375e-06,5.490564269905462e-07
1940,1.2869098327428219e-05,5.274428360735328e-07
1941,3.916643954937626e-06,6.198155446668352e-07
1942,4.924525853766681e-06,2.3879247343927545e-06
1943,3.225494246805738e-06,6.241955539110222e-07
1944,3.4477487957929043e-06,7.550987355386951e-07
1945,2.895231766331108e-06,7.232633620901652e-07
1946,2.7702997797973694e-06,5.749416018829834e-07
1947,3.863554255190138e-06,5.841226808911415e-07
1948,4.472694797641452e-06,4.80537449831786e-07
1949,2.870493190698653e-06,4.3882028677444396e-07
1950,3.278882047652587e-06,5.753730611957053e-07
1951,3.1440474117516715e-06,5.874432140728914e-07
1952,4.10509224479938e-06,5.346215594670412e-07
1953,3.2526184767789346e-06,5.570068815075047e-07
1954,5.217557216496971e-06,4.964448372390962e-07
1955,3.4370096386737714e-06,5.058842447169809e-07
1956,3.6846822695224546e-06,6.218174171124247e-07
1957,3.99167007003598e-06,4.338003538606472e-07
1958,3.7936508050506745e-06,5.327324856807536e-07
1959,4.053640950019144e-06,4.425677140318385e-07
1960,3.5171673999911945e-06,4.858425057818749e-07
1961,3.922930744693076e-06,5.350082403765555e-07
1962,3.404362246328674e-06,4.3759499490647613e-07
1963,3.877692208220651e-06,5.049987485961083e-07
1964,3.99351701219075e-06,4.788083067808202e-07
1965,3.140405638646371e-06,4.290081925262257e-07
1966,4.159844962714487e-06,3.9715166977316585e-07
1967,3.737687421789815e-06,5.472672377493382e-07
1968,3.894955796113209e-06,5.475035678159657e-07
1969,3.6206893128110096e-06,4.882389568194867e-07
1970,4.089645969429512e-06,5.159769553841898e-07
1971,4.293131098620506e-06,3.3399583720949977e-07
1972,4.030756358019971e-06,4.2990630433337174e-07
1973,3.6850253621878437e-06,4.3940234206729656e-07
1974,3.266769454057794e-06,4.747982345065793e-07
1975,2.8254691599727266e-06,3.107045074557391e-07
1976,3.0910181010312954e-06,3.4052619568569753e-07
1977,3.454372375699677e-06,3.238106831560117e-07
1978,3.0279193197202403e-06,4.2950476064618215e-07
1979,3.181718007283507e-06,3.9676378094100073e-07
1980,3.2803319101049055e-06,4.16153019600074e-07
1981,2.725046826412836e-06,4.1179328391649506e-07
1982,2.3017418371296117e-06,3.5382763385882754e-07
1983,2.3821372323595824e-06,3.744982404185748e-07
1984,1.942087976658513e-06,3.786752476031552e-07
1985,3.147941505687868e-06,3.7898014682014036e-07
1986,2.0770891993038276e-06,4.028294355862272e-07
1987,1.9768492194316423e-06,3.715376717394747e-07
1988,1.7593888586020512e-06,3.705870295078739e-07
1989,1.5624683449289023e-06,3.726435053863497e-07
1990,1.8035034372587688e-06,3.231050094143484e-07
1991,1.5902155325875356e-06,4.513328253352711e-07
1992,1.904236718530683e-06,3.7908415251308725e-07
1993,1.4983555551850714e-06,4.0768566478277535e-07
1994,1.64419460446652e-06,3.6660740754257404e-07
1995,1.6424603472842136e-06,4.750066970871103e-07
1996,1.5106800894670869e-06,4.884354449785633e-07
1997,1.5055968205501813e-06,3.428349657497165e-07
1998,1.3741748787765573e-06,4.458200777435195e-07
1999,1.3116477042274255e-06,3.573897178199559e-07
2000,1.1835906477131175e-06,3.697892427823035e-07
2001,1.4462380235613637e-06,3.890516140359068e-07
2002,1.4874247469265356e-06,4.1533979810992605e-07
2003,1.5925978864572699e-06,4.133587463428512e-07
2004,1.266377527286977e-06,4.255028223099089e-07
2005,1.4006661714915936e-06,3.8597134555118373e-07
2006,2.0581214386083957e-06,4.451439075126018e-07
2007,1.689664799187085e-06,3.5510923623860435e-07
2008,1.4926583418173323e-06,4.457539208857497e-07
2009,1.7198870239099051e-06,4.6537559228454484e-07
2010,1.6651369918463388e-06,4.941087627940988e-07
2011,1.7559679150735974e-06,5.659478361508263e-07
2012,2.258721664816221e-06,8.183823467788898e-07
2013,1.8436116491216126e-06,6.91424109078298e-07
2014,1.8388960754123218e-06,7.760955753610688e-07
2015,2.054322017386312e-06,7.487591631161195e-07
2016,2.1854708762703012e-06,9.254747439513267e-07
2017,1.8678413624684254e-06,5.295362086599198e-07
2018,1.946942148833841e-06,7.535301165262354e-07
2019,1.7892628036975111e-06,6.219307948640562e-07
