year,mon_DET ouvert_ADJ,mon_DET couvert_NOUN
1908,0.0,3.241516743912598e-08
1909,0.0,5.005895076237721e-08
1910,0.0,2.618633831996675e-08
1911,0.0,2.926205766584644e-08
1912,5.209421227725386e-10,2.5005221004903433e-08
1913,0.0,2.863614512182977e-08
1914,0.0,1.5402511266415786e-08
1915,0.0,9.424609315189514e-09
1916,0.0,6.592477230782379e-09
1917,0.0,2.1932848426331475e-08
1918,0.0,2.756730310693456e-08
1919,0.0,2.8544329566670967e-08
1920,0.0,2.6502810612782923e-08
1921,7.572747429129834e-10,2.877644078580488e-08
1922,7.377935484775833e-10,3.320071123580348e-08
1923,0.0,2.653987030143412e-08
1924,0.0,4.125319796877136e-08
1925,0.0,2.1996356291964503e-08
1926,0.0,1.3375366259005261e-08
1927,0.0,2.564321655018631e-08
1928,0.0,3.427812322875923e-08
1929,0.0,3.119313873867213e-08
1930,0.0,2.625900974440043e-08
1931,0.0,3.877821086462063e-08
1932,0.0,3.507051549167528e-08
1933,1.1470662197865522e-09,2.1794258842078307e-08
1934,0.0,2.6359476379411717e-08
1935,0.0,2.752705352548901e-08
1936,0.0,2.424942913137329e-08
1937,0.0,2.1404900962807005e-08
1938,0.0,1.8151300018587335e-08
1939,0.0,1.5294050470515685e-08
1940,0.0,3.296517903095264e-08
1941,0.0,1.4757512545315876e-08
1942,0.0,2.1239482173029955e-08
1943,0.0,2.9032352522051497e-08
1944,0.0,2.5705489292704442e-08
1945,0.0,2.83205521256491e-08
1946,0.0,3.619487021211398e-08
1947,0.0,3.695469930065087e-08
1948,0.0,3.261566261514304e-08
1949,0.0,3.7304631383960896e-08
1950,0.0,3.2969621477363376e-08
1951,2.1322803522849654e-09,4.371174633366337e-08
1952,0.0,2.6362010130398517e-08
1953,0.0,2.370242058180594e-08
1954,0.0,2.834035517373934e-08
1955,9.385607846468247e-10,2.2525458387434583e-08
1956,0.0,2.529131126749462e-08
1957,0.0,3.3573144264664734e-08
1958,0.0,3.39161982942926e-08
1959,0.0,2.325224279786653e-08
1960,0.0,4.498541672504075e-08
1961,2.08444772553662e-09,3.404598158951444e-08
1962,1.2683912808952869e-09,3.107558654846798e-08
1963,0.0,1.681173822376536e-08
1964,0.0,1.8251904765342886e-08
1965,0.0,2.954903433050049e-08
1966,0.0,3.6003987569088736e-08
1967,0.0,3.05680800671837e-08
1968,0.0,2.8295920162513255e-08
1969,0.0,1.2716922154210053e-08
1970,0.0,2.299362444890818e-08
1971,0.0,1.5929032648465125e-08
1972,0.0,1.7955513686995772e-08
1973,0.0,2.4258096975593446e-08
1974,0.0,1.8564386528030496e-08
1975,0.0,1.31364044086979e-08
1976,0.0,1.4855170205052559e-08
1977,0.0,1.4691955041445937e-08
1978,0.0,9.504946163474415e-09
1979,0.0,2.5163484851375983e-08
1980,0.0,2.2172088276484203e-08
1981,0.0,1.6446428441341254e-08
1982,0.0,1.1173504121941846e-08
1983,0.0,2.1472073896688926e-08
1984,5.799008495621649e-10,2.0876431250371752e-08
1985,0.0,2.4663788233958428e-08
1986,0.0,1.4986213270340443e-08
1987,0.0,1.4054878372249391e-08
1988,0.0,2.4585871061244546e-08
1989,0.0,1.8659615741434266e-08
1990,0.0,1.961514328741032e-08
1991,0.0,1.582595565707834e-08
1992,0.0,1.652983222522053e-08
1993,0.0,2.104898877419714e-08
1994,0.0,1.687976508568667e-08
1995,0.0,1.8978578431028126e-08
1996,0.0,1.9217131663751275e-08
1997,0.0,1.870008781157395e-08
1998,4.768129224785866e-10,1.2873949017944142e-08
1999,0.0,1.0968482844209149e-08
2000,0.0,1.2370487856294687e-08
2001,0.0,1.1829271784336015e-08
2002,4.38122149670761e-10,1.7524885875808138e-08
2003,0.0,1.83344603943425e-08
2004,0.0,1.3654852915045979e-08
2005,0.0,9.908249332113428e-09
2006,4.1178899179428186e-10,2.3471971921651402e-08
2007,3.994479469415779e-10,1.1983438602536367e-08
2008,0.0,2.128719794880496e-08
2009,9.53638501499654e-10,1.5258216023994464e-08
2010,0.0,1.4643758761145875e-08
2011,0.0,2.5620611354693068e-08
2012,0.0,3.336167742062912e-08
2013,0.0,3.5979713874922936e-08
2014,0.0,5.500230648713966e-08
2015,0.0,3.879006937879126e-08
2016,0.0,5.074783127057003e-08
2017,0.0,2.8426407228110406e-08
2018,5.162933414126769e-10,3.7947559761164484e-08
2019,5.1019755087367e-10,5.101975331101016e-08
