year,ton_DET anneau_NOUN,ton_DET canot_NOUN
1938,5.186085783037697e-09,5.186085783037697e-09
1939,6.117620188206274e-09,1.5294050470515685e-09
1940,2.7893612752905028e-08,0.0
1941,2.9515025978810172e-09,2.9515025978810172e-09
1942,1.517105907566929e-08,9.102635090130207e-09
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,6.4263723231761105e-09,0.0
1945,2.832055256973831e-08,8.714016175304096e-09
1946,1.2528993842408909e-08,2.7842208538686464e-09
1947,4.7683483828109274e-09,4.7683483828109274e-09
1948,5.435944139264848e-09,7.610321262063735e-09
1949,1.2762110479513922e-08,2.945102384188658e-09
1950,6.381216888229346e-09,0.0
1951,1.0661401539380222e-08,5.330700769690111e-09
1952,9.490323193972472e-09,1.0544803918932644e-09
1953,1.2928592529881655e-08,2.1547654771580937e-09
1954,4.886268278880834e-09,9.772536113672459e-10
1955,7.508486277174597e-09,9.385607846468247e-10
1956,7.849027205963921e-09,4.360570571293465e-09
1957,6.184526224473075e-09,5.301022731885041e-09
1958,7.445019267748876e-09,1.6544486891589827e-09
1959,9.300897829689347e-09,7.750747821333448e-10
1960,6.920833295342987e-09,4.844583401109048e-09
1961,4.1688955620955426e-09,4.16889545107324e-09
1962,1.712328306924249e-08,4.43936931660005e-09
1963,8.405869333927285e-09,6.466053248388448e-10
1964,7.300761772910391e-09,1.8251904432275978e-09
1965,1.2038495811328431e-08,1.6416130677043839e-09
1966,3.8773522170743036e-09,1.6617224263271169e-09
1967,1.1339771788243524e-08,2.465167847631733e-09
1968,4.491415683816058e-09,3.1439910674890825e-09
1969,8.175163657142548e-09,6.358460868938209e-09
1970,1.4715920038099739e-08,4.598724956395017e-09
1971,9.24911525146399e-09,3.083038491169532e-09
1972,1.4364410994005539e-08,0.0
1973,6.064523994098181e-09,2.7566018356850464e-09
1974,3.937900228123681e-09,9.563471792262135e-09
1975,5.711480177694739e-09,5.711480177694739e-10
1976,6.284879672247001e-09,5.713526873840635e-10
1977,7.05213826224238e-09,3.526069214387917e-09
1978,2.3762365408686037e-09,4.752473081737207e-09
1979,1.4629933042797916e-08,5.851973128301324e-09
1980,5.116635615198817e-09,3.97960553399912e-09
1981,3.795329828193417e-09,6.325549528618524e-10
1982,6.828252629986764e-09,5.586751949948621e-09
1983,3.78918940668882e-09,3.78918940668882e-09
1984,2.3196033982486597e-09,9.858314165001048e-09
1985,5.414002135495366e-09,7.218669662023558e-09
1986,6.593933898901838e-09,2.3977941854269602e-09
1987,7.944061963804927e-09,3.6664902225425067e-09
1988,2.99827696004229e-09,8.994830658082265e-09
1989,3.2928733073589456e-09,2.1952488715726304e-09
1990,7.628111475810329e-09,4.358920779878872e-09
1991,5.2753188484189195e-09,2.344586080837985e-09
1992,6.611932834577061e-09,2.2039776670368383e-09
1993,4.985286683467649e-09,2.7696036575264316e-09
1994,7.3848970827405935e-09,4.747434001473039e-09
1995,8.675921314704738e-09,1.626735190995987e-09
1996,6.939519847648512e-09,1.067618438099771e-09
1997,2.876936688878118e-09,3.3564262480467733e-09
1998,8.105819682135973e-09,3.814503379828693e-09
1999,8.683382235474824e-09,1.3710603763428253e-09
2000,7.068850393920911e-09,4.418031274155965e-09
2001,3.943090742808408e-09,3.5049694258049158e-09
2002,5.695587890208742e-09,3.066854992184176e-09
2003,5.0003075569016175e-09,5.8336921959778465e-09
2004,7.92862434040309e-09,8.809582507929292e-10
2005,7.205999130732721e-09,1.3511248786457486e-09
2006,8.235779613841032e-09,5.353256948836815e-09
2007,1.0385647009059085e-08,3.1955835755326234e-09
2008,7.2376473703172906e-09,5.5346713878634546e-09
2009,6.198650037703146e-09,1.907277002999308e-09
2010,9.447585824773341e-09,2.8342759250676863e-09
2011,6.500752380844688e-09,5.353560705856353e-09
2012,1.293616069819592e-08,4.765953853791416e-09
2013,2.1755175050319764e-08,3.6258624991347688e-09
2014,1.8622828529268887e-08,5.197068553286499e-09
2015,2.1057465826590516e-08,3.768178213903184e-09
2016,1.8434925586063855e-08,8.699628573083373e-09
2017,1.4338984222206363e-08,5.7859059765519305e-09
2018,2.6330960967158035e-08,2.581466596041082e-09
2019,1.403043281555938e-08,2.5509878653906526e-09
