year,en_ADP ados_NOUN,en_ADP cadeau_NOUN
1837,2.6439986200443855e-08,1.3219992922586243e-07
1838,8.837027110075724e-09,1.1425012758081721e-07
1839,9.088918062616358e-09,1.4612183463214024e-07
1840,1.0828470564661075e-08,2.04467009712328e-07
1841,1.1556987367100646e-08,1.7977535238244968e-07
1842,2.0795621225033756e-08,1.9588133337578029e-07
1843,1.3585895075607368e-08,3.136569884931717e-07
1844,1.756339607084101e-08,1.860622234062248e-07
1845,3.738752596404993e-08,2.2990539605416416e-07
1846,2.2832555401919308e-08,1.6919508993851196e-07
1847,1.5640349459999925e-08,1.779763749709673e-07
1848,1.045878850192139e-08,2.1883002432332432e-07
1849,6.033178578945808e-08,2.689792211185704e-07
1850,5.906426636670403e-08,1.9348638602423307e-07
1851,4.6435957301582675e-08,1.7026518150942138e-07
1852,4.296959943417278e-08,1.5495098182327638e-07
1853,5.3150191803297275e-08,1.6303373229220597e-07
1854,3.065441944727354e-08,1.8028955361959476e-07
1855,4.086341576226005e-08,2.4836464618260834e-07
1856,6.109083017236117e-08,2.2779632702363273e-07
1857,4.735063896532665e-08,2.29430924036933e-07
1858,2.7893953813418193e-08,2.534924073982481e-07
1859,3.3099126994784456e-08,2.627561457302363e-07
1860,2.5632230560290736e-08,2.7920822276428225e-07
1861,2.6880993431177558e-08,2.6126440388907213e-07
1862,2.6656119089807362e-08,2.6610939585225424e-07
1863,4.7948361725502764e-08,2.1876439176837792e-07
1864,4.1234660130839984e-08,2.2103695440645055e-07
1865,1.6473954644879996e-08,2.0615978257865208e-07
1866,3.6978658357611494e-08,2.2527787457704562e-07
1867,6.890992665375961e-08,2.892275663413102e-07
1868,3.6061081232219294e-08,2.865127054496597e-07
1869,2.490594752657671e-08,2.6810519671016664e-07
1870,3.096386436141074e-08,2.2534811394692156e-07
1871,1.805600113868877e-08,2.3154166228778195e-07
1872,1.7537283625301825e-08,1.9593379363413987e-07
1873,2.8134220286801792e-08,2.1549615780713793e-07
1874,8.842421550525614e-08,2.3659452663693514e-07
1875,9.7265964171811e-09,2.4202060444622475e-07
1876,2.1765654167893445e-08,2.255163451536646e-07
1877,3.3398006138440905e-08,2.83883047513811e-07
1878,2.7779808675632012e-08,3.164482594852913e-07
1879,1.8938909107646396e-08,2.7003218860954803e-07
1880,2.0537108014195837e-08,2.9586271166337497e-07
1881,2.3009274485730202e-08,2.872673215414956e-07
1882,2.7952617998039386e-08,2.86847100294807e-07
1883,1.9589950994713945e-08,2.900576643871666e-07
1884,1.0562715146988921e-08,2.825526337346673e-07
1885,9.66845359329227e-09,3.0358944513864117e-07
1886,3.1621972595985426e-08,2.936326128355482e-07
1887,2.9380160526670807e-08,2.8857847983454477e-07
1888,5.452928775184773e-08,1.9212062496443139e-07
1889,8.019375030698939e-08,2.4872592435665197e-07
1890,5.505684796958121e-08,2.726624869220373e-07
1891,1.1473596295275001e-08,3.2317296927431016e-07
1892,3.0715710863660206e-08,3.2847003983427214e-07
1893,1.6627724974682678e-08,2.9745152141380515e-07
1894,2.7096618282484997e-08,2.6214404358348986e-07
1895,1.444467478961542e-08,2.563929863974579e-07
1896,3.007484750128242e-08,2.565207526394886e-07
1897,2.4472196713531957e-08,2.021869633939133e-07
1898,3.225262190653666e-08,2.2576836045118398e-07
1899,2.5979618456517528e-08,2.3768587098516036e-07
1900,1.764958135197503e-08,3.457241462001548e-07
1901,1.2854099118442264e-08,3.0514513582602376e-07
1902,2.553347577816112e-08,2.391308293603345e-07
1903,2.2680925582108102e-08,2.7973141980552896e-07
1904,2.9022976022474722e-08,3.1549050394374945e-07
1905,1.5998352864698973e-08,2.828095944096276e-07
1906,1.6975809202790515e-08,2.6286782855988733e-07
1907,2.0057088434555226e-08,2.509707672238015e-07
1908,1.817213934884876e-08,2.97139031379956e-07
1909,1.4302557360679202e-08,2.8330066470516613e-07
1910,2.2445432179551972e-08,2.3407379834416986e-07
1911,8.51259862599818e-09,2.0802663136532118e-07
1912,1.510732161591477e-08,2.312983014007841e-07
1913,1.7499866444836698e-08,2.455284118241252e-07
1914,1.0045115850232378e-08,2.57154949667715e-07
1915,7.068456930880984e-09,2.2854678749517632e-07
1916,1.4283700444650549e-08,2.472178834977967e-07
1917,1.0966424213165737e-08,2.3687476868872182e-07
1918,5.743188147278033e-09,2.8026758780441696e-07
1919,1.1970202606903513e-08,2.0349344254100288e-07
1920,1.665890891899835e-08,2.4306863855017014e-07
1921,9.087297137000405e-09,1.711440862361968e-07
1922,4.426761179843197e-09,2.7593477519571863e-07
1923,6.369568872344189e-09,2.56905950291042e-07
1924,1.0313299547703991e-08,3.106881470982259e-07
1925,1.5397448649423495e-08,2.2326301230002343e-07
1926,6.687683296036084e-09,3.031749710169507e-07
1927,2.2298449753321847e-09,2.7761569321160806e-07
1928,1.1426041446327417e-08,2.3651905456389954e-07
1929,5.570202965543558e-09,2.81852279071515e-07
1930,1.05036033204442e-08,2.7204332408992116e-07
1931,3.4216069977333063e-09,2.554799900522653e-07
1932,6.575722188983946e-09,2.6631673222254904e-07
1933,6.882397318719313e-09,2.982372053761395e-07
1934,5.990790086229936e-09,2.767744966547525e-07
1935,9.574627313213568e-09,2.8364834747662826e-07
1936,9.699771652549316e-09,2.5583148310914794e-07
1937,3.777335333410292e-09,2.921139525824401e-07
1938,3.8895642262559704e-09,2.7745557795721965e-07
1939,4.588215141154706e-09,2.1717551579314431e-07
1940,7.607348528892999e-09,3.62616958682338e-07
1941,1.1806010391524069e-08,3.5713181389951387e-07
1942,2.1239483061208375e-08,4.247896423503761e-07
1943,2.6129116648121453e-08,3.977432361246258e-07
1944,0.0,3.6309003625945024e-07
1945,2.178504043826024e-09,3.071690710676478e-07
1946,6.960552134671616e-09,2.9791162692305306e-07
1947,1.1920870957027319e-09,2.837167207836444e-07
1948,1.0871887834440486e-09,2.5222780664080346e-07
1949,5.890204768377316e-09,2.4837031353808214e-07
1950,1.1698897850465073e-08,2.424862288741281e-07
1951,1.0661401539380222e-08,2.5587364183010664e-07
1952,6.326882129314981e-09,3.0896276381753296e-07
1953,4.3095309543161875e-09,2.9197071960140875e-07
1954,9.772536557761669e-09,3.146756770711079e-07
1955,4.6928039232341234e-09,3.604073324225965e-07
1956,2.616342476002842e-09,2.9739093654335136e-07
1957,7.951533653738352e-09,2.9862427269877756e-07
1958,1.4062814024384807e-08,2.8704684806868386e-07
1959,4.650448914844674e-09,2.914281106436434e-07
1960,1.3841666479663672e-08,3.3635250323849064e-07
1961,2.08444772553662e-09,3.5366131567737824e-07
1962,1.2683912808952869e-09,3.107558519399589e-07
1963,1.2285501505004959e-08,3.3494156381763673e-07
1964,1.6426714211092985e-08,3.169747566644787e-07
1965,3.830430195250756e-09,3.4419153865927754e-07
1966,7.200797291773142e-09,3.5006953125193974e-07
1967,5.916402479044791e-09,3.7125426133322037e-07
1968,6.287982134978165e-09,4.0737142703584084e-07
1969,8.629339909305145e-09,3.4108601076887624e-07
1970,1.0577067222072856e-08,3.7479608172574785e-07
1971,3.5968783507200897e-09,3.4118959346685074e-07
1972,2.3085661382538092e-08,4.0476859863858294e-07
1973,2.7566018356850464e-09,4.4656950293209263e-07
1974,7.875800456247362e-09,4.5229595535545286e-07
1975,3.4268881066168433e-09,4.2893216978256987e-07
1976,6.2848797277581525e-09,4.3479938494073167e-07
1977,8.815172591880582e-09,4.337064956061454e-07
1978,6.534650598410963e-09,4.4197999882200634e-07
1979,1.1703946256602649e-08,5.132180627143157e-07
1980,1.4212877097463661e-08,5.821594157850996e-07
1981,7.590659656386833e-09,5.920714212237499e-07
1982,7.449002747961231e-09,5.623996903736384e-07
1983,6.946847541655643e-09,5.172244037510154e-07
1984,4.059305780401701e-09,5.920787913282766e-07
1985,4.812446441349039e-09,5.823060309495531e-07
1986,4.196139880008332e-09,5.742717075207793e-07
1987,5.49973533381376e-09,6.343027738608953e-07
1988,3.597932174415064e-09,6.380333328337429e-07
1989,2.1952488715726304e-09,7.030284727704839e-07
1990,1.6345953479657283e-09,6.88709508978036e-07
1991,3.5168792322792797e-09,7.115818867475809e-07
1992,2.7549720282848966e-09,6.738661859628792e-07
1993,1.1078414852150331e-09,7.317293118092039e-07
1994,3.164955852952289e-09,6.96817815892814e-07
1995,2.1689803286761844e-09,7.011229179454403e-07
1996,3.2028553142993132e-09,6.624572179703136e-07
1997,1.102825741838842e-08,7.149187553068259e-07
1998,2.3840645013706308e-09,7.276165021607994e-07
1999,1.3710603763428253e-09,6.951276239064441e-07
2000,5.743440834038438e-09,6.847948927912739e-07
2001,2.6287270138425356e-09,7.548827962722271e-07
2002,3.504977197366088e-09,7.163297226497889e-07
2003,2.083461403401543e-09,7.258779621821532e-07
2004,5.726228824443069e-09,7.250286451210286e-07
2005,1.3511248786457486e-09,7.233021594998945e-07
2006,1.2353669198716943e-09,8.49520677803639e-07
2007,7.589511241690161e-09,8.388406804726856e-07
2008,1.2772318758180745e-09,8.238146023131776e-07
2009,4.76819250749827e-09,8.196523069159412e-07
2010,9.447586046817946e-10,8.129647657284522e-07
2011,1.1471915639660324e-09,8.28654712847765e-07
2012,3.063827413996023e-09,9.59999245236931e-07
2013,3.904775169871755e-09,9.15111935284596e-07
2014,2.165445156521173e-09,9.504138831495368e-07
2015,3.546520632724537e-09,8.540464773165723e-07
2016,6.421154274960372e-09,8.376499116558023e-07
2017,2.264050280587071e-09,8.595843770109468e-07
2018,2.581466596041082e-09,8.782149667485584e-07
2019,2.5509878653906526e-09,7.989693640020334e-07
