year,en_ADP art_NOUN,en_ADP quarts_NOUN
1837,2.5048406193661776e-07,4.453050195252217e-08
1838,1.956770185884693e-07,3.092959488526503e-08
1839,1.8527408773838516e-07,9.927894950578775e-08
1840,2.465069468549075e-07,5.032054062326097e-08
1841,2.3499206980304166e-07,5.778493772368165e-08
1842,1.6837745286935046e-07,2.683306021822318e-08
1843,2.72308605886451e-07,1.033709438047481e-07
1844,1.816713766089606e-07,4.116420981858937e-08
1845,2.310214348710815e-07,5.1896119401817487e-08
1846,2.3418005912212436e-07,3.1614305839866574e-08
1847,2.448523579445805e-07,3.55952778363644e-08
1848,2.0273959022709676e-07,2.896279838182636e-08
1849,1.458018203948086e-07,4.9438547478075634e-08
1850,2.0570657888185906e-07,3.394497838371535e-08
1851,2.2121575149469663e-07,9.867641637129054e-08
1852,2.500049509635005e-07,4.036538214791108e-08
1853,1.9587936606058065e-07,3.702597695109944e-08
1854,2.51989728639046e-07,4.572184764128906e-08
1855,3.5874894521725764e-07,3.714855978387277e-08
1856,2.4746964832900176e-07,2.174419400091665e-08
1857,1.9965372066721443e-07,2.6848299583548396e-08
1858,2.1630048152587733e-07,2.0064071293290908e-08
1859,2.3373075563881685e-07,7.841946825237756e-08
1860,2.0093836816670319e-07,5.1722178540103414e-08
1861,1.876953561463779e-07,3.678451676591976e-08
1862,2.218331287551223e-07,3.3884898442693157e-08
1863,2.497310411797571e-07,3.1965573299430616e-08
1864,3.1213678575170434e-07,3.835782536043553e-08
1865,2.4051974989447444e-07,3.3418594114209554e-08
1866,2.4182096414193666e-07,1.556996132023869e-08
1867,3.2174139263929646e-07,2.9602150064533816e-08
1868,3.606107963349814e-07,2.9145256874585357e-08
1869,2.6224497418070314e-07,4.932354258357918e-08
1870,3.314280263566616e-07,3.55511033944822e-08
1871,2.570324895145859e-07,3.186353225714811e-08
1872,2.9087701491903317e-07,3.62840353318461e-08
1873,2.9690581726526943e-07,6.524744833313889e-08
1874,2.8976854693496534e-07,3.943242177228967e-08
1875,3.684663383296538e-07,3.490131450512024e-08
1876,4.867041951683859e-07,4.111290152764013e-08
1877,2.9996358463790784e-07,4.576763856789512e-08
1878,3.9314468480711184e-07,5.7975249490027636e-08
1879,4.1726692145971356e-07,2.3826368433788048e-08
1880,3.651754560962672e-07,4.1074216028391675e-08
1881,4.288092299020718e-07,3.486253774553916e-08
1882,5.623800376497456e-07,3.8601232432711186e-08
1883,5.579976374292528e-07,2.6541224329434954e-08
1884,7.189247916983277e-07,4.687204935294176e-08
1885,5.343431936921661e-07,4.18966337178972e-08
1886,5.97590766204803e-07,6.517998230037847e-08
1887,5.490825607523675e-07,7.181817096579834e-08
1888,6.73373254045373e-07,3.7409627395845746e-08
1889,6.641044763000536e-07,2.8819629349641218e-08
1890,6.757572421633995e-07,4.522526708683472e-08
1891,7.272985200756921e-07,5.864282570655632e-08
1892,8.07384399337252e-07,6.581937839200691e-08
1893,8.917387077644889e-07,7.020594949835868e-08
1894,8.86626551732661e-07,8.128985484745499e-08
1895,8.925605605725195e-07,6.319545020616602e-08
1896,1.0325697559210312e-06,5.307326134129653e-08
1897,1.0447297391635857e-06,4.952706689209663e-08
1898,1.0603756770422024e-06,6.111023509447477e-08
1899,9.557183062725016e-07,4.09040801230276e-08
1900,1.077143508609879e-06,3.2703635355346705e-08
1901,9.802648186507668e-07,6.035838140405758e-08
1902,1.0051350756157262e-06,5.794134949610452e-08
1903,1.1864283351314953e-06,3.510143287144274e-08
1904,1.1963915405033276e-06,6.395804064140975e-08
1905,1.253032266390619e-06,5.728442431518488e-08
1906,1.1188601689582356e-06,5.19562632916859e-08
1907,1.1509683268684512e-06,3.805704196224724e-08
1908,1.2754877047882474e-06,5.107844458507316e-08
1909,1.3389394126761545e-06,4.7308457595818254e-08
1910,1.2344987538881469e-06,3.313373397872965e-08
1911,1.2891266258918677e-06,6.916486228192298e-08
1912,1.4065436957366728e-06,4.4801023335594437e-08
1913,1.456200919847106e-06,4.454511426388308e-08
1914,1.4284154019605921e-06,5.2904276515164383e-08
1915,8.281875860660648e-07,2.709575319670421e-08
1916,1.1295111193021512e-06,1.8678685265172135e-08
1917,1.1646342876758808e-06,6.141197417264266e-08
1918,1.202623650442547e-06,2.756730310693456e-08
1919,1.480621982352659e-06,4.880159565345821e-08
1920,1.7787172410521634e-06,4.770506123463747e-08
1921,1.535753170855969e-06,4.1650110915725236e-08
1922,1.690285010624848e-06,4.943216680430851e-08
1923,1.5531132007140513e-06,4.564857647437748e-08
1924,1.5805131141632955e-06,6.574728672603669e-08
1925,1.452859351047664e-06,5.609070896639423e-08
1926,1.4512271810929178e-06,6.799144358637932e-08
1927,1.5765004022227913e-06,7.91594985116717e-08
1928,1.5619398716637534e-06,5.827281057690925e-08
1929,1.3279364559082296e-06,4.9017788938954254e-08
1930,1.3287059026367842e-06,7.877702756786675e-08
1931,1.2374812570215e-06,3.9918749195066994e-08
1932,1.0203328280056212e-06,6.356530946050043e-08
1933,1.2457138822696834e-06,3.4411986149507356e-08
1934,1.0028582657639618e-06,2.875579241390369e-08
1935,1.18845058949546e-06,6.941604624444153e-08
1936,1.0851619407503676e-06,5.2136272188363364e-08
1937,1.1344597474760576e-06,7.680581859403901e-08
1938,1.1318632360257652e-06,6.871563584809337e-08
1939,9.925838426738665e-07,8.717608679376099e-08
1940,9.357038877055857e-07,3.550096039361961e-08
1941,1.4167212469828883e-06,6.788455664263893e-08
1942,1.225821534944771e-06,2.1239483061208375e-08
1943,1.1903264542922898e-06,2.322588166236983e-08
1944,1.1374679331765947e-06,5.462416652335378e-08
1945,1.4225631375097691e-06,1.089252066321933e-08
1946,1.3238969991391514e-06,4.037120149291695e-08
1947,1.391165618258583e-06,4.172304812755101e-08
1948,1.3133240273077718e-06,7.284165093324191e-08
1949,1.2585404540743639e-06,4.8103338978755517e-08
1950,1.1039505167786956e-06,3.93508372553697e-08
1951,1.1610266525963198e-06,5.543929049167673e-08
1952,1.1198581582050338e-06,2.8470971358274255e-08
1953,1.0515255262077972e-06,4.417269394707546e-08
1954,1.300724580488577e-06,4.495366523471489e-08
1955,1.2773812763100523e-06,3.754243138587299e-08
1956,1.3317183018557444e-06,7.064124440958608e-08
1957,1.03369938386777e-06,4.240818185508033e-08
1958,1.0174859284006743e-06,4.715178647529683e-08
1959,1.1137824067475321e-06,3.2553142403912716e-08
1960,1.0035208433123444e-06,4.014083287984249e-08
1961,1.0102623697605395e-06,2.987708569435199e-08
1962,1.0527647802405227e-06,5.390662849436012e-08
1963,1.2725192561902077e-06,3.103705459306383e-08
1964,1.0665196583659053e-06,3.5895414529640846e-08
1965,1.329159285745618e-06,4.377634726937529e-08
1966,1.118893070639615e-06,3.4342264143560897e-08
1967,1.0669246464090065e-06,3.5498416650625586e-08
1968,1.8221673983020992e-06,2.380450325745187e-08
1969,1.1640525485745457e-06,3.587988572917311e-08
1970,1.3313308500073617e-06,2.0694262303777577e-08
1971,1.4998982180713938e-06,3.1344225104312784e-08
1972,1.1804468265097512e-06,5.489257048907348e-08
1973,1.2057376821417165e-06,6.615844860835551e-08
1974,9.659106261494799e-07,3.037808582462276e-08
1975,1.1057425517435604e-06,2.5701661243715535e-08
1976,1.086712789089006e-06,2.228275497451193e-08
1977,1.1935744268498638e-06,2.6445517775641747e-08
1978,1.2011875334394517e-06,5.405938097169383e-08
1979,1.1095341534428371e-06,3.0430262420999554e-08
1980,1.4355005859556513e-06,4.491268978945584e-08
1981,1.0557342129402514e-06,6.135783081617774e-08
1982,1.0844506803664444e-06,2.3588509479033348e-08
1983,1.2851667960944724e-06,4.041802159626684e-08
1984,1.1731394771175019e-06,3.595385433818876e-08
1985,1.1537839981201614e-06,6.19602489315696e-08
1986,1.330775774022186e-06,4.615753823600244e-08
1987,1.3517126618012298e-06,3.0554083707556856e-08
1988,1.2676715250847792e-06,4.257553243292023e-08
1989,1.3648960042189628e-06,4.061210390204906e-08
1990,1.3212978799970188e-06,4.3044344200104945e-08
1991,1.3698244174520369e-06,3.575493734420121e-08
1992,1.3493852826229613e-06,4.1324582866764104e-08
1993,1.5487623485910262e-06,4.4867579873653085e-08
1994,1.4384725339766646e-06,2.8484603120659813e-08
1995,1.3306693880110743e-06,3.578817392435596e-08
1996,1.4834557653387037e-06,3.149474236963101e-08
1997,1.4499760467856504e-06,3.116681412951294e-08
1998,1.420425721931906e-06,6.913787387041737e-08
1999,1.4492107993646641e-06,7.220918085693029e-08
2000,1.4049340499866503e-06,5.080736054097201e-08
2001,1.5636544645758477e-06,3.0230360437144554e-08
2002,1.7196294628263331e-06,6.703268845553723e-08
2003,1.5580125136693823e-06,8.458853528736654e-08
2004,1.553569848766756e-06,8.325055489422084e-08
2005,1.5398320449833136e-06,1.0628849000937635e-07
2006,1.6945116705358032e-06,8.812284724157848e-08
2007,1.7495819939483681e-06,1.2622555267682856e-07
2008,1.8762536164729227e-06,8.514879157317523e-08
2009,1.4280737055116788e-06,5.9602406787817586e-08
2010,1.3184106713026722e-06,4.534841480108298e-08
2011,1.4022505183675094e-06,6.347793446437322e-08
2012,1.1901267917835412e-06,6.570207800038474e-08
2013,1.1544188609491357e-06,7.474855046041284e-08
2014,1.065832080371365e-06,1.2126493209585476e-07
2015,1.3982158009184786e-06,7.60285363554658e-08
2016,1.0690185696660137e-06,6.586861367452457e-08
2017,1.122214264626109e-06,1.2527744530643758e-07
2018,1.205803044967979e-06,1.3217109362528845e-07
2019,1.2114640455251902e-06,8.316219934911828e-08
