year,en_ADP ours_NOUN,en_ADP courses_NOUN
1866,2.578774882522339e-08,1.1628814888808847e-07
1867,2.426405742994575e-08,1.0433544694876673e-07
1868,3.1615194018286275e-08,7.854400063678213e-08
1869,3.2231227464762924e-08,9.278686152747184e-08
1870,2.6376625328339287e-08,8.945115981262575e-08
1871,1.911811864374613e-08,8.072094459521395e-08
1872,1.8746751706544273e-08,1.4090300293201352e-07
1873,3.771182849332533e-08,1.1972008850946736e-07
1874,5.496640298474631e-08,9.619120611148446e-08
1875,4.2911454556371353e-08,1.2987866665481462e-07
1876,3.567148709748835e-08,8.645801008455578e-08
1877,3.4016487737709156e-08,8.720590538580097e-08
1878,5.193616092746822e-08,1.153465967185241e-07
1879,2.1382637882538802e-08,1.1852090864294951e-07
1880,4.7492061838738664e-08,9.883483187422826e-08
1881,4.6018548971460405e-08,9.970685965754456e-08
1882,3.1945848633085916e-08,9.184431659647885e-08
1883,1.2006744043446815e-08,9.984555759956493e-08
1884,2.1125430293977843e-08,9.968562153517269e-08
1885,3.4161868001092444e-08,1.443822449376242e-07
1886,2.710454793941608e-08,1.1745304417942748e-07
1887,2.2198344495905076e-08,1.0250411719425756e-07
1888,2.0924028731883482e-08,1.1603324878706189e-07
1889,2.5687061366852504e-08,1.1778457320588132e-07
1890,1.5730527991308918e-08,1.5271720243958953e-07
1891,1.784781566982474e-08,1.1664822474610759e-07
1892,2.0686091062316336e-08,1.0844526299180757e-07
1893,2.4017824173938607e-08,1.0407723771699295e-07
1894,2.7096618282484997e-08,1.380037173426274e-07
1895,4.393588426410133e-08,1.0953878448738408e-07
1896,4.2458609073037223e-08,1.0555682128376986e-07
1897,2.3889524691789177e-08,1.2643968294590024e-07
1898,4.7530182456512193e-08,1.6013143899762383e-07
1899,3.592926134388108e-08,1.2989809405894448e-07
1900,4.6200374193006155e-08,1.2873812149649666e-07
1901,2.8502569193733507e-08,1.2574662378028734e-07
1902,4.271947062761683e-08,1.0949933093584718e-07
1903,3.618147448314346e-08,1.0422424900902172e-07
1904,3.708491380649548e-08,1.0910488867921231e-07
1905,2.5287718585786934e-08,1.4140480042446057e-07
1906,3.7552548404207187e-08,1.7130135149256986e-07
1907,2.6228500871194882e-08,1.2137110932952666e-07
1908,2.701263923654551e-08,1.0461258881377944e-07
1909,2.640472018811124e-08,1.5952852167044895e-07
1910,3.687464011914443e-08,1.58186866161536e-07
1911,2.3409645777405785e-08,9.363858310962314e-08
1912,2.9693701719679666e-08,1.2658893017158945e-07
1913,3.553003186107517e-08,1.246202572247057e-07
1914,3.0135346662518714e-08,1.2656845171932218e-07
1915,1.6493066468115103e-08,5.0657277483878715e-08
1916,1.2086208478478966e-08,9.449217230894646e-08
1917,1.4256352209862655e-08,8.992468281121546e-08
1918,3.44591288836682e-08,8.729645628591243e-08
1919,2.4861190051073123e-08,1.1049417736330724e-07
1920,3.028892692213958e-08,7.799398815677705e-08
1921,1.9689142760626055e-08,1.1813486289202757e-07
1922,3.39385017866789e-08,9.960212565829352e-08
1923,2.3355085865262026e-08,9.872831441271046e-08
1924,1.5469948877466777e-08,1.2633792323413218e-07
1925,2.3096173862313663e-08,1.2427940698778173e-07
1926,3.901148470930593e-08,7.913758470756704e-08
1927,3.567751882815884e-08,1.3267577969600097e-07
1928,3.999114284169991e-08,9.483614382688188e-08
1929,4.233354289340241e-08,1.2143042882328814e-07
1930,2.4158287814657342e-08,9.978423065604147e-08
1931,3.649714130915527e-08,7.869695739515237e-08
1932,2.8494794523936662e-08,1.0082773749253704e-07
1933,2.2941325283909464e-08,7.341223806633934e-08
1934,2.6359476379411717e-08,7.788026756827549e-08
1935,2.6330224223158893e-08,8.377799076697556e-08
1936,2.182448666232517e-08,8.487300373616335e-08
1937,3.7773354000236736e-08,6.169647714937554e-08
1938,3.759912203804561e-08,7.519824651858187e-08
1939,2.141167065872196e-08,9.788192478765723e-08
1940,2.7893612752905028e-08,7.860927353497971e-08
1941,5.017554371988808e-08,9.149658097840074e-08
1942,3.6410540360520827e-08,7.888950648293758e-08
1943,4.6451763546784264e-08,8.419382169222445e-08
1944,2.2492303131116387e-08,6.42637232317611e-08
1945,5.2284098384092204e-08,1.0238969272435838e-07
1946,5.0115975369635635e-08,7.795818479650052e-08
1947,3.695470129905232e-08,9.298279479708071e-08
1948,2.9354096486855497e-08,7.610321417494958e-08
1949,4.515823803785679e-08,8.14811684790584e-08
1950,3.509669310730601e-08,5.9558025622408195e-08
1951,5.6505429890663095e-08,1.0341559431026326e-07
1952,4.007025466989944e-08,8.435843201759496e-08
1953,2.9089333830611963e-08,7.54167928107563e-08
1954,3.4203876397853605e-08,1.0652064630356506e-07
1955,4.223523353275027e-08,6.945349895204345e-08
1956,4.0117249966442614e-08,7.064124929456739e-08
1957,3.8874166108371355e-08,6.714628852932947e-08
1958,2.978007690446205e-08,7.114129713103878e-08
1959,4.882971238462375e-08,5.580538398053392e-08
1960,4.8445834510690844e-08,7.059249945706725e-08
1961,5.002674752230263e-08,7.226085285694239e-08
1962,3.805173998117084e-08,4.946725917776007e-08
1963,4.9142006020019835e-08,5.625466392711331e-08
1964,3.1636634645337836e-08,6.692364878935209e-08
1965,4.322914171073222e-08,6.128688312401209e-08
1966,3.268053949678773e-08,6.203763547318886e-08
1967,3.401931691904281e-08,6.36013312016459e-08
1968,3.2338194566605694e-08,6.512552672144345e-08
1969,4.0421643338062196e-08,4.9505160859553143e-08
1970,3.724967356788511e-08,4.690699598186576e-08
1971,4.007949916395859e-08,9.506035458795026e-08
1972,3.693705891150145e-08,5.437955791220972e-08
1973,4.2451670623222526e-08,6.39531623769507e-08
1974,3.1503201824989446e-08,3.600365872102884e-08
1975,3.826691807873317e-08,5.997054186579476e-08
1976,2.6853577084207103e-08,4.1137393935741784e-08
1977,3.526069036752233e-08,6.170620781009717e-08
1978,4.514849416548117e-08,4.7524729041015235e-08
1979,5.851973416959311e-08,5.7349338833390107e-08
1980,7.049586514540351e-08,3.979605539550235e-08
1981,4.427884547908434e-08,4.99718417756867e-08
1982,1.8622506203769262e-08,3.289976169273956e-08
1983,2.7787390166622572e-08,3.6628833299801045e-08
1984,4.929157376709625e-08,4.465236713713239e-08
1985,6.075713410158556e-08,4.8124465190646504e-08
1986,6.174320077434459e-08,6.414099118501326e-08
1987,5.1330862782528186e-08,4.583112489520147e-08
1988,4.3774843305754985e-08,5.276967485201567e-08
1989,4.9941913382589576e-08,3.731923181593544e-08
1990,3.541623094793778e-08,6.810813563129514e-08
1991,4.10302547493302e-08,4.16164038785638e-08
1992,4.35285585353995e-08,4.8487507842143174e-08
1993,4.4313660296779744e-08,3.4343087762511715e-08
1994,4.905681882938495e-08,5.802419145162219e-08
1995,3.795715536325517e-08,4.4464096127239117e-08
1996,5.12456845846998e-08,4.5373784729463296e-08
1997,4.603098802125061e-08,4.3154050222149465e-08
1998,5.626392507451783e-08,3.9575471788566574e-08
1999,4.341691162146333e-08,4.158883082361342e-08
2000,4.064589020913445e-08,4.5063922482491137e-08
2001,6.703253985218538e-08,4.0745270268871536e-08
2002,7.448076794203118e-08,4.425033739430262e-08
2003,4.50027677345588e-08,5.6670153014692914e-08
2004,4.6250306695583276e-08,4.580983006818862e-08
2005,4.683899590407492e-08,4.0984120208698016e-08
2006,3.006059756671675e-08,5.270899200437995e-08
2007,5.1528783739929196e-08,4.913209750156966e-08
2008,5.875266850807748e-08,6.726754459007722e-08
2009,5.0066023105088675e-08,8.964201958505669e-08
2010,6.660548362846797e-08,5.385124152157417e-08
2011,5.0858826483590747e-08,6.883149694658641e-08
2012,6.87659067466484e-08,7.999994111607123e-08
2013,6.972812371941473e-08,8.451049016144907e-08
2014,7.968838292016223e-08,9.63623097982591e-08
2015,8.156997584329861e-08,1.02627442724601e-07
2016,7.063269463758459e-08,1.1413083544908886e-07
2017,6.46512111901476e-08,7.496521506333842e-08
2018,7.202292034991231e-08,1.0248422788183831e-07
2019,6.709097905011063e-08,1.0076401824044012e-07
