year,aucun_DET as_NOUN,aucun_DET casse_NOUN
2004,2.642874807889939e-09,1.3214374039449694e-09
2005,9.007499190971657e-10,1.8014998381943315e-09
2006,2.4707338397433887e-09,0.0
2007,2.3966877371606188e-09,0.0
2008,8.514879357157668e-10,1.2772318758180745e-09
2009,4.76819250749827e-10,0.0
2010,9.447586046817946e-10,4.723793023408973e-10
2011,0.0,0.0
2012,2.7234021704458655e-09,1.0212758416727752e-09
2013,1.6734750252211938e-09,1.3945624655065103e-09
2014,1.0827225782605865e-09,0.0
2015,2.2165753954528356e-10,1.5516027351836215e-09
2016,2.4856081637381067e-09,1.4499380585064614e-09
2017,1.509366853724714e-09,1.2578056374223934e-09
2018,1.290733298020541e-09,2.0651733656507076e-09
2019,2.5509878653906526e-09,5.1019755087367e-10
