year,un_DET or_NOUN,un_DET cor_NOUN
1800,4.4961552170263985e-07,3.20704771183955e-07
1801,5.762461718905598e-07,2.524053521746339e-07
1802,6.019789964284428e-07,3.110597788236191e-07
1803,3.335080056565687e-07,3.4521004499410424e-07
1804,6.67399774556543e-07,2.76847304192529e-07
1805,4.264316615376629e-07,3.667312171717896e-07
1806,4.2072369854651015e-07,3.3139194766107494e-07
1807,4.128084847287994e-07,2.5622595467567066e-07
1808,5.053345026873046e-07,5.46123859912484e-07
1809,2.6430655797327063e-07,2.5075237464200484e-07
1810,3.5803939590906e-07,3.205973690967312e-07
1811,7.420947225611485e-07,4.638091928299559e-07
1812,4.4275655497472144e-07,4.427565811759848e-07
1813,4.486157074712338e-07,5.636453341839598e-07
1814,2.5488085952929396e-07,3.964813171108972e-07
1815,2.8051123601713357e-07,4.1537242090328164e-07
1816,3.3373494900956757e-07,3.939926713769637e-07
1817,3.596377702308473e-07,2.3664476034301885e-07
1818,4.1128063266171466e-07,3.218717894437617e-07
1819,4.3370898339389896e-07,2.774081379053328e-07
1820,5.339916668845035e-07,3.963404555662464e-07
1821,3.9939027973723285e-07,2.8302470489460774e-07
1822,4.210758675071702e-07,2.76706998647569e-07
1823,3.3996441639594366e-07,2.114894965821179e-07
1824,3.9747652991195537e-07,3.1747594952946656e-07
1825,3.971254782797473e-07,2.685660256407374e-07
1826,3.1796822663743285e-07,3.3206099958604796e-07
1827,3.659257501453794e-07,2.580836441223866e-07
1828,3.3754069272973197e-07,2.889274939299469e-07
1829,2.700550321144135e-07,2.8377211336305663e-07
1830,2.661393030400916e-07,2.891003414440263e-07
1831,3.3677005895071943e-07,3.819845395547361e-07
1832,3.084832966848694e-07,3.9236912141582536e-07
1833,3.312917766784551e-07,3.1044123360857157e-07
1834,4.2005388944943434e-07,3.901833987018932e-07
1835,4.00843653380889e-07,4.431969600204866e-07
1836,3.803944532698722e-07,3.83754830579619e-07
1837,3.0266826422931103e-07,2.957103664158467e-07
1838,4.336455154962948e-07,3.3706944613243195e-07
1839,2.712692359629898e-07,3.8802686708194756e-07
1840,3.044711236466213e-07,3.0447111781795044e-07
1841,3.890852333654493e-07,2.433387904510198e-07
1842,3.0790937222135994e-07,2.663181231099543e-07
1843,3.142476772133307e-07,2.587227019845706e-07
1844,2.969311720946166e-07,2.4094783906969397e-07
1845,2.818015216732306e-07,1.9921414190493536e-07
1846,2.359364073001302e-07,3.419028744566788e-07
1847,2.389198110464008e-07,2.3945912364098376e-07
1848,2.622742316660265e-07,2.799737068293062e-07
1849,2.1702684072089085e-07,2.019438973821508e-07
1850,2.4033045598059743e-07,2.647708594594178e-07
1851,2.8313036226634836e-07,2.167011359244242e-07
1852,2.994851013848887e-07,3.326888853294463e-07
1853,3.039713381003395e-07,2.950134352364131e-07
1854,3.0342679568917674e-07,2.945941835474919e-07
1855,3.157627688210596e-07,3.072716445728929e-07
1856,3.05454175508757e-07,3.4221220146513076e-07
1857,4.0760602182388084e-07,2.9777206056458283e-07
1858,2.8089699988242955e-07,2.153217406597463e-07
1859,2.8261562801112916e-07,3.0349352719838407e-07
1860,2.3984443742186556e-07,2.929397581175053e-07
1861,2.801282459330423e-07,3.0936722072993916e-07
1862,3.203252283423552e-07,3.1896981877999053e-07
1863,3.156600310028068e-07,2.9018748048947884e-07
1864,3.04944698381604e-07,2.651484507509849e-07
1865,2.7676245673013966e-07,2.489920589709982e-07
1866,3.4643163537850796e-07,2.8269210128328837e-07
1867,2.9747733343299387e-07,2.926245254997184e-07
1868,2.657652117266096e-07,2.3563199480491903e-07
1869,2.1878165790134574e-07,3.2914920478077647e-07
1870,2.6204603731372345e-07,2.8211520275434054e-07
1871,1.6993883589222492e-07,2.549082407377057e-07
1872,2.666876723900202e-07,3.1688057466894293e-07
1873,2.3405277038701655e-07,2.4602478898572144e-07
1874,1.8162811832311831e-07,3.590740227377154e-07
1875,2.385876887167626e-07,3.123953913330979e-07
1876,1.8682186286866909e-07,3.446228520331829e-07
1877,2.2389034581848932e-07,3.302691868878327e-07
1878,1.7332184998331002e-07,2.9410362095694254e-07
1879,1.9549841123733813e-07,2.3643088775671117e-07
1880,1.8675932844658405e-07,2.9265379186682594e-07
1881,2.168449799722083e-07,2.635607989631694e-07
1882,1.6571908467710728e-07,2.156344718340364e-07
1883,1.9526757766286096e-07,2.812105819316457e-07
1884,1.7956616193970376e-07,2.990568761518375e-07
1885,1.7983322930792411e-07,2.739395084105922e-07
1886,1.6327263929749591e-07,3.349347688086368e-07
1887,1.912974973983239e-07,3.062065720982332e-07
1888,1.6739223385187074e-07,2.5616084675661455e-07
1889,2.1677373718276272e-07,2.5311152906937195e-07
1890,1.8811089363968136e-07,2.6741896341775373e-07
1891,2.581559104264386e-07,2.5178169593687016e-07
1892,2.062340609398916e-07,2.551284583596214e-07
1893,2.0630695130030574e-07,2.869822151030377e-07
1894,1.7959387621502287e-07,2.526917133316431e-07
1895,2.2028128654483226e-07,2.581985574234835e-07
1896,2.305738274754887e-07,3.001587768336478e-07
1897,1.526598898404785e-07,2.5695806638026397e-07
1898,1.9691074593097824e-07,2.614159972935681e-07
1899,2.1391728921571485e-07,2.680875432758967e-07
1900,2.429412844229262e-07,2.304827599886039e-07
1901,1.9616473878603102e-07,2.3528590720189868e-07
1902,2.3569362550546202e-07,2.469872786292626e-07
1903,1.7064696722357553e-07,2.354496064782552e-07
1904,1.5102696426794182e-07,2.547572295341638e-07
1905,2.2758947837431265e-07,2.399752982995551e-07
1906,1.9599343009657488e-07,2.3508922719628345e-07
1907,1.7279953024029737e-07,1.9748518154116823e-07
1908,2.2445048664110345e-07,2.1168087460665674e-07
1909,2.4644406049212364e-07,2.453438603389202e-07
1910,2.2552315703805448e-07,2.640010388077485e-07
1911,2.027062564469162e-07,2.511216643519276e-07
1912,2.3650772540406706e-07,3.0631398040270597e-07
1913,2.2378616071350166e-07,3.043915972611444e-07
1914,2.2434091140333123e-07,2.6586072543466344e-07
1915,1.9556064301262666e-07,1.555060551439169e-07
1916,2.2524296805492838e-07,2.1645300085637587e-07
1917,2.5442104623074613e-07,2.5880762510865907e-07
1918,2.1134932559618846e-07,2.1020068619037602e-07
1919,2.900472335642945e-07,2.58740536551727e-07
1920,2.83958701441378e-07,2.3625363443358083e-07
1921,2.1430874874717176e-07,2.665607172769313e-07
1922,2.700324364113271e-07,2.3314276142993862e-07
1923,2.781378549698843e-07,2.5159796424034653e-07
1924,3.081098132184934e-07,2.797482467897794e-07
1925,2.3756064404523158e-07,3.431431476741409e-07
1926,2.7642422395501853e-07,3.154357228751792e-07
1927,2.0403081357756037e-07,2.352486498935491e-07
1928,2.787953921057351e-07,1.9424270236712005e-07
1929,2.2280813460895388e-07,2.7851016426438946e-07
1930,1.9746774748696794e-07,2.60489371406436e-07
1931,2.2696660373355826e-07,2.1442070696764404e-07
1932,2.2357455264909731e-07,2.1919073756038188e-07
1933,2.1106018088801193e-07,2.1220724732984309e-07
1934,2.3963159989648375e-07,1.8571449800219852e-07
1935,1.9867351674918154e-07,1.6396549096242552e-07
1936,1.9520790317528736e-07,2.4613171234477704e-07
1937,1.825712123704193e-07,1.5612986459245803e-07
1938,2.4115299090965436e-07,1.9707126597268143e-07
1939,1.9117562644055397e-07,1.651757406406773e-07
1940,1.3186070790816018e-07,1.394680668731496e-07
1941,2.508777141585483e-07,1.9184766886226612e-07
1942,1.9115534199976025e-07,2.397027241141103e-07
1943,2.467749915524564e-07,2.612911655930361e-07
1944,2.2170985047864633e-07,1.6387249601734766e-07
1945,3.071690679590233e-07,2.0042237425244025e-07
1946,2.519719863869341e-07,2.5336410391929576e-07
1947,2.467620250357072e-07,2.4080159377604105e-07
1948,2.2504807328793675e-07,2.511406123062443e-07
1949,1.6787084566871613e-07,1.8357806164104318e-07
1950,2.392956330865559e-07,2.4780392138268326e-07
1951,1.8124383416306955e-07,2.494768027716532e-07
1952,1.5079069926038358e-07,1.697713400972134e-07
1953,1.63762175486859e-07,1.8638720788999308e-07
1954,1.7688290654405137e-07,2.873125524160969e-07
1955,2.0554480517631646e-07,2.5247284218821164e-07
1956,2.284939024654875e-07,1.9360933745105058e-07
1957,2.085068859791761e-07,2.5709960027597845e-07
1958,1.7619878889263418e-07,1.993610736494844e-07
1959,2.418233284728899e-07,2.4569870404889116e-07
1960,2.0693291524764845e-07,2.2285082934558886e-07
1961,1.5702839251119372e-07,1.605024819717471e-07
1962,1.6235407795939238e-07,2.3084721867405733e-07
1963,2.172593909222087e-07,1.5971151134941408e-07
1964,1.843442358762104e-07,1.7947705943655023e-07
1965,1.8933270418131087e-07,1.9316313437656163e-07
1966,1.7558866582945143e-07,2.0549967416627624e-07
1967,1.8488758657397852e-07,1.829154494537022e-07
1968,2.1918108839003025e-07,2.923911850416516e-07
1969,2.089208512856544e-07,1.9347888335907726e-07
1970,1.926865720314197e-07,2.0372351983155568e-07
1971,2.04508219692201e-07,2.0399437428153533e-07
1972,1.6416469428293112e-07,2.231613844827507e-07
1973,1.6649875078655896e-07,1.863462850693054e-07
1974,1.282630317511746e-07,1.6595436869160096e-07
1975,1.4221585997731268e-07,2.0675557843574666e-07
1976,1.605501056545222e-07,1.5369387651453792e-07
1977,1.7806648999751928e-07,1.8453094896564437e-07
1978,1.6990090667690083e-07,2.2396030097127095e-07
1979,1.5624769433841834e-07,1.9604110024218357e-07
1980,1.4042322349361314e-07,1.881784914559148e-07
1981,1.3663186382295578e-07,1.9609203194548286e-07
1982,1.4960080729764513e-07,1.7318931178067487e-07
1983,1.7430272425400517e-07,1.7177659805689416e-07
1984,2.0644470088981848e-07,1.8614816577056104e-07
1985,1.6843561922996741e-07,1.822714157384553e-07
1986,1.5166047662162896e-07,2.0680975088005482e-07
1987,1.6865854401970637e-07,1.7232502935726757e-07
1988,1.5890867549606114e-07,1.6010798531418402e-07
1989,1.597043612910909e-07,1.3939829823783612e-07
1990,2.075936054168892e-07,1.4929304192889958e-07
1991,1.5298424571597025e-07,1.4126130665204073e-07
1992,1.526254580497266e-07,1.6474733266491626e-07
1993,1.6340661534997025e-07,1.6008309433601653e-07
1994,1.5561033483990627e-07,1.529728729243729e-07
1995,1.697227065555751e-07,1.6213127640440916e-07
1996,1.6441323813509712e-07,1.9377275162213436e-07
1997,1.380929672833986e-07,1.6206743858049322e-07
1998,1.325539886742888e-07,1.6259320356759588e-07
1999,1.2705159235792962e-07,1.6589830398316963e-07
2000,1.4049340268940114e-07,1.3916798680124742e-07
2001,1.1697835455848349e-07,1.7919156847234774e-07
2002,1.3888471617207188e-07,1.4195158071217406e-07
2003,1.4875914144951707e-07,2.175133726467493e-07
2004,1.1364361629517816e-07,1.6429871677048347e-07
2005,1.328606158423895e-07,1.8014998270921012e-07
2006,1.288899516005415e-07,1.622448630445028e-07
2007,1.2982058628097093e-07,1.6816758707793866e-07
2008,1.4560443784006338e-07,1.4901038819514767e-07
2009,1.258802806436421e-07,1.6021126625354043e-07
2010,1.2848717245717012e-07,1.6769464661336997e-07
2011,1.4148695681726053e-07,1.6672518143856507e-07
2012,1.6714880723966985e-07,2.0221261179398375e-07
2013,1.7794617912514354e-07,2.1643609693366983e-07
2014,1.5980985668129222e-07,2.1502870484191305e-07
2015,1.9395035044666997e-07,2.739687123831658e-07
2016,1.9367029446826223e-07,2.5871037237501504e-07
2017,1.5420698051826776e-07,1.8665835566089584e-07
2018,2.0858250815436463e-07,2.0522659949229194e-07
2019,1.992321396748764e-07,2.2091554019443294e-07
