year,en_ADP ouverture_NOUN,en_ADP couverture_NOUN
1800,1.2576657937302116e-08,6.60274537267469e-08
1801,1.1905912700171939e-08,0.0
1802,1.3427040812530322e-08,0.0
1803,1.5602713787643552e-08,7.801356893821776e-09
1804,8.898663139689234e-08,7.4155526164076946e-09
1805,1.9900143755080535e-08,1.421438877713399e-08
1806,0.0,0.0
1807,1.9928686256776018e-08,4.27043254092041e-08
1808,2.1074488643080258e-07,0.0
1809,2.25903047379461e-08,1.129515236897305e-08
1810,3.510190182964834e-08,1.6380887757350138e-08
1811,2.5070767684098882e-09,7.521229861140455e-09
1812,8.00162425207418e-09,5.3344164641089264e-09
1813,1.4378707646756084e-07,0.0
1814,9.440030979135372e-09,0.0
1815,1.6183340889597275e-08,0.0
1816,4.6352077731626196e-09,0.0
1817,1.5568733857662664e-08,4.670620334934483e-09
1818,4.768470951432846e-09,7.152706427149269e-09
1819,6.417651121637391e-08,0.0
1820,8.306536791735653e-09,1.0679833017945839e-08
1821,1.2819934447350079e-08,0.0
1822,6.817418807258946e-08,1.0025615893027862e-09
1823,3.9530747564242574e-09,1.9765373782121287e-09
1824,1.2631669044083083e-08,9.263223965660927e-09
1825,3.522177216552791e-09,8.805443041381977e-10
1826,1.3211976401805714e-08,5.284790383086602e-09
1827,1.769716391208931e-07,3.6869091668556564e-09
1828,5.6868266540277546e-08,1.0089530988466322e-08
1829,2.4004892296147773e-08,1.8860987438529264e-08
1830,5.218418053232199e-08,2.2961039292113128e-08
1831,2.8064171431196883e-08,5.9246584527272717e-08
1832,4.058990921151917e-09,3.788391467196561e-08
1833,1.9692167896323554e-08,4.865124125785769e-08
1834,7.467624740797874e-09,1.9602514722549813e-08
1835,8.31939672707449e-09,4.0840674842002045e-08
1836,1.008112526790228e-08,3.965242711956307e-08
1837,2.7831563720326358e-09,2.1569462660409044e-08
1838,2.0830134062066463e-08,8.837027110075724e-09
1839,9.088918062616358e-09,5.663094881924735e-08
1840,2.0383003729307347e-08,4.649872664685972e-08
1841,1.2841097074556274e-08,3.723918240439161e-08
1842,3.3541325272778977e-09,3.6895457355967665e-08
1843,8.269675610961258e-09,8.092467851383844e-08
1844,2.305195678786731e-08,7.190015338665035e-08
1845,1.562463758375543e-08,6.249855033502172e-08
1846,1.9905304071698993e-08,3.3956109035671034e-08
1847,2.480882876909618e-08,5.177494610819622e-08
1848,2.574470947536156e-08,6.91889070481011e-08
1849,4.524883934209356e-08,1.835091865132199e-07
1850,2.3761487000228954e-08,4.820187271548093e-08
1851,2.5152811389261842e-08,9.803146627795911e-08
1852,4.036538214791108e-08,4.036538214791108e-08
1853,1.1346670270029335e-08,1.092863504137398e-07
1854,2.0782657372819813e-08,5.923057599943604e-08
1855,1.9104973603134567e-08,6.315255518529739e-08
1856,3.1063134287023786e-08,6.730345947225658e-08
1857,2.782460128969433e-08,5.760180599168052e-08
1858,2.8872689128434104e-08,6.655399431565456e-08
1859,2.851617053600819e-08,5.448625639559168e-08
1860,3.204028686809579e-08,6.31651388971477e-08
1861,2.3108222890755314e-08,6.319391082643122e-08
1862,1.355395884417021e-08,9.081152546608351e-08
1863,1.2486552236623538e-08,1.7281387726386654e-07
1864,2.2055747783689128e-08,1.0404559980248251e-07
1865,5.601144792422019e-08,1.1202289584844038e-07
1866,2.4814625021463144e-08,1.0607036227128219e-07
1867,4.2219461704462447e-08,1.1792331733317951e-07
1868,1.679557115608077e-08,1.1164115487627413e-07
1869,2.4417595057002472e-08,9.278686452507401e-08
1870,2.064257564882155e-08,1.2328205434286588e-07
1871,9.559059321873065e-09,1.4232377543166308e-07
1872,2.0560953828407946e-08,1.6388289592050853e-07
1873,1.4366410283628284e-08,1.825731398841235e-07
1874,2.9873046258899194e-08,1.272591784728938e-07
1875,1.0870901512305409e-08,1.2701789842139988e-07
1876,7.859819461941697e-09,2.3942218341233e-07
1877,1.9791411176584006e-08,2.0780981691004285e-07
1878,1.8721174777081018e-08,1.231974104398681e-07
1879,9.163987790827832e-09,1.7411576880288493e-07
1880,2.9522093214495726e-08,1.3926725994650724e-07
1881,2.231202445024394e-08,1.052848639937487e-07
1882,2.5956001792337702e-08,2.0099263209338858e-07
1883,1.0110942305630033e-08,2.3318360575785846e-07
1884,2.6406787867472303e-08,1.584407218757633e-07
1885,3.158361577826341e-08,1.6243002548543828e-07
1886,2.19417763958063e-08,2.581385580846529e-07
1887,1.8933882017790893e-08,4.0152885422140017e-07
1888,3.2971194885433874e-08,3.7156002163918345e-07
1889,1.942192334736248e-08,3.0699170600057e-07
1890,3.0150179242127706e-08,3.414835358928059e-07
1891,7.712806393556093e-08,3.60143442290628e-07
1892,2.4447197821686473e-08,3.4038021978766153e-07
1893,2.6481190573690583e-08,2.8636637283696587e-07
1894,2.5206157383550476e-08,3.358720326307463e-07
1895,3.0694934372021976e-08,2.9731956741052556e-07
1896,1.6511680911435178e-08,2.6772510203221245e-07
1897,1.0488084178916779e-08,3.909724686224081e-07
1898,4.809601605870739e-08,3.842023031941366e-07
1899,1.326618814800895e-08,3.7366429594953843e-07
1900,1.972600216504361e-08,3.7583224499204704e-07
1901,1.7883964587017687e-08,3.414719360606e-07
1902,5.057592461499283e-08,3.191684385672744e-07
1903,2.2680925582108102e-08,3.682950200367685e-07
1904,1.6123875568041512e-08,3.9127271822536613e-07
1905,1.9610883583709438e-08,2.626826263174564e-07
1906,1.646139019539916e-08,3.9764547654641547e-07
1907,2.2114226894132116e-08,3.5845618295837767e-07
1908,3.388858615949175e-08,3.020504411033187e-07
1909,2.3654228797909127e-08,3.1630654495629074e-07
1910,1.3894791650592708e-08,2.901873848992764e-07
1911,3.0858168353908866e-08,3.0326133459990245e-07
1912,2.6568047983843712e-08,3.0058360267481987e-07
1913,1.6439268391010842e-08,4.3855724718433464e-07
1914,4.7546880210802556e-08,3.2144369710440657e-07
1915,7.068456930880984e-09,2.7213559039562796e-07
1916,1.2086208478478966e-08,3.1753766038811193e-07
1917,4.496233962925089e-08,3.1692967827900986e-07
1918,2.412139021856774e-08,3.1472670691812255e-07
1919,2.6702760891339494e-08,4.254025852690191e-07
1920,1.8930579326337238e-08,4.997673093143362e-07
1921,2.877644039722682e-08,4.021129014208924e-07
1922,3.2462916577102874e-08,4.5448081920085315e-07
1923,4.671017173052405e-08,4.0552923152858966e-07
1924,3.351822264185955e-08,3.687004459518306e-07
1925,1.4297631523163545e-08,3.5744078474841956e-07
1926,4.012609799985967e-08,3.1766495034446507e-07
1927,5.3516279407972434e-08,2.898798511230538e-07
1928,3.313552099371009e-08,3.370682184478113e-07
1929,2.0052731031228177e-08,3.319841084259423e-07
1930,2.100720719599991e-08,3.980865654895638e-07
1931,2.0529641986399838e-08,4.94992482558132e-07
1932,3.287861005674131e-08,3.8906354427048484e-07
1933,6.882397318719313e-09,3.877083896153266e-07
1934,2.3963160344919743e-08,4.76866878429405e-07
1935,8.377798899061872e-09,4.751408884118291e-07
1936,2.182448710641438e-08,5.892611389946012e-07
1937,2.7700460591972842e-08,4.2809800393506237e-07
1938,7.779128452511941e-09,5.976963611820096e-07
1939,1.6823456405745674e-08,3.8235124932839426e-07
1940,6.339457114812319e-08,4.412262217812213e-07
1941,3.246652724442356e-08,4.102588491150527e-07
1942,2.4273694165799498e-08,3.914133184235169e-07
1943,2.0322646676618206e-08,4.064529415259699e-07
1944,2.2492303131116387e-08,3.5345046711654504e-07
1945,2.6142048525912287e-08,2.984550544482545e-07
1946,2.9234318965620787e-08,3.8004614388853497e-07
1947,3.5762611982903536e-08,3.731232667281148e-07
1948,1.630783130757152e-08,3.3485413175604606e-07
1949,2.6505922567920948e-08,2.9451024852189533e-07
1950,1.2762433776458693e-08,3.9350836633644803e-07
1951,2.6653504292539765e-08,3.592892411363735e-07
1952,2.319856839960721e-08,5.008781904791704e-07
1953,3.339886334163822e-08,4.525007426536831e-07
1954,2.6385847728960243e-08,4.593091866844645e-07
1955,2.5341141629553476e-08,5.302868419931883e-07
1956,3.837302364750883e-08,3.67160056580218e-07
1957,3.445664598089593e-08,4.196643006437739e-07
1958,2.398950516013798e-08,3.8714100192294154e-07
1959,4.65044873720899e-08,3.3095693829920947e-07
1960,3.66804175921942e-08,3.51578341106773e-07
1961,2.9877084584128966e-08,3.133619745909755e-07
1962,3.9320129818776195e-08,2.5177567197776085e-07
1963,6.530713547725497e-08,3.1037054393223684e-07
1964,2.981144553437787e-08,2.7742895070126394e-07
1965,4.2681937317823326e-08,2.6429970123587054e-07
1966,4.542041232014071e-08,3.1074208806103343e-07
1967,5.374065814578444e-08,2.977922657354526e-07
1968,7.141351154871245e-08,2.6454439883139e-07
