year,en_ADP ouverture_NOUN,en_ADP couverture_NOUN
1969,4.9505158195017884e-08,3.39269312421564e-07
1970,5.840380890020924e-08,3.6927761692950867e-07
1971,5.241165501601586e-08,4.6091426497696375e-07
1972,7.182205763456295e-08,5.289181395085052e-07
1973,7.112032829326154e-08,4.327864977504703e-07
1974,6.806941588166637e-08,4.854868222992081e-07
1975,8.681449692460319e-08,5.123197794887346e-07
1976,1.0398619032514489e-07,4.99933616282533e-07
1977,1.3751669314387982e-07,5.953179922357776e-07
1978,1.4138607618008336e-07,7.087125553084661e-07
1979,1.2991380593518898e-07,6.706361652675241e-07
1980,1.39854705594189e-07,6.719848251179883e-07
1981,1.6383173395695394e-07,6.762012390026939e-07
1982,1.7505156968411484e-07,7.287607459716128e-07
1983,2.2229912133298058e-07,7.452072843250335e-07
1984,2.0354520202658932e-07,7.962038388598103e-07
1985,2.4002076415285956e-07,8.650372578244969e-07
1986,2.571634212245044e-07,9.255485764469995e-07
1987,3.29373030183433e-07,9.263998066444401e-07
1988,3.418035667834829e-07,8.754968447988176e-07
1989,3.4959338179874067e-07,1.0136561456874915e-06
1990,3.5089313499270247e-07,1.0259810068191655e-06
1991,4.1030255459872933e-07,1.4595048440924074e-06
1992,4.071848778153253e-07,1.3003468382066785e-06
1993,5.101610014435209e-07,1.0901160294451984e-06
1994,4.4625878814485986e-07,1.3229515900547995e-06
1995,4.901895493958364e-07,1.1669114314827311e-06
1996,5.674392014043406e-07,1.1717112187170642e-06
1997,5.710719221951877e-07,1.3603115860405524e-06
1998,6.34637984830988e-07,1.1243248962955477e-06
1999,6.978697228987585e-07,1.1411792257831621e-06
2000,6.543104404954647e-07,1.2432340312784618e-06
2001,7.2815736729126e-07,1.0146886566531066e-06
2002,7.382358404584011e-07,1.0742754881221117e-06
2003,6.983762688150819e-07,1.1384033555827955e-06
2004,8.091601557680406e-07,1.0619951638091152e-06
2005,8.62468027662544e-07,1.1817838725391994e-06
2006,8.301666056809154e-07,1.1299490196847728e-06
2007,9.506861289310109e-07,1.323770511874045e-06
2008,8.749038826749711e-07,1.2086871237215746e-06
2009,7.49083071127643e-07,9.870158308444843e-07
2010,6.863671373480429e-07,9.9105176509795e-07
2011,5.758901906460778e-07,8.875438942679281e-07
2012,4.745528272565025e-07,9.457013817049109e-07
2013,4.576954069079875e-07,8.250231922080076e-07
2014,3.9714265653856273e-07,8.211367825694538e-07
2015,3.9100390480939495e-07,8.223494640802187e-07
2016,4.0639691789579047e-07,7.726098227855971e-07
2017,5.106690892375809e-07,8.676343306035506e-07
2018,4.935764224001105e-07,8.991248396927887e-07
2019,4.507595363634209e-07,8.308567192027994e-07
