year,faudrait_VERB ôter_VERB,faudrait_VERB oter_VERB,faudrait_VERB noter_VERB
1800,1.2576657937302116e-08,0.0,3.144164484325529e-09
1801,3.809892135109294e-08,0.0,0.0
1802,1.5664880947952042e-08,0.0,0.0
1803,3.705644502360883e-08,0.0,0.0
1804,1.9774807569206132e-08,0.0,9.887403784603066e-09
1805,4.264316544322355e-08,0.0,0.0
1806,3.458002950651462e-08,0.0,0.0
1807,8.540865792383556e-09,0.0,1.1387820464392462e-08
1808,2.2660739951163578e-09,0.0,4.5321479902327155e-09
1809,2.4849335034105025e-08,0.0,0.0
1810,9.360507036149102e-09,0.0,2.3401267590372754e-09
1811,1.0028307073639553e-08,0.0,0.0
1812,1.3336041604361526e-08,0.0,0.0
1813,0.0,0.0,0.0
1814,4.72001566720337e-08,3.1466771410748606e-09,0.0
1815,3.236668177919455e-08,0.0,0.0
1816,1.8540831092650478e-08,0.0,2.3176038865813098e-09
1817,7.784366928831332e-09,0.0,0.0
1818,1.9073883805731384e-08,0.0,0.0
1819,1.6561680027393777e-08,1.035105001712111e-09,3.1053151161586356e-09
1820,1.6613073583471305e-08,0.0,0.0
1821,3.4515210245444905e-08,0.0,0.0
1822,1.1028177482330648e-08,0.0,1.0025615893027862e-09
1823,1.9765373338032077e-08,0.0,1.3835761869529506e-08
1824,6.736890156844311e-09,0.0,0.0
1825,4.4027217427355936e-09,0.0,6.163809906922779e-09
1826,1.8496766784892316e-08,0.0,8.807984341885344e-10
1827,1.474763688946723e-08,9.217273055917019e-10,1.8434546111834038e-09
1828,1.6510142586412258e-08,1.8344602503717056e-09,4.586150570418113e-09
1829,1.2002446148073886e-08,8.57317605795771e-10,0.0
1830,1.878630406793036e-08,1.0436835840010872e-09,0.0
1831,1.091384405071949e-08,0.0,1.5591206103948707e-09
1832,2.3000948701223933e-08,0.0,0.0
1833,9.266902800675325e-09,0.0,0.0
1834,1.6802156110884425e-08,0.0,7.467624740797874e-09
1835,1.9664028627630614e-08,7.563087933704082e-10,0.0
1836,2.8227150394855016e-08,2.016224964762614e-09,2.688300027031687e-09
1837,1.3219993100221927e-08,6.957890930081589e-10,2.7831563720326358e-09
1838,1.3255539776935166e-08,6.312161904276081e-10,3.787297142565649e-09
1839,2.4470162784950844e-08,6.9914751765765e-10,6.9914751765765e-10
1840,8.280594876453051e-09,0.0,1.0191501864653674e-08
1841,2.632424944692957e-08,6.420548537278137e-10,5.778493683550323e-09
1842,3.6895457355967665e-08,0.0,3.3541325272778977e-09
1843,1.1223130869097986e-08,0.0,1.3585895075607368e-08
1844,1.3721403568922597e-08,0.0,1.6465684371524958e-09
1845,1.6182660544927785e-08,0.0,1.1160455892778032e-09
1846,9.952652035849496e-09,0.0,4.0981511517657054e-09
1847,7.011190739092399e-09,0.0,1.240441438454809e-08
1848,9.65426583121598e-09,0.0,1.126331028444838e-08
1849,3.100383594301093e-08,0.0,4.1897072478036534e-09
1850,4.752297222410107e-09,0.0,0.0
1851,2.579775504329973e-09,0.0,1.096404567135778e-08
1852,1.8880582430824688e-08,6.510545436100301e-10,4.557382027314816e-09
1853,1.1346670270029335e-08,0.0,1.1346670270029335e-08
1854,8.313063126763609e-09,0.0,1.0391328908454511e-09
1855,1.2736649068756378e-08,0.0,1.539011762474729e-08
1856,1.346069211649592e-08,6.73034605824796e-09,5.177189343896771e-09
1857,1.0739319655783675e-08,4.881509085841174e-10,1.9526036343364694e-09
1858,5.872411001917044e-09,0.0,8.31924928945682e-09
1859,1.782260738991681e-08,0.0,4.073738679721828e-09
1860,1.9681891672007623e-08,9.154367819341758e-10,5.950338888283113e-09
1861,2.5466203368296192e-08,0.0,8.488735048217677e-09
1862,1.355395884417021e-08,0.0,5.421583626485926e-09
1863,1.1987090431375691e-08,9.989241656072068e-10,3.995696662428827e-09
1864,3.3563094525845827e-09,0.0,4.315255264231155e-09
1865,1.2237795665726026e-08,0.0,3.294791106611683e-09
1866,1.3137154475373336e-08,9.731225825149181e-10,8.271541673821048e-09
1867,6.308654931785895e-09,0.0,3.88224918879132e-09
1868,2.5687345583946808e-08,0.0,1.679557115608077e-08
1869,4.883519366671862e-09,0.0,1.0255390314739543e-08
1870,6.880858549607183e-09,0.0,1.490852596930381e-08
1871,1.4869648623516696e-08,0.0,8.496941816815706e-09
1872,1.8142017887967654e-09,0.0,1.5118347462816928e-08
1873,1.3767810003173508e-08,0.0,3.23244258026989e-08
1874,1.0754296120296658e-08,0.0,3.2860349108432274e-08
1875,8.58229043387837e-09,0.0,1.8881038954532414e-08
1876,1.813804439976252e-09,6.04601479992084e-10,5.441413541973361e-09
1877,1.8554447978047506e-09,6.184815992682502e-10,3.710889595609501e-09
1878,7.2469061862534545e-09,0.0,2.113680963589104e-08
1879,1.5273313280772527e-08,0.0,2.3826368433788048e-08
1880,7.701415505323439e-09,6.417846254436199e-10,8.984985200299889e-09
1881,1.5339516323820135e-08,6.972507571312292e-10,2.649552932609822e-08
1882,1.2645231528551903e-08,0.0,7.320923423037584e-09
1883,5.0554711528150165e-09,0.0,7.58320695126713e-09
1884,1.9805090900604227e-09,6.601696966868076e-10,1.2543224237049344e-08
1885,5.156508553483263e-09,0.0,1.4824961702686323e-08
1886,8.38950331427668e-09,0.0,1.7424351739236954e-08
1887,9.140494583448344e-09,6.528924623161458e-10,6.528924512139156e-09
1888,5.07249175996094e-09,0.0,8.876860135842435e-09
1889,0.0,0.0,1.8168895721260014e-08
1890,3.9326319978272295e-09,0.0,2.5562107097698572e-08
1891,1.0836173736095134e-08,0.0,5.736798147637501e-09
1892,8.149066310636499e-09,0.0,1.3790726782758611e-08
1893,8.005941687372342e-09,0.0,2.2170299374124625e-08
1894,1.1972924873759894e-08,0.0,7.561847148451761e-09
1895,6.018614495673091e-10,0.0,1.3842813118003505e-08
1896,7.076434549446731e-09,0.0,1.533227589334274e-08
1897,1.1653427112179315e-09,0.0,2.855089675790623e-08
1898,2.8291773368493978e-09,0.0,1.810673566637888e-08
1899,9.39688327150634e-09,0.0,6.080336234504102e-09
1900,3.114631885736685e-09,0.0,2.803168719367477e-08
1901,3.912117296778206e-09,0.0,2.4031576728589243e-08
1902,3.928227076954727e-09,0.0,2.3078333910575566e-08
1903,6.480264325148255e-09,0.0,1.674068350610014e-08
1904,9.674325340824907e-09,5.374625189347171e-10,1.827372564378038e-08
1905,1.5482277682110634e-09,0.0,3.818961857859904e-08
1906,4.115347618238729e-09,0.0,3.189394348623864e-08
1907,1.028568674676933e-09,0.0,2.108565766434367e-08
1908,9.331639461152008e-09,0.0,1.620758460774141e-08
1909,0.0,0.0,1.8153246017504898e-08
1910,3.206490406526541e-09,0.0,2.672075360976578e-08
1911,7.980561100850991e-09,0.0,2.7665945978583295e-08
1912,4.688478938419394e-09,0.0,1.8753915753677575e-08
1913,6.363587878865928e-09,0.0,2.4393752795504042e-08
1914,2.678697486047099e-09,0.0,2.209925398233281e-08
1915,0.0,0.0,3.180805663305364e-08
1916,1.0987462051303964e-09,0.0,2.197492321442951e-08
1917,6.57985488317081e-09,0.0,2.7416060532914344e-08
1918,1.1486376294556067e-09,0.0,2.067547733020092e-08
1919,0.0,0.0,3.314825391953491e-08
1920,2.2716695191604686e-09,0.0,2.8774479687854182e-08
1921,7.572747762196741e-09,0.0,2.3475516641724425e-08
1922,2.951174193910333e-09,0.0,2.2871599725249325e-08
1923,6.369568872344189e-09,0.0,4.883336046646036e-08
1924,0.0,0.0,1.1602462102189293e-08
1925,0.0,0.0,2.5295809891190402e-08
1926,4.458455382660986e-09,0.0,2.7865345586519652e-08
1927,7.804457524684949e-09,0.0,4.1252132376712325e-08
1928,2.2852082448565625e-09,0.0,2.9707706517001498e-08
1929,5.570202965543558e-09,0.0,2.0052731031228177e-08
1930,0.0,0.0,5.7769820926978355e-08
1931,9.124285327288817e-09,0.0,2.737285598186645e-08
1932,3.287861094491973e-09,0.0,2.9590749406338546e-08
1933,1.1470662197865522e-09,0.0,2.6382522833046096e-08
1934,5.990790086229936e-09,0.0,3.2350264689284813e-08
1935,1.196828414151696e-09,0.0,3.590485420090772e-08
1936,7.274828739411987e-09,0.0,1.6974599503782883e-08
1937,6.295559185076627e-09,0.0,2.6441348666139675e-08
1938,3.8895642262559704e-09,0.0,2.9819993585533666e-08
1939,1.5294050470515685e-09,0.0,2.5999884911698246e-08
1940,0.0,0.0,3.296517903095264e-08
1941,1.1806010391524069e-08,0.0,4.132103725851266e-08
1942,0.0,0.0,1.517105907566929e-08
1943,0.0,0.0,3.774205836748479e-08
1944,0.0,0.0,3.534504600111177e-08
1945,6.535512131478072e-09,0.0,3.0499055725385915e-08
1946,1.3921104269343232e-09,0.0,3.201854070766785e-08
1947,0.0,0.0,4.4107220986688844e-08
1948,0.0,0.0,4.348755311411878e-08
1949,9.817008317369869e-10,0.0,3.141442661558358e-08
1950,8.508289184305795e-09,0.0,2.7651939404904624e-08
1951,1.0661401761424827e-09,0.0,4.157946520422229e-08
1952,5.272402070488624e-09,0.0,2.4253049346611988e-08
1953,0.0,1.0773827385790469e-09,2.5857186614075545e-08
1954,9.772536113672459e-10,0.0,4.788542540268281e-08
1955,0.0,0.0,3.191106756617046e-08
1956,8.72114158667614e-10,0.0,2.703553825256222e-08
1957,8.835037701437898e-10,0.0,5.1243219445495924e-08
1958,9.926692356998501e-09,0.0,3.060729980575161e-08
1959,0.0,0.0,3.4878365084978213e-08
1960,6.920833350854139e-10,0.0,5.3982500247684584e-08
1961,3.47407969059077e-09,0.0,4.168895628708924e-08
1962,5.7077609305622445e-09,0.0,3.4880759613997725e-08
1963,2.5864212993553792e-09,0.0,3.103705381590771e-08
1964,6.083968440151466e-09,0.0,3.346182708696688e-08
1965,1.6416130677043839e-09,1.6416130677043839e-09,5.307882133820385e-08
1966,7.200797291773142e-09,0.0,5.649856404943421e-08
1967,6.409436092980059e-09,0.0,4.1907853187694855e-08
1968,9.431973424511852e-09,0.0,3.727875252934609e-08
1969,6.8126366770115965e-09,0.0,3.5425710365188934e-08
1970,2.2993624781975086e-09,0.0,3.2650948611490094e-08
1971,1.0276794970565106e-09,5.138397485282553e-10,3.3913423180820246e-08
1972,4.104117490300041e-09,0.0,3.437198259348406e-08
1973,3.859242703185828e-09,0.0,4.2451670623222526e-08
1974,1.6876715580593782e-09,0.0,5.456804430536977e-08
1975,2.2845920710778955e-09,0.0,5.02610255637137e-08
1976,2.285410749536254e-09,0.0,3.485251554025126e-08
1977,4.11374712072643e-09,1.7630346071939584e-09,4.58388988988645e-08
1978,2.970295565063452e-09,0.0,5.1089084962541165e-08
1979,5.266775904289034e-09,0.0,4.447499790671827e-08
1980,2.8425752862659692e-09,0.0,4.946081233470068e-08
1981,3.1627747087981106e-09,0.0,5.503228095449231e-08
1982,2.483000915987077e-09,0.0,3.5382761609525915e-08
