year,voulaient_VERB être_VERB,voulaient_VERB etre_VERB,voulaient_VERB naître_VERB
1863,3.5062237202510005e-07,4.994620828036034e-10,0.0
1864,3.063831286453933e-07,0.0,0.0
1865,3.572494904346968e-07,0.0,0.0
1866,3.4059289077958965e-07,9.731225825149181e-10,0.0
1867,3.4309377383578976e-07,4.85281148598915e-10,0.0
1868,2.1241459080556524e-07,4.93987406535723e-10,0.0
1869,2.8910432092743577e-07,9.767038289254515e-10,0.0
1870,3.3716207781253615e-07,5.734048791339319e-10,0.0
1871,3.3987765846177354e-07,1.0621177271019633e-09,0.0
1872,3.62840353318461e-07,2.4189357183956872e-09,6.047339295989218e-10
1873,2.7056739781983197e-07,0.0,5.986004469882289e-10
1874,2.820015652105212e-07,0.0,0.0
1875,3.0610169687861344e-07,0.0,1.1443054281912168e-09
1876,3.125789760360931e-07,0.0,6.04601479992084e-10
1877,3.2779524872239563e-07,0.0,0.0
1878,3.061817892557883e-07,0.0,6.039088673581716e-10
1879,2.7491964260661916e-07,0.0,0.0
1880,2.573556230345275e-07,6.417846254436199e-10,0.0
1881,2.2033124480458355e-07,0.0,0.0
1882,2.509080161416932e-07,6.655385131892899e-10,0.0
1883,2.3444746943823702e-07,0.0,0.0
1884,2.581263629508612e-07,0.0,1.3203393933736152e-09
1885,2.146396695934527e-07,0.0,1.2891271383708158e-09
1886,2.5942924253286037e-07,0.0,0.0
1887,1.9978509158136148e-07,6.528924623161458e-10,0.0
1888,2.1241059755539027e-07,0.0,0.0
1889,2.1364115809774376e-07,0.0,6.265136742733546e-10
1890,2.5889826815728156e-07,0.0,0.0
1891,2.148112088207199e-07,0.0,1.9122659011827636e-09
1892,2.269201502258511e-07,0.0,0.0
1893,2.087703165898347e-07,0.0,0.0
1894,1.928271018414307e-07,0.0,0.0
1895,1.9319752198043716e-07,0.0,0.0
1896,1.8752551511624915e-07,0.0,0.0
1897,2.1150970042072004e-07,0.0,0.0
1898,2.4613842697363e-07,0.0,0.0
1899,2.061786688045686e-07,5.527578395003729e-10,5.527578395003729e-10
1900,2.0297018465953443e-07,1.038210628578895e-09,0.0
1901,2.095777063004789e-07,0.0,0.0
1902,1.7431507615128794e-07,0.0,0.0
1903,1.9278786567156203e-07,0.0,0.0
1904,2.12297692314678e-07,5.374625189347171e-10,1.0749250378694342e-09
1905,2.2346087291680305e-07,2.5803795211665204e-09,0.0
1906,1.7747436231729807e-07,5.144184522798412e-10,0.0
1907,2.0777086717771454e-07,0.0,0.0
1908,1.8466822382379178e-07,0.0,0.0
1909,2.2499023089039838e-07,5.500983557560346e-10,0.0
1910,2.0307773240801907e-07,1.068830135508847e-09,0.0
1911,1.910014333361687e-07,0.0,5.3203743632934675e-09
1912,2.406752628303366e-07,5.209421227725386e-10,1.0418842455450772e-09
1913,2.7045248884860484e-07,0.0,0.0
1914,1.982236170761098e-07,0.0,0.0
1915,2.1676602557363367e-07,1.1780761921542648e-09,0.0
1916,2.5710662043820776e-07,0.0,0.0
1917,2.3139155302942527e-07,0.0,0.0
1918,3.422940153541276e-07,0.0,0.0
1919,2.35720918340121e-07,0.0,9.207848372660976e-10
1920,2.0520748478247697e-07,7.572231730534895e-10,2.2716695191604686e-09
1921,1.7568774524079345e-07,7.572747429129834e-10,1.5145494858259667e-09
1922,1.7780824634883174e-07,0.0,2.951174193910333e-09
1923,2.4735157921895734e-07,0.0,0.0
1924,2.3720589581444074e-07,0.0,0.0
1925,1.9906701709260233e-07,0.0,0.0
1926,2.140058654731547e-07,0.0,0.0
1927,1.995711187419147e-07,0.0,2.2298449753321847e-09
1928,1.8967227788380114e-07,0.0,1.1426041224282812e-09
1929,1.5930781671613659e-07,0.0,0.0
1930,2.0061882821664767e-07,1.0503603542488804e-09,0.0
1931,2.2810712607679307e-07,0.0,1.1405356659111021e-09
1932,1.6768090915775247e-07,0.0,3.287861094491973e-09
1933,1.7320699896572478e-07,0.0,0.0
1934,1.4737344145032694e-07,1.1981580172459871e-09,0.0
1935,1.8790206013363786e-07,1.196828414151696e-09,1.196828414151696e-09
1936,1.5034646594358492e-07,1.2124714565686645e-09,1.2124714565686645e-09
1937,1.8005299295964505e-07,0.0,0.0
1938,1.58175609499267e-07,2.5930428915188486e-09,0.0
1939,1.8352861275161558e-07,0.0,0.0
1940,1.4707541140523972e-07,0.0,0.0
1941,2.036536841387715e-07,0.0,0.0
1942,2.3363431012057845e-07,0.0,0.0
1943,1.9741999324196513e-07,0.0,2.9032352077962287e-09
1944,1.702988612350964e-07,0.0,0.0
1945,2.766700220036e-07,0.0,0.0
1946,2.1299290153820039e-07,0.0,0.0
1947,2.2768863061628508e-07,1.1920870957027319e-09,0.0
1948,1.8373489751866146e-07,0.0,1.0871887834440486e-09
1949,1.7081595160561847e-07,0.0,0.0
1950,1.8292821835075301e-07,2.1270722960764488e-09,0.0
1951,2.0256663901818683e-07,0.0,0.0
1952,1.7504375193766464e-07,0.0,0.0
1953,1.4867882214275596e-07,0.0,0.0
1954,1.2997473675113724e-07,0.0,0.0
1955,1.914663982915954e-07,1.8771215692936494e-09,0.0
1956,1.805276355071328e-07,0.0,0.0
1957,1.7405024266281544e-07,8.835037701437898e-10,0.0
1958,1.6130874769260117e-07,0.0,0.0
1959,1.6974138361547375e-07,1.5501495642666896e-09,0.0
1960,1.8132583079477627e-07,0.0,1.3841666701708277e-09
1961,1.7231434412678936e-07,6.948159270159238e-10,6.948159270159238e-10
1962,1.9406387252729473e-07,6.341956404476434e-10,0.0
1963,1.8169609461438085e-07,1.2932106496776896e-09,1.2932106496776896e-09
1964,1.5453279900157213e-07,0.0,0.0
1965,1.7729421131207346e-07,1.6416130677043839e-09,0.0
1966,1.8500509213481564e-07,1.6617224263271169e-09,0.0
1967,1.814363486118964e-07,0.0,0.0
1968,2.3220620448682894e-07,8.982831700699023e-10,1.7965663401398047e-09
1969,1.8575789795249875e-07,0.0,9.083515606356229e-10
1970,1.535974121225081e-07,9.197450023812337e-10,9.197450023812337e-10
1971,1.8087159503465955e-07,5.138397485282553e-10,5.138397485282553e-10
1972,1.6108661782254785e-07,0.0,1.0260293725750103e-09
1973,1.758712073751667e-07,0.0,1.102640756478479e-09
1974,1.5189043267582747e-07,0.0,0.0
1975,1.6963096527433663e-07,0.0,0.0
1976,1.7654798512012349e-07,0.0,0.0
1977,1.4104276147008932e-07,0.0,0.0
1978,1.7168308374948538e-07,0.0,0.0
1979,1.4688453120470513e-07,0.0,0.0
1980,1.4724540164934297e-07,0.0,0.0
1981,1.5687362520111492e-07,2.5302198114474095e-09,0.0
1982,1.5829131427835819e-07,0.0,1.2415004579935385e-09
1983,1.5914596929178515e-07,6.315316047889041e-10,1.89459470334441e-09
1984,1.780295662001663e-07,1.739702604197646e-09,0.0
1985,1.377562739435234e-07,0.0,0.0
1986,1.6484834475249954e-07,0.0,5.994485463567401e-10
1987,1.4849284468709811e-07,0.0,6.110816852533674e-10
1988,1.8349454933286324e-07,5.996553809062277e-10,0.0
1989,1.8110803523541108e-07,5.488122178931576e-10,1.6464366536794728e-09
1990,1.5964546662416979e-07,1.089730194969718e-09,5.44865097484859e-10
1991,1.6470717412175873e-07,5.861465202094962e-10,5.861465202094962e-10
1992,1.7466523161147052e-07,1.1019888335184191e-09,1.65298330578878e-09
1993,1.6617622122794273e-07,5.539207426075166e-10,0.0
1994,1.751275675587749e-07,1.0549853213248639e-09,0.0
1995,1.7894087989134277e-07,2.7112254108452305e-09,0.0
1996,1.8096132237133133e-07,0.0,5.338092190498855e-10
1997,1.7117773154495808e-07,4.79489448146353e-10,0.0
1998,2.0646000109536544e-07,4.768129224785866e-10,0.0
1999,1.7458168599659984e-07,4.570201161957499e-10,0.0
2000,1.5463109548363718e-07,8.836062992401139e-10,4.4180314962005696e-10
2001,1.862015039932885e-07,0.0,4.3812117822561447e-10
2002,1.721819984368267e-07,0.0,1.3143663935011318e-09
2003,2.004289854085073e-07,4.1669229178253886e-10,1.2500769308587678e-09
2004,1.9909656145955523e-07,8.809582507929292e-10,8.809582507929292e-10
2005,1.941116067882831e-07,0.0,0.0
2006,1.976587213903258e-07,0.0,8.235779835885637e-10
2007,1.8734108664375526e-07,0.0,3.994479469415779e-10
2008,1.9499073289352964e-07,0.0,2.1287198670449925e-09
2009,2.155223057798139e-07,9.53638501499654e-10,4.76819250749827e-10
2010,2.0595737737494346e-07,0.0,4.723793023408973e-10
2011,2.0114092080802948e-07,7.64794394481072e-10,0.0
2012,2.546381097090489e-07,0.0,1.0212758416727752e-09
2013,2.4851104285517067e-07,5.578250084070646e-10,5.578250084070646e-10
2014,2.6353467319495394e-07,2.1654451842767486e-10,4.330890368553497e-10
2015,2.854949059383216e-07,2.2165753954528356e-10,8.866301581811342e-10
2016,2.661672056092357e-07,2.0713400439298368e-10,1.0356699942093428e-09
2017,2.4527210484848183e-07,0.0,7.54683426862357e-10
2018,2.906731424445752e-07,5.162933414126769e-10,1.0325866828253538e-09
2019,2.5331308961540344e-07,5.1019755087367e-10,5.1019755087367e-10
