year,pourront_VERB ôter_VERB,pourront_VERB noter_VERB
2003,0.0,2.083461403401543e-09
2004,0.0,1.3214374039449694e-09
2005,0.0,5.404499514582994e-09
2006,1.2353669198716943e-09,1.6471559671771274e-09
2007,0.0,3.994479469415779e-10
2008,0.0,2.554463751636149e-09
2009,9.53638501499654e-10,9.53638501499654e-10
2010,4.723793023408973e-10,1.4171379625338432e-09
2011,0.0,1.1471915639660324e-09
2012,3.404252713057332e-10,2.7234021704458655e-09
2013,0.0,2.7891249310130206e-09
2014,1.6240838007774983e-08,2.3819897165822113e-09
2015,4.433150790905671e-10,5.098123256885856e-09
2016,6.214020409345267e-10,3.314144070287739e-09
2017,5.031222660711876e-10,3.2702947017071438e-09
2018,5.162933414126769e-10,2.581466596041082e-09
2019,1.8622211328533922e-08,3.06118530524202e-09
