year,pouvait_VERB être_VERB,pouvait_VERB etre_VERB,pouvait_VERB naître_VERB
1844,2.6875288313021883e-05,7.57421432240335e-08,1.800248128347448e-07
1845,2.783082891255617e-05,5.1896119401817487e-08,2.371596821149069e-07
1846,2.6609293854562566e-05,3.8639708321852595e-08,2.728197614487726e-07
1847,2.73743844445562e-05,6.47186837454683e-08,2.049424949746026e-07
1848,2.545427742006723e-05,5.068489628001771e-08,1.9067175571763073e-07
1849,2.864251655410044e-05,6.787325901314034e-08,1.8015741432009236e-07
1850,2.5430221285205334e-05,6.992665646521345e-08,1.1880742789571741e-07
1851,2.7102476451545954e-05,5.095056465620473e-08,2.1089664414830622e-07
1852,2.465804027451668e-05,5.989701890030119e-08,1.8750370145426132e-07
1853,2.404120641585905e-05,3.2845626662947325e-08,1.9408778939578042e-07
1854,2.2789743525208905e-05,4.1045748133683446e-08,1.927591455341826e-07
1855,2.4041486540227197e-05,3.6087172361476405e-08,1.724754525866956e-07
1856,2.3963655621628277e-05,3.9346637947801355e-08,2.226191355703122e-07
1857,2.4596947696409188e-05,3.905207179855097e-08,1.8012768521202815e-07
1858,2.4106737328111194e-05,4.208561321661364e-08,1.6834245286645455e-07
1859,2.5267363525927067e-05,3.106225676674512e-08,2.474796190199413e-07
1860,2.4525008484488353e-05,3.249800428761773e-08,1.7301755406151642e-07
1861,2.4055660105659626e-05,4.291527133659656e-08,1.7166108534638624e-07
1862,2.4139601009665057e-05,4.427626620895353e-08,1.8207484231425042e-07
1863,2.346722612855956e-05,4.994620894649415e-08,2.577224336164363e-07
1864,2.379144098085817e-05,4.6029388300894425e-08,2.3733903731226746e-07
1865,2.3756385417073034e-05,4.706844336510585e-08,2.2451646941590298e-07
1866,2.3984552171896212e-05,5.5954547661940524e-08,1.9705731801877846e-07
1867,2.3485667043132707e-05,3.494024269912188e-08,2.1595010935016035e-07
1868,2.3126514861360192e-05,6.273639741039005e-08,2.1043862830083526e-07
1869,2.3079999664332718e-05,6.104399119521986e-08,2.2171177249674656e-07
1870,2.460021642036736e-05,5.160643823387545e-08,1.7603530011456314e-07
1871,2.567563387856353e-05,4.779529660936532e-08,1.5825554555704002e-07
1872,2.4130093152052723e-05,5.624025689598966e-08,1.3727459702295164e-07
1873,2.3288550437428057e-05,4.788803664723673e-08,2.316583760375579e-07
1874,2.4010161723708734e-05,2.9873046258899194e-08,1.2905155699627358e-07
1875,2.2736776372767054e-05,4.005068987567029e-08,1.4818755289525143e-07
1876,2.1962752725812607e-05,3.688068872520489e-08,1.6566080773827707e-07
1877,2.175632653234061e-05,3.401648740464225e-08,1.1689301970818633e-07
1878,2.2051128325983882e-05,4.468925496325937e-08,1.558084932185011e-07
1879,2.2162188543006778e-05,5.1318330918093125e-08,1.3684888244824833e-07
1880,2.202540599682834e-05,3.273101611966922e-08,1.424761819635023e-07
1881,2.1344239939935505e-05,3.765154232837631e-08,1.1644087294371275e-07
1882,2.2298201656667516e-05,4.725323421439498e-08,1.5174278189533652e-07
1883,2.1153986381250434e-05,2.5909288936531993e-08,1.049010265319339e-07
1884,2.142580706276931e-05,4.2250860587955685e-08,1.2213139655159466e-07
1885,2.1525844204006717e-05,3.480643329112354e-08,9.346171481183774e-08
1886,2.1096373529871926e-05,2.774989482645651e-08,1.0454611754084908e-07
1887,2.119746022799518e-05,2.3504128421336645e-08,1.482065954405698e-07
1888,2.150356158381328e-05,2.789870379160675e-08,1.407616423421132e-07
1889,2.0829700588365085e-05,1.9421923624918236e-08,1.4221861022178928e-07
1890,2.095568379445467e-05,2.3595791986963377e-08,1.376421181475962e-07
1891,2.126885920006316e-05,3.1871099537283953e-08,1.3003409549128264e-07
1892,2.010311982303392e-05,2.820830502514582e-08,1.0969896635515397e-07
1893,2.088811743305996e-05,2.46336657738766e-08,1.0407723749494835e-07
1894,2.110826608259231e-05,4.4740929183717526e-08,1.0334524347399565e-07
1895,2.1212606952758506e-05,3.611168608586013e-08,1.0773320013868215e-07
1896,2.0659650544985197e-05,4.65865284127176e-08,1.574506711676804e-07
1897,1.920484828588087e-05,4.0204323425996336e-08,1.3168371992833272e-07
1898,2.0643941752496175e-05,3.508180057565369e-08,1.0298205666003923e-07
1899,2.014249548665248e-05,3.371822998587959e-08,1.4095324729623826e-07
1900,2.008107003348414e-05,4.2047531678690575e-08,1.3133364973327843e-07
1901,1.9676273950608447e-05,5.6446264551368586e-08,1.0842153841394975e-07
1902,1.7790449419408105e-05,3.437198614619774e-08,9.525950872557587e-08
1903,1.9339808204676956e-05,3.4021386596805314e-08,1.1016449263934192e-07
1904,1.9929109839722514e-05,3.493506284257819e-08,1.0104295711244049e-07
1905,1.985550443350803e-05,4.025391930895239e-08,1.1663315291343679e-07
1906,1.9939887351938523e-05,2.9321851613417493e-08,1.1162880753090576e-07
1907,1.926149161590729e-05,2.8799922446864912e-08,1.1005684541487426e-07
1908,1.9432402041275054e-05,2.701263923654551e-08,1.7631886350955028e-07
1909,1.9470731785986573e-05,3.300590023513905e-08,7.921416056433372e-08
1910,1.9494393200147897e-05,4.0615546481603815e-08,9.779795817621562e-08
1911,1.8808053937391378e-05,4.0434844805758985e-08,9.576673676292558e-08
1912,1.9570232325349934e-05,3.64659484830554e-08,1.3440306645406963e-07
1913,1.8998491214006208e-05,3.6590627416899224e-08,1.1719607329041537e-07
1914,1.9083041479461826e-05,3.214437072074361e-08,9.710278447983e-08
1915,1.9382887330721132e-05,2.591767689352764e-08,1.4490336752714938e-07
1916,1.9573064491851255e-05,4.614734194774428e-08,1.1646709907608965e-07
1917,1.9736273316084407e-05,5.15421945124217e-08,1.447567967716168e-07
1918,2.0090821635676548e-05,4.479686666059024e-08,1.0108011139209339e-07
1919,1.96403398149414e-05,3.4069039145379065e-08,9.57616208552281e-08
1920,2.013002085732296e-05,4.619061400035207e-08,1.2191293308205786e-07
1921,1.9998111383756623e-05,4.770830841493989e-08,1.3782400287709606e-07
1922,2.03955642064102e-05,3.098733003525922e-08,1.2616270339549374e-07
1923,1.9776449335040525e-05,4.777176698667063e-08,1.0934426342146253e-07
1924,1.9271688870503567e-05,6.187979550986711e-08,1.1602462279824977e-07
1925,1.868480467237532e-05,6.158979459769398e-08,1.2207976851641433e-07
1926,1.9178045477019623e-05,4.346993875969929e-08,1.683066841451364e-07
1927,1.9552395315258764e-05,3.1217830098739796e-08,1.2152655415320623e-07
1928,1.8555891074356623e-05,3.999114284169991e-08,1.5425155197590357e-07
1929,2.0129600670770742e-05,2.33948540540041e-08,1.1586022452547695e-07
1930,1.9014672943740152e-05,2.4158287814657342e-08,1.0608639655629304e-07
1931,1.8794888092088513e-05,4.676196141417677e-08,1.0835088914973312e-07
1932,1.92438510566717e-05,5.150982218538047e-08,1.227468118258912e-07
1933,1.9638921003206633e-05,4.817677989876756e-08,1.5485393589642626e-07
1934,1.8663708033272997e-05,3.5944740517379614e-08,1.3539185772515339e-07
1935,1.8961352907354012e-05,4.308582290946106e-08,1.2207650001982984e-07
1936,1.8102198737324215e-05,3.031178508194898e-08,1.4913399581928388e-07
1937,1.9224118659622036e-05,4.1550688223424004e-08,1.0450627740965501e-07
1938,1.9319466446177103e-05,7.260520362706302e-08,1.6336170460817812e-07
1939,1.9201679606339894e-05,5.6587985852729616e-08,1.4835228512311005e-07
1940,1.7816410036175512e-05,7.60734906180005e-08,1.1918179865233469e-07
1941,1.703017005638685e-05,6.788455664263893e-08,1.0035108743977617e-07
1942,1.745278677844908e-05,3.6410540360520827e-08,1.3957374278561474e-07
1943,1.8586511941975914e-05,6.096794180621146e-08,1.1032293656398906e-07
1944,1.8906386685557663e-05,1.0603514510876266e-07,1.317406344014671e-07
1945,2.0247016436769627e-05,7.62476446425353e-08,1.7863733603462606e-07
1946,1.9571680240915157e-05,6.542919095409161e-08,1.4895582012286468e-07
1947,2.0556350136757828e-05,6.556479092978407e-08,1.8000514501181897e-07
1948,1.8062553863273934e-05,5.762100485640076e-08,1.0654449766889229e-07
1949,1.8313628970645368e-05,6.577395339490977e-08,9.129817613029445e-08
1950,1.8712918972596526e-05,5.104973510583477e-08,1.5421274213167635e-07
1951,1.8929318684968166e-05,5.224086763178093e-08,1.8017769320977095e-07
1952,1.835323200793937e-05,6.748674508116892e-08,1.2337420685071265e-07
1953,1.966007948794868e-05,7.757155628951296e-08,1.3467284531998303e-07
1954,1.9509890989866108e-05,5.1794440736330216e-08,1.3095198880819225e-07
1955,1.844271901063621e-05,9.010183532609517e-08,1.4547691762345494e-07
1956,1.8388527678325772e-05,8.459507228053553e-08,1.159911846571049e-07
1957,1.858980249380693e-05,5.9194753987412696e-08,1.2457402931431716e-07
1958,1.8896285837399773e-05,6.204182767532984e-08,1.3152866529253515e-07
1959,1.8074744730256498e-05,7.828255377262394e-08,1.4416390570204385e-07
1960,1.87167024705559e-05,7.197666462843699e-08,1.4810584048063902e-07
1961,1.773865005816333e-05,7.434530147065743e-08,1.2923575809509202e-07
1962,1.9151439119013958e-05,7.737186535905494e-08,1.3001010756852338e-07
1963,1.8783237464958802e-05,7.047997740983192e-08,1.6553096315874427e-07
1964,1.8008546248893254e-05,7.300761950546075e-08,1.4114806390352896e-07
1965,1.7837766790762544e-05,6.238129657276659e-08,1.3625387396132282e-07
1966,1.7757165551302023e-05,4.652822838124848e-08,1.135510316885302e-07
1967,1.7266527720494196e-05,3.64844829903177e-08,1.242444511717622e-07
1968,1.8055043256026693e-05,6.332896163030455e-08,1.5315727353026887e-07
1969,1.7200090951519087e-05,4.995933622353732e-08,1.362527370929456e-07
1970,1.693894409982022e-05,4.322801672174137e-08,1.338228940994668e-07
1971,1.5832431017770432e-05,4.8300936583700604e-08,1.2434921359272266e-07
1972,1.5831119526410475e-05,6.258779450263319e-08,1.231235273735365e-07
1973,1.5860385246924125e-05,6.174788325097325e-08,1.2680368399742292e-07
1974,1.5991250620572828e-05,4.6692246513657665e-08,1.2882559019544715e-07
1975,1.5235373211908154e-05,5.768594846244923e-08,1.2051222597619926e-07
1976,1.5751051250845194e-05,5.484985621251326e-08,1.159845979259444e-07
1977,1.569100822962355e-05,6.405691976851813e-08,1.3222759775999293e-07
1978,1.5869694834691472e-05,5.702967698084649e-08,1.0930688176813419e-07
1979,1.639313268242404e-05,4.6815785026410595e-08,1.0943190176249118e-07
1980,1.545678787806537e-05,6.99273527970945e-08,1.2052520048655424e-07
1981,1.5154751963564195e-05,6.00927236860116e-08,1.1006456190898462e-07
1982,1.5778850865899585e-05,7.324852902002021e-08,9.311253279520315e-08
1983,1.5625355445081368e-05,6.567928778622445e-08,1.168333483292372e-07
1984,1.569327650940977e-05,4.929157171318366e-08,1.1540026889633737e-07
1985,1.5810090189916082e-05,6.496802740230123e-08,8.662403416792586e-08
1986,1.601246913196519e-05,7.433161641756669e-08,1.288814388544779e-07
1987,1.601522853889037e-05,5.255302326645506e-08,1.2588282061187783e-07
1988,1.6185298591153696e-05,4.137622156008547e-08,1.421183242200641e-07
1989,1.5798657841514796e-05,5.488122312158339e-08,1.1964105794959323e-07
1990,1.5440387869603e-05,5.4486509526441296e-08,1.231395145850911e-07
1991,1.5573912605759688e-05,2.6962739596569918e-08,1.0667866945368587e-07
1992,1.56818514369661e-05,3.691662442406596e-08,1.1570882918476855e-07
1993,1.6554475223529153e-05,2.7696037463442735e-08,1.1743119898710574e-07
1994,1.5650706700398587e-05,2.6902124972139063e-08,1.1657587606350717e-07
1995,1.5297819118131883e-05,4.337960746170211e-08,1.0085758361810804e-07
1996,1.573722875036765e-05,4.2704737523990843e-08,1.1583659897951293e-07
1997,1.563902696943842e-05,4.6989967472654826e-08,1.174749115762097e-07
1998,1.5844971130718477e-05,5.054216956068558e-08,1.2826266981846857e-07
1999,1.5576159057673067e-05,4.387393204297041e-08,1.1745417083375287e-07
2000,1.5087135579960886e-05,3.578605500820231e-08,1.0779996983956153e-07
2001,1.6086056348285638e-05,2.4096664219541708e-08,1.1566399393814208e-07
2002,1.5438548871316016e-05,2.7601695151702188e-08,9.332001837947246e-08
2003,1.557304130983539e-05,2.6668306674082487e-08,1.1959069468048256e-07
2004,1.52533511936781e-05,1.805964444656638e-08,8.98577425800795e-08
2005,1.540597622806672e-05,2.2518747755384538e-08,1.1124261334316543e-07
2006,1.4886171811667737e-05,2.7178073125355695e-08,1.11594815166427e-07
2007,1.4952135643397924e-05,1.1983438241713884e-08,9.826419500313932e-08
2008,1.5124128367460798e-05,2.809910171208685e-08,8.727751321657706e-08
2009,1.5538109437329695e-05,1.3350939020995156e-08,1.1014524403663017e-07
2010,1.6542722732992843e-05,1.1809482280966677e-08,1.01561546728135e-07
2011,1.587368933542166e-05,2.2561435386592166e-08,9.368731213044157e-08
2012,1.7081518308259547e-05,5.1063788752969685e-09,9.736162809304005e-08
2013,1.9637671357486397e-05,6.693900100884775e-09,9.315677829135893e-08
2014,2.0823570594075136e-05,3.4647122948427977e-09,1.1130388344327002e-07
2015,1.957856693479698e-05,3.103205470367243e-09,1.0262743899147608e-07
2016,2.034573844866827e-05,4.142679976837371e-09,1.0480980705551701e-07
2017,1.8539803932071663e-05,4.2765391228272165e-09,8.804639861637042e-08
2018,1.9587136193877086e-05,1.523065407127433e-08,1.0119349269643862e-07
2019,1.965255432878621e-05,2.2958890344426663e-09,8.851927191244613e-08
