year,faut_VERB être_VERB,faut_VERB etre_VERB,faut_VERB naître_VERB
1832,6.118252258602297e-06,6.764984683549358e-09,2.570694235259907e-08
1833,5.760538442700636e-06,1.2741991461950875e-08,6.950177322551099e-09
1834,5.11718963025487e-06,1.3068343740485489e-08,1.4001796166951408e-08
1835,5.715425686503295e-06,1.739510224751939e-08,1.8907719834260206e-08
1836,5.361142484616721e-06,1.2097349788575684e-08,1.008112526790228e-08
1837,4.877481387666194e-06,6.262101948095733e-09,6.262101948095733e-09
1838,4.453230303624878e-06,5.680945713848473e-09,8.837027110075724e-09
1839,3.959272362408228e-06,6.991475065554198e-09,1.1885507689157748e-08
1840,4.207179244986037e-06,1.2102408852854296e-08,8.280594876453051e-09
1841,4.56244197266642e-06,1.219904222082846e-08,1.5409316489467528e-08
1842,4.646815341402544e-06,1.0733224087289273e-08,2.1466448174578545e-08
1843,4.885606358584482e-06,8.269675610961258e-09,1.6539351221922516e-08
1844,5.099422196508385e-06,8.232841963717874e-09,1.5916826967554698e-08
1845,5.029459316574503e-06,7.254296274794569e-09,7.254296274794569e-09
1846,5.037212758907117e-06,9.952652257894101e-09,9.367202125076801e-09
1847,4.230444574204739e-06,9.707802561820245e-09,5.9325460100012606e-09
1848,4.5109559323464055e-06,8.849743937666688e-09,1.769948809737798e-08
1849,4.7896737669361755e-06,6.703532173801818e-09,5.865590679832167e-09
1850,4.154186626692535e-06,8.146795238417326e-09,4.073397619208663e-09
1851,4.532020739134168e-06,7.094382858952031e-09,1.6123596680017727e-08
1852,4.884862391918432e-06,2.6042181744401205e-09,1.3021090872200602e-08
1853,4.8498059186385944e-06,7.166318205520383e-09,7.166318205520383e-09
1854,5.0512248890299816e-06,8.313063126763609e-09,1.0910895298366086e-08
1855,5.087229965283768e-06,1.1675261646360013e-08,1.751289246954002e-08
1856,5.360461727832444e-06,1.0872097000458325e-08,1.65670055451983e-08
1857,4.833182174479589e-06,7.810414537345878e-09,2.245494101771328e-08
1858,4.915208137390437e-06,1.468102794888182e-08,2.0553439838977283e-08
1859,4.957739747624146e-06,1.5785736939832873e-08,1.7313389832906978e-08
1860,5.183203029446304e-06,6.408057640072684e-09,2.654766717569146e-08
1861,5.280464392853901e-06,5.659156532278331e-09,2.5937801240161207e-08
1862,5.245381998975063e-06,8.132375661773494e-09,1.671654992208005e-08
1863,5.19140894539305e-06,9.989241434027463e-09,8.990317823531768e-09
1864,4.967817403667141e-06,7.192091699970149e-09,3.7398876884253696e-08
1865,4.9078266783908475e-06,1.0825741691977697e-08,1.4120533187167439e-08
1866,4.971196631231578e-06,9.731225603104576e-09,2.3841502994059738e-08
1867,4.711594556283671e-06,9.220341823379385e-09,1.261730986357179e-08
1868,4.4898515625391155e-06,2.074747162961188e-08,9.87974857480367e-09
1869,5.086185410618782e-06,1.0255390314739543e-08,1.5138908793232986e-08
1870,4.8418310143460985e-06,1.0894693147633916e-08,2.465641024684828e-08
1871,4.876182629232062e-06,2.3366590440332402e-08,1.3807530230280918e-08
1872,4.633471235138131e-06,9.071008832961525e-09,1.2094679036067646e-08
1873,4.344642093201401e-06,8.380405869257146e-09,1.6760813181804224e-08
1874,3.945631760871038e-06,4.779687312606029e-09,1.1949218503559678e-08
1875,4.848994194617262e-06,1.3731664694205392e-08,1.716458086775674e-08
1876,5.223756943451008e-06,1.209202959984168e-08,1.269663130187837e-08
1877,4.725817689177347e-06,1.1132669119895411e-08,9.895705588292003e-09
1878,4.8324786803277675e-06,1.3285995414946683e-08,1.3285995414946683e-08
1879,5.023087396693882e-06,1.0996785704264767e-08,2.443730195977878e-08
1880,4.4366570364218205e-06,6.417846254436199e-09,7.701415505323439e-09
1881,4.64508457298507e-06,8.367009307619355e-09,2.2312024228199334e-08
1882,4.724658083432587e-06,1.5972924316542958e-08,1.9300616216355593e-08
1883,4.381197868497111e-06,1.1374809816278031e-08,1.8958017378167824e-09
1884,4.459446245164145e-06,1.5844072720483382e-08,1.1222884843675729e-08
1885,4.1065145524044055e-06,2.1270597949651915e-08,9.66845359329227e-09
1886,4.237989742250647e-06,1.0325542421085743e-08,7.744156427236248e-09
1887,4.493858796195127e-06,3.264462256069578e-09,6.528924623161458e-10
1888,4.208900008961791e-06,6.974675947901687e-09,1.9021843655764314e-08
1889,4.2208225750073325e-06,1.566284169030041e-08,8.771191772893872e-09
1890,4.369809630588861e-06,1.1797895993481688e-08,7.865263995654459e-09
1891,4.039980467496207e-06,1.784781566982474e-08,1.529812720946211e-08
1892,4.298318799556e-06,5.014809900671935e-09,5.641661360300532e-09
1893,4.15015711041633e-06,9.23762488724833e-09,4.926733243593162e-09
1894,4.003998128609965e-06,1.3233232287745977e-08,1.1342770278588432e-08
1895,4.411042482388439e-06,6.6204761672850054e-09,1.2037228991346183e-08
1896,4.109639576199697e-06,1.4152869098893461e-08,4.1279202278587945e-09
1897,4.171344244241482e-06,6.992056267307589e-09,1.1653426668090106e-08
1898,4.427662588568637e-06,6.7900258748920805e-09,9.05336783318944e-09
1899,4.481207724893466e-06,5.527578395003729e-09,1.3818945987509323e-08
1900,4.226555574859958e-06,5.191053142894475e-09,7.786579381274805e-09
1901,4.187083050055662e-06,6.706486588292648e-09,8.941982265753268e-09
1902,3.6778026242245687e-06,1.0311595854961553e-08,1.276673788908056e-08
1903,4.2159517761319876e-06,1.4580595175672784e-08,3.7801539676252105e-09
1904,4.108901066501858e-06,6.987012746151322e-09,9.674325340824907e-09
1905,4.357229045126587e-06,1.083759415543284e-08,1.4966200723165457e-08
1906,4.099915258848341e-06,7.201858220895474e-09,7.201858220895474e-09
1907,4.207874553685542e-06,1.6971383132169393e-08,7.199980611716228e-09
1908,4.546473064692691e-06,1.0313917275794893e-08,9.331639461152008e-09
1909,4.505305696511641e-06,1.4852655549901783e-08,8.801573692096554e-09
1910,4.732779871119419e-06,8.550640973048473e-09,6.947395991829808e-09
1911,4.132334652240388e-06,8.512598514975878e-09,7.980561100850991e-09
1912,4.342573447502218e-06,8.856016364688912e-09,6.251305251225858e-09
1913,4.4921625885763206e-06,8.484783542428431e-09,9.545381374209683e-09
1914,4.574545528157614e-06,1.4732836506325953e-08,9.37544086809794e-09
1915,4.212800376990344e-06,4.712304768617059e-09,1.1780761921542648e-09
1916,4.645498847821727e-06,1.4283700444650549e-08,3.2962386153911893e-09
1917,4.701306352217216e-06,9.869782324756216e-09,8.773139548168274e-09
1918,4.424552116688574e-06,5.743188147278033e-09,1.033773866510046e-08
1919,4.354391421657056e-06,8.28706359090603e-09,1.5653341733923298e-08
1920,4.410067958815489e-06,8.329454903588385e-09,2.3473917920568965e-08
1921,4.412640009832103e-06,9.84457149133533e-09,1.2116395886607734e-08
1922,4.337488462624606e-06,2.951174138399182e-09,1.3280283539529592e-08
1923,4.755944701173576e-06,7.431163684401554e-09,8.492758496458919e-09
1924,4.749274467030773e-06,6.4458122173149945e-09,1.0313299547703991e-08
1925,4.651129529520404e-06,1.649726644181726e-08,1.3197813508725176e-08
1926,4.568802069115918e-06,1.114613823460786e-08,4.458455382660986e-09
1927,5.02718557982007e-06,8.919379901328739e-09,6.689535148041159e-09
1928,4.352179075794993e-06,9.14083297942625e-09,6.8556245125250825e-09
1929,4.362583240435924e-06,3.342121912552898e-09,1.5596569369336066e-08
1930,4.403110779094277e-06,9.453243521306831e-09,5.2518016602221e-09
1931,4.112771421205252e-06,1.3686427990933225e-08,5.7026783295555106e-09
1932,4.188734692434082e-06,7.6716757391182e-09,6.575722188983946e-09
1933,4.068644102517283e-06,8.02946331646126e-09,4.588264879146209e-09
1934,4.017423634650186e-06,8.38710612072191e-09,3.5944740517379614e-09
1935,3.999800355813932e-06,4.787313656606784e-09,2.0346082152400413e-08
1936,3.973269031121163e-06,2.182448666232517e-08,1.4549657478823974e-08
1937,3.737043925866601e-06,2.5182236296217297e-09,1.3850230295986421e-08
1938,3.986803221778246e-06,1.0372171566075394e-08,1.1668692678767911e-08
1939,3.867865416395944e-06,1.6823455517567254e-08,1.070583532936098e-08
1940,3.349769258420565e-06,2.5357829169792012e-09,5.0715658339584024e-09
1941,4.084879492438631e-06,2.066051862925633e-08,5.9030051957620344e-09
1942,4.287341198505601e-06,9.102635090130207e-09,6.068423541449874e-09
1943,4.6364666559384204e-06,1.4516176038981143e-08,8.709705845433291e-09
1944,4.565937615552684e-06,3.213186161588055e-08,1.6065930807940276e-08
1945,4.5857509576308075e-06,2.832055256973831e-08,4.357008087652048e-09
1946,4.534103482001228e-06,2.7842208538686464e-09,2.0881657292193267e-08
1947,4.769540282723028e-06,5.960435700558264e-09,1.4305045148432782e-08
1948,4.4792177504859865e-06,7.610321262063735e-09,8.697510267552389e-09
1949,4.058351350977318e-06,1.276211036849162e-08,1.2762110479513922e-08
1950,4.438136329554254e-06,2.3397794368662517e-08,2.7651939404904624e-08
1951,4.360513230494689e-06,1.4925962799061665e-08,1.3859822622919182e-08
1952,4.2854085222643334e-06,7.381362521208246e-09,1.1599284199803606e-08
1953,4.298757176002255e-06,1.0773827274768166e-08,9.69644453618912e-09
1954,4.411322606756585e-06,1.2704297169818801e-08,1.6613311615287785e-08
1955,4.138114491070155e-06,1.0324168631115072e-08,7.508486277174597e-09
1956,4.460864147404209e-06,6.976913269340912e-09,1.2209598665435806e-08
1957,4.0084564716380555e-06,1.0602045241725477e-08,6.184526224473075e-09
1958,3.940896931453608e-06,1.4062814024384807e-08,1.4062814024384807e-08
1959,4.178428298473591e-06,1.1626121398933265e-08,1.3951345856355601e-08
1960,4.253544375387719e-06,7.612916852473006e-09,1.6610000486139143e-08
1961,4.498238467931515e-06,1.876002997391879e-08,1.250668635321972e-08
1962,4.609968073054915e-06,9.51293499529271e-09,1.331810839388936e-08
1963,4.521711161942221e-06,3.556329353227028e-08,1.2932106940866106e-08
1964,4.755837835546117e-06,1.6426714044559532e-08,9.734349326606662e-09
1965,4.492547759582521e-06,5.307882133820385e-08,1.094408652591028e-08
1966,4.270072622603038e-06,1.2739872046196865e-08,1.3293779410616935e-08
1967,4.76171817354043e-06,1.0846738118797106e-08,1.5284040699725665e-08
1968,4.862406967731658e-06,2.0211370466149958e-08,1.392338955241712e-08
1969,4.2642564039852004e-06,1.680450384400345e-08,1.4987801222332564e-08
1970,4.589067884808173e-06,2.2073880945328028e-08,8.277704743875347e-09
1971,4.5664937715628184e-06,1.9525910222029097e-08,1.2332153964678128e-08
1972,4.333948254497955e-06,1.692948470299882e-08,1.3338381954497436e-08
1973,4.225319571560249e-06,1.8193572426383753e-08,9.923766697284009e-09
1974,4.098229055671254e-06,1.2938814797358589e-08,5.625571564138454e-09
1975,4.122546215512557e-06,1.9990180621931586e-08,1.0851811893530794e-08
1976,4.2285810195608065e-06,2.2282754752467326e-08,1.5997875024709174e-08
1977,4.218354206386721e-06,3.232229972560674e-08,1.057820764316375e-08
1978,4.322968379710801e-06,2.5544542481270582e-08,9.504946163474415e-09
1979,4.51889400210348e-06,3.920822155834003e-08,9.363157360553487e-09
1980,4.471939519135049e-06,2.4446148272350143e-08,1.0801786132219604e-08
1981,4.356405952421483e-06,3.0995193078808825e-08,1.2651098835192442e-08
1982,4.6115533223201055e-06,3.414126314993382e-08,1.738100685599875e-08
1983,4.596918643073877e-06,2.5892796129411977e-08,1.7682884490000106e-08
1984,4.614270892489003e-06,2.0876430584237937e-08,1.797692661398287e-08
1985,4.399779300001683e-06,8.121003380878733e-08,9.02333674446254e-09
1986,4.650521987059619e-06,2.9972427872948515e-08,2.1580147446798037e-08
1987,4.682107828557491e-06,2.138785948346822e-08,1.2221633483022742e-08
1988,4.447044375410769e-06,1.439172936379407e-08,1.3792074149421296e-08
1989,4.721980531030567e-06,2.9635859433163603e-08,7.683371272548811e-09
1990,4.618821549229324e-06,2.39740645113784e-08,1.4166492867673242e-08
1991,4.7114458538999315e-06,1.817054240405014e-08,1.1136783939491579e-08
1992,4.536887900030706e-06,2.5896737698705152e-08,3.856960972825618e-09
1993,4.800277110916795e-06,1.772546426304089e-08,1.4401939196773128e-08
1994,4.937331141263712e-06,1.7934750295989232e-08,1.793475057354499e-08
1995,4.929549959342694e-06,1.3556127331781909e-08,1.9520822291951845e-08
1996,4.620118943421403e-06,4.43061651811405e-08,1.3879040139386234e-08
1997,4.74358921564999e-06,4.075660375857382e-08,1.6782131240233866e-08
1998,4.988893579138676e-06,1.7165265431273724e-08,1.4304387896402204e-08
1999,5.048244020144921e-06,2.1936965716173873e-08,1.7823785114501334e-08
2000,5.002095349482261e-06,3.976228146740368e-08,2.2090157258958243e-08
2001,4.995457857148722e-06,2.4534785758589805e-08,1.9715452381774412e-08
2002,4.959980742569314e-06,2.5411083903748022e-08,1.62105191492401e-08
2003,5.0790622481144965e-06,1.8334460727409407e-08,2.8335076507346457e-08
2004,5.030712145526195e-06,1.8500122545006548e-08,2.1583476339515073e-08
2005,5.133824288350297e-06,1.756462331137243e-08,2.296912349208924e-08
2006,5.5220903050212655e-06,1.8530504686253835e-08,1.4824403926638752e-08
2007,5.537147444556467e-06,1.8374605309512404e-08,1.837460494868992e-08
2008,5.5981072364374995e-06,2.171294255504108e-08,2.1287197782271505e-08
2009,5.6631820370967034e-06,8.105927262747059e-09,1.3350939020995156e-08
2010,6.057319751562318e-06,1.4643758761145875e-08,4.818268806161541e-08
2011,6.701510756101925e-06,1.1089518581197666e-08,2.141424282342541e-08
2012,6.6971865635423455e-06,6.127654827992046e-09,2.382976838077866e-08
2013,6.410525202227291e-06,4.462600067256517e-09,2.147626254611623e-08
2014,6.824833690188825e-06,2.598534165620947e-09,1.9489005964601347e-08
2015,6.412995844584657e-06,2.43823286560918e-09,1.8175917659846164e-08
2016,6.485572612291435e-06,2.071340043929837e-09,2.237047169728612e-08
2017,6.266639502428006e-06,7.798395096347832e-09,2.9432651871275084e-08
2018,6.235790806385921e-06,4.130346842323718e-09,2.1684320117287825e-08
2019,6.554507763212314e-06,3.0611854162643226e-09,2.0663000199760972e-08
