year,devait_VERB être_VERB,devait_VERB etre_VERB,devait_VERB naître_VERB
1855,3.394688610569574e-05,4.404757802944914e-08,5.338778805707989e-07
1856,3.329295213916339e-05,5.7466799319172424e-08,4.0071444118439103e-07
1857,3.2950672903098166e-05,5.2232145719699474e-08,3.7489991200345685e-07
1858,3.3422340493416414e-05,5.725600971118183e-08,3.39131759119482e-07
1859,3.410941280890256e-05,3.564521477983362e-08,3.36592648864098e-07
1860,3.337911402923055e-05,4.577183787546346e-08,3.153679699607892e-07
1861,3.315935464343056e-05,5.234719679947375e-08,3.268162913627748e-07
1862,3.4521028283052146e-05,6.00892207103243e-08,3.1264465860658675e-07
1863,3.3549367799423635e-05,4.894728533599846e-08,3.016751008999563e-07
1864,3.360097252880223e-05,5.4659899717535154e-08,3.7063247759761e-07
1865,3.365629163454287e-05,6.730787305286867e-08,3.478357939457055e-07
1866,3.4037395380437374e-05,6.763202264892243e-08,4.0384585986430466e-07
1867,3.3685304515529424e-05,4.4160586298858107e-08,3.508582722133724e-07
1868,3.23492604366038e-05,8.743577240011291e-08,3.0874213052811683e-07
1869,3.331146217533387e-05,9.181015769854639e-08,3.208472207916202e-07
1870,3.5220822610426694e-05,5.504686839685746e-08,2.6147262133235927e-07
1871,3.5362147173145786e-05,6.372706451429622e-08,2.5597037733859906e-07
1872,3.5032237065024674e-05,6.833493415570047e-08,2.5580246187928424e-07
1873,3.366409146110527e-05,6.764184945495799e-08,2.6218700099889247e-07
1874,3.401464346097782e-05,3.525019565131515e-08,2.132935463805552e-07
1875,3.241759986849502e-05,4.748867610260277e-08,2.3401045723403513e-07
1876,3.253965041949414e-05,3.9903696347209916e-08,2.859765118046198e-07
1877,3.219691643607803e-05,3.710889728836264e-08,2.412078288216435e-07
1878,3.209775604773313e-05,6.099479321619583e-08,2.681355510958383e-07
1879,3.1321287679020315e-05,4.7041805117942204e-08,1.979421426767658e-07
1880,3.2980671676341444e-05,4.043243251317108e-08,2.0729643779304752e-07
1881,3.1383257010020316e-05,4.671580100534811e-08,2.10569723435583e-07
1882,3.1867981306277215e-05,6.189507928411331e-08,2.5357016397720145e-07
1883,3.119794564554468e-05,4.549924170760278e-08,1.6493474674916797e-07
1884,3.169936826452613e-05,4.357119820497246e-08,1.8022632275460637e-07
1885,3.2029009162215516e-05,4.447488777259423e-08,1.4567136474852305e-07
1886,3.126122464891523e-05,4.130216879616455e-08,1.7101679361530842e-07
1887,3.0634368158644065e-05,3.852065688647599e-08,2.2590079140627495e-07
1888,3.251594171160832e-05,4.628648753168818e-08,2.0353373031412048e-07
1889,3.068413207074627e-05,2.6313573542324775e-08,1.8482153052445938e-07
1890,3.115103390882723e-05,3.211649257650606e-08,1.9400984285766754e-07
1891,3.1090257834875956e-05,3.059625441892422e-08,1.466070642663908e-07
1892,3.022488635906484e-05,3.6984221907232495e-08,1.8304055515727669e-07
1893,3.032219501619693e-05,4.249307394843527e-08,1.8167328619256295e-07
1894,3.141506385873072e-05,5.734400687629204e-08,1.4304494300176884e-07
1895,3.134073267574422e-05,4.995450098022047e-08,1.486597795974376e-07
1896,3.057904541492462e-05,6.722613221654683e-08,1.8752551511624915e-07
1897,2.8474565624492243e-05,6.351118031489023e-08,1.695573672577666e-07
1898,3.0507586416206323e-05,4.4701003787395166e-08,1.5277558418347326e-07
1899,2.994399801536929e-05,5.417026827103655e-08,1.9235972104070242e-07
1900,2.903304084611591e-05,4.8276795894253155e-08,1.8532060153120256e-07
1901,3.045191988348961e-05,6.035838140405758e-08,1.5145482734624238e-07
1902,2.679001772776246e-05,5.5977235291493344e-08,1.4436234607728693e-07
1903,2.9870237995055504e-05,4.5361851164216205e-08,2.0088819496777433e-07
1904,3.036931957467459e-05,4.998401337275027e-08,1.746753213183183e-07
1905,2.9590244594146498e-05,5.212366716023098e-08,1.7391758433404902e-07
1906,3.0179387977113947e-05,4.8869754465385995e-08,1.718157562891065e-07
1907,2.885495086957235e-05,3.959989314239465e-08,1.871995038982277e-07
1908,2.8760603527189232e-05,3.3397444809679655e-08,1.679695031953088e-07
1909,2.956833668577019e-05,5.4459736276157855e-08,2.2223973417112575e-07
1910,2.8281245249672793e-05,5.076943310200477e-08,1.555147832732473e-07
1911,2.808412682497874e-05,4.788336838146279e-08,1.9844995335915883e-07
1912,2.888780363718979e-05,5.2094211611120045e-08,1.8180880090312712e-07
1913,2.8006148568238132e-05,5.2499597558153255e-08,1.818925454699638e-07
1914,2.873438825190533e-05,5.759199694921335e-08,2.049203544629563e-07
1915,2.883930574171245e-05,4.358881966481931e-08,1.7435527865927725e-07
1916,2.8884938728879206e-05,5.383856560570166e-08,1.7909563609919132e-07
1917,2.860372478608042e-05,8.005489604556715e-08,2.9280352009664057e-07
1918,2.8936479793628678e-05,6.547234221443432e-08,1.274987795341076e-07
1919,2.807104647217784e-05,3.6831394822911534e-08,2.228299251783028e-07
1920,2.8520053092506714e-05,4.846228307542333e-08,2.0672192135862133e-07
1921,2.807596138154622e-05,4.922285867792198e-08,2.256678754974928e-07
1922,2.8447106160456315e-05,4.943216680430851e-08,1.770704471937279e-07
1923,2.845498784154188e-05,5.095655097875351e-08,2.2505810193251818e-07
1924,2.8028969609295018e-05,5.9301473953610184e-08,1.9724186017811007e-07
1925,2.7742904421756975e-05,8.798542694421485e-08,2.2546264233369584e-07
1926,2.7740508812712505e-05,4.7928395474627905e-08,2.307250639432823e-07
1927,2.877726365113631e-05,6.355057990958812e-08,2.2409942346257594e-07
1928,2.6741507099359296e-05,3.427812345080383e-08,1.748184246253004e-07
1929,2.833896542142611e-05,4.67897081080082e-08,2.2837832602817798e-07
1930,2.717912502703257e-05,2.8359728787563654e-08,1.7751089842477086e-07
1931,2.7097987185698003e-05,3.763767608688795e-08,1.7450196310164756e-07
1932,2.825368574121967e-05,4.055028668403793e-08,2.1042311004748626e-07
1933,2.8851009119534865e-05,4.932384811695556e-08,1.9958952179877087e-07
1934,2.713708090595901e-05,2.875579241390369e-08,2.2046107517326163e-07
1935,2.6063333280035295e-05,6.462873614054843e-08,1.8909888410689746e-07
1936,2.5854740670183674e-05,4.849885826274658e-08,2.1218249912635656e-07
1937,2.6428757337271236e-05,5.288269733227935e-08,2.2160368473578274e-07
1938,2.627660069265403e-05,6.871563584809337e-08,2.2040865133021725e-07
1939,2.6717176297097467e-05,7.494084997006212e-08,2.431754069220915e-07
1940,2.544911694712937e-05,9.889553354014424e-08,1.8004058688347868e-07
1941,2.5855162675725296e-05,9.739958528598436e-08,2.4202321924349235e-07
1942,2.597588718344923e-05,5.461581054078124e-08,2.4880537807803194e-07
1943,2.798428431560751e-05,6.67744117777147e-08,2.641943979142525e-07
1944,2.8725884476443753e-05,1.285274464635222e-07,2.731208326167689e-07
1945,2.9775792427244596e-05,7.189063211399116e-08,3.5945316767538316e-07
1946,2.8123415177105926e-05,6.40370814153357e-08,2.2969821600327123e-07
1947,2.91346077574417e-05,7.510148947176276e-08,2.6225916371913627e-07
1948,2.510536251065787e-05,5.6533817627268945e-08,2.34832782552985e-07
1949,2.5136449039564468e-05,5.5956945743673714e-08,2.4738861270634516e-07
1950,2.545786446717102e-05,5.7430952438153327e-08,2.0419894042333908e-07
1951,2.6797433747560717e-05,8.209279656057333e-08,2.0789732957382512e-07
1952,2.5812625608523376e-05,8.646739502182754e-08,2.0351471619051154e-07
1953,2.6100673494511284e-05,6.679773179030235e-08,2.747325993368577e-07
1954,2.5910901968018152e-05,6.547599440409613e-08,2.0326875471710082e-07
1955,2.43518989009317e-05,1.2107433633445908e-07,2.0085201413166942e-07
1956,2.4118317014654167e-05,8.023449993288523e-08,2.2762179696655949e-07
1957,2.464180397510063e-05,6.007825703591152e-08,1.9525433003764192e-07
1958,2.4308814317919314e-05,6.700517474200751e-08,2.4734006842663803e-07
1959,2.4214887162088417e-05,8.370807336177677e-08,2.4414856625298853e-07
1960,2.516138192731887e-05,6.574791910907152e-08,2.4361332862099516e-07
1961,2.3731437977403402e-05,9.17157052526818e-08,2.695885825687583e-07
1962,2.3812142899259925e-05,6.84931293903901e-08,2.467021147367632e-07
1963,2.4245759050245397e-05,6.983337641486287e-08,2.5346929533043294e-07
1964,2.4223319996963255e-05,6.874883951013544e-08,2.2145644607007853e-07
1965,2.4070972358458675e-05,8.043903676480113e-08,2.473363736044121e-07
1966,2.4115470296237618e-05,7.699313897546745e-08,2.2931769194656226e-07
1967,2.327463516849093e-05,3.747054933000982e-08,1.937621902925457e-07
1968,2.4510554794687778e-05,7.051522743495298e-08,2.3894332912277605e-07
1969,2.3609420168213546e-05,6.540130925714038e-08,2.275420598607525e-07
1970,2.2880956748849712e-05,5.5184699476740207e-08,2.0832224834066437e-07
1971,2.1942498278804123e-05,5.292549332125418e-08,1.5569344213872682e-07
1972,2.1782603653264232e-05,6.720492251588439e-08,2.0623190266633173e-07
1973,2.1627747628372163e-05,8.931390027555608e-08,2.0674514189522597e-07
1974,2.1875035599805415e-05,7.031964344150765e-08,2.0308313253281085e-07
1975,2.0957133529009297e-05,5.768594846244923e-08,1.9076344415225321e-07
1976,2.086922904709354e-05,5.1993094274394025e-08,1.6283551929063833e-07
1977,1.9898783648386598e-05,7.052138073504466e-08,1.6278686132409348e-07
1978,2.026929723797366e-05,6.712868128033733e-08,2.1445535480779654e-07
1979,2.0572611902025528e-05,7.666085366508923e-08,1.550772878999851e-07
1980,1.9813887774944305e-05,6.99273527970945e-08,1.671434262107141e-07
1981,1.9208164303563535e-05,7.211126273887203e-08,1.8723626737937593e-07
1982,2.017624501604587e-05,7.821452641110227e-08,1.6015356152365712e-07
1983,1.9830093151540495e-05,7.578379523920376e-08,1.5030451550046564e-07
1984,1.996366700041108e-05,5.335087749358536e-08,1.4671491044282448e-07
1985,1.9359869838808663e-05,6.917891681723631e-08,1.6422472981503233e-07
1986,1.9387365682632662e-05,8.272390061847545e-08,1.7084283854273963e-07
1987,1.9552169760572724e-05,6.110816741511371e-08,1.6560314008984278e-07
1988,1.9376664567971602e-05,5.936588109989316e-08,1.5231246663915954e-07
1989,1.9358802092028782e-05,5.8722907425590165e-08,1.536674147928352e-07
1990,1.898146547318902e-05,8.554381736303185e-08,1.629146595405473e-07
1991,1.857263850979507e-05,3.51687923227928e-08,1.3598599934994127e-07
1992,1.8939881556434557e-05,5.014049264673304e-08,1.3389164621457894e-07
1993,1.9682465790538117e-05,4.2651898013446043e-08,1.5398997277316084e-07
1994,1.8878961782320403e-05,4.325439917352014e-08,1.339831356972354e-07
1995,1.8571352484286763e-05,4.392185104507007e-08,1.4369494749644218e-07
1996,1.8009121049544774e-05,3.84342655479486e-08,1.3612135774110357e-07
1997,1.8493428797228262e-05,6.425158716183432e-08,1.294621512215599e-07
1998,1.8275286493008025e-05,9.870027639635737e-08,1.3016992284065054e-07
1999,1.8158780221710913e-05,7.038109828272354e-08,1.3116476793584297e-07
2000,1.7335913071292453e-05,4.9040149718848625e-08,1.2591389975113998e-07
2001,1.8063297829939984e-05,3.329720854594598e-08,1.1128278032401795e-07
2002,1.785347740224097e-05,2.7601695151702188e-08,1.2486481182349962e-07
2003,1.8417798855807632e-05,2.8335076507346457e-08,1.0167291719653804e-07
2004,1.765528395480942e-05,2.114299846311951e-08,1.0395307015187427e-07
2005,1.7543005014886148e-05,2.8373621674404603e-08,1.0899073998871245e-07
2006,1.723213426885195e-05,3.5825642896725185e-08,1.1077123929226218e-07
2007,1.768675610946957e-05,1.997239706952314e-08,1.0585370802118632e-07
2008,1.8067295968648978e-05,3.363377487630714e-08,1.1963405199821864e-07
2009,1.8895392713602632e-05,2.0026408975581944e-08,1.3541666987748613e-07
2010,2.033120472333394e-05,1.6060896612657416e-08,9.636537612323082e-08
2011,2.0176423277007416e-05,2.332622983658439e-08,1.158663494038592e-07
2012,2.310398303961847e-05,8.851056776393307e-09,1.1336161520603127e-07
2013,2.594444049464073e-05,1.0877587719448911e-08,1.1993238047125487e-07
2014,2.7274430976831354e-05,4.330890313042346e-09,1.3858849001735507e-07
2015,2.612522257550154e-05,2.438232948875907e-09,1.2257662262982194e-07
2016,2.7084013709099963e-05,7.871092222444531e-09,1.3753697203355841e-07
2017,2.4051760192378424e-05,4.528100561174142e-09,1.2552899875117873e-07
2018,2.6499272280489095e-05,1.884470712809616e-08,1.1952191414366098e-07
2019,2.5719824407133274e-05,1.7856913725466939e-09,1.1071286820651949e-07
