year,devrait_VERB être_VERB,devrait_VERB etre_VERB,devrait_VERB naître_VERB
1865,8.578694178140722e-06,1.3649848862318237e-08,1.3179164426446732e-08
1866,8.363015695067588e-06,1.8489329178805747e-08,7.298419202328432e-09
1867,8.947613423515577e-06,1.747012134956094e-08,1.455843445796745e-09
1868,9.339820280729327e-06,2.272342025655405e-08,1.333765986544222e-08
1869,8.940746738517191e-06,1.8557372527538973e-08,1.4650557211837167e-08
1870,8.655546480440535e-06,1.6055336615750093e-08,1.9495765002375265e-08
1871,9.84052076091757e-06,2.7615060460561835e-08,1.1683295220166201e-08
1872,9.488275281910319e-06,2.1770421909650395e-08,4.8378714367913744e-09
1873,9.465668881603051e-06,2.454261860407314e-08,1.2570609442263958e-08
1874,9.26900884223869e-06,1.4339061493728877e-08,8.961913877669758e-09
1875,8.660676030558534e-06,1.716458086775674e-08,1.4875970677508121e-08
1876,9.390670129505452e-06,1.6928840551599933e-08,9.673623679873344e-09
1877,8.570917998440564e-06,1.5462040536817767e-08,3.710889595609501e-09
1878,8.975897799246013e-06,1.9928991790152395e-08,6.039088784604019e-09
1879,9.847621186054312e-06,2.6270098985037293e-08,6.720257683667796e-09
1880,9.470173608860932e-06,2.0537107348062023e-08,8.343199908722454e-09
1881,9.174425031233113e-06,3.69542902944886e-08,4.8807553554297556e-09
1882,9.384758413943928e-06,2.1962771157291172e-08,7.320923423037584e-09
1883,8.809158316580579e-06,1.1374810426900694e-08,4.423537092179686e-09
1884,9.382992175233085e-06,2.178559910248623e-08,9.902545450302114e-09
1885,9.604641491023358e-06,2.1915161685370776e-08,9.66845359329227e-09
1886,9.220709216606338e-06,1.8069698626277386e-08,7.744156427236248e-09
1887,9.988601959776133e-06,1.958677409152898e-08,6.528924623161458e-10
1888,9.137459528574254e-06,2.599652049184442e-08,3.804368819970705e-09
1889,9.717226930661127e-06,1.628935564212952e-08,3.759081934617825e-09
1890,1.0348720934416633e-05,1.9007721618891082e-08,5.898947996740844e-09
1891,1.0147120519832242e-05,1.529812720946211e-08,3.1871101313640793e-09
1892,9.935592061083298e-06,2.2566645441202127e-08,1.8805537127519756e-09
1893,9.80851018539397e-06,1.539604177480669e-08,7.390100087434348e-09
1894,9.698069334262982e-06,1.827446460822557e-08,1.8904617871129403e-09
1895,1.022983906295849e-05,2.347259631108045e-08,3.611168697403855e-09
1896,1.070133839675691e-05,3.0074846835148605e-08,1.1794058174530164e-08
1897,1.0305708201485686e-05,2.73855541577106e-08,1.2236098356765979e-08
1898,1.0939297681034077e-05,2.8857609635224435e-08,1.0185038590293516e-08
1899,1.1052945410483517e-05,2.819064981451902e-08,8.291367592505594e-09
1900,1.0742884114733897e-05,2.232152884751315e-08,4.671947717582725e-09
1901,1.171511485154042e-05,3.297355988252093e-08,5.029864968975062e-09
1902,1.0070992175315041e-05,2.3078333910575566e-08,8.347482705062248e-09
1903,1.0766419109131675e-05,2.6461079327688708e-08,1.296052865029651e-08
1904,1.115610939450562e-05,2.203596238814498e-08,1.0211787859759625e-08
1905,1.1542553693288937e-05,2.8900250637065028e-08,8.257214467732865e-09
1906,1.18429416033905e-05,2.6235340733204993e-08,4.629765903985117e-09
1907,1.2059967957611661e-05,4.422845378826423e-08,8.228549397415463e-09
1908,1.1062412340834271e-05,2.406580645875067e-08,2.4556945366072114e-09
1909,1.1080081094405614e-05,3.960708028216686e-08,1.3752458727367411e-08
1910,1.1197598723811097e-05,3.313373397872965e-08,9.619471441624228e-09
1911,1.0847178600670304e-05,3.085816913106498e-08,1.2236860413850081e-08
1912,1.1736826309061144e-05,3.438218065809906e-08,9.376957876838787e-09
1913,1.1229080882912967e-05,2.7575547179026216e-08,5.302989602995467e-09
1914,1.0840019058377948e-05,2.9465672568562695e-08,0.0
1915,1.070046619133791e-05,1.1780762143587253e-08,1.5314990164938536e-08
1916,1.1273135896772146e-05,3.0764893077517286e-08,9.888715624128963e-09
1917,1.3254020814201795e-05,3.509255963596303e-08,6.57985488317081e-09
1918,1.2639608030440286e-05,1.8378202071289707e-08,5.743188147278033e-09
1919,1.2851393876189832e-05,3.959374894613177e-08,5.524709134618888e-09
1920,1.3369532098295167e-05,3.180337415642498e-08,4.543339038320937e-09
1921,1.2688895367318764e-05,2.6504615391331754e-08,1.5902768879527684e-08
1922,1.264209276996553e-05,3.24629156334133e-08,7.377935595798135e-09
1923,1.132296983996639e-05,4.0340601970001444e-08,1.1677542488541803e-08
1924,1.1467100193840452e-05,3.3518222752881854e-08,1.2891624656674594e-08
1925,1.206170145451324e-05,5.389107182729447e-08,1.2097995494286806e-08
1926,1.1379092939023394e-05,2.229227646921572e-08,1.114613823460786e-08
1927,1.1207201168872416e-05,4.0137208334734e-08,2.2298449753321847e-09
1928,1.1215802260267083e-05,3.313552099371009e-08,7.998228745975666e-09
1929,1.2128560229029972e-05,1.7824650422326727e-08,4.4561625500705304e-09
1930,1.2294467524043284e-05,2.3107928015519974e-08,8.402882833991043e-09
1931,1.2467195119825192e-05,5.816731984964463e-08,1.596749932275543e-08
1932,1.283361780224368e-05,2.4110979879310435e-08,1.0959536389520963e-08
1933,1.290564159717178e-05,2.064719240024715e-08,9.176529758292418e-09
1934,1.1967202226514928e-05,2.6359476379411717e-08,1.0783422155213884e-08
1935,1.1508702300488949e-05,4.308582290946106e-08,1.196828414151696e-08
1936,1.2031354344799183e-05,4.607391446143083e-08,1.8187071404440758e-08
1937,1.1984226148342714e-05,1.2591118370153254e-08,1.0072894518486919e-08
1938,1.211339986184612e-05,4.0192164929564456e-08,7.779128452511941e-09
1939,1.0851128536160104e-05,6.270560959364957e-08,1.3764645423464117e-08
1940,1.0609715900500305e-05,5.832300686847702e-08,2.5357829613881222e-08
1941,9.846212378761265e-06,6.198155233505531e-08,1.1806010391524069e-08
1942,9.654861969465856e-06,3.034211815133858e-08,3.034211770724937e-09
1943,1.0231000487692654e-05,5.516146828199453e-08,2.322588166236983e-08
1944,1.1670292224152945e-05,8.354284197764628e-08,6.4263723231761105e-09
1945,1.751735180732794e-05,4.661998787014454e-07,2.178504132643866e-08
1946,1.2928529940836597e-05,3.897909195416105e-08,1.5313215584455975e-08
1947,1.3083155863569118e-05,4.649139517809431e-08,1.549713246618012e-08
1948,1.2881012480647769e-05,5.544662773360187e-08,1.195907639583993e-08
1949,1.4622433809563518e-05,8.737137591197097e-08,1.2762110479513922e-08
1950,1.3856812074664049e-05,3.93508372553697e-08,1.3825969702452312e-08
1951,1.270092798222322e-05,1.5032575917395263e-07,4.157946520422229e-08
1952,1.3690319065062795e-05,5.9050902390112014e-08,1.0544804140977249e-08
1953,1.3480213056027424e-05,8.834538389734803e-08,1.2928593307037772e-08
1954,1.4002089301357046e-05,7.036225935230789e-08,1.07497895029951e-08
1955,1.3686093552678358e-05,8.165478515564928e-08,1.6894095011821264e-08
1956,1.391109253745526e-05,8.285084573955714e-08,1.744228228517386e-08
1957,1.3858640159014612e-05,8.128234729731787e-08,1.6786572132332367e-08
1958,1.4354824088513851e-05,8.603132961582105e-08,1.4890038535497752e-08
1959,1.4632636521128006e-05,8.990867828018168e-08,1.4726420971555854e-08
1960,1.380637058900902e-05,7.40529151332936e-08,2.353083417006019e-08
1961,1.4626570191467181e-05,1.0700165509192061e-07,2.223410966450956e-08
1962,1.4194566574587952e-05,8.244543447943897e-08,1.6489087428794846e-08
1963,1.517906002845848e-05,8.599850509494189e-08,1.6165133231993423e-08
1964,1.4782217476749793e-05,1.241129519158335e-07,1.1559539991878864e-08
1965,1.4607072444050573e-05,9.576076109851783e-08,1.3680108601477059e-08
1966,1.5384226571768522e-05,7.422360037701026e-08,1.5509408868297214e-08
1967,1.3946440049039666e-05,5.669885982939604e-08,1.3804939413830652e-08
1968,1.5637762771802954e-05,1.1632766927505145e-07,2.6050212653672133e-08
1969,1.6383482943638228e-05,8.85642785775076e-08,1.862120768691966e-08
1970,1.762369356583804e-05,8.829552111677685e-08,1.7935027685211935e-08
1971,1.7557904357090592e-05,7.090988596303305e-08,1.5415192677892264e-08
1972,1.5831632481422275e-05,1.0055087606986035e-07,1.3851396474251487e-08
1973,1.558858457428869e-05,8.655730265871853e-08,1.7642252103655665e-08
1974,1.7168120393762365e-05,1.0744841638654634e-07,1.9689501584707614e-08
1975,1.5888195775914937e-05,8.281646435293055e-08,2.6843956391076063e-08
1976,1.694689126452431e-05,9.827266467254958e-08,1.9997344224975677e-08
1977,1.6867539670784026e-05,1.1871099303562005e-07,2.5857840313392444e-08
1978,1.5642764992662705e-05,1.1762370988321891e-07,2.673266052966028e-08
1979,1.6612582840025425e-05,9.129078648584255e-08,2.750427441355896e-08
1980,1.756654637574684e-05,1.580471931106331e-07,2.21720881654619e-08
1981,1.654700463404879e-05,1.537108502702722e-07,1.8344094243616382e-08
1982,1.7371074136462994e-05,1.1545954237135447e-07,2.483000827169235e-08
1983,1.759446968208067e-05,9.346667440013334e-08,1.705135410645653e-08
1984,1.6910487829591148e-05,9.336403561377438e-08,1.797692661398287e-08
1985,1.5976720533217303e-05,9.023337277369592e-08,1.2632671797518924e-08
1986,1.6778565623098984e-05,8.632058895452488e-08,2.45773907892044e-08
1987,1.6119724023155868e-05,1.0510605008562379e-07,2.810975807676641e-08
1988,1.6332214727299288e-05,1.0134176142706508e-07,2.338656024392094e-08
1989,1.7124588339356706e-05,9.713976045766515e-08,3.0733485090195245e-08
1990,1.6378100553993136e-05,9.480652574112014e-08,2.1249737969242233e-08
1991,1.7224501789314672e-05,6.857913970037544e-08,2.2859714121636898e-08
1992,1.5551817341474816e-05,6.611932867883752e-08,2.644773289262048e-08
1993,1.5788957171025686e-05,6.148520093063325e-08,1.717154241021035e-08
1994,1.7884111002786085e-05,5.43317422163625e-08,3.0594573985354145e-08
1995,1.6664276699884795e-05,6.832287802183146e-08,2.76544991351102e-08
1996,1.6274241716018878e-05,1.1850564507476236e-07,1.5480466686312866e-08
1997,1.5974670532159507e-05,3.044758014603133e-07,2.013855748828064e-08
1998,1.5716706911916845e-05,4.105359270312192e-07,2.7178336026167926e-08
1999,1.6078882254078053e-05,3.916662439928942e-07,1.6452723627935484e-08
2000,1.6417847291450016e-05,1.374007789767262e-07,2.385736941334926e-08
2001,1.6485186279169284e-05,4.2497754981773994e-08,2.4534786646768225e-08
2002,1.6933421647991054e-05,3.285916194695204e-08,2.891606243338174e-08
2003,1.7196058252011426e-05,3.708561280291178e-08,1.91678459771083e-08
2004,1.6707374015823007e-05,3.6119288365776825e-08,1.9821561281219147e-08
2005,1.591580075910315e-05,6.215174153112457e-08,1.8014997493764895e-08
2006,1.6331550796166994e-05,4.6943944731481224e-08,2.7589862838794943e-08
2007,1.4646957424702123e-05,1.9173501564218043e-08,2.0371844655642235e-08
2008,1.4670711607323028e-05,4.768332506621675e-08,2.9802077250451475e-08
2009,1.4829078281763941e-05,2.0980046810947783e-08,1.7642312499788204e-08
2010,1.4791140529268887e-05,2.5508482270897304e-08,2.739800031292816e-08
2011,1.3413346096058376e-05,2.562061141020422e-08,3.059177444697525e-08
2012,1.2409182090777904e-05,9.19148204769904e-09,2.0425515501187874e-08
2013,1.2054877515765838e-05,5.578250028559495e-09,2.5659950608769577e-08
2014,1.0620859029586427e-05,5.413613113347537e-09,2.3170263929728208e-08
2015,1.0600107088976074e-05,2.6598904745434027e-09,2.7485535625260127e-08
2016,1.092652564693708e-05,5.799752067492392e-09,2.4027544398563805e-08
2017,1.134565900429152e-05,3.018733707449428e-09,2.3646746782901573e-08
2018,1.1366198123141658e-05,6.711813271831346e-09,2.6072813241739823e-08
2019,1.0590170859359205e-05,2.5509878653906526e-09,2.3469088006322636e-08
