year,devront_VERB être_VERB,devront_VERB etre_VERB,devront_VERB naître_VERB
1869,7.02054694556864e-06,8.790334682373668e-09,9.767038289254515e-10
1870,6.900354492245242e-06,8.027668307875047e-09,1.7202146374017957e-09
1871,1.1196844752703328e-05,2.3366590440332402e-08,2.1242354542039266e-09
1872,8.605364200775512e-06,1.9956219787786722e-08,3.628403577593531e-09
1873,9.288482942793053e-06,1.6760813181804224e-08,5.986004469882289e-10
1874,9.73263831838267e-06,1.613144390288923e-08,5.974609140757536e-10
1875,8.827171768643893e-06,2.0025344937835143e-08,1.2015206607429718e-08
1876,9.05390697880648e-06,2.1765654167893445e-08,1.209202959984168e-09
1877,8.736052222957369e-06,1.6699003069220453e-08,1.8554447978047506e-09
1878,9.062860044650733e-06,3.381889696063567e-08,2.4156354694326865e-09
1879,9.017974662128836e-06,2.993569381271044e-08,0.0
1880,1.25199348985916e-05,1.7969970400599777e-08,6.417846254436199e-10
1881,9.868886991171166e-06,3.6257040536558094e-08,9.761510710859511e-09
1882,9.561791557644028e-06,1.5307385581309063e-08,3.9932310791357395e-09
1883,9.152298844128381e-06,1.7694148368718743e-08,0.0
1884,9.392894753545988e-06,2.5086448474098688e-08,1.9805090900604227e-09
1885,9.448012860957533e-06,1.8692343672910283e-08,6.445635691854079e-10
1886,9.354941539641004e-06,3.743009102663564e-08,3.2267319927115068e-09
1887,1.021384923660662e-05,3.9173546184656516e-08,0.0
1888,9.490631782682613e-06,4.057993363559831e-08,6.340614699951175e-10
1889,9.463488822802901e-06,1.1903759755682586e-08,3.132568426877924e-09
1890,9.815848898142576e-06,1.7696843102044113e-08,4.5880703680722945e-09
1891,1.0066168215416837e-05,2.8046567734918426e-08,6.374220040683554e-10
1892,1.0037769243353978e-05,3.0715710863660206e-08,6.268512375839919e-10
1893,1.0052383004222065e-05,2.2170299374124625e-08,0.0
1894,1.0748535714810714e-05,2.457600345451283e-08,1.2603078580752936e-09
1895,1.1180780347785912e-05,2.4074457982692365e-08,4.213029924926559e-09
1896,1.0499659765628166e-05,2.4767521367152767e-08,1.179405795248556e-09
1897,1.128984058595961e-05,3.029891004757701e-08,0.0
1898,1.1440627531555947e-05,1.9804241802034994e-08,5.6583546736987955e-09
1899,1.1224300578760449e-05,4.366786754417262e-08,0.0
1900,1.042155872710282e-05,2.1283318218934255e-08,3.114631885736685e-09
1901,1.1048377928091213e-05,3.297355988252093e-08,1.1177477832191585e-09
1902,1.0936675607808866e-05,4.0264328760031276e-08,0.0
1903,1.1913965863641351e-05,3.186130115295782e-08,2.1600881083827517e-09
1904,1.255673669220414e-05,2.7948051872783708e-08,0.0
1905,1.2210872228024527e-05,3.044847929345451e-08,0.0
1906,1.2448412235244177e-05,2.3663248249761182e-08,5.144184522798412e-10
1907,1.2293452527956106e-05,4.2685599055403145e-08,1.5428529565042481e-09
1908,1.1214174264750909e-05,3.437972395659017e-08,4.911389073214423e-10
1909,1.088644603441935e-05,4.8408654862441836e-08,0.0
1910,1.0944821042357944e-05,2.8323999146095957e-08,5.344150677544235e-10
1911,1.1453169463493396e-05,2.2877608141236294e-08,0.0
1912,1.1377375813026447e-05,3.125652625612929e-08,2.0837684910901544e-09
1913,1.2092407814634498e-05,4.295421618394357e-08,1.590896969716482e-09
1914,1.2895919098809827e-05,3.3483718908655646e-08,0.0
1915,1.4465597814705689e-05,3.7698437704847265e-08,3.534228465440492e-09
1916,1.3194843631936237e-05,4.5048592633989415e-08,3.2962386153911893e-09
1917,1.528938810224645e-05,3.3995917192441993e-08,1.0966424435210342e-09
1918,1.4836952686891891e-05,5.743188324913717e-08,1.722956355365568e-08
1919,1.6645948562654667e-05,4.327688785110695e-08,2.762354567309444e-09
1920,1.5149006685533095e-05,4.467616676606667e-08,1.514446346106979e-09
1921,1.3743022464041132e-05,4.1650110915725236e-08,0.0
1922,1.2819163202948403e-05,3.0249535931670124e-08,1.4755870969551665e-09
1923,1.3513040357793216e-05,5.520292978289376e-08,1.0615948120573648e-09
1924,1.228185101354029e-05,4.769901074119787e-08,0.0
1925,1.0822207514138427e-05,5.609070607981437e-08,4.399271169575059e-09
1926,1.2173812137916684e-05,4.0126099776216506e-08,2.229227691330493e-09
1927,1.0420065336802509e-05,3.6792442870137165e-08,0.0
1928,1.2224721103848424e-05,7.655447831211859e-08,1.1426041224282812e-09
1929,1.266330036742147e-05,1.3368487650211591e-08,3.342121912552898e-09
1930,1.1330236702633556e-05,2.941009036305786e-08,0.0
1931,1.3286099601828028e-05,3.649714130915527e-08,2.2810713318222042e-09
1932,1.404903014190495e-05,3.287861005674131e-08,1.0959536611565568e-09
1933,1.3447057426674291e-05,2.1794258842078307e-08,1.1470662197865522e-09
1934,1.3963333913125098e-05,1.5576054224197833e-08,0.0
1935,1.3908343134971801e-05,2.752705352548901e-08,1.196828414151696e-09
1936,1.2915245861222502e-05,3.758661426545018e-08,0.0
1937,1.4307287528936286e-05,4.406891207509034e-08,0.0
1938,1.5000752682681195e-05,6.61225966203105e-08,0.0
1939,1.4769464542041533e-05,5.35291766468049e-08,1.5294050470515685e-09
1940,1.1935930160689168e-05,2.5357829613881222e-08,0.0
1941,1.3287664842209779e-05,2.3612020783048138e-08,0.0
1942,9.630588465370238e-06,2.730790527039062e-08,0.0
1943,8.230671483033802e-06,3.4838823381733164e-08,0.0
1944,9.192925972456578e-06,6.105053529381621e-08,9.639558484764166e-09
1945,1.072913255484309e-05,1.8735134688085964e-07,2.178504043826024e-09
1946,1.0358693543821573e-05,4.733175273941015e-08,5.568441707737293e-09
1947,9.962272088159807e-06,4.649139739854036e-08,2.3841741914054637e-09
1948,9.301987120124977e-06,5.218506160531433e-08,4.348755133776194e-09
1949,1.1293486750219017e-05,4.417653876043204e-08,9.817008317369869e-10
1950,1.01588975667255e-05,9.67817883612554e-08,2.1270722960764488e-09
1951,9.302072612626944e-06,9.062191630437866e-08,0.0
1952,1.0166245374421123e-05,6.537778263204785e-08,3.1634410646574906e-09
1953,9.354914254799951e-06,4.094054262271385e-08,6.464296653518886e-09
1954,9.077708455151878e-06,8.111205329619509e-08,1.9545072227344917e-09
1955,8.36914659885224e-06,3.472674947602172e-08,9.385607846468247e-10
1956,9.077836693904828e-06,7.151335745803067e-08,8.72114158667614e-10
1957,8.694560165167786e-06,3.092263228809955e-08,5.301022731885041e-09
1958,9.39230540097924e-06,3.4743422361316334e-08,2.4816730892496253e-09
1959,9.142007002083119e-06,4.1854036680888385e-08,7.750747821333448e-10
1960,8.392894415010232e-06,3.668041564930391e-08,3.460416619915918e-09
1961,9.295942618336994e-06,2.3623741518541408e-08,2.08444772553662e-09
1962,8.899667591322213e-06,3.55149545328004e-08,2.5367825617905737e-09
1963,8.097438694676384e-06,3.168366058403649e-08,1.2932106496776896e-09
1964,7.794779776304495e-06,3.8937397306426647e-08,0.0
1965,7.708467819611542e-06,5.417322768153099e-08,3.830430195250756e-09
1966,7.261727205332136e-06,6.2591546168278e-08,2.215629901769489e-09
1967,6.929586561454926e-06,2.7609879216239364e-08,1.4791006197611978e-09
1968,6.623491117352387e-06,4.760900734757101e-08,4.042274071025531e-09
1969,9.943724762706552e-06,5.1776038095807664e-08,4.5417578031781147e-10
1970,9.53315702645341e-06,2.575285940054073e-08,2.7592350626548523e-09
1971,8.778952178545296e-06,5.395317281831069e-08,1.541519245584766e-09
1972,9.067534847417846e-06,4.360624855648254e-08,5.130146973897354e-09
1973,8.521758900315035e-06,3.528450343015521e-08,2.7566018356850464e-09
1974,9.038605639943853e-06,3.712877250094948e-08,1.6876715580593782e-09
1975,9.497049177298322e-06,6.054169077174265e-08,0.0
1976,8.87653550307732e-06,3.5423865618611217e-08,1.142705374768127e-09
1977,6.679550097032916e-06,4.99526446873233e-08,1.1753563677885381e-09
1978,6.197225047799293e-06,7.06930389782201e-08,5.940591352171509e-10
1979,6.077859325159807e-06,4.388980068270598e-08,1.7555920051037788e-09
1980,5.437278105091536e-06,5.2871899747231055e-08,1.7055452605774235e-09
1981,5.6771805247990415e-06,5.123695245856652e-08,1.2651099057237047e-09
1982,6.23171172264847e-06,5.090151899977968e-08,1.8622506869903077e-09
1983,5.572003374254564e-06,3.157658090557902e-08,2.5261264191556165e-09
1984,5.355384473659797e-06,2.5515636936646047e-08,2.8995041922996734e-09
1985,5.7418501455686055e-06,3.128090220183566e-08,1.2031116103372597e-09
1986,5.515526027011219e-06,3.237022216939778e-08,1.7983456945813714e-09
1987,5.290745320962742e-06,2.3221104150650262e-08,6.110816852533674e-10
1988,5.218800652073696e-06,2.278690475199241e-08,2.99827696004229e-09
1989,5.813019015477039e-06,1.8110803523541108e-08,3.2928733073589456e-09
1990,4.8858055379241705e-06,2.0704873870958096e-08,0.0
1991,4.747200819110731e-06,1.5239809691980355e-08,2.344586080837985e-09
1992,4.44707575297798e-06,1.4876849085965205e-08,2.2039776670368383e-09
1993,4.583694135362748e-06,2.4372513340864543e-08,5.539207426075166e-10
1994,4.44096076535061e-06,1.0549853213248639e-08,1.5824779264761446e-09
1995,4.677948254538933e-06,2.1689803730851054e-08,2.1689803286761844e-09
1996,4.569406883092597e-06,1.6548085124412637e-08,2.135236876199542e-09
1997,4.552272912405897e-06,8.918503624499863e-08,1.917957792585412e-09
1998,4.197861017019022e-06,1.206336641690342e-07,2.3840645013706308e-09
1999,4.167566657997668e-06,8.409170151879586e-08,9.140402323914998e-10
2000,4.512577561399667e-06,2.871720505837061e-08,1.7672125984802278e-09
2001,4.4438629629439674e-06,9.20054432640427e-09,1.7524847129024579e-09
2002,4.276948402548442e-06,1.270554239596322e-08,0.0
2003,4.3119316615047865e-06,1.6667691671301554e-09,1.6667691671301554e-09
2004,4.136539246246684e-06,8.809582230373536e-09,8.809582507929292e-10
2005,4.141197678109165e-06,1.3961623968050674e-08,9.007499190971657e-10
2006,3.6192134302837076e-06,1.2765458912156191e-08,1.6471559671771274e-09
2007,3.305032350908732e-06,6.790615098006825e-09,2.3966877371606188e-09
2008,3.4119120755349286e-06,9.792111288486893e-09,5.5346713878634546e-09
2009,3.5437205951893702e-06,7.152288761247405e-09,4.76819250749827e-10
2010,3.2830362215463538e-06,4.251413721068076e-09,2.3618964561933353e-09
2011,3.214813204976963e-06,5.353560705856353e-09,2.2943831279320648e-09
2012,2.5065512545552338e-06,1.7021263287730903e-09,3.063827413996023e-09
2013,2.6340496788179735e-06,5.578250084070646e-10,1.9523875849358774e-09
2014,2.0970171590306563e-06,1.7323561474213989e-09,2.165445156521173e-09
2015,2.2440608518081717e-06,1.5516027351836215e-09,1.994917786518613e-09
2016,2.2092913241067436e-06,3.72841224560716e-09,1.6570720351438695e-09
2017,2.1400305740826298e-06,5.031222660711876e-10,1.2578056374223934e-09
2018,1.8937639651994687e-06,1.5488800242380307e-09,3.3559066636712487e-09
2019,1.75048774053721e-06,5.1019755087367e-10,1.02039510174734e-09
