year,voulait_VERB être_VERB,voulait_VERB etre_VERB,voulait_VERB naître_VERB
1843,1.4135238188828225e-06,1.1813822142769936e-09,5.906911071384968e-10
1844,1.6010133094823686e-06,2.195424508855126e-09,2.195424508855126e-09
1845,1.53400469571352e-06,1.674068439427856e-09,2.1204865419122143e-08
1846,1.4513308315144968e-06,5.854501328173001e-10,1.7563503984519002e-09
1847,1.493922923145874e-06,1.6179670936367074e-09,3.235934187273415e-09
1848,1.4175681144479313e-06,1.6090443422100975e-09,0.0
1849,1.417796966052265e-06,0.0,8.379414939696517e-10
1850,1.076734747584851e-06,6.788996032014438e-09,1.0183494048021657e-08
1851,1.355027052341029e-06,0.0,7.094382858952031e-09
1852,1.1855703405672102e-06,1.9531636308300904e-09,5.208436348880241e-09
1853,1.5025379980215803e-06,5.971931837933653e-10,3.5831591027601917e-09
1854,1.362303237328888e-06,2.5978321716024766e-09,3.117398783558656e-09
1855,1.5788137943673064e-06,2.653468555990912e-09,7.960405667972736e-09
1856,1.3843804254065617e-06,2.5885946719483854e-09,5.177189343896771e-09
1857,1.4571304518540273e-06,0.0,9.763018171682347e-10
1858,1.3227606814325554e-06,2.4468380654951716e-09,5.3830437884982985e-09
1859,1.529688915979932e-06,1.5276520048956854e-09,3.055304009791371e-09
1860,1.6876076642802218e-06,1.373155145145688e-09,5.492620580582752e-09
1861,1.3926240853834315e-06,9.431927461278633e-10,2.8295783494058924e-09
1862,1.3797930478176568e-06,1.3553959066214816e-09,4.066187830886747e-09
1863,1.3740201438849908e-06,1.9978483312144135e-09,1.9978483312144135e-09
1864,1.3717716456085327e-06,1.4384183844029508e-09,5.753673537611803e-09
1865,1.5052488606670522e-06,3.294791106611683e-09,7.530950973944073e-09
1866,1.3219870425018598e-06,1.9462451650298362e-09,2.919367858567057e-09
1867,1.4679754940516432e-06,1.94112459439566e-09,7.279217228983725e-09
1868,1.153460630121117e-06,3.457911734727759e-09,4.93987406535723e-10
1869,1.3952213748780196e-06,3.906815315701806e-09,9.767038289254515e-10
1870,1.509201638327795e-06,2.8670243956696595e-09,2.2936195165357276e-09
1871,1.2989700053367415e-06,1.0621177271019633e-09,0.0
1872,1.3793980997434119e-06,2.4189357183956872e-09,6.047339295989218e-10
1873,1.170263885796885e-06,1.7958012854535355e-09,2.3944017879529156e-09
1874,1.4147874480840983e-06,3.5847653734322193e-09,0.0
1875,1.3462753258863813e-06,1.716458086775674e-09,1.716458086775674e-09
1876,1.3663993740919977e-06,4.232210137899983e-09,6.04601479992084e-10
1877,1.2654134025069652e-06,6.184815992682502e-10,1.8554447978047506e-09
1878,1.2760594927385682e-06,4.831270938865373e-09,7.2469061862534545e-09
1879,1.4088103625908843e-06,1.832797580370027e-09,1.221865053580018e-09
1880,1.1423766181906103e-06,0.0,0.0
1881,1.0695827086237841e-06,1.3945015142624584e-09,0.0
1882,1.2978000540897483e-06,3.3276925659464496e-09,2.6621540527571597e-09
1883,1.0603851023915922e-06,6.319338941018771e-10,3.791603475633565e-09
1884,1.0391071327831014e-06,1.9805090900604227e-09,1.9805090900604227e-09
1885,1.0641743983796914e-06,6.445635691854079e-10,0.0
1886,1.1467805052234326e-06,6.453463874400711e-10,1.936039106809062e-09
1887,1.0028428505393094e-06,6.528924623161458e-10,5.223139698529167e-09
1888,1.0893176067838795e-06,0.0,1.268122939990235e-09
1889,1.1089291547250468e-06,6.265136742733546e-10,1.2530273485467092e-09
1890,1.0578779665593174e-06,1.9663159989136147e-09,6.554386366985909e-09
1891,1.094453637051629e-06,1.9122659011827636e-09,1.2748440081367107e-09
1892,9.603361377230613e-07,0.0,5.641661360300532e-09
1893,1.1263743999734288e-06,1.2316833108982905e-09,2.463366621796581e-09
1894,9.490117918176111e-07,0.0,1.8904617871129403e-09
1895,8.925605357035238e-07,2.4074457982692365e-09,1.2037228991346183e-09
1896,1.0809253581101075e-06,1.179405795248556e-09,2.948514543632541e-09
1897,9.777224931895034e-07,3.4960281336537946e-09,1.1653427112179315e-09
1898,1.0156746839129482e-06,1.13167097914868e-09,5.6583546736987955e-09
1899,1.0485815664651454e-06,2.7637891975018647e-09,4.9748205555033564e-09
1900,1.037172410178755e-06,2.07642125715779e-09,1.5573159428683425e-09
1901,9.249362733498856e-07,5.588738916095792e-10,1.1177477832191585e-09
1902,7.031526365608443e-07,4.910283846193408e-10,9.820567692386817e-10
1903,9.741997928358614e-07,1.0800440541913758e-09,1.6200660812870638e-09
1904,9.964554692487582e-07,0.0,0.0
1905,8.479127018290455e-07,1.0321518084666081e-09,3.6125313851442797e-09
1906,9.49102059166762e-07,1.0288369045596824e-09,2.572092316910357e-09
1907,9.67883124758373e-07,0.0,2.057137349353866e-09
1908,1.029918280437414e-06,9.822778146428846e-10,2.9468334439286537e-09
1909,1.0583892162685515e-06,1.6502950117569526e-09,1.1001967115120692e-09
1910,9.859958254310186e-07,5.344150677544235e-10,1.6032452032632705e-09
1911,1.0199157713941531e-06,1.0640748282497725e-09,0.0
1912,9.569706662659883e-07,5.209421227725386e-10,1.5628263128064646e-09
1913,1.157112365035573e-06,0.0,8.484783542428431e-09
1914,8.873185493030178e-07,2.0090231700464756e-09,6.696743715117748e-10
1915,8.328998433171364e-07,1.1780761921542648e-09,7.068456930880984e-09
1916,9.668966640674626e-07,2.197492410260793e-09,0.0
1917,8.268684155154915e-07,1.0966424435210342e-09,3.289927441585405e-09
1918,9.441801580578613e-07,0.0,4.594550517822427e-09
1919,1.0082593462357181e-06,1.8415696745321952e-09,0.0
1920,8.541477427570499e-07,7.572231730534895e-10,0.0
1921,1.0094472600030713e-06,1.5145494858259667e-09,0.0
1922,9.539670600133832e-07,7.377935484775833e-10,2.951174193910333e-09
1923,1.0053303185486584e-06,0.0,6.369568872344189e-09
1924,1.0390649549663067e-06,1.289162443462999e-09,5.156649773851996e-09
1925,1.0712225275710807e-06,2.1996355847875293e-09,6.598906754362588e-09
1926,1.0856339258680237e-06,3.343841648018042e-09,3.343841648018042e-09
1927,1.3445965123537462e-06,0.0,1.1149224876660924e-09
1928,1.0317714895791141e-06,5.713020723163709e-09,3.4278122562625413e-09
1929,1.030487624120724e-06,6.684243825105796e-09,1.0026365515614089e-08
1930,1.03355455394194e-06,0.0,6.302162347537887e-09
1931,8.565422717765614e-07,1.1405356659111021e-09,2.2810713318222042e-09
1932,8.778588949098776e-07,1.0959536611565568e-09,1.0959536611565568e-09
1933,9.818886610446498e-07,0.0,4.588264879146209e-09
1934,9.800932048165123e-07,0.0,1.3179738189705859e-08
1935,1.0017454314947827e-06,0.0,2.393656828303392e-09
1936,8.378177653867169e-07,0.0,2.424942913137329e-09
1937,8.184226771845715e-07,0.0,3.777335333410292e-09
1938,8.699659019839601e-07,0.0,3.8895642262559704e-09
1939,8.778785058893845e-07,3.058810094103137e-09,3.058810094103137e-09
1940,7.886284834057733e-07,0.0,0.0
1941,9.297233418692485e-07,0.0,1.1806010391524069e-08
1942,8.829556463751942e-07,0.0,6.068423541449874e-09
1943,1.1119391274405643e-06,2.9032352077962287e-09,0.0
1944,9.414635542270844e-07,0.0,3.2131861615880553e-09
1945,1.2461042615541373e-06,0.0,4.357008087652048e-09
1946,1.1345699704179424e-06,2.7842208538686464e-09,8.352662561605939e-09
1947,1.1932792176594376e-06,0.0,3.5762612871081956e-09
1948,1.019783098854532e-06,3.2615663503321457e-09,4.348755133776194e-09
1949,9.59121734922519e-07,1.9634016634739737e-09,0.0
1950,1.0082322887683404e-06,0.0,5.317680518146517e-09
1951,9.648568948250613e-07,0.0,2.1322803522849654e-09
1952,9.448144169255102e-07,1.0544803918932644e-09,4.2179215675730575e-09
1953,8.155787440955464e-07,0.0,3.232148326759443e-09
1954,1.02220724329527e-06,0.0,1.2704297169818801e-08
1955,9.394993298883492e-07,0.0,6.569925492527773e-09
1956,1.0081639629788697e-06,1.744228317335228e-09,1.744228317335228e-09
1957,9.373974876325519e-07,1.7670075402875796e-09,7.951533653738352e-09
1958,8.735489132050134e-07,8.272243445794913e-10,1.6544486891589827e-09
1959,8.060777645368944e-07,3.100299128533379e-09,3.8753737996444215e-09
1960,9.322362757302471e-07,1.3841666701708277e-09,8.305000243069571e-09
1961,9.89417912933277e-07,6.948159270159238e-10,3.47407969059077e-09
1962,1.000760676106438e-06,0.0,5.7077609305622445e-09
1963,8.987814226202318e-07,1.2932106496776896e-09,9.052474325699222e-09
1964,9.515326269138313e-07,1.8251904432275978e-09,6.083968440151466e-09
1965,8.235425070779456e-07,2.188817349590977e-09,1.6416130677043839e-09
1966,1.0219592923021992e-06,2.215629901769489e-09,4.431259803538978e-09
1967,9.924765436153393e-07,1.9721342336964653e-09,6.902469706915326e-09
1968,9.791286856852821e-07,8.982831700699023e-10,9.88111459321317e-09
1969,8.29779139621678e-07,1.3625273131978588e-09,3.6334062425424918e-09
1970,8.530635113856988e-07,1.8394900047624674e-09,2.2993624781975086e-09
1971,8.575985361858329e-07,1.541519245584766e-09,4.1107179882260425e-09
1972,7.905556458354113e-07,2.565073486948677e-09,2.0520587451500205e-09
1973,7.972092816999066e-07,1.6539611902288698e-09,6.064523994098181e-09
1974,7.442631044796144e-07,0.0,2.2502286700643026e-09
1975,6.808084549447813e-07,3.998036124386317e-09,4.569184142155791e-09
1976,7.507574082410429e-07,5.713526873840635e-10,2.285410749536254e-09
1977,7.146166467464354e-07,1.7630346071939584e-09,6.464460078348111e-09
1978,8.203956554098113e-07,4.158414057542359e-09,4.752473081737207e-09
1979,7.765568739159789e-07,1.1703946700691858e-09,5.851973350345929e-10
1980,7.578306053801498e-07,2.2740602734216964e-09,2.2740602734216964e-09
1981,7.590659265588329e-07,0.0,1.8976649140967083e-09
1982,7.715925107731891e-07,2.483000915987077e-09,2.483000915987077e-09
1983,7.660478331672493e-07,1.89459470334441e-09,3.157658134966823e-09
1984,7.683686362724984e-07,2.8995041922996734e-09,4.639206796497319e-09
1985,7.86233442795492e-07,1.2031116103372597e-09,1.2031116103372597e-09
1986,8.554130772608914e-07,5.395036861699509e-09,2.997242676272549e-09
1987,8.255713623839256e-07,0.0,1.2221633705067347e-09
1988,8.095347538983333e-07,2.99827696004229e-09,2.398621523624911e-09
1989,8.34194565868529e-07,5.488121956886971e-09,3.841685636274406e-09
1990,8.080349402916909e-07,3.2691906959314565e-09,2.724325431913144e-09
1991,8.352587883564411e-07,5.861465202094962e-10,1.7584396161396398e-09
1992,8.545923151359602e-07,1.1019888335184191e-09,2.7549720282848966e-09
1993,8.613467343820957e-07,1.1078414852150331e-09,3.877445031719162e-09
1994,8.714178534319217e-07,1.0549853213248639e-09,3.164955852952289e-09
1995,8.83859456735081e-07,1.626735190995987e-09,1.0844901643380922e-09
1996,8.076533504208783e-07,5.338092190498855e-10,1.6014276571496566e-09
1997,8.43421958052204e-07,1.438468344439059e-09,2.876936688878118e-09
1998,9.026068710227264e-07,1.9072516899143466e-09,3.337690568372409e-09
1999,7.901877552285441e-07,2.7421207526856506e-09,3.656160929565999e-09
2000,8.221956591114576e-07,0.0,1.3254094488601709e-09
2001,8.828141631056496e-07,1.3143635069212678e-09,3.943090742808408e-09
2002,9.516012937638152e-07,4.38122149670761e-10,4.381221607729913e-09
2003,9.629758324081195e-07,0.0,2.083461403401543e-09
2004,9.13553719783522e-07,1.7619165015858584e-09,3.0833537945085254e-09
2005,9.160626746052003e-07,4.5037495954858286e-10,3.1526248278623825e-09
2006,1.0978294540109346e-06,1.2353669198716943e-09,2.8825228870488218e-09
2007,1.1867598459502915e-06,1.1983438685803094e-09,3.1955835755326234e-09
2008,1.2938359077452333e-06,1.2772318758180745e-09,3.405951742863067e-09
2009,1.3570275996244163e-06,0.0,4.76819250749827e-10
2010,1.5739677792225848e-06,0.0,3.3066551718974324e-09
2011,1.7070210560632404e-06,7.64794394481072e-10,5.7359579308524644e-09
2012,2.0197430785628967e-06,0.0,3.744677901096338e-09
2013,2.201177494498552e-06,0.0,4.741512515948898e-09
2014,2.584025651231059e-06,0.0,6.063246349441442e-09
2015,2.5217977963620797e-06,2.2165753954528356e-10,3.768178213903184e-09
2016,2.5150211513391696e-06,1.0356699942093428e-09,6.628288140575478e-09
2017,2.3697059532423737e-06,0.0,4.024978128569501e-09
2018,2.507894805603428e-06,2.5814667070633845e-10,3.0977600484760615e-09
2019,2.4211424261011416e-06,2.55098775436835e-10,2.2958890344426663e-09
