year,devraient_VERB être_VERB,devraient_VERB etre_VERB,devraient_VERB naître_VERB
1857,3.050943178095622e-06,6.8341128311999455e-09,9.274867096564776e-09
1858,3.037015403606347e-06,5.3830437884982985e-09,7.34051397444091e-09
1859,3.277832092862809e-06,8.147477359443656e-09,2.5460866748261424e-09
1860,3.171073103658273e-06,6.408057640072684e-09,9.15436793036406e-09
1861,3.6704345802718308e-06,7.073945706981277e-09,8.488735048217677e-09
1862,3.379453801244381e-06,4.9697850279528666e-09,2.2589932147099034e-09
1863,3.4482861792639596e-06,3.496234635136375e-09,0.0
1864,3.3941878427867778e-06,7.671564716815737e-09,6.233146443435089e-09
1865,3.7000504562456626e-06,6.589582268734517e-09,2.3534221238463715e-09
1866,3.4667491490836255e-06,8.75810357570117e-09,2.432806400776144e-09
1867,3.7900458664807957e-06,4.367530337390235e-09,2.91168689159349e-09
1868,4.009695658169221e-06,1.0867722721741302e-08,5.433861360870651e-09
1869,3.752007842194871e-06,6.836926913500463e-09,2.9301114867763545e-09
1870,3.867615760100307e-06,8.027668307875047e-09,1.7202146374017957e-09
1871,4.566044026432792e-06,6.37270636261178e-09,8.496941816815706e-09
1872,4.527642886387184e-06,7.861541084785983e-09,6.652073114565837e-09
1873,4.169251951680053e-06,3.591602570907071e-09,5.9860045809045914e-09
1874,4.171472028247081e-06,7.766991494406739e-09,1.1949218281515073e-09
1875,3.8248408600338735e-06,1.1443054281912168e-09,9.154443425529735e-09
1876,4.291461209504632e-06,4.232210137899983e-09,3.627608879952504e-09
1877,4.02755222239648e-06,4.9478527941460015e-09,2.4739263970730008e-09
1878,3.937485871574609e-06,9.662541822219595e-09,1.8117265465633636e-09
1879,4.236206223140471e-06,1.0996785704264767e-08,6.720257683667796e-09
1880,4.124107817915501e-06,9.626769603698904e-09,1.2835692508872398e-09
1881,3.7463282751559746e-06,1.8825771164188154e-08,4.183504653809678e-09
1882,4.262108632246964e-06,6.655385131892899e-09,6.655385131892899e-10
1883,4.085452474100748e-06,1.0742875922176154e-08,8.21514056781325e-09
1884,3.937252131436253e-06,8.582206056928499e-09,1.9805090900604227e-09
1885,4.3533823372854386e-06,1.353583467533781e-08,1.0957580620640783e-08
1886,3.912735337507911e-06,4.5174246565693466e-09,3.872078213618124e-09
1887,4.469048690225463e-06,7.834709769838355e-09,1.3057849246322917e-09
1888,4.222215466143098e-06,1.0779045211961602e-08,2.53624587998047e-09
1889,4.314173111197306e-06,5.6386229019267375e-09,6.265136853755848e-09
1890,4.603145498549566e-06,7.2098250147867304e-09,1.3108772956016423e-09
1891,4.567128598864656e-06,1.1473596295275001e-08,1.2748440081367107e-09
1892,4.5001652324572206e-06,7.522214628963297e-09,1.8805537127519756e-09
1893,4.234527295920998e-06,5.542574843531156e-09,4.310891643655168e-09
1894,4.184852059552213e-06,1.449354058991048e-08,5.041231432301174e-09
1895,4.6993341129564214e-06,1.444467434552621e-08,4.814891596538473e-09
1896,4.846768206334673e-06,7.66613794667137e-09,4.1279202278587945e-09
1897,4.9060927267419174e-06,8.740070001067579e-09,4.078699600285063e-09
1898,4.699263627117034e-06,1.3580051749784161e-08,1.6975064687230201e-09
1899,4.892459855909692e-06,7.738609753005221e-09,6.633094074004475e-09
1900,4.722819994640304e-06,7.26747462209687e-09,2.07642125715779e-09
1901,5.142757345311111e-06,1.620734302321125e-08,5.58873880507349e-09
1902,4.608792551152874e-06,5.892340837476695e-09,9.820567692386817e-10
1903,4.900160092802253e-06,8.640352211486402e-09,4.320176216765503e-09
1904,4.9908767323358916e-06,6.449550227216605e-09,2.6873125946735854e-09
1905,5.074058208265342e-06,1.1353670004154992e-08,4.64468330463319e-09
1906,5.7429674598097336e-06,1.2860461140462576e-08,4.629765903985117e-09
1907,5.502842213900294e-06,1.491424583832668e-08,2.057137349353866e-09
1908,5.442801466415403e-06,7.367083831866239e-09,3.929111258571538e-09
1909,5.107113338453928e-06,1.4852655993990993e-08,2.7504918342913243e-09
1910,5.257575594441732e-06,1.4963622341213068e-08,6.947395991829808e-09
1911,5.212370524532162e-06,1.1704822888702893e-08,5.852411444351446e-09
1912,5.397481345426058e-06,1.82329742415277e-08,5.730363294986773e-09
1913,5.166172741155606e-06,1.6969566307700745e-08,7.42418571064718e-09
1914,5.012512701796368e-06,6.027069510139427e-09,6.696743715117748e-10
1915,5.065727691544453e-06,8.246533234057551e-09,9.424609537234119e-09
1916,5.082799816591432e-06,9.888715846173568e-09,0.0
1917,6.106105047365418e-06,1.7546279096336548e-08,2.1932848870420685e-09
1918,6.082036179577699e-06,2.1824114071478107e-08,4.594550517822427e-09
1919,6.33407898931182e-06,1.7494911797033552e-08,1.8415696745321952e-09
1920,6.200143161549931e-06,1.2115570768855832e-08,3.786115865267448e-09
1921,5.893111847399268e-06,1.438822039290244e-08,3.7863738810983705e-09
1922,5.979816705803387e-06,8.115729421831475e-09,3.6889677978990676e-09
1923,5.242155111773172e-06,1.3800733000834953e-08,2.1231896241147297e-09
1924,5.3461567404156085e-06,9.024136882196387e-09,5.156649773851996e-09
1925,5.468294148158748e-06,1.5397448649423495e-08,2.1996355847875293e-09
1926,5.563037575484486e-06,1.114613823460786e-08,3.343841648018042e-09
1927,5.001542376703583e-06,1.2264147031260109e-08,1.0034302277972529e-08
1928,5.404517651186325e-06,1.4853853258500749e-08,6.8556245125250825e-09
1929,5.853169568581507e-06,5.570202965543558e-09,2.2280812750352652e-09
1930,6.1456585171981715e-06,1.6805765667982087e-08,1.1553964007759987e-08
1931,5.958158453722717e-06,1.8248570654577634e-08,1.1405356659111021e-09
1932,5.867736035725102e-06,6.575722188983946e-09,1.0959536611565568e-09
1933,6.173510428197915e-06,1.1470662641954732e-08,6.882397318719313e-09
1934,5.358162525226362e-06,5.990790086229936e-09,4.7926320689839486e-09
1935,5.422829417511821e-06,7.180970484910176e-09,5.98414207075848e-09
1936,5.321537173585966e-06,2.182448666232517e-08,2.424942913137329e-09
1937,5.653412245010259e-06,6.295559185076627e-09,3.777335333410292e-09
1938,5.4427969189418945e-06,2.5930429359277696e-08,6.482607339819424e-09
1939,5.375858563638758e-06,1.988226472349197e-08,0.0
1940,5.091852017358178e-06,2.5357829613881222e-08,0.0
1941,4.338709004514385e-06,1.1806010391524069e-08,8.854508237732261e-09
1942,4.54221481049899e-06,1.5171058853624686e-08,6.068423541449874e-09
1943,4.456465831026435e-06,1.7419411690866582e-08,0.0
1944,5.880130629520863e-06,1.927911696952833e-08,3.2131861615880553e-09
1945,1.004072510113474e-05,2.461709520673594e-07,1.3071024262956144e-08
1946,6.123893854237394e-06,1.2528993842408909e-08,2.7842208538686464e-09
1947,6.414620656869374e-06,1.4305045148432782e-08,1.0728784083369192e-08
1948,5.945835255261045e-06,2.5005341797168512e-08,9.784699273041042e-09
1949,7.272439688676968e-06,2.3560819073509265e-08,4.908504269707237e-09
1950,6.7268661041453015e-06,1.3825969702452312e-08,1.0635361036293034e-08
1951,6.080197636038065e-06,9.062191630437866e-08,2.1322803522849654e-09
1952,6.5968292801699135e-06,5.061505703451985e-08,5.272402070488624e-09
1953,6.7045525611320045e-06,2.3702419582605216e-08,1.0773827385790469e-09
1954,6.653142463619588e-06,4.0067398288101685e-08,6.840775057526116e-09
1955,6.7557607508206274e-06,3.0972505893345215e-08,2.815682353940474e-09
1956,6.594055321329506e-06,2.2674968125357964e-08,3.488456634670456e-09
1957,6.523791853396688e-06,3.975766915687018e-08,8.835037701437898e-10
1958,7.126537639123853e-06,2.6471178582454513e-08,9.099467845885556e-09
1959,7.040004220471019e-06,5.968075811324525e-08,1.1626121398933265e-08
1960,6.81356050336035e-06,3.875666770847275e-08,6.920833239831836e-09
1961,7.051686679915292e-06,6.600751589758147e-08,2.779263708063695e-09
1962,6.995812327659223e-06,5.136984526643573e-08,3.170978146727066e-09
1963,7.538124918937683e-06,4.0736134243601896e-08,3.879631726988464e-09
1964,7.387762707367074e-06,6.266487506678686e-08,2.4335873316516654e-09
1965,7.0693326961190905e-06,4.9795595202795084e-08,7.1136563306595235e-09
1966,7.971836566866841e-06,4.1543061213289434e-08,4.431259803538978e-09
1967,7.056296453811228e-06,2.8595947165754865e-08,4.930335695263466e-09
1968,7.525367436755914e-06,5.254956625400098e-08,8.533690198930799e-09
1969,8.496720511175226e-06,6.35846091334713e-08,3.1792304344691047e-09
1970,8.781725227891002e-06,8.001781459654467e-08,2.2993624781975086e-09
1971,8.435193194600288e-06,3.9565660525653357e-08,4.1107179882260425e-09
1972,7.594669568788959e-06,6.771794147653054e-08,3.5911027485013847e-09
1973,7.408091732941102e-06,4.520827179277376e-08,6.064523994098181e-09
1974,8.64931644173339e-06,7.313243177708983e-08,1.6314157136321228e-08
1975,7.781320164212957e-06,6.054168988356423e-08,9.709516746170266e-09
1976,8.376030564249959e-06,7.598990681145779e-08,3.4281160132820787e-09
1977,8.232195796153974e-06,1.0754510526567174e-07,2.938390863960194e-09
1978,7.476234259229386e-06,8.673263351965943e-08,5.346532105932056e-09
1979,7.760887456242926e-06,4.7986183027148854e-08,8.777959692451986e-09
1980,8.67155995365465e-06,6.253665763011895e-08,6.253665585376211e-09
1981,8.013838851184119e-06,7.14787109501458e-08,4.427884725544118e-09
1982,8.529108527000062e-06,5.77297694093204e-08,5.586751949948621e-09
1983,8.913437341107056e-06,6.125856710781363e-08,4.4207211225000265e-09
1984,8.124410669552162e-06,5.8569986194356716e-08,8.69851302098823e-09
1985,7.745632501610089e-06,3.4288681116656505e-08,5.414002135495366e-09
1986,8.250809514720459e-06,4.855533175529558e-08,7.792831269171074e-09
1987,7.586579158669338e-06,4.399788267051008e-08,5.49973533381376e-09
1988,8.029985110624693e-06,5.6967262684892717e-08,4.797243047249822e-09
1989,8.206938218791038e-06,5.6527656888683e-08,1.0427432250992297e-08
1990,7.975735570653342e-06,4.7403263092604675e-08,7.628111475810329e-09
1991,8.429959052591585e-06,3.809952442423992e-08,1.641210189973208e-08
1992,7.288554115802981e-06,4.4630549034252454e-08,6.060938417817852e-09
1993,7.783693945384584e-06,2.4926433028760187e-08,4.985286850001103e-09
1994,8.685166903887875e-06,2.690212486111676e-08,3.164955852952289e-09
1995,8.031192010093946e-06,1.9520822291951845e-08,7.591431483433553e-09
1996,7.803757398505695e-06,7.04628173586741e-08,5.871901187504136e-09
1997,7.273854862432927e-06,2.641986955875808e-07,4.315404922294874e-09
1998,7.630436812178232e-06,3.2804729244162445e-07,7.629006759657386e-09
1999,7.707187251071446e-06,3.1351580753735675e-07,9.597422412355172e-09
2000,8.53254459798336e-06,8.305899112936999e-08,4.859834756842929e-09
2001,8.205571248254273e-06,1.6648604050928384e-08,6.571817756650944e-09
2002,8.133299161272589e-06,1.8401129509015846e-08,8.324320788233308e-09
2003,8.726369742362294e-06,2.20846910758965e-08,2.9168460979889232e-09
2004,8.69065297592897e-06,1.8059643391854507e-08,3.523833003171717e-09
2005,7.973888386914041e-06,3.873224585504431e-08,6.7556245042510454e-09
2006,9.086536010727286e-06,3.294312023172097e-08,5.7650457740976435e-09
2007,7.095793534972472e-06,1.1184542181297275e-08,3.1955835755326234e-09
2008,7.1729341470927466e-06,3.6613980375355126e-08,4.257439734089985e-09
2009,7.39642018743325e-06,5.245011536203492e-09,7.1522885392028e-09
2010,7.3960427471320145e-06,3.3066551718974324e-09,7.085689368580006e-09
2011,6.265960564633133e-06,1.6060681617968697e-08,3.4415748029203996e-09
2012,4.886123861069791e-06,3.4042526575461807e-09,8.510632198976964e-09
2013,4.78502306577866e-06,1.952387529424726e-09,3.3469500504423877e-09
2014,3.834570179606089e-06,1.9489005964601347e-09,4.7639794331644225e-09
2015,3.7852457808185136e-06,8.866301581811342e-10,5.54143841924315e-09
2016,3.876719802065054e-06,1.0356699942093428e-09,4.971216327476213e-09
2017,3.823226052190876e-06,5.031222660711876e-10,6.792150397672003e-09
2018,4.1280231926066335e-06,1.5488800242380307e-09,5.421080029321956e-09
2019,3.728268666236545e-06,5.1019755087367e-10,7.652963596171958e-09
