year,devant_VERB être_VERB,devant_VERB etre_VERB,devant_VERB naître_VERB
1850,3.5295990983286174e-06,1.1541293254424545e-08,2.0366988096043315e-09
1851,3.490436256470275e-06,9.029214709244116e-09,6.449438760824933e-10
1852,3.7298914321581833e-06,9.114763610540422e-09,7.812654523320361e-09
1853,3.3281576179433614e-06,1.0749477752369785e-08,2.388772735173461e-09
1854,3.570460648916196e-06,1.0910895298366086e-08,1.610655964157104e-08
1855,3.308875193397398e-06,7.429711956774554e-09,7.429711956774554e-09
1856,3.615748937590979e-06,1.2425253714809514e-08,4.141751386299575e-09
1857,3.280862301835441e-06,7.810414537345878e-09,1.0251168802710708e-08
1858,3.2239538541034563e-06,6.361778659424999e-09,1.1744822003834088e-08
1859,3.3139863262476865e-06,6.619825576592575e-09,2.5460866748261424e-09
1860,3.5015457342524314e-06,4.57718396518203e-09,9.15436793036406e-09
1861,3.7251397770887706e-06,8.017138064531082e-09,4.2443675241088386e-09
1862,3.6767371511814417e-06,8.132375661773494e-09,1.1294965851504912e-08
1863,3.611110969359288e-06,1.0988165932701577e-08,6.99246927027275e-09
1864,3.7020095078332815e-06,9.589456340108882e-09,1.3904711160250827e-08
1865,3.3879866805364145e-06,3.294791106611683e-09,8.47231973466478e-09
1866,3.367004183019162e-06,7.784980660119345e-09,5.352174259343201e-09
1867,3.5600226055976236e-06,5.338092634588065e-09,5.82337378318698e-09
1868,3.964742973039392e-06,1.0373735648272486e-08,7.409810987013543e-09
1869,3.7285669804987265e-06,1.4162205630441349e-08,4.883519366671862e-09
1870,3.6623368941945955e-06,1.3188312664169644e-08,1.0894693147633916e-08
1871,4.37061453339993e-06,2.2304472935275044e-08,1.4869648623516696e-08
1872,4.057764726894675e-06,1.1489944995446422e-08,4.8378714367913744e-09
1873,4.129145963815972e-06,1.1373408881354408e-08,9.577607151811662e-09
1874,4.210904535284499e-06,5.377148060148329e-09,5.974609140757536e-10
1875,3.943276624340797e-06,8.010138052849669e-09,5.149374260327022e-09
1876,3.991578978457255e-06,8.464420275799966e-09,3.02300739996042e-09
1877,3.877260951412609e-06,5.566334504436554e-09,1.8554447978047506e-09
1878,4.28835664934013e-06,1.3285995414946683e-08,7.2469061862534545e-09
1879,4.525787971942918e-06,1.8327975581655664e-08,3.0546627449723474e-09
1880,4.1613316170696635e-06,1.6044616302224313e-08,7.059631101924424e-09
1881,4.188385446468601e-06,1.6036766581351003e-08,1.1156012114099667e-08
1882,4.079085556440987e-06,1.0648616211028639e-08,1.0648616211028639e-08
1883,4.14359055866953e-06,1.0110942305630033e-08,9.479008689083912e-09
1884,4.236969289195258e-06,1.4523733327109767e-08,1.9805090900604227e-09
1885,4.410103883856209e-06,1.0313017162477678e-08,6.445635691854079e-10
1886,4.593575795297511e-06,1.8069698626277386e-08,3.872078213618124e-09
1887,4.7576272663718555e-06,1.4363633837888301e-08,2.6115698492645834e-09
1888,4.714881015388528e-06,1.0779045211961602e-08,6.974675947901687e-09
1889,4.415668172441656e-06,1.8795409673089125e-09,5.012109394186837e-09
1890,5.111765858600847e-06,9.176140736144589e-09,7.865263995654459e-09
1891,5.155469352757791e-06,1.402328420052612e-08,6.374220040683554e-10
1892,4.848694516113028e-06,1.3163876211308434e-08,2.5074049503359674e-09
1893,4.930428076477256e-06,6.7742580989182954e-09,0.0
1894,5.2384698392415885e-06,9.452309157609307e-09,1.2603078580752936e-09
1895,5.107396191306179e-06,1.2037229435435393e-08,7.824199066419624e-09
1896,5.0272174121346325e-06,1.3563166589847242e-08,3.5382172747233653e-09
1897,5.143822818354238e-06,1.7480140002135158e-08,1.1653427112179315e-09
1898,5.061964202468516e-06,9.05336783318944e-09,2.8291773368493978e-09
1899,5.379992217058316e-06,1.2713430308508578e-08,4.4220627160029835e-09
1900,5.109553512738785e-06,1.142031713641245e-08,5.710158568206225e-09
1901,5.196968231757637e-06,1.1177477665658131e-08,4.470991132876634e-09
1902,6.201688393048244e-06,1.0802624572647801e-08,4.910283846193408e-10
1903,5.368358870327938e-06,1.1880484152015924e-08,4.320176216765503e-09
1904,5.2923933253623545e-06,1.7736264013024083e-08,6.449550227216605e-09
1905,5.429118573374581e-06,8.773290538499623e-09,2.580379465655369e-09
1906,5.4785564316262025e-06,1.3374879870298173e-08,1.4403716441790948e-08
1907,5.438556854642229e-06,1.902852098112362e-08,7.199980611716228e-09
1908,5.3155963541939855e-06,1.2278472460991452e-08,4.4202499438483756e-09
1909,5.4811798690934666e-06,1.8153246017504898e-08,5.5009836685826485e-09
1910,5.162449724593898e-06,1.1757131268552712e-08,1.6032452032632705e-09
1911,5.166083155927481e-06,1.7025198029152477e-08,2.6601871816467337e-09
1912,5.626695838145679e-06,2.031674206648404e-08,9.376957876838787e-09
1913,5.656168923451332e-06,1.3787773589513108e-08,5.833288518886093e-09
1914,5.602496003120905e-06,1.4732836561837104e-08,1.0714789944188396e-08
1915,6.391063379851403e-06,2.120537156979907e-08,2.3561523843085297e-09
1916,6.50347874397994e-06,3.076489463182952e-08,7.69122365795738e-09
1917,6.191643024067162e-06,1.973956464951243e-08,2.1932848870420685e-09
1918,5.918929673498496e-06,1.722956355365568e-08,3.44591288836682e-09
1919,6.455622497014701e-06,2.025726608678724e-08,6.4454939163738345e-09
1920,6.533321538881864e-06,2.0445025228355007e-08,9.843901693784574e-09
1921,6.22555580775952e-06,2.347551730785824e-08,7.572747429129834e-10
1922,6.117046268627746e-06,1.475587119159627e-08,4.426761179843197e-09
1923,5.9491771935427096e-06,3.1847844805810155e-08,7.431163684401554e-09
1924,5.415771283878712e-06,2.1915761205804074e-08,0.0
1925,5.645364581141621e-06,4.949179976954099e-08,4.399271169575059e-09
1926,5.289957243803656e-06,8.916910432255065e-09,0.0
1927,5.280272944219178e-06,1.5608915271414503e-08,3.3447675740205796e-09
1928,5.773578777734656e-06,2.5137291359556002e-08,4.570416489713125e-09
1929,5.667124696628889e-06,8.912325100141061e-09,5.570202965543558e-09
1930,5.4146075854077935e-06,2.4158288369768854e-08,1.05036033204442e-08
1931,5.906834303459618e-06,9.124285327288817e-09,1.1405356659111021e-09
1932,5.959795998933259e-06,1.0959536500543265e-08,2.1919073223131136e-09
1933,5.720419267163379e-06,1.261772819560747e-08,4.588264879146209e-09
1934,5.4300521696859505e-06,1.677421224144382e-08,2.3963160344919743e-09
1935,5.4395850384025835e-06,1.795242710045386e-08,5.98414207075848e-09
1936,5.4633965191897005e-06,1.576212937948185e-08,9.699771652549316e-09
1937,5.725181381421862e-06,1.8886677000118368e-08,1.2591118148108649e-09
1938,5.7721135817701e-06,2.5930428804166183e-08,1.2965214457594243e-09
1939,5.651151695929002e-06,5.352917753498332e-08,1.5294050470515685e-09
1940,5.152710855327314e-06,2.0286263113789005e-08,7.607348528892999e-09
1941,5.5429218264180236e-06,2.066051862925633e-08,5.9030051957620344e-09
1942,5.337178663467057e-06,1.5171058853624686e-08,3.034211770724937e-09
1943,4.125497071072459e-06,2.322588210645904e-08,2.9032352077962287e-09
1944,4.427770363690797e-06,3.534504777746861e-08,0.0
1945,4.470290150493383e-06,5.010559434026618e-08,4.357008087652048e-09
1946,5.334567049430916e-06,3.2018538931311014e-08,5.568441707737293e-09
1947,5.29048247699393e-06,1.5497132244135514e-08,3.5762612871081956e-09
1948,4.460735453903908e-06,2.0656587107481528e-08,4.348755133776194e-09
1949,5.562316800933331e-06,4.123143426681963e-08,4.908504269707237e-09
1950,4.8720589802542236e-06,2.0207187034770868e-08,1.0635361480382244e-09
1951,5.204896297072992e-06,4.477788650980585e-08,2.1322803522849654e-09
1952,5.1247748160676565e-06,1.7926167217297007e-08,5.272402070488624e-09
1953,5.308264917402994e-06,4.417269394707546e-08,3.232148326759443e-09
1954,4.8344736569561064e-06,3.322662234239715e-08,8.795282724349818e-09
1955,5.08324501424795e-06,2.1586897602787758e-08,3.754243138587299e-09
1956,4.8306401367881335e-06,1.657016879264006e-08,1.744228317335228e-09
1957,5.1031179282290395e-06,2.2971097468627022e-08,4.417518795207798e-09
1958,4.902958607999608e-06,2.6471179914722143e-08,4.1361216673863055e-09
1959,4.78298670714139e-06,1.705164542897819e-08,4.650448914844674e-09
1960,4.906870799459284e-06,2.560708367571607e-08,5.536666680683311e-09
1961,4.7803337110963184e-06,3.821487692956538e-08,1.3896318540318475e-09
1962,6.118719738879008e-06,1.395230386780355e-08,4.43936931660005e-09
1963,4.525590611592634e-06,1.4871922249248826e-08,3.879631726988464e-09
1964,4.7479288696195e-06,3.4070223087212526e-08,2.4335873316516654e-09
1965,4.522096787695773e-06,2.9001830270658502e-08,3.830430195250756e-09
1966,4.549795903585618e-06,2.437192891946438e-08,3.8773522170743036e-09
1967,4.602961325872457e-06,1.725617493342213e-08,4.437302081328198e-09
1968,4.167135557509027e-06,3.0990769284144903e-08,5.838840522187638e-09
1969,4.951424216415035e-06,3.133812853661766e-08,3.6334062425424918e-09
1970,5.018588581151562e-06,2.6672605457633836e-08,3.219107425067591e-09
1971,4.638945029000752e-06,2.363662865434435e-08,8.221435976452085e-09
1972,4.6484260565193836e-06,3.4884998001416534e-08,9.747279428040656e-09
1973,4.624475423042895e-06,2.7566017912761254e-08,4.9618833486420044e-09
1974,4.640533916244749e-06,3.319087360509343e-08,7.313243344242437e-09
1975,4.628583610610804e-06,2.056132908379027e-08,1.7134440533084216e-09
1976,4.7033754526637495e-06,2.628222350864462e-08,3.4281160132820787e-09
1977,4.74256285087904e-06,3.937443704415955e-08,2.938390863960194e-09
1978,4.413859187479829e-06,3.683166571732954e-08,4.752473081737207e-09
1979,4.24151039624121e-06,1.9896709613220764e-08,1.7555920051037788e-09
1980,4.064882887178101e-06,3.069981424630441e-08,6.253665585376211e-09
1981,4.054677447129507e-06,2.7199862806526198e-08,4.427884725544118e-09
1982,4.4414678086468484e-06,3.476201326790829e-08,1.8622506869903077e-09
1983,4.75038086733548e-06,3.34711742766558e-08,1.89459470334441e-09
1984,4.500610430113738e-06,2.8995041922996734e-08,4.639206796497319e-09
1985,4.68792450192268e-06,2.4062232650834403e-08,1.8046674155058895e-09
1986,4.036086920677917e-06,1.9182353039326472e-08,3.5966913891627428e-09
1987,4.697385065810522e-06,2.3221104594739472e-08,2.4443267410134695e-09
1988,4.499214355746517e-06,2.5785181545501246e-08,4.197587610832443e-09
1989,4.2203660086670425e-06,1.920842729319361e-08,3.2928733073589456e-09
1990,3.8238631532294676e-06,2.288433420538638e-08,3.2691906959314565e-09
1991,3.869739430228947e-06,1.523980985851381e-08,2.344586080837985e-09
1992,3.973771526943892e-06,1.5427843447213263e-08,4.4079553340736766e-09
1993,3.906803158315597e-06,2.049506697687775e-08,2.7696036575264316e-09
1994,3.826431566267274e-06,1.4242301449307604e-08,2.1099706426497278e-09
1995,3.775110371861956e-06,1.843633334885908e-08,1.626735190995987e-09
1996,3.930971161025809e-06,1.601427590536275e-08,5.3380921904988554e-09
1997,3.7237150536384434e-06,5.130537106268207e-08,2.3974471297094624e-09
1998,3.598983994379523e-06,6.770743565809312e-08,3.337690568372409e-09
1999,3.8622770262009e-06,4.798711250586507e-08,8.683382013430219e-09
2000,3.7593028991977917e-06,2.3415567262929926e-08,4.859834756842929e-09
2001,3.879562882502796e-06,9.638665643407762e-09,3.943090742808408e-09
2002,3.960624326282414e-06,1.1391175724906333e-08,3.504977197366088e-09
2003,3.82481857741368e-06,7.083768960303161e-09,3.333538334260311e-09
2004,3.9911815292725805e-06,6.166707949839534e-09,1.3214374039449694e-09
2005,3.888987976097269e-06,1.1709749059285457e-08,4.053374524914943e-09
2006,3.5405616927164374e-06,9.059358152541108e-09,2.4707338397433887e-09
2007,3.356161641931976e-06,6.790614959228947e-09,1.1983438685803094e-09
2008,3.5877444588550134e-06,7.2376473703172906e-09,4.257439734089985e-09
2009,3.52989286511729e-06,8.105927262747059e-09,9.53638501499654e-10
2010,3.165413772876491e-06,5.668551850135373e-09,4.2514138876015295e-09
2011,2.8775389182555955e-06,9.177532483972684e-09,2.6767803529281764e-09
2012,2.2440833618020406e-06,3.404252768568483e-09,4.425528388196653e-09
2013,2.578824933152646e-06,1.3945624655065103e-09,3.3469500504423877e-09
2014,2.2213137071958045e-06,4.114345752981308e-09,2.815078836704288e-09
2015,2.4260418740595924e-06,2.881548111233201e-09,3.546520632724537e-09
2016,2.373755705775693e-06,1.86420612280358e-09,4.142679976837371e-09
2017,2.3749887532176217e-06,1.2578056374223934e-09,4.528100561174142e-09
2018,2.0708525880763773e-06,1.0325866828253538e-09,1.0325866828253538e-09
2019,2.1009934698668076e-06,1.2754939326953263e-09,1.7856913725466939e-09
