year,faut_VERB ôter_VERB,faut_VERB oter_VERB,faut_VERB noter_VERB
1852,8.593919886834556e-08,6.510545436100301e-10,6.1264233863767e-07
1853,1.0331442013011838e-07,5.971931837933653e-10,6.933412919352122e-07
1854,1.3404813614670275e-07,2.0782657816909023e-09,9.908131914926344e-07
1855,8.438030363322468e-08,2.653468555990912e-09,9.738229209688143e-07
1856,1.0250834492353533e-07,5.177189232874468e-10,6.046956855243479e-07
1857,9.47012779306533e-08,1.9526036343364694e-09,7.566338808828732e-07
1858,8.417122643322728e-08,4.893676019968041e-10,7.482430532945727e-07
1859,8.300242626546606e-08,1.5276520048956854e-09,9.40524444104085e-07
1860,1.1168328484245649e-07,4.119465601970518e-09,7.588971016048163e-07
1861,9.431927594505396e-08,2.3579819208308095e-09,6.338255502669199e-07
1862,1.3147339927854773e-07,4.066187719864445e-09,7.581181193927478e-07
1863,1.598278629444394e-07,1.9978483867255648e-09,7.516904361182242e-07
1864,1.1459399473778831e-07,2.3973640850272204e-09,8.448310495623446e-07
1865,1.143763199706882e-07,3.765475542483188e-09,8.472320018881874e-07
1866,1.041241191046538e-07,1.9462451650298362e-09,7.814174409759289e-07
1867,1.1598219629149753e-07,4.367530337390235e-09,8.972848490884644e-07
1868,1.397984306095168e-07,2.4699371437009177e-09,1.0680007562768878e-06
1869,6.104399119521986e-08,0.0,8.824518999972497e-07
1870,7.396923251690168e-08,1.7202146374017957e-09,9.558659712638473e-07
1871,9.877695106297324e-08,1.0621177271019633e-09,1.02706781035522e-06
1872,6.77301983387224e-08,1.8142017887967654e-09,1.0486086239325232e-06
1873,7.781805777540285e-08,5.986004469882289e-10,1.2139616956119426e-06
1874,5.078417686377179e-08,1.792382742227261e-09,1.1847649830087903e-06
1875,9.040012827199462e-08,5.721527140956084e-10,1.170624500446138e-06
1876,9.613163598487517e-08,0.0,1.1547888334462186e-06
1877,9.895705943563371e-08,3.7108897066318036e-09,1.3334463346836856e-06
1878,8.333942247418236e-08,3.6234530931267273e-09,1.2512991816038266e-06
1879,1.1546624989478005e-07,3.054662633950045e-09,1.2249197425262537e-06
1880,6.802917340564818e-08,1.9253538763308597e-09,1.3836876178174862e-06
1881,9.62206030408197e-08,6.972507571312292e-10,1.4349420780490618e-06
1882,4.5256619785050134e-08,0.0,1.491471834924596e-06
1883,3.4756364897248204e-08,6.319338941018771e-10,1.5444464906977373e-06
1884,7.327883366770038e-08,6.601696966868076e-10,1.6154352806552197e-06
1885,6.252266615547342e-08,2.5782542767416317e-09,1.4786288602408604e-06
1886,4.5174246565693466e-08,0.0,1.668865706960787e-06
1887,6.659502815864471e-08,6.528924623161458e-10,1.5486609754589153e-06
1888,3.7409627395845746e-08,1.9021844099853524e-09,1.5223815807985375e-06
1889,6.57839365203472e-08,2.506054641582267e-09,1.8588660850582528e-06
1890,4.129263331265065e-08,2.6217545912032847e-09,1.6490836287630373e-06
1891,4.270727416155751e-08,1.2748440081367107e-09,1.8816697320289677e-06
1892,5.140180192597654e-08,0.0,2.011565584325581e-06
1893,2.7097032173628577e-08,0.0,2.229346819149214e-06
1894,3.150769600779313e-08,1.2603078580752936e-09,2.270444610985578e-06
1895,5.8982422501685505e-08,2.4074457982692365e-09,2.10350572160678e-06
1896,3.184395680477792e-08,1.179405795248556e-09,2.2202314085006947e-06
1897,3.96216535136773e-08,0.0,2.326024059584597e-06
1898,7.129526835569777e-08,1.13167097914868e-09,2.3442564724973636e-06
1899,3.758753308602536e-08,2.2110313580014918e-09,2.3171608063421445e-06
1900,3.218453059616877e-08,3.114631885736685e-09,2.6043512661999557e-06
1901,3.520905522691464e-08,5.588738916095792e-10,2.5674667085695546e-06
1902,3.5845072687834545e-08,0.0,2.2253407223615795e-06
1903,5.400220359774721e-08,5.400220270956879e-10,2.6866096050071064e-06
1904,2.5260739278110123e-08,2.1498500757388683e-09,2.721172677411232e-06
1905,4.902721073563043e-08,5.160759042333041e-10,2.773391997834551e-06
1906,3.755254596171653e-08,5.144184522798412e-10,2.9630502922373125e-06
1907,2.674278576364486e-08,1.028568674676933e-09,3.02913485938916e-06
1908,4.5675918158849527e-08,0.0,2.8466411094996147e-06
1909,4.34577707153494e-08,0.0,2.954028104795725e-06
1910,4.435645095668406e-08,3.206490406526541e-09,2.9376797101576813e-06
1911,4.735132819178034e-08,2.6601870706244313e-09,3.3523676847835304e-06
1912,5.678269232589628e-08,1.5628263128064646e-09,3.1183594728645403e-06
1913,4.7726906871048413e-08,0.0,3.2395964808529243e-06
1914,2.9465672568562695e-08,6.696743715117748e-10,3.1327367651101667e-06
1915,2.591767689352764e-08,0.0,2.747273583736387e-06
1916,3.4061130804730055e-08,0.0,2.892998736570007e-06
1917,2.3029491202919417e-08,5.483212106582869e-09,2.819467681547394e-06
1918,5.168869421368072e-08,0.0,2.849769998647389e-06
1919,3.498982437122322e-08,0.0,3.2347170417779125e-06
1920,2.6502810612782923e-08,7.572231730534895e-10,3.0743260595045285e-06
1921,3.559191341651058e-08,0.0,3.140418357361341e-06
1922,3.024953443286904e-08,0.0,3.3724543300195364e-06
1923,3.290944050604594e-08,1.0615948120573648e-09,3.371625098225195e-06
1924,3.480738541838946e-08,0.0,3.558088337740628e-06
1925,2.639562701745035e-08,0.0,3.2015695978770964e-06
1926,2.8979959765251806e-08,0.0,3.470907586233807e-06
1927,3.3447673075670536e-08,3.3447675740205796e-09,3.4930521906062495e-06
1928,2.6279895593006586e-08,0.0,3.987688160123071e-06
1929,3.230717737778832e-08,0.0,3.683018348965561e-06
1930,2.520864939015155e-08,2.100720708497761e-09,4.048088612762513e-06
1931,1.2545892325022123e-08,1.1405356659111021e-09,4.055744739162037e-06
1932,2.9590749406338546e-08,0.0,3.8665243664581794e-06
1933,3.211785326584504e-08,0.0,4.067496774950996e-06
1934,2.156684431042777e-08,0.0,4.134843493375229e-06
1935,2.752705441366743e-08,0.0,4.656859346141573e-06
1936,3.8799086610197264e-08,1.2124714565686645e-09,4.756525413540658e-06
1937,3.5255130370615007e-08,0.0,4.670045655075228e-06
1938,2.463390735840676e-08,0.0,4.688221451942809e-06
1939,3.364691281149135e-08,0.0,4.8726842578616925e-06
1940,6.846613587185857e-08,0.0,4.5010147005086765e-06
1941,3.5418032950929046e-08,0.0,4.028800958622014e-06
1942,2.730790527039062e-08,0.0,3.5834041227644775e-06
1943,3.193558839598154e-08,0.0,3.954206476919353e-06
1944,2.5705489292704442e-08,0.0,3.913660748366965e-06
1945,1.9606536838523425e-08,0.0,4.054195869684918e-06
1946,2.227376683094917e-08,0.0,4.123431153857382e-06
1947,3.5762614203349585e-08,1.1920870957027319e-09,3.844480943371309e-06
1948,2.9354097819123126e-08,0.0,4.323749635659624e-06
1949,1.570721330779179e-08,0.0,5.6094386309268884e-06
1950,2.5524867552917385e-08,1.0635361480382244e-09,4.657224963011686e-06
1951,4.371174711081949e-08,1.0661401761424827e-09,4.685686235461617e-06
1952,1.687168627029223e-08,0.0,5.097358098282712e-06
1953,2.9089333608567358e-08,2.1547654771580937e-09,5.0906332944578025e-06
1954,1.7590565448699635e-08,9.772536113672459e-10,4.885290763922967e-06
1955,3.378819002364253e-08,0.0,5.0053445193043444e-06
1956,2.9651880950609666e-08,3.488456634670456e-09,5.474260433402378e-06
1957,2.3854601849393475e-08,8.835037701437898e-10,5.3398966883833054e-06
1958,1.5717262158432277e-08,0.0,5.937816240475513e-06
1959,2.4802393028267034e-08,3.100299128533379e-09,5.665796834364301e-06
1960,2.4914999841030294e-08,2.7683333403416555e-09,6.018356543791015e-06
1961,4.238377115939329e-08,6.948159270159238e-10,6.0178008425282314e-06
1962,4.50278889729816e-08,1.2683912808952869e-09,6.3096122175920755e-06
1963,2.7804029301137234e-08,6.466053248388448e-10,6.412385118892416e-06
1964,5.293052396382336e-08,2.4335873316516654e-09,6.176444458105834e-06
1965,3.83043037288644e-08,1.6416130677043839e-09,6.1117252698750235e-06
1966,5.81602854765606e-08,5.539074754423723e-10,6.520044735225383e-06
1967,4.338695447358987e-08,4.930335584241163e-10,6.231944098544773e-06
1968,3.09907690621003e-08,3.1439910674890825e-09,5.926872290729079e-06
1969,5.223021304345821e-08,2.2708788183223305e-09,6.221299827302573e-06
1970,5.104584843707016e-08,2.2993624781975086e-09,6.552723334607435e-06
1971,4.4704059121158934e-08,2.0553589941130213e-09,6.614145149796968e-06
1972,4.924940810724365e-08,3.5911027485013847e-09,6.5989079303108156e-06
1973,2.536073751002732e-08,1.6539611902288698e-09,6.6538855207909364e-06
1974,1.9689501584707614e-08,0.0,6.661801762675168e-06
1975,2.227477224892027e-08,1.7134440533084216e-09,6.4202749854302965e-06
1976,3.428116102099921e-08,1.7140580621521906e-09,6.64825984131312e-06
1977,2.703319701424789e-08,4.11374712072643e-09,6.65898141960497e-06
1978,2.3762364520507617e-08,5.940591352171509e-10,6.459204996644985e-06
1979,3.3941446986318624e-08,0.0,6.337102149700513e-06
1980,3.467942022439274e-08,1.7055452605774235e-09,6.535080501635093e-06
1981,3.7320742052315836e-08,0.0,7.051090051390929e-06
1982,2.855450986771757e-08,2.483000915987077e-09,6.4899436438281555e-06
1983,2.9681984869966982e-08,1.89459470334441e-09,6.51740629109554e-06
1984,4.465236713713239e-08,0.0,6.1260725487954915e-06
1985,2.6468455871508922e-08,6.015558051686298e-10,6.036010745447129e-06
1986,2.45773907892044e-08,1.1988970927134801e-09,5.929744929744629e-06
1987,2.9331921780340053e-08,6.110816852533674e-10,5.942769348621368e-06
1988,2.938311283173789e-08,5.996553809062277e-10,5.802864961879095e-06
1989,3.5123981945162086e-08,0.0,5.123710707266582e-06
1990,3.2691904294779306e-08,1.089730194969718e-09,5.2094551392656285e-06
1991,2.6376593353916178e-08,1.1722930404189924e-09,5.265940217213938e-06
1992,3.4161654838271716e-08,5.509944167592096e-10,5.3545636546914466e-06
1993,2.4926434250005514e-08,0.0,5.140384473634185e-06
1994,2.5319646823618314e-08,5.274926606624319e-10,5.091359071229817e-06
1995,3.470368525881895e-08,0.0,5.18928527526441e-06
1996,3.736664666575962e-08,5.338092190498855e-10,5.1197644097555894e-06
1997,4.075660342550691e-08,4.79489448146353e-10,5.072518888482591e-06
1998,3.242328006081152e-08,0.0,4.904974503006088e-06
1999,3.062034892309384e-08,4.570201161957499e-10,4.906110916635953e-06
2000,2.6066386382694873e-08,8.836062992401139e-10,5.020650860387832e-06
2001,3.5487815353008045e-08,2.6287270138425356e-09,4.984942734154174e-06
2002,3.2859162502063555e-08,0.0,4.757568603963591e-06
2003,4.333599790129483e-08,8.333845835650777e-10,5.249489277048269e-06
2004,4.052407831522942e-08,4.404791253964646e-10,4.683614406530978e-06
2005,3.1075870765562286e-08,9.007499190971657e-10,4.801447630597977e-06
2006,3.211954080484247e-08,4.1178899179428186e-10,4.731043645733735e-06
2007,3.235528467371296e-08,0.0,4.3240238483122084e-06
2008,4.001993403335291e-08,8.514879357157668e-10,4.319172603572952e-06
2009,4.768192596316112e-08,0.0,3.874633421219187e-06
2010,3.023227534981743e-08,0.0,3.719987034855876e-06
2011,3.135657067332431e-08,3.82397197240536e-10,3.3520939268782968e-06
2012,4.391485930455019e-08,3.404252713057332e-10,2.7342957764631137e-06
2013,4.490491178898992e-08,0.0,2.477300768077839e-06
2014,4.049382340554075e-08,0.0,2.18515083361126e-06
2015,3.657349267882637e-08,2.2165753954528356e-10,2.264675003971206e-06
2016,3.997686448542481e-08,0.0,2.1001317236368777e-06
2017,3.245138557872451e-08,0.0,2.1772616491944063e-06
2018,3.046130814254866e-08,1.0325866828253538e-09,2.042198275375995e-06
2019,3.3673039467885246e-08,0.0,1.775232362888346e-06
