year,put_VERB être_VERB,put_VERB etre_VERB,put_VERB naître_VERB
1913,2.657858431120985e-06,3.181793939432964e-09,7.954484182448596e-09
1914,2.694769591471413e-06,6.027069510139427e-09,1.5402511266415786e-08
1915,2.7602325189945986e-06,4.712304768617059e-09,9.424609537234119e-09
1916,2.7556554869079264e-06,1.538244731591476e-08,4.394984820521586e-09
1917,2.4586722702224506e-06,9.869782324756216e-09,6.57985488317081e-09
1918,2.64990694631706e-06,6.89182577673364e-09,9.189101035644853e-09
1919,2.7853741357830586e-06,8.287063479883727e-09,1.4732557396257562e-08
1920,2.767650585155934e-06,6.815008557481406e-09,1.514446346106979e-08
1921,2.626986088216654e-06,8.330022005509363e-09,5.300923255902035e-09
1922,2.6339230316807516e-06,5.164555005876537e-09,1.3280283539529592e-08
1923,2.545704319345532e-06,9.554353752605493e-09,7.431163684401554e-09
1924,2.393974682490807e-06,5.156649773851996e-09,1.2891624656674594e-08
1925,2.3965030777617358e-06,6.598906754362588e-09,2.4195990988573612e-08
1926,2.3808152036508545e-06,4.458455382660986e-09,1.2260752413340015e-08
1927,2.538678472774336e-06,8.919379901328739e-09,1.7838759802657478e-08
1928,2.450885858706897e-06,1.1426041224282812e-09,1.5996457491951332e-08
1929,2.5444687707931735e-06,3.342121912552898e-09,1.4482528065684619e-08
1930,2.4095265871437732e-06,6.302162347537887e-09,1.2604324695075775e-08
1931,2.5696267584862653e-06,1.1405356659111021e-08,1.2545892325022123e-08
1932,2.5886424737109337e-06,1.0959536611565568e-09,8.767629289252454e-09
1933,2.468486400175607e-06,9.176529758292418e-09,1.3764794637438627e-08
1934,2.3316154056374216e-06,4.7926320689839486e-09,1.3179738189705859e-08
1935,2.3709171728114597e-06,8.377798899061872e-09,8.377798899061872e-09
1936,2.3521945422544377e-06,3.6374143697059935e-09,9.699771652549316e-09
1937,2.3444661110261222e-06,1.2591118148108649e-09,1.3850230295986421e-08
1938,2.211865648860112e-06,1.4261735792331365e-08,1.6854778905894818e-08
1939,2.1641080820700154e-06,1.6823456405745674e-08,1.2235240376412548e-08
1940,2.3227771634992678e-06,1.2678914806940611e-08,5.0715658339584024e-09
1941,2.0129248241573805e-06,1.4757512545315876e-08,8.854508237732261e-09
1942,2.478951046214206e-06,9.102635090130207e-09,1.517105907566929e-08
1943,2.1571038359979866e-06,2.9032352077962287e-09,5.806470415592457e-09
1944,2.300641199326492e-06,1.927911696952833e-08,2.2492303131116387e-08
1945,2.605490863061277e-06,1.3071024262956144e-08,1.089252066321933e-08
1946,2.3707641503278865e-06,2.7842208538686464e-09,8.352662561605939e-09
1947,2.465236093485146e-06,1.1920871401116528e-08,1.6689218895749036e-08
1948,2.3472405246138806e-06,1.6307831529616124e-08,1.195907639583993e-08
1949,2.3649172362638637e-06,2.945102384188658e-09,1.7670615193310368e-08
1950,2.211091668868903e-06,8.508289184305795e-09,2.3397795700930146e-08
1951,2.129081849489012e-06,1.0661401539380222e-08,6.396841278899501e-09
1952,2.0372560811665608e-06,1.0544804140977249e-08,2.4253049346611988e-08
1953,2.1676939923054306e-06,4.3095309543161875e-09,1.508335856215126e-08
1954,1.9984836399089545e-06,1.2704297169818801e-08,2.14995790059902e-08
1955,1.9841174889734248e-06,9.385607846468247e-09,6.569925492527773e-09
1956,1.8314397038921015e-06,8.72114114258693e-09,1.9186511934776718e-08
1957,1.9666792923089815e-06,7.068030161150318e-09,1.1485549400447326e-08
1958,2.0473803488130216e-06,8.272243334772611e-09,2.3989505493204888e-08
1959,1.6850125348355505e-06,1.3951345856355601e-08,6.975672928177801e-09
1960,1.810489948184113e-06,4.844583401109048e-09,6.2287499602575735e-09
1961,1.6182262925212854e-06,4.16889545107324e-09,1.042223907177231e-08
1962,1.6615925915175467e-06,6.341956293454132e-09,1.0781326054143392e-08
1963,1.662422278059239e-06,1.1638896069143811e-08,1.0992290633282664e-08
1964,1.7041195405909093e-06,7.300761772910391e-09,5.475571551727398e-09
1965,1.8265681092088926e-06,2.0246559984116175e-08,1.9699356812452606e-08
1966,1.5492792044824455e-06,1.0524241922382771e-08,6.6468897053084675e-09
1967,1.645746010581206e-06,6.409436092980059e-09,1.627010703941778e-08
1968,1.7538978909215075e-06,1.0330256650092906e-08,1.661823922916028e-08
1969,1.5682689991081133e-06,1.1354394757745467e-08,1.090021850558287e-08
1970,1.6316275832650717e-06,5.058597540852361e-09,1.241655755990223e-08
1971,1.3796596931570093e-06,1.0276794526475896e-08,1.1818314327172175e-08
1972,1.4708131175211747e-06,8.721249500354133e-09,1.3851396474251487e-08
1973,1.3744416946792626e-06,6.615844760915479e-09,1.543697081274331e-08
1974,1.191496039609774e-06,1.2938814464291681e-08,3.937900228123681e-09
1975,1.262237105947861e-06,3.4268881066168433e-09,6.8537762132336866e-09
1976,1.21412449516356e-06,3.4281160132820787e-09,7.998937512354587e-09
1977,1.0948444923997158e-06,7.052138428775834e-09,1.057820764316375e-08
1978,1.151880610450462e-06,7.72276909088987e-09,1.3069301196821925e-08
1979,1.2493962913140422e-06,6.437170796402825e-09,9.948355028654987e-09
1980,1.1876279586431338e-06,4.548120546843393e-09,7.95921106799824e-09
1981,1.0449807632539887e-06,4.427884725544118e-09,1.4548763971333756e-08
1982,1.1142466291858e-06,1.1794254461960918e-08,1.0552754226011984e-08
1983,1.0799190022225957e-06,7.57837881337764e-09,5.052252838311233e-09
1984,9.771329132490791e-07,3.479405208395292e-09,1.1018116197192285e-08
1985,1.0647537465047208e-06,1.5038894574104233e-08,6.617113967877231e-09
1986,1.0316509815311292e-06,1.019062523255343e-08,1.2588419195935785e-08
1987,1.0510605079616653e-06,3.6664902225425067e-09,9.777306964053878e-09
1988,9.804365390664316e-07,7.795519785247507e-09,1.139345240375178e-08
1989,1.0372550605097786e-06,9.878619700032232e-09,9.878619700032232e-09
1990,1.0150836260436336e-06,6.538381391862913e-09,9.80757164370516e-09
1991,9.395928941557941e-07,1.7584396161396398e-09,5.2753188484189195e-09
1992,9.355885026707256e-07,8.815910668147353e-09,1.1019888113139586e-08
1993,1.0513415418245131e-06,3.323524566667402e-09,6.647049133334804e-09
1994,9.579266588843893e-07,2.1099706426497278e-09,4.747434001473039e-09
1995,9.944774319592398e-07,8.133675954979935e-09,8.133675954979935e-09
1996,9.448423270441708e-07,7.473328622609188e-09,4.804283193493575e-09
1997,8.918503908716957e-07,7.671831170341648e-09,1.006927874414032e-08
1998,8.94501056336594e-07,2.86087753487152e-09,4.7681290027412615e-09
1999,9.158683269561152e-07,2.285100553223174e-09,6.8553016596695215e-09
2000,8.15126838915603e-07,3.97622823555821e-09,7.068850393920911e-09
2001,7.925611953396583e-07,1.3143635069212678e-09,7.448059946568719e-09
2002,8.4557575519284e-07,6.133709984368352e-09,7.886198361006791e-09
2003,8.617196840532415e-07,8.333845835650777e-10,6.250384210204629e-09
2004,7.488145001843804e-07,3.523833003171717e-09,7.488145215006625e-09
2005,8.133771984830673e-07,2.251874686720612e-09,8.106749049829887e-09
2006,7.070416927490442e-07,2.8825228870488218e-09,4.117890028965121e-09
2007,7.110173214641691e-07,3.1955835755326234e-09,7.589511241690161e-09
2008,6.918339749972802e-07,6.3861596011349775e-09,5.960415716543821e-09
2009,6.298782295743877e-07,1.907277002999308e-09,5.245011536203492e-09
2010,5.276476713333977e-07,1.4171379625338432e-09,4.723792912386671e-09
2011,4.604062269208953e-07,8.412738061736036e-09,5.353560705856353e-09
2012,5.582974722528888e-07,2.0425516833455504e-09,2.382976926895708e-09
2013,5.97988389472448e-07,1.6734750252211938e-09,6.136075203500013e-09
2014,7.228255753943813e-07,2.1654451842767486e-10,4.980523993225461e-09
2015,6.554413403137005e-07,4.433150790905671e-10,5.54143841924315e-09
2016,7.854521300032502e-07,1.0356699942093428e-09,8.699628573083373e-09
2017,4.462694391804689e-07,1.0062445321423752e-09,5.282783988036499e-09
2018,5.526920290321868e-07,2.323319980845895e-09,2.8396134332808742e-09
2019,6.752464400960889e-07,7.65296326310505e-10,5.612172948588068e-09
