year,doivent_VERB ôter_VERB,doivent_VERB noter_VERB
1918,0.0,6.89182577673364e-09
1919,9.207848372660976e-10,7.366278698128781e-09
1920,3.028892692213958e-09,3.028892692213958e-09
1921,1.5145494858259667e-09,7.572747429129834e-10
1922,1.4755870969551665e-09,5.164555005876537e-09
1923,1.0615948120573648e-09,3.1847844361720945e-09
1924,0.0,1.289162443462999e-09
1925,0.0,2.1996355847875293e-09
1926,0.0,3.343841648018042e-09
1927,5.574612327308159e-09,1.1149224876660924e-09
1928,0.0,3.4278122562625413e-09
1929,1.1140406375176326e-09,1.1140406375176326e-09
1930,0.0,1.0503603542488804e-09
1931,2.2810713318222042e-09,1.2545892325022123e-08
1932,4.383814644626227e-09,1.3151444377967891e-08
1933,0.0,2.2941324395731044e-09
1934,2.3963160344919743e-09,0.0
1935,1.196828414151696e-09,2.393656828303392e-09
1936,2.424942913137329e-09,7.274828739411987e-09
1937,1.2591118148108649e-09,3.777335333410292e-09
1938,0.0,1.2965214457594243e-09
1939,1.5294050470515685e-09,0.0
1940,0.0,1.7750480196809804e-08
1941,8.854508237732261e-09,8.854508237732261e-09
1942,0.0,6.068423541449874e-09
1943,2.9032352077962287e-09,5.806470415592457e-09
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,0.0,1.742803235060819e-08
1946,2.7842208538686464e-09,4.1763312808029696e-09
1947,2.3841741914054637e-09,1.1920870957027319e-09
1948,0.0,1.0871888278529696e-08
1949,4.908504269707237e-09,2.945102384188658e-09
1950,9.571825110299415e-09,2.1270722960764488e-09
1951,3.1984206394497505e-09,4.264560704569931e-09
1952,1.0544803918932644e-09,3.1634410646574906e-09
1953,4.3095309543161875e-09,5.386913581872932e-09
1954,0.0,5.863521668203475e-09
1955,0.0,8.447047505910632e-09
1956,1.744228317335228e-09,4.360570571293465e-09
1957,5.301022731885041e-09,8.835037590415595e-09
1958,1.6544486891589827e-09,1.6544486891589827e-09
1959,4.650448914844674e-09,3.8753737996444215e-09
1960,1.3841666701708277e-09,4.844583401109048e-09
1961,2.08444772553662e-09,7.64297514166401e-09
1962,5.7077609305622445e-09,5.7077609305622445e-09
1963,1.2932106496776896e-09,6.466053470433053e-09
1964,7.300761772910391e-09,3.6503808864551957e-09
1965,7.1136563306595235e-09,5.47204326295514e-09
1966,3.3234448526542337e-09,1.163205709531212e-08
1967,8.381570104631919e-09,8.381570104631919e-09
1968,8.982831700699023e-10,8.533690198930799e-09
1969,4.087581828571274e-09,4.995933444718048e-09
1970,1.3796175313274261e-09,3.6789800095249348e-09
1971,4.624557625731995e-09,8.221435976452085e-09
1972,3.0780880067027283e-09,7.182205497002769e-09
1973,2.205281512956958e-09,1.3783009400469837e-08
1974,0.0,1.6876715136504572e-08
1975,5.711480177694739e-10,2.9128548462153958e-08
1976,3.4281160132820787e-09,9.141642998145016e-09
1977,2.938390863960194e-09,1.5867311020656416e-08
1978,1.1881182704343018e-09,2.9108898402796513e-08
1979,1.7555920051037788e-09,1.404473604083023e-08
1980,3.411090521154847e-09,2.21720881654619e-08
1981,2.5302198114474095e-09,2.0241758491579276e-08
1982,4.345251713999687e-09,2.1726258125909226e-08
1983,1.2630632095778083e-09,1.2630632539867293e-08
1984,1.739702604197646e-09,1.5657322549600394e-08
1985,6.015558051686298e-10,1.142956040922627e-08
1986,2.3977941854269602e-09,1.4386765556650971e-08
1987,5.49973533381376e-09,1.2832715334809564e-08
1988,3.597932174415064e-09,1.4391728697660255e-08
1989,2.7440609784434855e-09,1.8110803523541108e-08
1990,0.0,2.397406362319998e-08
1991,1.1722930404189924e-09,1.582595565707834e-08
1992,5.509944167592096e-10,7.713921945651236e-09
1993,1.661762283333701e-09,1.606370148010683e-08
1994,0.0,1.318731612798274e-08
1995,8.133675954979935e-09,1.1929391696696712e-08
1996,1.067618438099771e-09,1.7081895009596337e-08
1997,4.794894259418925e-09,1.5343662340683295e-08
1998,4.291316191284977e-09,1.859570453177639e-08
1999,5.0272213059088244e-09,1.5995704316651427e-08
2000,2.6508188977203417e-09,1.192868470667463e-08
2001,2.190605918883648e-09,1.1829271784336015e-08
2002,2.1906108038649563e-09,1.9715496790695397e-08
2003,1.2500769308587678e-09,1.8751153518792307e-08
2004,8.809582507929292e-10,9.250062049659391e-09
2005,4.503749373441224e-09,1.8915748967174295e-08
2006,3.706100981659688e-09,1.4412615101377924e-08
2007,6.391167151065247e-09,1.7975157362570826e-08
2008,2.554463751636149e-09,1.6604014163590364e-08
2009,2.384096253749135e-09,1.2397300963584712e-08
2010,3.7790344187271785e-09,1.0392344762522043e-08
2011,5.7359579308524644e-09,1.1471915861704929e-08
2012,5.446804340891731e-09,7.489355802192676e-09
2013,4.741512515948898e-09,6.693900100884775e-09
2014,5.846701789380404e-09,6.496335469563519e-09
2015,5.54143841924315e-09,7.979671146074452e-09
2016,5.3854840587064245e-09,9.32103016992869e-09
2017,1.7609279590047322e-09,8.553078245654433e-09
2018,3.614053500911041e-09,4.64663996169179e-09
2019,3.06118530524202e-09,7.652963596171958e-09
