year,peut_VERB ôter_VERB,peut_VERB oter_VERB,peut_VERB noter_VERB
1957,4.8592706747285774e-08,8.835037701437898e-10,1.8571249711385462e-06
1958,4.4670112941957996e-08,1.6544486891589827e-09,1.8786264490699978e-06
1959,3.5653439312000046e-08,0.0,1.797398454073118e-06
1960,3.737250153790228e-08,6.920833350854139e-10,1.8963083903145161e-06
1961,3.335116360858592e-08,1.3896318540318475e-09,1.8586325722935726e-06
1962,5.390662849436012e-08,1.2683912808952869e-09,2.073185441986425e-06
1963,4.7202188824257973e-08,0.0,2.0917682377330493e-06
1964,6.996563683969725e-08,6.083968329129164e-10,1.8884637711380492e-06
1965,6.292849974443016e-08,5.472043373977442e-10,2.0142590528848814e-06
1966,4.652822838124848e-08,1.1078149508847446e-09,2.109833530994365e-06
1967,6.261526408479767e-08,1.9721342336964653e-09,1.941073151101591e-06
1968,6.871866276014771e-08,1.796566312384229e-09,2.0669494915637188e-06
1969,4.859681013158479e-08,4.5417578031781147e-10,2.1269052012939937e-06
1970,5.564457339346518e-08,4.5987250119061684e-10,2.187153540944564e-06
1971,4.573173839617084e-08,3.083038491169532e-09,2.2624365101364674e-06
1972,3.9502129567381417e-08,2.0520587451500205e-09,2.367049773965846e-06
1973,3.859242525550144e-08,5.513203782392395e-10,2.389422434134758e-06
1974,2.5877628928583363e-08,0.0,2.4662506348249735e-06
1975,4.6262989883416594e-08,1.1422960355389478e-09,2.4896341983549064e-06
1976,3.7709277478370495e-08,5.713526873840635e-10,2.637935267557623e-06
1977,2.4094806150287695e-08,0.0,2.4147695967258187e-06
1978,3.148513272321907e-08,0.0,2.592474174889503e-06
1979,4.388979846225993e-08,0.0,2.5789647679630434e-06
1980,3.9227540327146926e-08,1.7055452605774235e-09,2.4485943868057802e-06
1981,3.1627749308427155e-08,6.325549528618524e-10,2.65420067080413e-06
1982,3.600351305976801e-08,1.8622506869903077e-09,2.556249455665238e-06
1983,3.410270821291306e-08,1.2630632095778083e-09,2.5103381631197408e-06
1984,3.131464509920079e-08,2.3196033982486597e-09,2.4367434434680035e-06
1985,3.128090142467954e-08,1.2031116103372597e-09,2.290724523845711e-06
1986,3.057187569766029e-08,1.7983456945813714e-09,2.401390929662739e-06
1987,3.727598141267663e-08,1.2221633705067347e-09,2.3263880848389817e-06
1988,3.537966719591168e-08,1.1993107618124554e-09,2.2930821614863817e-06
1989,3.5123981945162086e-08,2.1952488715726304e-09,2.0827424123126548e-06
1990,4.0320017546946474e-08,1.6345953479657283e-09,2.15330692299176e-06
1991,3.868566977871524e-08,0.0,2.1112998638272984e-06
1992,3.4712648755430564e-08,5.509944167592096e-10,2.3097686607798096e-06
1993,3.76666093870881e-08,5.539207426075166e-10,2.0921586383337853e-06
1994,3.9034457444131476e-08,5.274926606624319e-10,2.1458401988638798e-06
1995,3.741491028108612e-08,0.0,2.1809096324432176e-06
1996,3.95018808774239e-08,0.0,2.23132246901514e-06
1997,4.363354122460805e-08,0.0,2.2166798316902714e-06
1998,3.433052953027982e-08,9.536258449571733e-10,2.2639078451902606e-06
1999,4.8901153348879234e-08,4.570201161957499e-10,2.3148068066802807e-06
2000,4.1971297548570874e-08,0.0,2.278820602441556e-06
2001,4.249775287235025e-08,0.0,2.2580766199098434e-06
2002,3.1106672793157486e-08,4.38122149670761e-10,2.193677573814057e-06
2003,4.791961316641391e-08,1.6667691671301554e-09,2.292641056556022e-06
2004,3.832168360418109e-08,4.404791253964646e-10,2.1698001546610612e-06
2005,4.008337128880157e-08,9.007499190971657e-10,2.2167455426824745e-06
2006,4.200247616381603e-08,0.0,2.231896360171959e-06
2007,4.433872291542684e-08,1.1983438685803094e-09,1.9361241356818937e-06
2008,3.2356542334355254e-08,4.257439678578834e-10,1.9516103293426568e-06
2009,4.052963475942306e-08,2.384096253749135e-09,1.7742444242685451e-06
2010,3.164941375644048e-08,1.4171379625338432e-09,1.8021270307144732e-06
2011,2.791499476018089e-08,0.0,1.4286359828474815e-06
2012,3.540422710557323e-08,0.0,1.237445871993259e-06
2013,3.346950094851309e-08,0.0,1.1516297035996104e-06
2014,5.738429820212332e-08,0.0,9.590756917532417e-07
2015,3.879006982288047e-08,4.433150790905671e-10,9.854894642558065e-07
2016,4.204820314157587e-08,0.0,8.643701789878833e-07
2017,3.9746659297179576e-08,0.0,9.730384817885351e-07
2018,3.304277385041132e-08,0.0,8.973178182714037e-07
2019,6.300939503489644e-08,5.1019755087367e-10,7.974387585818477e-07
