year,peut_VERB ôter_VERB,peut_VERB oter_VERB,peut_VERB noter_VERB
1800,2.7354229814591235e-07,9.432493897065797e-09,2.2009151834367913e-08
1801,2.333558910549982e-07,0.0,4.7623651688866175e-09
1802,3.8043282302169246e-07,4.475680270843441e-09,2.6854081625060644e-08
1803,2.2428901047533145e-07,1.950339223455444e-09,6.046051481689574e-08
1804,3.9549615848955e-07,9.887403784603066e-09,1.730295728918918e-08
1805,3.2693094453861704e-07,5.685755422035754e-09,1.1371510844071508e-08
1806,3.7749865100522584e-07,5.76333825108577e-09,4.3225035994964855e-08
1807,2.619198653519561e-07,2.8469551160981155e-09,2.2775640928784924e-08
1808,3.2404858529844205e-07,6.798221985349073e-09,3.852325747288887e-08
1809,2.3042110797177884e-07,0.0,1.581321384946932e-08
1810,2.7145469516653975e-07,0.0,1.1700633351097167e-08
1811,1.9555199060050654e-07,2.5070767684098882e-09,1.2535384286138651e-08
1812,2.053750307595692e-07,5.3344164641089264e-09,1.600324850414836e-08
1813,4.02603831162196e-07,0.0,7.764502640839055e-08
1814,1.8250727862323401e-07,0.0,3.4613449884091096e-08
1815,1.4834729711310501e-07,5.394447111228828e-09,8.091670444798638e-09
1816,3.939926500606816e-07,0.0,7.648093003354006e-08
1817,3.331709024223528e-07,4.670620334934483e-09,5.293369653713853e-08
1818,3.4094566103703983e-07,3.5763532135746345e-09,4.887682791832049e-08
1819,2.4428479150628846e-07,1.035105001712111e-09,4.0369094733705424e-08
1820,3.666742713903659e-07,0.0,7.001224133773576e-08
1821,3.0767844805268396e-07,9.86148829262845e-10,1.7750679148775816e-08
1822,2.3560197348615475e-07,0.0,3.709477880420309e-08
1823,3.8740131458325777e-07,2.9648061783404955e-09,1.087095569118901e-08
1824,2.6779139261634555e-07,0.0,1.7684335773537896e-08
1825,2.9057960659883975e-07,4.4027217427355936e-09,2.993850500843109e-08
1826,2.71285927055942e-07,7.92718590769681e-09,3.082794464148719e-08
1827,3.198393869752181e-07,9.217273055917019e-10,4.7008093417844066e-08
1828,2.1738354405442806e-07,1.8344602503717056e-09,3.0268594741755805e-08
1829,2.8291481157793896e-07,8.57317605795771e-10,3.3435387791769244e-08
1830,3.0893033908796497e-07,1.0436835840010872e-09,4.4878394334091354e-08
1831,2.3386809289149824e-07,1.5591206103948707e-09,1.2472964883158966e-08
1832,1.826545883432118e-07,4.058990921151917e-09,6.088486514954639e-08
1833,1.586957125709887e-07,1.1583628500844156e-09,7.41352224054026e-08
1834,2.184280276651407e-07,2.8003592777992026e-09,5.3206825612051034e-08
1835,2.064722934846941e-07,3.025235173481633e-09,8.773182003096736e-08
1836,3.19235624601788e-07,5.376600220596828e-09,3.091545153210973e-08
1837,2.2891461526342027e-07,1.3915781860163179e-09,2.365682938432201e-08
1838,1.8557756220616284e-07,1.8936485712828244e-09,5.807189040751837e-08
1839,2.4190504177568073e-07,6.9914749545318955e-09,7.900366938429215e-08
1840,1.993712572812001e-07,1.9109065441114126e-09,4.395085184683012e-08
1841,1.46388501320871e-07,3.852329122366882e-09,5.264849889385914e-08
1842,1.7978150879116583e-07,6.037438549100216e-09,4.628702754416736e-08
1843,1.6480281317399204e-07,1.1813822142769936e-09,6.084118098215185e-08
1844,2.0527218680399528e-07,2.195424508855126e-09,4.116420981858937e-08
1845,1.9921414207146881e-07,2.2320911785556063e-09,5.133809821700197e-08
1846,1.8324588779705664e-07,4.0981511517657054e-09,5.795956425913573e-08
1847,2.178862388291236e-07,2.1572894581822766e-09,3.289866512545814e-08
1848,1.6090443466509896e-07,8.045221711050488e-10,6.033916122305527e-08
1849,1.2652915870603465e-07,0.0,5.6980020701757894e-08
1850,1.6904600386169477e-07,4.752297222410107e-09,6.517436190733861e-08
1851,1.1480000949859459e-07,5.159551008659946e-09,6.06247212431299e-08
1852,1.58206248102033e-07,1.9531636308300904e-09,8.463709377792838e-08
1853,1.6303373229220597e-07,5.971931837933653e-10,9.973125969509056e-08
1854,1.283329140733258e-07,2.597832282624779e-09,8.728716238692869e-08
1855,1.5549325382835377e-07,2.653468555990912e-09,6.474463276617826e-08
1856,1.346069211649592e-07,4.65947025407587e-09,6.678573782892272e-08
1857,1.332652033170234e-07,9.763018171682347e-10,1.1325101212378286e-07
1858,1.5806573117060907e-07,5.3830435664536935e-09,9.34692110377e-08
1859,1.2323059195296082e-07,5.092173349652285e-10,1.1050016013314234e-07
1860,1.2358395906630903e-07,3.204028764525191e-09,8.742421186980209e-08
1861,1.5043924861402047e-07,1.414789119191795e-09,9.526246458335663e-08
1862,1.902072170878455e-07,1.8071945051545413e-09,1.0707627495776251e-07
1863,1.5583216850245662e-07,9.989241656072068e-10,1.2936068571889336e-07
1864,1.5199287872746936e-07,9.589455562952764e-09,1.1123768928200661e-07
1865,8.660593664444605e-08,1.4120533076145136e-09,1.0825741725284388e-07
1866,1.0607035960674693e-07,9.731225825149181e-10,1.5375336204215273e-07
1867,1.4364321998527885e-07,2.426405742994575e-09,1.499518731407079e-07
1868,8.348386870693503e-08,9.87974813071446e-10,1.7734147661485622e-07
1869,8.106641757876787e-08,4.883519144627257e-10,1.3966864287340286e-07
1870,1.0722671106577764e-07,1.7202146374017957e-09,1.5309910850191955e-07
1871,8.390730243945654e-08,2.1242354542039266e-09,1.656903663160847e-07
1872,9.917636134559871e-08,1.2094678591978436e-09,1.4755508459529665e-07
1873,7.781805777540285e-08,0.0,2.1549615780713793e-07
1874,8.48394492436455e-08,0.0,1.67886511803772e-07
1875,1.178634576604054e-07,0.0,2.2027879253982974e-07
1876,1.2152489148320456e-07,1.209202959984168e-09,1.6868381180756842e-07
1877,9.895705943563371e-08,3.7108897066318036e-09,1.8245206945266546e-07
1878,6.2202616391005e-08,2.4156354139215352e-09,2.663238092281972e-07
1879,8.61414832797891e-08,6.109325378922392e-09,1.893890839710366e-07
1880,6.161132404258751e-08,3.2089231272180996e-09,2.1178892950501904e-07
1881,6.066081681410651e-08,2.0917522713936876e-09,2.1754223666903272e-07
1882,9.184431348785438e-08,1.9966155395678697e-09,2.9084031893944484e-07
1883,6.888079440159345e-08,0.0,2.755231776063738e-07
1884,7.393900602892245e-08,2.6406787867472303e-09,2.3171956797796156e-07
1885,6.896830484492966e-08,3.222817901438191e-09,2.700721495330072e-07
1886,5.485444276587259e-08,5.808117431449489e-09,2.6910944939118053e-07
1887,8.226444947467826e-08,2.6115698492645834e-09,2.605040947400994e-07
1888,6.594239465584906e-08,1.9021844099853524e-09,3.2146917305908573e-07
1889,6.327788071303075e-08,6.265136742733546e-10,2.712804132443125e-07
1890,7.406456603575862e-08,1.3108772956016423e-09,2.857712502191134e-07
1891,7.967774706685304e-08,6.374220040683554e-10,3.626931288636115e-07
1892,6.519253048509199e-08,1.8805537127519756e-09,3.284700369476923e-07
1893,5.9120800699474785e-08,0.0,4.163089499797934e-07
1894,4.7891699495039575e-08,1.8904617871129403e-09,4.014080445813306e-07
1895,5.8982422501685505e-08,2.4074457982692365e-09,4.0324718497686263e-07
1896,3.833068973335685e-08,0.0,4.2871400296462525e-07
1897,5.710179351581246e-08,2.9133566670225264e-09,4.585623685215978e-07
1898,5.8846890027552945e-08,5.6583548957434e-10,4.0287486058332433e-07
1899,4.366786754417262e-08,5.527578395003729e-10,4.831103410651849e-07
1900,3.7894686499839736e-08,0.0,4.718667412362265e-07
1901,4.0238919751800495e-08,5.588738916095792e-10,5.521674211195204e-07
1902,3.879124221839447e-08,1.4730851538580225e-09,4.5174610363574175e-07
1903,5.886240117547459e-08,3.2401321625741275e-09,5.3030163371659e-07
1904,3.0097901060344157e-08,5.374625189347171e-10,6.567792070200085e-07
1905,4.541468001661997e-08,1.0321518084666081e-09,6.017444889039325e-07
1906,2.983626856689625e-08,5.144184522798412e-10,6.502249334516819e-07
1907,5.348557152728972e-08,5.142843373384665e-10,6.927410254320421e-07
1908,3.3397444809679655e-08,4.911389073214423e-10,6.699134473819868e-07
1909,6.931239227014885e-08,1.1001967115120692e-09,7.151278396122507e-07
1910,5.2907090264397993e-08,1.068830135508847e-09,7.620758992743504e-07
1911,3.990280461607654e-08,5.320374141248863e-10,8.704132028469758e-07
1912,5.365703970028335e-08,1.5628263683176158e-09,7.902692118477717e-07
1913,5.196929819817342e-08,1.5908969142053309e-09,7.933272740956454e-07
1914,5.2234600644851525e-08,8.705766885164223e-09,7.908854513516417e-07
1915,3.2986132936230206e-08,0.0,7.657495189050678e-07
1916,8.570220444426013e-08,0.0,7.28468705801788e-07
1917,2.631941953268324e-08,0.0,6.689518841085373e-07
1918,5.168869421368072e-08,0.0,7.626953788530955e-07
1919,2.9465114792515124e-08,9.207848372660976e-10,8.590922675466572e-07
1920,5.073395215049459e-08,1.514446346106979e-09,9.450145057599002e-07
1921,3.7863738810983705e-08,0.0,9.549235073791351e-07
1922,5.1645550058765366e-08,0.0,1.0255330380459782e-06
1923,6.581888101209188e-08,0.0,1.0127614586963318e-06
1924,4.383152329978657e-08,0.0,9.887876331049483e-07
1925,4.9491799103407175e-08,1.0998177923937646e-09,9.7113911579072e-07
1926,4.458455293843144e-08,0.0,9.117541139858076e-07
1927,6.243566019747959e-08,3.3447675740205796e-09,8.752141411605407e-07
1928,2.9707706517001498e-08,0.0,9.734986861076322e-07
1929,3.342121956961819e-08,2.2280812750352652e-09,1.0705930435506161e-06
1930,4.411513643276521e-08,0.0,1.0598135986583657e-06
1931,4.219981875053236e-08,1.1405356659111021e-09,1.0093740456795786e-06
1932,3.06867029564728e-08,2.1919073223131136e-09,1.2077409792254912e-06
1933,2.2941325283909464e-08,2.2941324395731044e-09,1.1310072522974224e-06
1934,3.9539216345474415e-08,0.0,1.2640566637855954e-06
1935,3.949533677882755e-08,4.787313656606784e-09,1.3524161204259144e-06
1936,4.7286388138445545e-08,0.0,1.1615476296356064e-06
1937,3.1477796369472344e-08,1.2591118148108649e-09,1.3459905403578887e-06
1938,2.2040865133021725e-08,0.0,1.3457893146551214e-06
1939,4.282334131744392e-08,3.058810094103137e-09,1.3917585874878569e-06
1940,3.550096039361961e-08,2.5357829169792012e-09,1.6431873746114434e-06
1941,2.9515025090631752e-08,0.0,1.4846058320472366e-06
1942,1.8205270180260413e-08,0.0,1.3259505067253485e-06
1943,4.3548528338988035e-08,0.0,1.280326728192449e-06
1944,2.8918675454292497e-08,0.0,1.2177976032035076e-06
1945,5.2284097051824574e-08,0.0,1.1785706419686903e-06
1946,1.9489545977080525e-08,1.3921104269343232e-09,1.3113680097376346e-06
1947,4.7683485604466114e-08,1.1920870957027319e-09,1.3089115782349836e-06
1948,2.717971980814582e-08,0.0,1.3665962796949316e-06
1949,4.712163814701853e-08,0.0,1.7003058019327e-06
1950,4.785912821603233e-08,0.0,1.542127392895054e-06
1951,5.863770979885885e-08,0.0,1.4446198974837898e-06
1952,3.374337254058446e-08,1.0544803918932644e-09,1.6586976698818034e-06
1953,3.124409886368085e-08,0.0,1.7679850543572684e-06
1954,5.570345606997762e-08,0.0,1.673058136475447e-06
1955,4.880516257799172e-08,0.0,1.6903479718166636e-06
1956,3.226822542501395e-08,0.0,1.8122532310371753e-06
