year,tout_DET oeuf_NOUN,tout_DET neuf_ADJ
1889,6.265136742733546e-10,1.50363277384713e-08
1890,0.0,1.8352281472289178e-08
1891,0.0,1.9760081571007504e-08
1892,0.0,2.193979398157353e-08
1893,0.0,1.7859408174558666e-08
1894,0.0,1.827446460822557e-08
1895,6.018614495673091e-10,2.046328972937772e-08
1896,0.0,1.9460195233023114e-08
1897,5.826713556089658e-10,1.2818770045441852e-08
1898,5.6583548957434e-10,1.5277558773618694e-08
1899,0.0,1.6582735185011188e-08
1900,0.0,1.349673794948103e-08
1901,0.0,1.8442838367604963e-08
1902,0.0,6.38336894454028e-09
1903,1.6200660812870638e-09,8.640352433531007e-09
1904,0.0,1.289910045443321e-08
1905,5.160759042333041e-10,2.3223416079076742e-08
1906,0.0,9.259531807970234e-09
1907,0.0,1.6457098794830927e-08
1908,4.911389073214423e-10,2.8486056180554442e-08
1909,1.1001967115120692e-09,1.320236009405562e-08
1910,1.068830135508847e-09,1.9238942883248455e-08
1911,1.5961122423746588e-09,2.2345570727111408e-08
1912,5.209421227725386e-10,1.1981668990301841e-08
1913,5.30298971401777e-10,1.4318072061314524e-08
1914,0.0,1.7411533548283842e-08
1915,0.0,9.424609537234119e-09
1916,0.0,3.2962386153911893e-09
1917,1.0966424435210342e-09,2.0836205649743533e-08
1918,0.0,1.1486376294556067e-08
1919,9.207848372660976e-10,1.8415696745321952e-09
1920,3.028892692213958e-09,1.0601124422748853e-08
1921,7.572747429129834e-10,1.2116395886607734e-08
1922,7.377935484775833e-10,3.098733003525922e-08
1923,0.0,1.5923921736771263e-08
1924,0.0,1.5469948877466777e-08
1925,1.0998177923937646e-09,1.7597084678300234e-08
1926,0.0,1.3375366592072169e-08
1927,0.0,1.4493992672726108e-08
1928,0.0,2.399468712610542e-08
1929,2.2280812750352652e-09,1.1140405931087116e-08
1930,1.0503603542488804e-09,1.3654684494213143e-08
1931,3.4216069977333063e-09,1.4826963656844327e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,0.0,1.4911860191091364e-08
1934,0.0,1.9170528275935794e-08
1935,1.196828414151696e-09,1.0771455727365264e-08
1936,0.0,2.182448710641438e-08
1937,2.5182236296217297e-09,2.1404900962807005e-08
1938,1.2965214457594243e-09,2.2040865133021725e-08
1939,1.5294050470515685e-09,1.6823456405745674e-08
1940,5.0715658339584024e-09,1.0143131667916805e-08
1941,8.854508237732261e-09,2.3612020783048138e-08
1942,3.034211770724937e-09,1.517105907566929e-08
1943,0.0,1.4516175816936538e-08
1944,0.0,1.927911696952833e-08
1945,2.178504043826024e-09,2.178504132643866e-08
1946,1.3921104269343232e-09,2.0881657292193267e-08
1947,2.3841741914054637e-09,9.536696765621855e-09
1948,1.0871887834440486e-09,2.5005341797168512e-08
1949,1.9634016634739737e-09,1.0798709482173763e-08
1950,1.0635361480382244e-09,2.2334258886758107e-08
1951,2.1322803522849654e-09,1.1727541604500402e-08
1952,0.0,1.5817205323287453e-08
1953,1.0773827385790469e-09,1.1851209791302608e-08
1954,9.772536113672459e-10,1.8567819282111486e-08
1955,0.0,1.6894095011821264e-08
1956,0.0,1.9186511934776718e-08
1957,0.0,1.501956425897788e-08
1958,0.0,1.4890038535497752e-08
1959,0.0,1.0851047171911432e-08
1960,0.0,2.2838749558218296e-08
1961,0.0,2.292892631317045e-08
1962,0.0,1.6489087428794846e-08
1963,1.2932106496776896e-09,2.198458126656533e-08
1964,6.083968329129164e-10,1.3993127545575135e-08
1965,1.0944086747954884e-09,1.2038495533772675e-08
1966,5.539074754423723e-10,1.273987226824147e-08
1967,4.930335584241163e-10,1.3804939413830652e-08
1968,4.4914158503495116e-10,1.7965662735264232e-08
1969,0.0,1.6804504454626112e-08
1970,4.5987250119061684e-10,1.7015283404475667e-08
1971,0.0,1.6956711590410123e-08
1972,0.0,2.0520587895589415e-08
1973,1.6539611902288698e-09,1.3783009400469837e-08
1974,0.0,1.1813700240281833e-08
1975,5.711480177694739e-10,1.7134439644905797e-08
1976,0.0,1.542652228181396e-08
1977,0.0,9.990529292736028e-09
1978,5.940591352171509e-10,1.3663360221016774e-08
1979,0.0,1.8726314721106974e-08
1980,0.0,1.2507331170752423e-08
1981,0.0,1.0120879245789638e-08
1982,6.207502289967692e-10,1.4898005495922462e-08
1983,0.0,2.0209011353244932e-08
1984,0.0,2.7255339318799088e-08
1985,0.0,1.0828004270990732e-08
1986,5.994485463567401e-10,1.6185110141009318e-08
1987,0.0,2.3832186002437084e-08
1988,2.398621523624911e-09,1.679035044332977e-08
1989,0.0,1.0976243913773942e-08
1990,0.0,1.2531897297662908e-08
1991,0.0,9.96449056600568e-09
1992,1.65298330578878e-09,1.8182815253453555e-08
1993,0.0,1.3848018731721368e-08
1994,0.0,1.8989736005892155e-08
1995,1.0844901643380922e-09,1.3556126887692699e-08
1996,5.338092190498855e-10,2.1886178203089912e-08
1997,0.0,1.965906726297817e-08
1998,0.0,1.859570453177639e-08
1999,0.0,1.5995704316651427e-08
2000,1.3254094488601709e-09,1.4579503826439577e-08
2001,1.3143635069212678e-09,1.0514908055370142e-08
2002,4.38122149670761e-10,1.0953053575235572e-08
2003,0.0,1.3334153337041244e-08
2004,0.0,1.497629043001325e-08
2005,4.5037495954858286e-10,1.6213498099659773e-08
2006,8.235779835885637e-10,1.1530091548195287e-08
2007,0.0,1.3181781888249589e-08
2008,4.257439678578834e-10,1.2346575317678798e-08
2009,1.907277002999308e-09,1.0490023072406984e-08
2010,9.447586046817946e-10,2.0312310056169736e-08
2011,0.0,1.6825476123472072e-08
2012,0.0,2.4170194734551842e-08
2013,0.0,2.091843853690989e-08
2014,0.0,2.5768796874103828e-08
2015,0.0,1.8397575018980206e-08
2016,2.0713400439298368e-10,1.864206033985738e-08
2017,2.515611330355938e-10,2.1885819379008353e-08
2018,0.0,1.8070267060465994e-08
2019,0.0,1.8622211328533922e-08
