year,put_VERB ôter_VERB,put_VERB noter_VERB
1800,0.0,0.0
1801,4.7623651688866175e-09,0.0
1802,0.0,0.0
1803,9.751696339321825e-09,0.0
1804,0.0,0.0
1805,1.1371510844071508e-08,0.0
1806,2.881669125542885e-09,0.0
1807,2.8469551160981155e-09,0.0
1808,0.0,0.0
1809,1.3554183553310395e-08,0.0
1810,7.020380277111826e-09,0.0
1811,1.2535384286138651e-08,0.0
1812,2.6672083208723052e-08,0.0
1813,5.751483289628823e-09,0.0
1814,0.0,0.0
1815,0.0,0.0
1816,0.0,0.0
1817,1.556873407970727e-09,1.556873407970727e-09
1818,5.960588467246453e-09,0.0
1819,2.070210003424222e-09,0.0
1820,2.4919611263385377e-08,0.0
1821,2.6626018723163725e-08,0.0
1822,2.0051231786055723e-08,0.0
1823,1.087095569118901e-08,0.0
1824,2.189489300974401e-08,0.0
1825,4.4027217427355936e-09,0.0
1826,2.642395191543301e-09,0.0
1827,8.295545583791863e-09,1.2904182611350734e-08
1828,9.172301140836225e-09,9.172301251858528e-10
1829,2.4004892296147773e-08,0.0
1830,5.218417697960831e-09,0.0
1831,0.0,1.5591206103948707e-09
1832,5.411987746839486e-09,0.0
1833,0.0,1.1583628500844156e-09
1834,1.8669061851994684e-09,0.0
1835,6.050470346963266e-09,0.0
1836,5.376600054063374e-09,6.720750067579218e-10
1837,5.5663127440652715e-09,0.0
1838,3.787297142565649e-09,6.312161904276081e-09
1839,6.9914751765765e-10,1.3982950353153e-09
1840,1.2739377552861697e-08,0.0
1841,8.346713542550788e-09,0.0
1842,6.708265054555795e-09,0.0
1843,3.5441467538532834e-09,0.0
1844,3.841992946007622e-09,2.195424508855126e-09
1845,8.928364714222425e-09,4.464182357111213e-09
1846,9.952652035849496e-09,1.1123552745573306e-08
1847,4.853901280910122e-09,8.089835468183537e-09
1848,8.04522137798358e-09,0.0
1849,0.0,9.217356655710773e-09
1850,6.788996032014438e-09,1.3577992064028876e-09
1851,9.029214709244116e-09,0.0
1852,6.510545436100301e-10,0.0
1853,7.166318205520383e-09,5.971931837933653e-09
1854,1.0391328908454511e-09,4.1565315633818045e-09
1855,4.776243400783642e-09,2.1227748447927297e-09
1856,6.73034605824796e-09,2.5885946719483854e-09
1857,6.345961978126979e-09,9.763017949637742e-09
1858,3.4255731584664773e-09,3.4255731584664773e-09
1859,5.601390462572908e-09,6.619825576592575e-09
1860,2.288591982591015e-09,1.1442959468865865e-08
1861,5.187560159214399e-09,8.017138064531082e-09
1862,4.066187830886747e-09,4.066187830886747e-09
1863,6.493007020935693e-09,3.995696662428827e-09
1864,4.794728170054441e-09,9.109982990196386e-09
1865,3.294791106611683e-09,4.23615986733239e-09
1866,1.4596839292835284e-09,8.271541673821048e-09
1867,4.367530337390235e-09,2.4749338578544666e-08
1868,4.939874287401835e-09,6.421836395986702e-09
1869,4.395167341186834e-09,1.953407657850903e-09
1870,5.734048791339319e-10,3.4404292748035914e-09
1871,0.0,4.248470908407853e-09
1872,7.256807155187062e-09,5.442605477412599e-09
1873,7.183205141814142e-09,1.616221290134945e-08
1874,6.572069999322139e-09,4.779687312606029e-09
1875,5.721527140956084e-10,1.716458086775674e-09
1876,6.04601479992084e-10,7.255217759905008e-09
1877,3.710889595609501e-09,7.421779191219002e-09
1878,1.8117265465633636e-09,1.268208649207736e-08
1879,7.331190321480108e-09,1.1607718342077078e-08
1880,2.5671385017744797e-09,1.4119262203848848e-08
1881,9.761510710859511e-09,1.3945015142624584e-09
1882,1.3310770263785798e-09,3.9932310791357395e-09
1883,1.2638677882037541e-09,1.2638677659992936e-08
1884,6.601696966868076e-10,1.5844072720483382e-08
1885,6.445635580831777e-09,3.2228177904158883e-09
1886,1.2906927748801422e-09,4.5174246565693466e-09
1887,3.264462256069578e-09,9.140494583448344e-09
1888,1.9021844099853524e-09,1.521747527988282e-08
1889,1.2530273485467092e-09,1.628935564212952e-08
1890,3.9326319978272295e-09,2.6217545467943637e-08
1891,6.374220040683554e-10,1.211101796627645e-08
1892,2.5074049503359674e-09,1.56712811616444e-08
1893,6.158416554491453e-10,1.0469308087124318e-08
1894,1.2603078580752936e-09,1.3863386882917439e-08
1895,2.4074457982692365e-09,1.5046536461227333e-08
1896,0.0,7.076434549446731e-09
1897,2.330685422435863e-09,8.740070001067579e-09
1898,0.0,1.0750873968845553e-08
1899,2.7637891975018647e-09,1.9346524382513053e-08
1900,5.191053142894475e-10,1.764958135197503e-08
1901,2.794369402536745e-09,1.676621685930968e-08
1902,3.928227076954727e-09,2.258730624760119e-08
1903,5.400220270956879e-09,3.510143287144274e-08
1904,2.6873125946735854e-09,2.6335662539622717e-08
1905,2.580379465655369e-09,2.7352022868853965e-08
1906,3.0865106026567446e-09,2.623534101076075e-08
1907,0.0,1.1828539925318182e-08
1908,4.911389073214423e-10,1.8663278922304016e-08
1909,5.500983557560346e-10,2.2003934674330594e-08
1910,2.137660271017694e-09,1.6566866989364826e-08
1911,1.0640748282497725e-09,3.351835786702395e-08
1912,0.0,3.9070659596518453e-08
1913,5.30298971401777e-10,2.6514948459066545e-08
1914,7.366418142140674e-09,3.0135346662518714e-08
1915,1.0602685840410686e-08,1.4136913861761968e-08
1916,1.0987462051303964e-09,3.5159878564172686e-08
1917,7.676496771580332e-09,2.4126133979507358e-08
1918,0.0,1.8378202071289707e-08
1919,0.0,2.301962176431971e-08
1920,1.514446346106979e-09,2.1959472462640406e-08
1921,7.572747429129834e-10,3.0290991048786964e-08
1922,5.164555005876537e-09,2.4347187377316004e-08
1923,2.1231896241147297e-09,2.3355084977083607e-08
1924,0.0,1.5469948877466777e-08
1925,1.0998177923937646e-09,2.0896537833436923e-08
1926,2.229227691330493e-09,2.5636119005412183e-08
1927,4.4596899506643695e-09,2.1183527820767267e-08
1928,1.1426041224282812e-09,3.313552099371009e-08
1929,0.0,1.3368487650211591e-08
1930,0.0,1.1553964007759987e-08
1931,0.0,2.0529641986399838e-08
1932,0.0,1.753525857850491e-08
1933,3.4411986593596566e-09,3.785318369864399e-08
1934,0.0,1.7972370258689807e-08
1935,0.0,1.4361940969820353e-08
1936,0.0,4.122403041151301e-08
1937,0.0,3.903246792447135e-08
1938,0.0,3.241303758727554e-08
1939,0.0,2.141167065872196e-08
1940,0.0,1.2678914806940611e-08
1941,0.0,1.4757512545315876e-08
1942,3.034211770724937e-09,1.517105907566929e-08
1943,0.0,2.0322646676618206e-08
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,0.0,2.178504132643866e-08
1946,2.7842208538686464e-09,1.2528993842408909e-08
1947,4.7683483828109274e-09,1.3112957830685446e-08
1948,0.0,2.391815279167986e-08
1949,9.817008317369869e-10,1.1780409536754632e-08
1950,4.2541445921528975e-09,1.2762433776458693e-08
1951,0.0,8.529121409139861e-09
1952,0.0,2.9525450528922192e-08
1953,0.0,1.8315507332999914e-08
1954,9.772536113672459e-10,1.4658803948464083e-08
1955,0.0,1.595553378308523e-08
1956,1.744228317335228e-09,1.3953826538681824e-08
1957,8.835037701437898e-10,2.6505112771246786e-08
1958,0.0,2.8952852559882558e-08
1959,0.0,2.5577467255288866e-08
1960,1.3841666701708277e-09,2.6991250123842292e-08
1961,0.0,8.33779090214648e-09
1962,1.9025869768540815e-09,1.331810839388936e-08
1963,6.466053248388448e-10,2.3277792138287623e-08
1964,2.4335873316516654e-09,1.8251904876365188e-08
1965,2.73602163147757e-09,1.9699356812452606e-08
1966,0.0,1.163205709531212e-08
1967,0.0,1.1832804958089582e-08
1968,3.5931326802796093e-09,1.0330256650092906e-08
1969,9.083515606356229e-10,2.4071315607443466e-08
1970,9.197450023812337e-10,9.657322941336588e-09
1971,1.541519245584766e-09,1.1304474689666222e-08
1972,1.0260293725750103e-09,6.156176013405457e-09
1973,0.0,8.269805285010534e-09
1974,0.0,1.1251143128276908e-08
1975,2.8557400888473694e-09,1.4278700888326057e-08
1976,5.713526873840635e-10,1.199840671262109e-08
1977,5.876781838942691e-10,1.1165885105413054e-08
1978,1.1881182704343018e-09,6.534650598410963e-09
1979,0.0,8.777959692451986e-09
1980,1.1370301367108482e-09,5.116635559687666e-09
1981,1.2651099057237047e-09,1.138598904049104e-08
1982,1.2415004579935385e-09,1.3656505259973528e-08
1983,6.315316047889041e-10,1.136756910824488e-08
1984,2.8995041922996734e-09,1.4497521405587577e-08
1985,1.2031116103372597e-09,1.804667348892508e-08
1986,0.0,1.019062523255343e-08
1987,1.2221633705067347e-09,7.332980445085013e-09
1988,1.1993107618124554e-09,2.99827696004229e-09
1989,5.488122178931576e-10,1.1525056464734007e-08
1990,1.6345953479657283e-09,1.3076762783725826e-08
1991,0.0,8.7921980806982e-09
1992,1.1019888335184191e-09,1.7080827419135858e-08
1993,5.539207426075166e-10,6.093128224193833e-09
1994,5.274926606624319e-10,9.494868002946077e-09
1995,5.422450821690461e-10,5.964695848348356e-09
1996,2.135236876199542e-09,1.1209993822092201e-08
1997,1.917957792585412e-09,8.151320507465698e-09
1998,4.768129224785866e-10,1.0966696883940585e-08
1999,9.140402323914998e-10,4.113180906983871e-09
2000,1.3254094488601709e-09,1.2812291672048559e-08
2001,8.762423564512289e-10,7.886181485616817e-09
2002,1.3143663935011318e-09,7.448076377869484e-09
2003,0.0,1.2500768420409258e-08
2004,4.404791253964646e-10,9.250062049659391e-09
2005,2.251874686720612e-09,6.305249655724765e-09
2006,8.235779835885637e-10,7.000412693969338e-09
2007,1.1983438685803094e-09,5.592271090648637e-09
2008,3.8316958494988285e-09,3.405951742863067e-09
2009,1.907277002999308e-09,9.53638501499654e-09
2010,9.447586046817946e-10,9.919965293647692e-09
2011,7.64794394481072e-10,4.971163480860241e-09
2012,2.382976926895708e-09,1.1574459612972987e-08
2013,3.904775169871755e-09,1.2272150407000026e-08
2014,4.114345752981308e-09,1.0394137106572998e-08
2015,2.21657536769726e-09,1.573768493301486e-08
2016,5.799752234025846e-09,1.0563834251797743e-08
2017,4.024978128569501e-09,7.54683426862357e-09
2018,3.614053500911041e-09,1.3681773936013997e-08
2019,2.806086474294034e-09,1.7346716063570966e-08
