year,fallait_VERB être_VERB,fallait_VERB etre_VERB,fallait_VERB naître_VERB
1890,6.783790240660892e-07,0.0,2.6217545912032847e-09
1891,6.986145422160916e-07,1.9122659011827636e-09,1.2748440081367107e-09
1892,6.958048857086396e-07,0.0,0.0
1893,7.223822535706859e-07,0.0,3.079208221734575e-09
1894,7.290880716936954e-07,6.301539290376468e-10,2.520615716150587e-09
1895,7.402895789709873e-07,6.018614495673091e-10,4.814891596538473e-09
1896,6.899524009895686e-07,5.89702897624278e-10,0.0
1897,5.989861620037118e-07,0.0,0.0
1898,6.088390023251122e-07,1.6975064687230201e-09,2.8291773368493978e-09
1899,6.544652819684416e-07,5.527578395003729e-10,5.527578395003729e-10
1900,7.044259291433264e-07,0.0,2.595526460424935e-09
1901,6.4046946590679e-07,5.588738916095792e-10,2.794369402536745e-09
1902,5.582992912422924e-07,9.820567692386817e-10,9.820567692386817e-10
1903,6.410061246242549e-07,5.400220270956879e-10,2.7001101354784396e-09
1904,6.578541160706664e-07,0.0,0.0
1905,6.327090318336559e-07,0.0,4.64468330463319e-09
1906,6.687440077257634e-07,1.5432553013283723e-09,2.572092316910357e-09
1907,6.855410106254567e-07,5.142843373384665e-10,0.0
1908,7.082223305587831e-07,4.911389073214423e-10,7.367083831866239e-09
1909,6.887231620567036e-07,0.0,3.850688656825696e-09
1910,6.717597216265858e-07,5.344150677544235e-10,5.344150677544235e-10
1911,6.693030627502594e-07,0.0,1.0640748282497725e-09
1912,6.141907533674384e-07,1.0418842455450772e-09,1.5628263128064646e-09
1913,6.236315925889357e-07,0.0,5.30298971401777e-10
1914,6.395390528268763e-07,0.0,0.0
1915,7.033115139165602e-07,1.1780761921542648e-09,1.1780761921542648e-09
1916,6.427665084629552e-07,0.0,0.0
1917,7.742295906609797e-07,1.0966424435210342e-09,1.0966424435210342e-09
1918,6.294534387052408e-07,0.0,0.0
1919,7.357070899161045e-07,0.0,9.207848372660976e-10
1920,6.40610778646078e-07,0.0,7.572231730534895e-10
1921,6.853336458334525e-07,7.572747429129834e-10,0.0
1922,7.119707561287214e-07,1.4755870969551665e-09,2.2133805899215986e-09
1923,7.038373723844416e-07,0.0,3.1847844361720945e-09
1924,7.283767899934901e-07,0.0,0.0
1925,6.037999469299393e-07,2.1996355847875293e-09,1.0998177923937646e-09
1926,7.412182299049164e-07,0.0,5.57306911730393e-09
1927,8.306172389893618e-07,2.2298449753321847e-09,1.1149224876660924e-09
1928,5.9415413034003e-07,0.0,0.0
1929,6.87363069573621e-07,1.1140406375176326e-09,4.4561625500705304e-09
1930,6.008061177453783e-07,0.0,0.0
1931,5.771110522800882e-07,1.1405356659111021e-09,0.0
1932,6.367490641423501e-07,3.287861094491973e-09,0.0
1933,6.148275133455172e-07,0.0,1.1470662197865522e-09
1934,5.978808417239634e-07,0.0,0.0
1935,5.816585826323717e-07,1.196828414151696e-09,2.393656828303392e-09
1936,5.528870019588794e-07,0.0,2.424942913137329e-09
1937,5.703776650989312e-07,1.2591118148108649e-09,3.777335333410292e-09
1938,5.743589781559422e-07,1.2965214457594243e-09,0.0
1939,5.857621090399334e-07,0.0,3.058810094103137e-09
1940,5.198355097491003e-07,0.0,0.0
1941,6.552335776177642e-07,2.9515025978810172e-09,0.0
1942,6.038081323822553e-07,0.0,0.0
1943,7.867767521929636e-07,0.0,2.9032352077962287e-09
1944,6.329976827146311e-07,3.2131861615880553e-09,3.2131861615880553e-09
1945,8.86651150722173e-07,0.0,0.0
1946,6.960552241253026e-07,2.7842208538686464e-09,0.0
1947,7.367098078248091e-07,0.0,1.1920870957027319e-09
1948,6.979752242841641e-07,1.0871887834440486e-09,2.174377566888097e-09
1949,6.400689471774967e-07,0.0,0.0
1950,6.583288723049918e-07,0.0,4.2541445921528975e-09
1951,7.420335350616369e-07,0.0,3.1984206394497505e-09
1952,5.831276439494104e-07,0.0,0.0
1953,6.475070222222712e-07,0.0,1.0773827385790469e-09
1954,6.743049993929162e-07,0.0,1.9545072227344917e-09
1955,6.232043574527779e-07,0.0,1.8771215692936494e-09
1956,6.200731945682492e-07,0.0,8.72114158667614e-10
1957,6.113846211519558e-07,2.6505113659425206e-09,8.835037701437898e-10
1958,6.080098842176085e-07,0.0,8.272243445794913e-10
1959,6.037832349647942e-07,0.0,1.5501495642666896e-09
1960,6.90699152983143e-07,0.0,6.920833350854139e-10
1961,6.378410262186662e-07,1.3896318540318475e-09,2.779263708063695e-09
1962,6.957126288398285e-07,6.341956404476434e-10,5.7077609305622445e-09
1963,6.634170404140605e-07,0.0,1.2932106496776896e-09
1964,6.126555831542646e-07,6.083968329129164e-10,1.8251904432275978e-09
1965,6.353042181217461e-07,0.0,5.472043373977442e-10
1966,6.968156185394037e-07,2.769537488234164e-09,2.215629901769489e-09
1967,7.040518994472222e-07,4.930335584241163e-10,2.9582012395223956e-09
1968,7.514138928854663e-07,3.5931326802796093e-09,2.245707841908029e-09
1969,6.481088234977506e-07,1.3625273131978588e-09,4.541757636644661e-09
1970,6.327845767373219e-07,0.0,4.1388523719376735e-09
1971,6.515488166769501e-07,1.0276794970565106e-09,1.541519245584766e-09
1972,6.053573429198877e-07,3.5911027485013847e-09,6.156176013405457e-09
1973,6.19132777046616e-07,5.513203782392395e-10,1.102640756478479e-09
1974,5.64807407954504e-07,5.625571675160757e-10,0.0
1975,5.78001788653637e-07,1.1422960355389478e-09,0.0
1976,5.896359880352975e-07,1.142705374768127e-09,2.285410749536254e-09
1977,5.912042411182483e-07,2.3507127355770763e-09,1.7630346071939584e-09
1978,6.582175160474435e-07,0.0,2.3762365408686037e-09
1979,6.817548978688137e-07,5.851973350345929e-10,1.7555920051037788e-09
1980,6.469701361311309e-07,1.1370301367108482e-09,2.2740602734216964e-09
1981,6.521641466861183e-07,0.0,1.8976649140967083e-09
1982,7.175872838161013e-07,0.0,4.345251713999687e-09
1983,6.580559102076222e-07,2.5261264191556165e-09,1.2630632095778083e-09
1984,7.034197437860712e-07,0.0,1.1598016991243298e-09
1985,7.314918661904812e-07,1.2031116103372597e-09,3.0077789148208467e-09
1986,7.403189670185384e-07,1.7983456945813714e-09,1.1988970927134801e-09
1987,6.990774750192941e-07,6.110816852533674e-10,4.888653482026939e-09
1988,6.122481295278703e-07,1.1993107618124554e-09,1.1993107618124554e-09
1989,7.732764402135217e-07,1.6464366536794728e-09,5.488122178931576e-10
1990,7.192219300122815e-07,4.358920779878872e-09,1.6345953479657283e-09
1991,7.004450708336663e-07,5.861465202094962e-10,1.7584396161396398e-09
1992,6.903960070303583e-07,1.65298330578878e-09,2.2039776670368383e-09
1993,7.389302822957688e-07,1.661762283333701e-09,5.539207426075166e-10
1994,7.210824719550146e-07,5.274926606624319e-10,6.329911705904578e-09
1995,7.667345585105068e-07,1.0844901643380922e-09,2.1689803286761844e-09
1996,7.430624577864364e-07,0.0,2.135236876199542e-09
1997,7.307419309654506e-07,4.79489448146353e-10,4.315404922294874e-09
1998,7.423977308462781e-07,4.768129224785866e-10,1.43043876743576e-09
1999,7.344313530666113e-07,0.0,3.656160929565999e-09
2000,6.794932687625987e-07,2.2090156370779823e-09,3.97622823555821e-09
2001,7.855512649257435e-07,1.3143635069212678e-09,4.3812117822561447e-10
2002,8.039541512516735e-07,4.38122149670761e-10,2.6287327870022636e-09
2003,8.313011221616762e-07,8.333845835650777e-10,1.6667691671301554e-09
2004,8.056363185460214e-07,0.0,2.642874807889939e-09
2005,8.489568017466809e-07,9.007499190971657e-10,4.5037495954858286e-10
2006,9.137597771768924e-07,1.2353669198716943e-09,4.529678854225949e-09
2007,9.227247801391059e-07,0.0,3.1955835755326234e-09
2008,1.0022013157140464e-06,4.257439678578834e-10,3.405951742863067e-09
2009,1.0966842864945647e-06,0.0,5.245011536203492e-09
2010,1.2418852293194504e-06,4.723793023408973e-10,2.8342759250676863e-09
2011,1.276441821573826e-06,7.64794394481072e-10,2.6767803529281764e-09
2012,1.4195734365785029e-06,0.0,3.4042526575461807e-09
2013,1.4771205769648077e-06,2.789125042035323e-10,3.904775169871755e-09
2014,1.7065873407773324e-06,0.0,4.330890313042346e-09
2015,1.5496078731302987e-06,0.0,3.989835573037226e-09
2016,1.4768654637009604e-06,6.214020409345267e-10,3.5212781579474495e-09
2017,1.4296218751042034e-06,0.0,2.7671724911471074e-09
2018,1.632003204576904e-06,1.5488800242380307e-09,7.744400121190154e-10
2019,1.5691125554440077e-06,0.0,4.846876677788714e-09
