year,voudront_VERB être_VERB,voudront_VERB etre_VERB,voudront_VERB naître_VERB
1870,9.575861525945584e-08,0.0,0.0
1871,6.266494523288202e-08,0.0,0.0
1872,7.861540751719076e-08,0.0,0.0
1873,6.285304721131979e-08,0.0,0.0
1874,7.52800772829687e-08,5.974609140757536e-10,0.0
1875,8.067353007845668e-08,0.0,0.0
1876,6.287855569553358e-08,0.0,0.0
1877,5.6281827198745304e-08,0.0,0.0
1878,5.495570576385944e-08,0.0,0.0
1879,6.231511662235789e-08,6.10932526790009e-10,0.0
1880,9.370055664703614e-08,0.0,0.0
1881,8.157833519817359e-08,0.0,0.0
1882,6.788492612486152e-08,0.0,0.0
1883,7.520013411976834e-08,0.0,0.0
1884,5.545425452169184e-08,0.0,0.0
1885,5.8655285073427876e-08,0.0,0.0
1886,8.066830048392148e-08,6.453463874400711e-10,0.0
1887,8.291734587828614e-08,0.0,0.0
1888,6.404020780337305e-08,0.0,0.0
1889,6.57839365203472e-08,1.2530273485467092e-09,0.0
1890,6.94764992204e-08,6.554386478008212e-10,0.0
1891,9.68881437302116e-08,1.9122659011827636e-09,0.0
1892,7.710270466532165e-08,0.0,0.0
1893,5.788911394688512e-08,0.0,0.0
1894,6.238524008495006e-08,0.0,0.0
1895,6.801034402315054e-08,0.0,2.4074457982692365e-09
1896,6.781583294923621e-08,0.0,0.0
1897,4.8944393427063915e-08,0.0,0.0
1898,6.620275172508627e-08,0.0,0.0
1899,8.45719512199139e-08,0.0,1.6582735185011188e-09
1900,6.748368974740515e-08,0.0,0.0
1901,9.780293197536594e-08,5.588738916095792e-10,0.0
1902,7.021706238674597e-08,0.0,0.0
1903,9.018367563840002e-08,0.0,0.0
1904,6.503296390292235e-08,0.0,0.0
1905,8.670075146710587e-08,0.0,0.0
1906,6.01869558636281e-08,2.572092316910357e-09,0.0
1907,4.371417006154843e-08,0.0,0.0
1908,7.12151404513861e-08,4.911389073214423e-10,4.911389073214423e-10
1909,6.381140593703094e-08,0.0,0.0
1910,6.466422064477229e-08,0.0,0.0
1911,3.724261787851901e-08,0.0,3.7242617878519013e-09
1912,4.844761747335724e-08,0.0,0.0
1913,4.560571298384275e-08,1.060597942803554e-09,0.0
1914,6.227971738326232e-08,6.696743715117748e-10,0.0
1915,5.890380805340101e-08,0.0,0.0
1916,9.778841558727436e-08,0.0,0.0
1917,7.457168749169796e-08,0.0,0.0
1918,6.891825421462272e-08,1.1486376294556067e-09,0.0
1919,4.880159565345821e-08,0.0,2.762354567309444e-09
1920,5.2248399384779987e-08,0.0,0.0
1921,5.2251955651172466e-08,0.0,0.0
1922,4.500540740082215e-08,0.0,0.0
1923,4.671016995416721e-08,0.0,0.0
1924,4.640984840875717e-08,1.289162443462999e-09,0.0
1925,3.959344141435395e-08,0.0,0.0
1926,4.56991671171636e-08,0.0,0.0
1927,5.0171511389862644e-08,0.0,0.0
1928,4.4561559775502246e-08,0.0,0.0
1929,3.5649300400564243e-08,0.0,0.0
1930,2.941009036305786e-08,0.0,1.0503603542488804e-09
1931,2.9653927313688655e-08,0.0,1.1405356659111021e-09
1932,3.7262424257278326e-08,0.0,0.0
1933,2.982372038218273e-08,0.0,0.0
1934,8.38710612072191e-09,0.0,0.0
1935,5.0266791618014395e-08,1.196828414151696e-09,0.0
1936,2.9099314957647948e-08,0.0,0.0
1937,3.5255130370615007e-08,0.0,0.0
1938,2.2040865133021725e-08,0.0,0.0
1939,1.2235240376412548e-08,0.0,0.0
1940,4.564409294971483e-08,5.0715658339584024e-09,0.0
1941,2.9515025090631752e-08,0.0,0.0
1942,3.034211815133858e-08,0.0,6.068423541449874e-09
1943,2.9032351633873077e-08,0.0,0.0
1944,9.639558484764166e-09,0.0,0.0
1945,2.178504132643866e-08,0.0,0.0
1946,2.7842208538686464e-08,0.0,1.3921104269343232e-09
1947,3.5762614203349585e-08,0.0,0.0
1948,3.8051606310318675e-08,0.0,0.0
1949,3.141442661558358e-08,9.817008317369869e-10,0.0
1950,3.722376362702562e-08,1.0635361480382244e-09,0.0
1951,3.4116485636559446e-08,0.0,0.0
1952,2.1089608281954497e-08,0.0,0.0
1953,1.6160740301529586e-08,0.0,0.0
1954,2.247683283940205e-08,0.0,0.0
1955,2.1586897602787758e-08,0.0,0.0
1956,3.575668117150599e-08,0.0,0.0
1957,2.297109880089465e-08,0.0,0.0
1958,2.8125628048769613e-08,1.6544486891589827e-09,0.0
1959,3.332821663093455e-08,0.0,0.0
1960,2.5607082676515347e-08,0.0,0.0
1961,2.014966149488373e-08,0.0,0.0
1962,3.7417542841922113e-08,0.0,0.0
1963,3.2330266463986845e-08,0.0,0.0
1964,2.068549243006146e-08,0.0,0.0
1965,2.681301225493371e-08,0.0,1.0944086747954884e-09
1966,2.99110034518435e-08,1.1078149508847446e-09,1.6617224263271169e-09
1967,3.303324902503846e-08,0.0,0.0
1968,2.6050212653672133e-08,8.982831700699023e-10,0.0
1969,5.132186231548985e-08,0.0,0.0
1970,2.851209579546321e-08,0.0,0.0
1971,1.849823050292798e-08,0.0,0.0
1972,2.1033601527165047e-08,0.0,0.0
1973,2.4809416743210022e-08,0.0,0.0
1974,3.037808582462276e-08,0.0,0.0
1975,1.8847885030481848e-08,0.0,0.0
1976,2.7996280849151844e-08,0.0,1.142705374768127e-09
1977,1.5867311020656416e-08,5.876781838942691e-10,0.0
1978,2.5544542481270582e-08,5.940591352171509e-10,5.940591352171509e-10
1979,2.3993090181306798e-08,0.0,0.0
1980,2.3309118191150446e-08,5.685150683554241e-10,0.0
1981,2.0874313833019187e-08,0.0,0.0
1982,1.8622506203769262e-08,0.0,0.0
1983,2.7155859783078995e-08,0.0,0.0
1984,2.0876431250371752e-08,0.0,0.0
1985,2.4062231318566774e-08,0.0,0.0
1986,1.8582904104391673e-08,0.0,0.0
1987,3.238733015109574e-08,0.0,0.0
1988,2.2187249371086182e-08,5.996553809062277e-10,0.0
1989,4.116091645300912e-08,0.0,0.0
1990,1.4166492867673242e-08,0.0,0.0
1991,2.6962739596569918e-08,0.0,5.861465202094962e-10
1992,1.928480486412809e-08,0.0,0.0
1993,2.4372512896775334e-08,0.0,0.0
1994,1.2132331583813993e-08,0.0,0.0
1995,2.2232049090575856e-08,0.0,0.0
1996,2.2419987644184403e-08,0.0,5.338092190498855e-10
1997,1.4864173003559245e-08,0.0,0.0
1998,2.1456582288692516e-08,0.0,0.0
1999,1.7366764026860437e-08,4.570201161957499e-10,0.0
2000,2.783359853708589e-08,0.0,0.0
2001,2.1467938537966802e-08,0.0,0.0
2002,1.752488643091965e-08,0.0,0.0
2003,1.8334461060476315e-08,0.0,0.0
2004,1.8940601975714344e-08,0.0,0.0
2005,2.0266872624574717e-08,0.0,0.0
2006,1.729513776638214e-08,0.0,0.0
2007,1.3980677948666198e-08,3.994479469415779e-10,0.0
2008,1.3198063086861112e-08,4.257439678578834e-10,0.0
2009,2.2887324035991696e-08,0.0,0.0
2010,1.747803501928047e-08,0.0,0.0
2011,2.562061141020422e-08,0.0,0.0
2012,2.3489343803362317e-08,0.0,0.0
2013,2.621777461797592e-08,0.0,0.0
2014,1.9705550968751595e-08,0.0,0.0
2015,2.438232904466986e-08,2.2165753954528356e-10,0.0
2016,2.3613276667333594e-08,0.0,0.0
2017,1.685459594114036e-08,0.0,0.0
2018,2.323320025254816e-08,0.0,0.0
2019,2.423438338894357e-08,0.0,0.0
