year,voudraient_VERB être_VERB,voudraient_VERB etre_VERB,voudraient_VERB naître_VERB
1865,8.048704103202908e-08,4.706844358715045e-10,0.0
1866,9.536601197623895e-08,9.731225825149181e-10,0.0
1867,1.2811422323011357e-07,0.0,4.85281148598915e-10
1868,8.447184995930002e-08,0.0,0.0
1869,1.001121390231674e-07,0.0,4.883519144627257e-10
1870,1.1353416340398326e-07,0.0,1.7202146374017957e-09
1871,1.5931766483845422e-07,0.0,1.0621177271019633e-09
1872,1.1006157762949442e-07,0.0,1.8142017887967654e-09
1873,8.79942660958477e-08,0.0,0.0
1874,1.0933534611012874e-07,0.0,0.0
1875,9.783811094621342e-08,0.0,0.0
1876,9.06902215547234e-08,6.04601479992084e-10,4.232210137899983e-09
1877,8.411349483594677e-08,0.0,1.8554447978047506e-09
1878,9.300196524009152e-08,0.0,0.0
1879,8.797428563411813e-08,0.0,6.10932526790009e-10
1880,8.343199908722454e-08,0.0,0.0
1881,1.052848617177915e-07,0.0,1.3945015142624584e-09
1882,1.0715169906916344e-07,0.0,6.655385131892899e-10
1883,9.668588774047748e-08,0.0,6.319338941018771e-10
1884,9.506443632290029e-08,0.0,1.9805090900604227e-09
1885,1.121540620374617e-07,0.0,0.0
1886,9.292988067954866e-08,0.0,0.0
1887,1.0707436359780331e-07,0.0,2.6115698492645834e-09
1888,9.384109489474213e-08,6.340614699951175e-10,0.0
1889,1.1151943368759021e-07,0.0,0.0
1890,9.962667490981403e-08,0.0,0.0
1891,1.1919791376158173e-07,0.0,4.461953917456185e-09
1892,9.089342967172342e-08,0.0,1.2537024751679837e-09
1893,9.607129669575443e-08,0.0,0.0
1894,1.1720862858055625e-07,0.0,1.8904617871129403e-09
1895,1.1254809351157746e-07,0.0,2.4074457982692365e-09
1896,1.2265820714674192e-07,5.89702897624278e-10,0.0
1897,9.264474698511549e-08,0.0,5.2440420894583895e-09
1898,9.902120723381813e-08,0.0,0.0
1899,9.396883626777708e-08,0.0,0.0
1900,8.66905907059845e-08,5.191053142894475e-10,0.0
1901,6.762373772062347e-08,0.0,1.676621730339889e-09
1902,1.0213390311264448e-07,0.0,0.0
1903,1.225850070341039e-07,0.0,1.0800440541913758e-09
1904,1.1017981904615226e-07,0.0,2.6873125946735854e-09
1905,1.0785986148675875e-07,0.0,1.5482277682110634e-09
1906,8.847997179373124e-08,0.0,1.0288369045596824e-09
1907,9.205689366353909e-08,0.0,5.142843373384665e-10
1908,1.2966067686193128e-07,0.0,4.911389073214423e-10
1909,1.4082517907354486e-07,5.500983557560346e-10,0.0
1910,1.3360376271975838e-07,0.0,0.0
1911,1.2768897761361586e-07,5.320374141248863e-10,0.0
1912,1.1356538465179256e-07,0.0,0.0
1913,8.855992916778632e-08,5.30298971401777e-10,0.0
1914,1.1920203490944914e-07,0.0,0.0
1915,1.5197183245163615e-07,0.0,0.0
1916,1.7799688123432134e-07,1.0987462051303964e-09,0.0
1917,1.5901315464361687e-07,0.0,0.0
1918,1.6310654871176666e-07,0.0,4.594550517822427e-09
1919,1.3535536425024475e-07,0.0,0.0
1920,1.5068741276991204e-07,0.0,7.572231730534895e-09
1921,1.0904756209129118e-07,0.0,0.0
1922,1.165713783279898e-07,7.377935484775833e-10,1.4755870969551665e-09
1923,1.0828266994167279e-07,2.1231896241147297e-09,0.0
1924,1.2247043912338995e-07,0.0,0.0
1925,1.1878032069034816e-07,0.0,0.0
1926,1.2818058792163356e-07,0.0,5.57306911730393e-09
1927,1.0926240179287561e-07,0.0,4.4596899506643695e-09
1928,9.940655587570291e-08,1.1426041224282812e-09,4.570416489713125e-09
1929,8.912324744869693e-08,0.0,0.0
1930,7.982738736700412e-08,0.0,3.1510811737689437e-09
1931,1.0835088914973312e-07,0.0,0.0
1932,1.2713061892100086e-07,0.0,0.0
1933,8.144170493551428e-08,0.0,0.0
1934,1.0423974572404404e-07,0.0,4.7926320689839486e-09
1935,1.2686381012372294e-07,0.0,0.0
1936,7.517323297179246e-08,0.0,0.0
1937,1.1961562051965302e-07,0.0,0.0
1938,1.1798345411762057e-07,0.0,0.0
1939,9.023489866422096e-08,0.0,7.647025235257843e-09
1940,6.593035806190528e-08,2.5357829169792012e-09,0.0
1941,8.854507882460894e-08,0.0,5.9030051957620344e-09
1942,1.1833425617169269e-07,0.0,0.0
1943,9.580676163523094e-08,0.0,0.0
1944,9.639558129492798e-08,0.0,0.0
1945,1.0456819410364915e-07,0.0,2.178504043826024e-09
1946,1.225057246756478e-07,0.0,4.1763312808029696e-09
1947,9.894323227399582e-08,0.0,5.960435700558264e-09
1948,1.0654449766889229e-07,0.0,4.348755133776194e-09
1949,6.675565344949064e-08,0.0,3.9268033269479474e-09
1950,1.0422654384001362e-07,0.0,7.444753258312176e-09
1951,8.742349422163898e-08,0.0,6.396841278899501e-09
1952,8.014050933979888e-08,0.0,0.0
1953,1.023513576114965e-07,0.0,1.0773827385790469e-09
1954,1.1531592747360264e-07,0.0,1.9545072227344917e-09
1955,8.91632723210023e-08,0.0,2.815682353940474e-09
1956,1.1686329770554948e-07,0.0,5.232684952005684e-09
1957,8.835037590415595e-08,0.0,3.534015080575159e-09
1958,9.016745394774262e-08,0.0,5.790570245522986e-09
1959,9.533420097795897e-08,0.0,2.325224457422337e-09
1960,1.0796500049536917e-07,0.0,0.0
1961,9.935867950616739e-08,6.948159270159238e-10,4.86371165564492e-09
1962,1.1478940820097705e-07,0.0,5.0735651235811474e-09
1963,1.0216363932613604e-07,0.0,2.5864212993553792e-09
1964,9.795189015449068e-08,0.0,2.4335873316516654e-09
1965,9.521355792685426e-08,5.472043373977442e-10,7.1136563306595235e-09
1966,9.139473178265689e-08,1.1078149508847446e-09,2.769537488234164e-09
1967,1.09946483917156e-07,0.0,2.9582012395223956e-09
1968,1.2036994689879066e-07,0.0,1.7965663401398047e-09
1969,1.3216515526437433e-07,0.0,9.083515606356229e-10
1970,1.2922417624849913e-07,0.0,9.197450023812337e-10
1971,1.192108243230905e-07,0.0,1.541519245584766e-09
1972,9.952484703035225e-08,1.5390440033513642e-09,1.0260293725750103e-09
1973,9.317314209056349e-08,0.0,0.0
1974,7.538265833773039e-08,0.0,1.1251143350321513e-09
1975,9.252597976683319e-08,0.0,1.7134440533084216e-09
1976,8.284614239073562e-08,0.0,1.7140580066410394e-09
1977,8.580101251709493e-08,0.0,5.876781838942691e-10
1978,1.0277223339016928e-07,5.940591352171509e-10,5.940591352171509e-10
1979,9.129078648584255e-08,5.851973350345929e-10,5.851973350345929e-10
1980,8.584577670944782e-08,5.685150683554241e-10,5.685150683554241e-10
1981,8.79251373930856e-08,0.0,2.5302198114474095e-09
1982,1.1111428932508716e-07,6.207502289967692e-10,0.0
1983,9.851893167933667e-08,1.2630632095778083e-09,0.0
1984,8.234592030476051e-08,5.799008495621649e-10,0.0
1985,8.000692020004863e-08,0.0,2.4062232206745193e-09
1986,7.612996455463872e-08,0.0,5.994485463567401e-10
1987,6.721898415662508e-08,0.0,0.0
1988,8.814934204792735e-08,5.996553809062277e-10,5.996553809062277e-10
1989,8.890757641211167e-08,0.0,0.0
1990,9.153733770972394e-08,0.0,0.0
1991,9.319729343815197e-08,0.0,5.861465202094962e-10
1992,7.769020982095753e-08,0.0,1.1019888335184191e-09
1993,9.970573700002205e-08,5.539207426075166e-10,5.539207426075166e-10
1994,8.91462619279082e-08,5.274926606624319e-10,3.164955852952289e-09
1995,8.079451419007455e-08,0.0,5.422450821690461e-10
1996,7.580091221370822e-08,5.338092190498855e-10,2.135236876199542e-09
1997,7.959524594980394e-08,0.0,0.0
1998,7.00915023799098e-08,0.0,9.536258449571733e-10
1999,8.180660415746388e-08,1.3710603763428253e-09,1.8280804647829996e-09
2000,7.554833558742757e-08,0.0,1.7672125984802278e-09
2001,7.404248236753119e-08,0.0,0.0
2002,7.053766637454828e-08,4.38122149670761e-10,0.0
2003,6.208715319644398e-08,4.1669229178253886e-10,1.6667691671301554e-09
2004,7.664336720836218e-08,0.0,4.404791253964646e-10
2005,7.611336627633136e-08,4.5037495954858286e-10,0.0
2006,8.482853530722423e-08,8.235779835885637e-10,1.6471559671771274e-09
2007,8.907689164061594e-08,3.994479469415779e-10,0.0
2008,8.514879112908602e-08,0.0,8.514879357157668e-10
2009,7.67678969282315e-08,9.53638501499654e-10,0.0
2010,7.699782855752346e-08,0.0,1.8895172093635892e-09
2011,9.712888981994183e-08,0.0,0.0
2012,8.98722731790258e-08,0.0,3.404252713057332e-10
2013,9.09254751491062e-08,0.0,1.1156500168141292e-09
2014,1.0307518749641531e-07,0.0,0.0
2015,1.2368491297820583e-07,0.0,2.438232948875907e-09
2016,1.0190993293690553e-07,0.0,4.1426800878596737e-10
2017,7.899019749402214e-08,0.0,2.515611330355938e-10
2018,7.899288334556331e-08,0.0,1.290733298020541e-09
2019,1.2091682322079578e-07,0.0,5.1019755087367e-10
