year,pourrait_VERB être_VERB,pourrait_VERB etre_VERB,pourrait_VERB naître_VERB
1905,1.888012047857046e-05,4.076999715607599e-08,7.431493287413105e-08
1906,1.9559218344511464e-05,3.9095802151223324e-08,7.098974919017564e-08
1907,1.959577639354393e-05,5.2457004073858116e-08,7.662836765121028e-08
1908,1.9426508515607566e-05,3.437972395659017e-08,9.871892103774371e-08
1909,1.882106516859494e-05,5.721022944271681e-08,7.646367095048845e-08
1910,1.8982424080604687e-05,5.2907090264397993e-08,5.3975920621951445e-08
1911,1.8751126845018007e-05,4.9479478292369095e-08,5.054355511902031e-08
1912,1.9389466615393758e-05,5.990834495150921e-08,8.960204667118887e-08
1913,1.9122580852126703e-05,3.92421242167984e-08,5.515109435805243e-08
1914,1.9166080164723098e-05,3.7501765526304354e-08,4.553785615257766e-08
1915,1.9666804291773587e-05,4.5944972160150144e-08,4.123266705846618e-08
1916,1.9712606444954872e-05,4.8344833913915863e-08,7.801097723358907e-08
1917,2.1088433641125448e-05,7.2378403381812e-08,7.457168749169796e-08
1918,2.0876488633803092e-05,6.891825510280114e-08,9.189101035644853e-08
1919,2.0396304535097443e-05,4.603924352863942e-08,7.826670866961649e-08
1920,2.1275698600220494e-05,5.149117487945887e-08,7.723676276327751e-08
1921,2.1256702893879265e-05,4.543648618460239e-08,7.951384617399526e-08
1922,2.1539883164223284e-05,3.9840852394945614e-08,1.0624226831623673e-07
1923,1.9296609025332145e-05,5.520293200333981e-08,1.0085150847771729e-07
1924,2.009675336012151e-05,4.898817351772777e-08,1.1086797258030856e-07
1925,2.0293837224016897e-05,6.708888378170741e-08,1.2647905123230885e-07
1926,2.002738074224908e-05,3.566764306128789e-08,8.136681373116517e-08
1927,1.9882412743754685e-05,4.3481975353643065e-08,9.588333682586381e-08
1928,1.9578521460061893e-05,5.827281057690925e-08,7.426926629250374e-08
1929,2.1238070985418744e-05,2.5622934884950155e-08,7.352668518478822e-08
1930,2.0791883798665367e-05,4.621585603103995e-08,1.008345975606062e-07
1931,2.235449937870726e-05,7.755642261741968e-08,1.0150767337790967e-07
1932,2.2849537344882265e-05,5.479768294680554e-08,6.685317543997371e-08
1933,2.1985817511449568e-05,4.932384811695556e-08,1.0782422776856038e-07
1934,2.0977349777240306e-05,4.073737258636356e-08,1.0903237779302799e-07
1935,2.0913379557896405e-05,6.223507842406661e-08,1.041240693666623e-07
1936,2.2013631678419188e-05,6.426099030676369e-08,8.48730010716281e-08
1937,2.212637264165096e-05,6.547381303789734e-08,1.23392950968082e-07
1938,2.1976038624416105e-05,7.649476552185064e-08,1.1279736611413682e-07
1939,2.166861122532282e-05,9.941133072288721e-08,1.0552894735837981e-07
1940,1.979939224838745e-05,7.100192078723921e-08,8.114505334333444e-08
1941,1.850001899583731e-05,8.559357711490634e-08,3.5418032950929046e-08
1942,1.8302365788258612e-05,7.58552971547033e-08,8.49579322448335e-08
1943,1.870554478955455e-05,7.258088174921795e-08,6.967764676346633e-08
1944,1.996031278395094e-05,1.1567470181716999e-07,1.1567470181716999e-07
1945,2.2072603314882144e-05,2.00422371587905e-07,8.278315277721049e-08
1946,2.176007728849072e-05,5.707652661612883e-08,1.1693727230976947e-07
1947,2.188671896874439e-05,6.914105199484766e-08,1.1444036118746226e-07
1948,2.2388478100765496e-05,8.153915742603601e-08,1.1524200971280152e-07
1949,2.2241414626478218e-05,7.75543627096198e-08,1.0602369115986221e-07
1950,2.3578595573781058e-05,8.189228140054183e-08,6.7002780212988e-08
1951,2.154669346055016e-05,1.1194472193665206e-07,1.0128331950909342e-07
1952,2.3394701202050783e-05,1.0228459446093296e-07,1.0228459501604448e-07
1953,2.3210055587696843e-05,7.8648939028092e-08,1.023513576114965e-07
1954,2.436879549350124e-05,1.2313395969520968e-07,1.0945240092041786e-07
1955,2.3708045773673803e-05,1.2764427026468184e-07,9.385608024103931e-08
1956,2.341364961466752e-05,1.2122387116342281e-07,9.331621697583614e-08
1957,2.3851067453506403e-05,1.0248644033428178e-07,8.216584745923683e-08
1958,2.397709795332048e-05,1.0340304579248283e-07,8.934022588391599e-08
1959,2.452181615808513e-05,1.4183868835004887e-07,1.0851046994275748e-07
1960,2.3641567167942412e-05,1.1765416829678799e-07,1.0588875198891401e-07
1961,2.3189480998553336e-05,1.0352757295883919e-07,1.0700165375965298e-07
1962,2.3824828531360254e-05,1.198629782095395e-07,9.766613118245004e-08
1963,2.4849043256836012e-05,1.254414287998884e-07,1.0733648281302521e-07
1964,2.409373155387584e-05,1.3810608434638993e-07,1.0951143281090481e-07
1965,2.3774386136210524e-05,1.2914022318177842e-07,9.79495737851721e-08
1966,2.425062302791048e-05,9.250255061932222e-08,9.194864247774603e-08
1967,2.3324924768530764e-05,8.332266943078537e-08,1.0797435123777177e-07
1968,2.3982363927643746e-05,1.2036994267994316e-07,1.2171736329946725e-07
1969,2.5893015845213085e-05,9.628526798088899e-08,1.2989427489173977e-07
1970,2.7293432140140794e-05,1.2048659314700672e-07,1.057706739970854e-07
1971,2.567708543210756e-05,9.043579796141898e-08,1.0225411273268037e-07
1972,2.486787343514152e-05,1.3081875049891778e-07,1.1748036143899299e-07
1973,2.469419086992275e-05,1.1412332057147978e-07,1.0475087464101307e-07
1974,2.6183661248069257e-05,1.3332604886784338e-07,1.1026120461110622e-07
1975,2.5087676476687193e-05,1.2451027053828057e-07,1.1080271633545635e-07
1976,2.572001176304184e-05,1.2055541542821402e-07,1.028434866157113e-07
1977,2.5273688152083196e-05,1.5573471401353345e-07,1.1224653206909352e-07
1978,2.4192464479710907e-05,2.245543555545737e-07,9.504945808203047e-08
1979,2.5948234906536527e-05,1.6151446047274476e-07,1.053355234148512e-07
1980,2.610393858049065e-05,2.2683750700025485e-07,7.902359300260287e-08
1981,2.545401184761431e-05,2.017850313507097e-07,9.045535875884525e-08
1982,2.61186869465746e-05,1.5891205507045925e-07,9.435403569568734e-08
1983,2.6225612600683235e-05,1.2251712533384307e-07,9.78874012957931e-08
1984,2.5419953090022318e-05,1.1424046597596771e-07,1.1192086191158523e-07
1985,2.505600241420325e-05,1.329438283903528e-07,9.504582010322338e-08
1986,2.559165659477003e-05,1.2948088068398533e-07,1.0310515108358231e-07
1987,2.5023184207384475e-05,1.2710498875634357e-07,8.249602956311719e-08
1988,2.534623308747541e-05,1.1333487015541266e-07,9.894313990344017e-08
1989,2.5419334633625112e-05,1.273244367716586e-07,8.341945800793837e-08
1990,2.4238868718384765e-05,1.1823572787506009e-07,1.1769085972446192e-07
1991,2.6153857106692158e-05,9.964490832459205e-08,1.2367691226700117e-07
1992,2.487023448338732e-05,1.2838169816120626e-07,9.091407804362461e-08
1993,2.5006198484334163e-05,1.3072529725377535e-07,9.804396938761784e-08
1994,2.5621900931582786e-05,7.806891400008453e-08,1.2026832507672225e-07
1995,2.4681368813617155e-05,7.482982233852908e-08,1.1007575295707284e-07
1996,2.509970909159165e-05,1.1103232067100066e-07,1.0569422670414497e-07
1997,2.6318695745430887e-05,2.905705969169503e-07,9.493891184320091e-08
1998,2.501408198440913e-05,3.8812571934165874e-07,1.0489884516573511e-07
1999,2.5685443688416854e-05,3.774986206406261e-07,8.546275864773634e-08
2000,2.5302066205767915e-05,1.904171511579733e-07,8.12917804182689e-08
2001,2.6533494747127406e-05,5.345078335494691e-08,9.945350853968193e-08
2002,2.5867169824778102e-05,6.440395772244756e-08,1.178548600933027e-07
2003,2.6604970116750337e-05,5.667015268162601e-08,1.1459037807526329e-07
2004,2.5741159333847463e-05,4.2726476578991424e-08,9.998876038253002e-08
2005,2.54227652476402e-05,6.215174608303897e-08,8.016674257760315e-08
2006,2.488111385900993e-05,3.9943531482400374e-08,9.924114863224531e-08
2007,2.418737130938098e-05,2.5165221378964375e-08,9.586750593371107e-08
2008,2.342996776860673e-05,5.577246076082787e-08,8.94062353040681e-08
2009,2.3161495846579783e-05,3.6715082529781284e-08,8.630428283140645e-08
2010,2.2513597286888398e-05,5.196172347954331e-08,6.991214007712188e-08
2011,2.1419597032945603e-05,4.168129308368407e-08,7.265546742019069e-08
2012,1.9926792447222397e-05,1.2936160587173617e-08,8.034036369508613e-08
2013,2.1024425223004073e-05,7.53063750247307e-09,7.725876116637664e-08
2014,1.899550079542678e-05,5.846701789380404e-09,8.012147389990787e-08
2015,1.84527689270908e-05,7.536356344539641e-09,8.001837414894908e-08
2016,1.829738903325051e-05,1.1806637889577587e-08,8.368213855192153e-08
2017,1.9713084839168005e-05,9.810883938587978e-09,7.697770598724674e-08
2018,1.9769904611166567e-05,8.26069346260283e-09,7.460438666839764e-08
2019,1.8749249647953548e-05,4.591778068885333e-09,6.683588082978531e-08
