year,devaient_VERB être_VERB,devaient_VERB etre_VERB,devaient_VERB naître_VERB
1919,1.1162675036757719e-05,2.2098836149897494e-08,5.4326307008523145e-08
1920,1.1134966371173505e-05,2.4231140649533245e-08,5.3005621225565847e-08
1921,1.0514760106161702e-05,1.5902769878728407e-08,4.619375815195781e-08
1922,1.0428711902932264e-05,2.0658220023506146e-08,4.574319945049865e-08
1923,1.0585162272036541e-05,2.9724654737606215e-08,6.369568694708505e-08
1924,1.0237238711852115e-05,2.4494086758863887e-08,5.1566498626698376e-08
1925,1.0323989954486024e-05,3.629398781512805e-08,6.708888378170741e-08
1926,1.0324668437533546e-05,3.009457216762712e-08,4.7928395474627905e-08
1927,9.878212949843146e-06,2.3413372574054847e-08,6.801027296887696e-08
1928,9.893808964989148e-06,1.4853853258500749e-08,3.6563331917705e-08
1929,1.0484236554475501e-05,2.33948540540041e-08,6.127223173280072e-08
1930,1.0201099939877167e-05,9.453243521306831e-09,7.457558837131728e-08
1931,1.016445366985863e-05,1.8248570654577634e-08,5.1324104077821175e-08
1932,1.0742537597252522e-05,9.863582839386709e-09,3.9454331357546835e-08
1933,1.0866157936106902e-05,1.9500125958415992e-08,8.25887696009886e-08
1934,9.784158464754e-06,1.3179738189705859e-08,5.511526879331541e-08
1935,9.705081538413651e-06,2.393656828303392e-08,6.821922227118193e-08
1936,9.588224202161655e-06,1.9399542861009422e-08,5.33487423126644e-08
1937,9.926837265084032e-06,1.6368453259474336e-08,7.80649358489427e-08
1938,9.43997292779386e-06,4.019216603978748e-08,6.741911562357927e-08
1939,9.486899216426536e-06,1.988226472349197e-08,3.8235125288110794e-08
1940,9.468613825447392e-06,4.3108308034334186e-08,6.339457314652464e-08
1941,9.037500603881199e-06,1.7709016475464523e-08,5.60785480274717e-08
1942,9.342337762063835e-06,1.2136847082899749e-08,7.888950648293758e-08
1943,9.923257493937854e-06,2.0322646676618206e-08,9.00002916637277e-08
1944,9.491752280155197e-06,3.534504600111177e-08,7.390327994016843e-08
1945,1.1023230399587192e-05,3.485606470121638e-08,7.84261473540937e-08
1946,1.0277951332682278e-05,2.0881657292193267e-08,4.872386583087973e-08
1947,1.124614936998114e-05,2.1457568166738383e-08,8.940653373201712e-08
1948,9.048671927303076e-06,9.784699050996437e-09,6.631851334759631e-08
1949,1.0032982572738547e-05,2.5524220959027843e-08,4.613993809243766e-08
1950,9.236811820301227e-06,1.701657836861159e-08,7.551106762093696e-08
1951,9.552615665597841e-06,1.9190522948520083e-08,7.036525317971609e-08
1952,9.207722541759722e-06,2.2144087452602434e-08,6.748674508116892e-08
1953,9.6156409199466e-06,2.693456835345387e-08,6.464296120611834e-08
1954,8.971188435680233e-06,1.9545073115523337e-08,7.133951385185355e-08
1955,8.566244105168153e-06,3.566530892840092e-08,4.411235821066839e-08
1956,8.351365067937877e-06,2.7907653077363648e-08,6.192010459926678e-08
1957,8.537296707800124e-06,1.767007518083119e-08,5.566073824070372e-08
1958,8.756169336265884e-06,1.0753916868111446e-08,6.369627669755573e-08
1959,8.862205504556186e-06,2.5577467255288866e-08,3.022791617013354e-08
1960,8.813681233732495e-06,1.868625076895114e-08,4.9137916846575536e-08
1961,8.445487765129656e-06,2.987708569435199e-08,5.905935296368625e-08
1962,8.403726496908348e-06,2.473363025501385e-08,7.039571414679813e-08
1963,8.73305179993622e-06,3.362347633650842e-08,6.72469511187046e-08
1964,8.648969014757313e-06,2.7377857980681597e-08,6.266487417860844e-08
1965,8.812726264295634e-06,2.7907421540351862e-08,6.675892905150249e-08
1966,8.548454388801474e-06,2.4925835617750636e-08,6.369936045302893e-08
1967,8.043349225772545e-06,2.169347657066112e-08,5.768492528090974e-08
1968,8.592527592554688e-06,2.649935287868388e-08,6.243067929290191e-08
1969,8.834626896714326e-06,2.1346261647181564e-08,5.94970259726324e-08
1970,8.498444003635086e-06,3.219107683194444e-08,4.598724956395017e-08
1971,8.074477591435425e-06,1.849823050292798e-08,6.166077071156906e-08
1972,7.965579243318643e-06,3.026786643545165e-08,5.3866543225922214e-08
1973,8.113782314467244e-06,4.3002987837326145e-08,5.292675808732383e-08
1974,8.292092388728634e-06,2.81278591529599e-08,5.2880373857533414e-08
1975,7.601408924529096e-06,2.7415104852934746e-08,4.6262989883416594e-08
1976,7.763540452287998e-06,2.4568166168137395e-08,4.1137393935741784e-08
1977,7.56988265493419e-06,2.7033195959536016e-08,5.1128001388178745e-08
1978,7.620590622536838e-06,2.613860150546543e-08,5.8217796805593025e-08
1979,7.670766535738949e-06,2.223749828722532e-08,5.442335293537326e-08
1980,7.275855750776827e-06,3.58164506941705e-08,4.0933084477501325e-08
1981,7.1333220148517285e-06,3.795329761580035e-08,5.123695245856652e-08
1982,7.304367954930058e-06,3.2279012573965815e-08,3.662426451001011e-08
1983,7.33650267648045e-06,2.462973291983417e-08,3.031351525351056e-08
1984,7.3084902396658435e-06,2.145633182237816e-08,5.97297855620127e-08
1985,7.074296263454016e-06,1.3835783185811579e-08,2.4062231318566774e-08
1986,7.004556209722068e-06,3.7165808208783346e-08,4.495863947795442e-08
1987,7.367812031588983e-06,1.5277042575423394e-08,3.972030881982391e-08
1988,7.115510925359558e-06,3.058242370457265e-08,2.398621568033832e-08
1989,7.318411007872783e-06,1.7013178421620978e-08,3.567279449612215e-08
1990,6.838601620984264e-06,2.1794604454505873e-08,5.0127589190651634e-08
1991,6.820400813012384e-06,1.641210189973208e-08,3.282420379946416e-08
1992,6.919939096405869e-06,2.0386792698445788e-08,4.683452559106627e-08
1993,7.4020426836796105e-06,2.1602909072715448e-08,5.096070765375771e-08
1994,7.145943072828231e-06,1.5297286992677073e-08,3.0594573985354145e-08
1995,7.059488780214451e-06,2.2774294172744902e-08,3.199246023655178e-08
1996,6.897349067003233e-06,2.2953797085278893e-08,2.989331449043675e-08
1997,6.935335477464832e-06,4.6030987022049885e-08,2.7330898433319817e-08
1998,6.800305982324062e-06,8.582632915477006e-08,2.6224711291433778e-08
1999,7.153736078180373e-06,4.067479153491149e-08,2.9249287436527993e-08
2000,6.698177458019927e-06,1.8113929911578452e-08,2.4299172451947015e-08
2001,6.8491485762933735e-06,1.5334240544007116e-08,3.110660529159759e-08
2002,6.847410986665636e-06,9.63868718173444e-09,2.4972962364699924e-08
2003,6.797084552090382e-06,1.3750845795357236e-08,2.375146124222738e-08
2004,6.586484232684597e-06,6.607186797680242e-09,2.5988267537968568e-08
2005,6.628168193856254e-06,1.3511249119524393e-08,3.0175122844866564e-08
2006,6.357198344630888e-06,1.4412615101377924e-08,2.388376074691223e-08
2007,5.960562248219503e-06,9.586750948642475e-09,3.1156940138998834e-08
2008,6.11921814197558e-06,7.663391698997657e-09,2.0435710013089192e-08
2009,6.067525191610912e-06,1.0966842545201416e-08,2.384096298158056e-08
2010,6.015277904225513e-06,4.251413721068076e-09,2.3146585093059002e-08
2011,5.5134028116299305e-06,3.823971805871906e-09,1.9884653923440965e-08
2012,5.962207978882361e-06,2.0425516833455504e-09,2.6212745751763578e-08
2013,6.790961833758047e-06,8.64628757479835e-09,2.147626254611623e-08
2014,6.776111149520148e-06,2.3819897165822113e-09,2.3170263929728208e-08
2015,6.399031462933635e-06,6.649726325136385e-10,2.4160671685535817e-08
2016,6.729991127940593e-06,1.86420612280358e-09,2.8170225263579596e-08
2017,5.721003162761917e-06,1.7609279590047322e-09,2.087957362562065e-08
2018,6.272189693845576e-06,4.904786798931582e-09,2.323320025254816e-08
2019,6.261399448703742e-06,2.55098775436835e-10,1.8622211328533922e-08
