year,pourrait_VERB ôter_VERB,pourrait_VERB oter_VERB,pourrait_VERB noter_VERB
1927,3.3447675740205796e-09,0.0,4.9056588125040435e-08
1928,3.4278122562625413e-09,0.0,6.741364444451392e-08
1929,8.912325100141061e-09,0.0,6.015819309368453e-08
1930,2.100720708497761e-09,0.0,5.671945757512731e-08
1931,7.983749661377715e-09,0.0,4.219981875053236e-08
1932,0.0,0.0,5.370172928564898e-08
1933,1.1470662197865522e-09,0.0,5.047091278242988e-08
1934,3.5944740517379614e-09,0.0,3.714289675826876e-08
1935,1.196828414151696e-09,0.0,3.949533677882755e-08
1936,8.487299751891442e-09,0.0,8.244806082302603e-08
1937,5.0364472592434595e-09,0.0,6.043736533456467e-08
1938,1.2965214457594243e-09,0.0,5.315737894306949e-08
1939,9.176430282309411e-09,0.0,5.505858169385647e-08
1940,7.607348528892999e-09,0.0,6.593035806190528e-08
1941,2.9515025978810172e-09,0.0,8.559357667081713e-08
1942,6.068423541449874e-09,0.0,5.461581054078124e-08
1943,5.806470415592457e-09,0.0,6.096794180621146e-08
1944,9.639558484764166e-09,0.0,3.213186161588055e-08
1945,6.535512131478072e-09,0.0,3.485606470121638e-08
1946,5.568441707737293e-09,0.0,6.26449718765798e-08
1947,2.3841741914054637e-09,0.0,7.390939771312333e-08
1948,6.523132700664291e-09,0.0,6.088257009650988e-08
1949,3.9268033269479474e-09,0.0,3.9268034157657894e-08
1950,5.317680518146517e-09,0.0,6.062155932795577e-08
1951,5.330700769690111e-09,0.0,6.290227361205325e-08
1952,8.435843135146115e-09,0.0,3.690681538159879e-08
1953,1.0773827163745864e-08,0.0,6.679773179030235e-08
1954,9.772536113672459e-10,0.0,5.570345606997762e-08
1955,9.385607846468247e-10,0.0,5.7252208307545516e-08
1956,8.72114158667614e-10,0.0,7.064124929456739e-08
1957,5.301022731885041e-09,0.0,5.6544241289202546e-08
1958,7.445019267748876e-09,0.0,4.9633460008635666e-08
1959,9.300897829689347e-09,0.0,4.727956337546857e-08
1960,5.536666680683311e-09,0.0,5.052208251754564e-08
1961,2.779263708063695e-09,0.0,5.211119358250471e-08
1962,8.244543714397423e-09,0.0,6.532214769094935e-08
1963,4.526237162849611e-09,0.0,6.660035012373555e-08
1964,8.517555549758526e-09,0.0,5.1105335074908e-08
1965,5.47204326295514e-09,0.0,5.362602450986742e-08
1966,7.200797291773142e-09,0.0,5.317511764246774e-08
1967,7.888536934785861e-09,0.0,4.53590871529741e-08
1968,1.0330256650092906e-08,0.0,6.422724396770718e-08
1969,8.175163657142548e-09,0.0,5.8588675244664046e-08
1970,1.5175793066646293e-08,0.0,4.8746485958872654e-08
1971,3.083038491169532e-09,0.0,5.087013477123037e-08
1972,7.182205497002769e-09,0.0,6.66919106606656e-08
1973,5.513203671370093e-09,0.0,6.615844228008427e-08
1974,3.3753431161187564e-09,0.0,5.006758740933037e-08
1975,2.8557400888473694e-09,0.0,6.111283568088766e-08
1976,3.4281160132820787e-09,0.0,4.685092136469393e-08
1977,4.7014254711541525e-09,0.0,4.7014253823363106e-08
1978,2.970295565063452e-09,1.7821774056514528e-09,5.584155715609995e-08
1979,7.607565244427406e-09,0.0,5.383815349091492e-08
1980,5.116635559687666e-09,1.1370301367108482e-09,5.457744833847755e-08
1981,5.69299452024552e-09,2.5302198114474095e-09,5.629739163737213e-08
1982,4.966001831974154e-09,0.0,5.959202198368985e-08
1983,4.4207211225000265e-09,0.0,6.252162876307921e-08
1984,2.3196033982486597e-09,0.0,4.465236713713239e-08
1985,3.609334831011779e-09,0.0,4.6319797775140614e-08
1986,8.392279760016663e-09,0.0,4.2560845514572065e-08
1987,4.277571630240118e-09,0.0,4.7053291041265766e-08
1988,9.594486094499644e-09,0.0,4.677312048784188e-08
1989,2.7440609784434855e-09,0.0,4.445378820605583e-08
1990,2.724325431913144e-09,0.0,4.35892069106103e-08
1991,3.5168792322792797e-09,0.0,3.751337729340776e-08
1992,2.7549720282848966e-09,0.0,4.0773585396891576e-08
1993,4.985286850001103e-09,0.0,4.708326173386013e-08
1994,8.967375286772494e-09,0.0,4.6946848186735224e-08
1995,5.4224509327127635e-09,0.0,4.825981392286849e-08
1996,8.007138063703678e-09,0.0,3.6299027783570637e-08
1997,5.753873377756236e-09,0.0,3.6441196726855196e-08
1998,5.2449422582867555e-09,0.0,3.433052953027982e-08
1999,5.941261704833778e-09,0.0,3.97607493596297e-08
2000,3.97622823555821e-09,0.0,4.152949628632996e-08
2001,6.571817756650944e-09,0.0,3.1544725942467267e-08
2002,3.9430991805033955e-09,4.38122149670761e-10,3.4611648658255945e-08
2003,3.333538334260311e-09,0.0,3.708561280291178e-08
2004,7.928623979580607e-09,0.0,4.536935094279215e-08
2005,6.305249655724765e-09,0.0,5.899912025597587e-08
2006,4.117890028965121e-09,0.0,3.459027553276428e-08
2007,5.991719120856942e-09,0.0,3.674920989737984e-08
2008,7.2376473703172906e-09,0.0,3.022782024686421e-08
2009,3.337734755248789e-09,0.0,3.003961168701608e-08
2010,9.919965293647692e-09,0.0,3.3538931631937885e-08
2011,5.7359579308524644e-09,0.0,3.059177444697525e-08
2012,4.425528388196653e-09,0.0,2.008509092377153e-08
2013,1.0877587719448911e-08,0.0,2.342865101923053e-08
2014,8.228691505962615e-09,0.0,2.295371892557796e-08
2015,9.752931795503628e-09,0.0,2.6155589694099035e-08
2016,8.285359953674742e-09,0.0,2.050626690675017e-08
2017,8.553078245654433e-09,0.0,2.087957362562065e-08
2018,1.0325866384164328e-08,0.0,1.884470712809616e-08
2019,1.0714148679369373e-08,0.0,2.0918099252753564e-08
