year,doivent_VERB être_VERB,doivent_VERB etre_VERB,doivent_VERB naître_VERB
1868,4.455766247701831e-05,1.4967817985045428e-07,5.335063946176888e-08
1869,4.49371655122377e-05,1.2697149176510436e-07,8.83916939642404e-08
1870,4.537352651823312e-05,1.708746535378225e-07,8.830435405116077e-08
1871,4.970923328073695e-05,1.54007066877071e-07,9.665271250014484e-08
1872,4.52147469331976e-05,1.7174443722733912e-07,1.0038583297955483e-07
1873,4.832501508644782e-05,1.4246691310004778e-07,7.42264560926742e-08
1874,4.536042615654878e-05,1.1053026688356837e-07,5.616132625618775e-08
1875,4.33085260738153e-05,1.1214193307296227e-07,1.2244068159361632e-07
1876,4.763413380715065e-05,1.1668808830300748e-07,7.073837338111844e-08
1877,4.622407868737355e-05,1.1070820837844053e-07,8.16395697711414e-08
1878,4.6005174226593226e-05,1.0447623294274067e-07,5.254007007238215e-08
1879,4.447711035027169e-05,2.0588426252743375e-07,8.675242213485035e-08
1880,4.53581269539427e-05,1.5017760657265455e-07,9.11334154807264e-08
1881,4.619913670467213e-05,1.7500993920727126e-07,6.902782700990429e-08
1882,4.4881253415951505e-05,1.0715169818098502e-07,5.790185042542362e-08
1883,4.421957419253886e-05,8.657494687813738e-08,6.5721124542506e-08
1884,4.497207919484936e-05,1.076076632244849e-07,5.809493330843907e-08
1885,4.7961973905330524e-05,2.043266552065326e-07,5.02759576193057e-08
1886,4.6197121264413e-05,1.3358669853635874e-07,4.1947515683204983e-08
1887,5.059851173427887e-05,1.4559502248268075e-07,4.504957828999068e-08
1888,4.941621591569856e-05,1.8704813453673808e-07,6.78445744028977e-08
1889,4.6492325054714456e-05,8.64588898252805e-08,8.395283401796405e-08
1890,5.3698779083788395e-05,1.4681825710738394e-07,3.736000309118026e-08
1891,5.514847725862637e-05,1.6700457017293502e-07,4.0157587477551715e-08
1892,5.12513579451479e-05,1.1847488257110683e-07,4.137218212463267e-08
1893,5.304613659973256e-05,1.582713062830976e-07,5.665743074700913e-08
1894,5.293167123454623e-05,1.5564802158252178e-07,5.1042469806361623e-08
1895,5.205800698604435e-05,1.2940020965857002e-07,3.370423939941247e-08
1896,5.1354276365600526e-05,1.3268315335324132e-07,6.722613221654683e-08
1897,5.3020179620943964e-05,1.369277747853559e-07,6.75898803592645e-08
1898,5.227414658293128e-05,1.0411372763918791e-07,5.035935757291554e-08
1899,5.0800103053916246e-05,1.4205876475159585e-07,4.643165851803133e-08
1900,5.085051816422492e-05,1.4275396675866858e-07,3.426094963288051e-08
1901,5.083460928290151e-05,1.6319117102092662e-07,4.0238919751800495e-08
1902,5.240795144345611e-05,1.5811113485142414e-07,2.7497589982772297e-08
1903,5.3118725190870464e-05,1.4364585387838247e-07,4.968202560462487e-08
1904,5.386933116824366e-05,1.386653289969786e-07,3.708491291831706e-08
1905,5.3523264796240255e-05,1.4346909760210025e-07,3.6641388589941926e-08
1906,5.337811671779491e-05,1.5329669444952287e-07,3.343719967574543e-08
1907,5.5046937632141635e-05,2.0931372723964614e-07,5.091414934099703e-08
1908,5.2572981076082215e-05,1.1885561912450271e-07,5.991894624912675e-08
1909,5.202169995754957e-05,2.0958747953825352e-07,5.3359539009534274e-08
1910,5.2058974688407034e-05,1.5818685872304172e-07,3.4202564336283103e-08
1911,5.332451473805122e-05,1.495025121478477e-07,3.830669470517023e-08
1912,5.3310610383050516e-05,2.1775381098265711e-07,4.7926675961207366e-08
1913,5.2731869800481945e-05,2.2855885850603386e-07,3.0227042202568555e-08
1914,5.446930299513042e-05,1.774637103935106e-07,3.281404303834279e-08
1915,5.8035566325997934e-05,1.5786221385649668e-07,4.476689596799588e-08
1916,5.72732460568659e-05,3.3401884680372973e-07,8.24059682713596e-08
1917,6.035700789652765e-05,3.2570280483756875e-07,5.592876561877347e-08
1918,5.565034371102229e-05,2.9634850573501126e-07,5.6283244731503146e-08
1919,5.658038571709767e-05,2.099389446730271e-07,3.498982437122322e-08
1920,5.885214341105893e-05,2.1883749568019084e-07,3.9375606775138294e-08
1921,5.78966828470584e-05,2.7489074305719896e-07,3.937828552125211e-08
1922,5.491176125360653e-05,1.5862561342228076e-07,5.3121134158118366e-08
1923,5.291413253871724e-05,3.5138788234689855e-07,4.564857647437748e-08
1924,5.1334449381101876e-05,1.5985613854851977e-07,3.2229060309418855e-08
1925,5.147807314642705e-05,3.574407738682339e-07,4.3992713472107425e-08
1926,5.2151666750432923e-05,3.4330105069813044e-07,3.566764306128789e-08
1927,4.9569454859010875e-05,4.4596899995141825e-07,4.7941668412931904e-08
1928,5.705136572942138e-05,1.8967227921606877e-07,5.827281057690925e-08
1929,5.195440098759718e-05,1.1920234954665432e-07,2.8965056131369238e-08
1930,5.326377504388802e-05,1.712087330796308e-07,5.7769820926978355e-08
1931,5.516428791452199e-05,2.0871802153266117e-07,4.334035708097872e-08
1932,5.214547491050325e-05,1.1617108963690725e-07,2.9590749406338546e-08
1933,5.364140452002175e-05,1.4797154879175878e-07,3.0970788600370724e-08
1934,5.410162702901289e-05,1.485715888094319e-07,4.193552882725271e-08
1935,5.4513140639755875e-05,1.8191791362198728e-07,4.308582290946106e-08
1936,5.2948627853766084e-05,2.2673216726332157e-07,5.2136272188363364e-08
1937,5.647997750202194e-05,2.2664012699902258e-07,4.406891207509034e-08
1938,5.574523675022647e-05,2.800486340603925e-07,4.148868626430158e-08
1939,5.690763282473199e-05,5.781151131145634e-07,5.199976982339649e-08
1940,5.412374957813881e-05,2.535782828161359e-07,6.339457314652464e-08
1941,5.358157795853913e-05,2.2136269706152234e-07,2.066051862925633e-08
1942,5.017676085117273e-05,1.9722376976005762e-07,3.6410540360520827e-08
1943,4.488111153477803e-05,1.5096823369198376e-07,2.0322646676618206e-08
1944,4.9971469707088545e-05,4.1771419567737667e-07,3.534504600111177e-08
1945,4.598604209604673e-05,5.184839348970627e-07,4.1391576388605245e-08
1946,5.066864468972199e-05,1.6844535544180417e-07,3.7586982415405146e-08
1947,5.1408755098236725e-05,3.1947935519305304e-07,6.318061451793255e-08
1948,5.1276172598591074e-05,2.043914895111243e-07,2.8266908813634473e-08
1949,5.622396929538809e-05,3.131625518904002e-07,3.435953033203987e-08
1950,5.446687646326609e-05,1.776105378326065e-07,5.7430952438153327e-08
1951,5.4615164117421955e-05,5.170779755481192e-07,4.051332780363737e-08
1952,5.578833952313289e-05,3.2267101124361375e-07,4.007025466989944e-08
1953,5.3870215197093785e-05,2.8227427550930884e-07,4.417269394707546e-08
1954,5.2725765272043645e-05,3.664701004879589e-07,4.593092128857279e-08
1955,5.0589365855557844e-05,3.622844535478009e-07,5.162084448784299e-08
1956,5.3901887440588325e-05,3.5146199284241675e-07,2.0930739808022736e-08
1957,5.391228478401899e-05,2.5621610211246093e-07,3.6223653410161205e-08
1958,5.603948739008047e-05,2.5643954382204015e-07,3.887954491688106e-08
1959,5.686026270268485e-05,4.1621514901279966e-07,2.5577467255288866e-08
1960,5.449049058370292e-05,3.384287401431152e-07,3.114374891310945e-08
1961,5.4896016081329435e-05,3.3698573709273205e-07,3.335116360858592e-08
1962,5.372397936298512e-05,3.8241996769272646e-07,3.614915300431676e-08
1963,5.248172237770632e-05,3.3623475825805826e-07,4.267594988505152e-08
1964,5.342880103853531e-05,3.370518379952614e-07,3.346182708696688e-08
1965,5.454478014144115e-05,3.9453433675618044e-07,4.487075599968193e-08
1966,5.289705586619675e-05,3.1018819779404794e-07,4.652822838124848e-08
1967,5.1016646466450766e-05,2.2235813990079123e-07,5.719189388742052e-08
1968,4.998272197553888e-05,3.058654236554048e-07,5.075299824852664e-08
1969,5.521914499695413e-05,2.575176742958263e-07,6.176790634526697e-08
1970,5.7411401940044016e-05,2.9523815392451525e-07,4.046878032681889e-08
1971,5.5893433454912156e-05,2.327694126336155e-07,4.4704059121158934e-08
1972,5.6540375226177275e-05,3.7193563873216817e-07,3.693705608043274e-08
1973,5.29190365341492e-05,2.789681108339437e-07,2.4258095976392724e-08
1974,5.991233774693683e-05,3.4822287986457923e-07,3.1503201824989446e-08
1975,5.560411591432057e-05,3.952344407309738e-07,3.826691852282238e-08
1976,5.022704499424435e-05,2.702498171913703e-07,3.313845553520878e-08
1977,4.869325130130164e-05,2.803224887770739e-07,2.52701610747863e-08
1978,4.594869096763432e-05,3.5465330938677653e-07,3.683166482915112e-08
1979,4.865389200858772e-05,3.1659174837272985e-07,3.6282234106010947e-08
1980,4.52862041129265e-05,3.6271261194542603e-07,3.013130012163856e-08
1981,4.399103272589855e-05,3.7194230984027854e-07,3.6055631369436014e-08
1982,4.628065289580263e-05,3.7679539488522096e-07,3.47620137119975e-08
1983,4.617253944161348e-05,2.9745138085957024e-07,3.157657957331139e-08
1984,4.6654182369820774e-05,2.7139360891936803e-07,4.1172960152380256e-08
1985,4.8010770115070045e-05,2.4363009920591594e-07,3.0679345286444004e-08
1986,4.5504140871344134e-05,2.493706094952586e-07,3.596691300344901e-08
1987,4.6184330130927265e-05,2.3282211891739735e-07,2.0165694891716157e-08
1988,4.772837201016955e-05,2.7584147055392805e-07,2.5185526553173077e-08
1989,4.809021993423812e-05,2.6233223682226026e-07,3.6221607047082216e-08
1990,4.7742712922627106e-05,2.7461200424738763e-07,3.868542108875772e-08
1991,4.371480827103369e-05,2.215633863045241e-07,2.9307326343541718e-08
1992,4.292962694307789e-05,1.8182815875178449e-07,2.8100714644097025e-08
1993,4.225805969326757e-05,1.8279384406127974e-07,2.7142116110212555e-08
1994,4.330450974521227e-05,1.3820307565026724e-07,2.320967773528082e-08
1995,4.380581231089309e-05,2.478060068256127e-07,2.6027763055935793e-08
1996,4.2067902541020885e-05,2.0551655310896422e-07,2.081855932090093e-08
1997,4.0858256397768855e-05,4.871612846457651e-07,2.8769367332870388e-08
1998,4.1310595406685024e-05,9.87479562120086e-07,2.3840646790063147e-08
1999,4.22665907535702e-05,6.384570836459602e-07,3.290544725587097e-08
2000,4.3566207750700414e-05,2.3327206033485481e-07,2.5182780305499364e-08
2001,4.481366340769455e-05,1.4238938739197238e-07,2.2782300490575835e-08
2002,4.693953087553382e-05,1.1128302368490495e-07,2.9354184860608257e-08
2003,4.680746133089997e-05,1.1000676569672407e-07,2.375146124222738e-08
2004,4.8071688070194796e-05,1.532867317521891e-07,3.920264290968589e-08
2005,4.7988803999032825e-05,1.6844023664752683e-07,3.648037250059133e-08
2006,4.548085780697875e-05,1.5153835075665256e-07,3.5825642896725185e-08
2007,4.132328831474297e-05,8.428351350175944e-08,3.475197019042753e-08
2008,4.230915874359198e-05,1.2389148773550573e-07,2.809910171208685e-08
2009,4.358700243756175e-05,1.1968163482478644e-07,2.6701878041990312e-08
2010,4.1627008613431826e-05,7.132927404285283e-08,2.3618964561933353e-08
2011,4.2453353671589866e-05,1.6137161451545978e-07,2.2179037273417634e-08
2012,3.555912189767696e-05,2.9957423208770706e-08,2.927657405393802e-08
2013,3.4725166187854484e-05,2.2591912340885756e-08,2.370756213565528e-08
2014,2.959730409202166e-05,1.86228280574241e-08,2.685152011849823e-08
2015,3.290905078756623e-05,7.758013853553791e-08,3.5021891164888075e-08
2016,3.150114571326412e-05,5.1576368065298084e-08,3.272717208346876e-08
2017,3.1715822842670605e-05,2.4652990759932436e-08,2.037645252528364e-08
2018,2.856444552890025e-05,1.8328414341794996e-08,2.2975052971219156e-08
2019,3.0139410228002816e-05,1.4795729141869884e-08,2.244869179435227e-08
