year,durent_VERB être_VERB,durent_VERB etre_VERB,durent_VERB naître_VERB
1924,9.720284879222163e-07,2.578324886925998e-09,0.0
1925,1.0107326033903519e-06,1.0998177923937646e-09,2.1996355847875293e-09
1926,1.091206968339975e-06,1.1146138456652466e-09,2.229227691330493e-09
1927,9.398796692039468e-07,3.3447675740205796e-09,0.0
1928,9.666431424193433e-07,5.713020723163709e-09,4.570416489713125e-09
1929,1.0015224916060106e-06,1.1140406375176326e-09,8.912325100141061e-09
1930,8.89655211722129e-07,1.0503603542488804e-09,4.201441416995522e-09
1931,1.0983358151861466e-06,2.2810713318222042e-09,0.0
1932,9.99509779830987e-07,2.1919073223131136e-09,0.0
1933,8.339171699844883e-07,0.0,6.882397318719313e-09
1934,9.920748880176689e-07,2.3963160344919743e-09,0.0
1935,9.38313462484075e-07,1.196828414151696e-09,7.180970484910176e-09
1936,9.639147720008623e-07,0.0,4.849885826274658e-09
1937,9.241881002708396e-07,3.777335333410292e-09,2.5182236296217297e-09
1938,7.973607125677518e-07,3.8895642262559704e-09,6.482607339819424e-09
1939,9.298782970290631e-07,9.176430282309411e-09,4.588215141154706e-09
1940,1.0903866041189758e-06,0.0,5.0715658339584024e-09
1941,9.179173048323719e-07,0.0,8.854508237732261e-09
1942,1.1317609960315167e-06,3.034211770724937e-09,1.2136847082899749e-08
1943,1.1264552313150489e-06,0.0,0.0
1944,9.993009371100925e-07,0.0,0.0
1945,1.3223519772509462e-06,4.357008087652048e-09,2.178504043826024e-09
1946,9.93966864371032e-07,4.1763312808029696e-09,0.0
1947,1.0037373385785031e-06,1.1920870957027319e-09,0.0
1948,9.001923331197759e-07,2.174377566888097e-09,2.174377566888097e-09
1949,1.0072250233861268e-06,9.817008317369869e-10,2.945102384188658e-09
1950,8.433841571786616e-07,1.0635361480382244e-09,2.1270722960764488e-09
1951,9.36071046453435e-07,8.529121409139861e-09,2.1322803522849654e-09
1952,8.383119052268739e-07,2.1089607837865287e-09,1.0544803918932644e-09
1953,8.629835974716116e-07,3.232148326759443e-09,1.0773827385790469e-09
1954,7.485762694159348e-07,2.9317608341017376e-09,9.772536113672459e-10
1955,7.226918228298018e-07,9.385607846468247e-10,1.8771215692936494e-09
1956,7.037961040623486e-07,6.104799332717903e-09,8.72114158667614e-10
1957,7.333081271099218e-07,8.835037701437898e-10,8.835037701437898e-10
1958,7.651825058019313e-07,8.272243445794913e-10,0.0
1959,7.099685035427683e-07,7.750747821333448e-10,2.325224457422337e-09
1960,7.349925112976052e-07,0.0,6.920833350854139e-10
1961,6.941211267985636e-07,2.08444772553662e-09,2.08444772553662e-09
1962,6.766867386431841e-07,6.341956404476434e-10,1.9025869768540815e-09
1963,7.545884272985859e-07,1.2932106496776896e-09,1.939815863494232e-09
1964,6.053548418094579e-07,1.2167936658258327e-09,2.4335873316516654e-09
1965,7.452923114215082e-07,3.2832261354087677e-09,2.188817349590977e-09
1966,6.491795829788316e-07,0.0,1.6617224263271169e-09
1967,6.508042815767112e-07,1.9721342336964653e-09,1.4791006197611978e-09
1968,7.186265520431334e-07,4.4914158503495116e-10,8.982831700699023e-10
1969,6.403878387573059e-07,4.5417578031781147e-10,4.541757636644661e-09
1970,6.327845767373219e-07,1.3796175313274261e-09,1.3796175313274261e-09
1971,6.515488166769501e-07,1.541519245584766e-09,2.0553589941130213e-09
1972,5.607250272987585e-07,2.565073486948677e-09,3.5911027485013847e-09
1973,5.910154641242116e-07,2.205281512956958e-09,2.205281512956958e-09
1974,5.119269985698338e-07,1.1251143350321513e-09,1.6876715580593782e-09
1975,5.014679800297017e-07,2.2845920710778955e-09,0.0
1976,5.290725653139816e-07,0.0,3.4281160132820787e-09
1977,4.830714601666841e-07,1.7630346071939584e-09,1.7630346071939584e-09
1978,5.39405675681337e-07,5.940591352171509e-10,1.1881182704343018e-09
1979,5.190700562707207e-07,0.0,5.851973350345929e-10
1980,4.6504533202096354e-07,5.685150683554241e-10,2.8425752862659692e-09
1981,4.276071479125676e-07,6.325549528618524e-10,6.325549528618524e-10
1982,4.6680418108735466e-07,1.2415004579935385e-09,2.483000915987077e-09
1983,4.0039103055278247e-07,2.5261264191556165e-09,6.315316047889041e-10
1984,4.123095038721658e-07,5.799008495621649e-10,5.799008495621649e-10
1985,4.1206573087038123e-07,0.0,1.8046674155058895e-09
1986,4.058266540596378e-07,3.5966913891627428e-09,5.994485463567401e-10
1987,4.039249859033589e-07,1.2221633705067347e-09,0.0
1988,3.69387720411396e-07,4.197587610832443e-09,1.798966087207532e-09
1989,4.192925473489595e-07,1.0976244357863152e-09,6.036934507847036e-09
1990,3.8521963574567053e-07,5.44865097484859e-10,5.44865097484859e-10
1991,3.53446353074105e-07,1.1722930404189924e-09,2.9307325455363298e-09
1992,3.7522718798754795e-07,1.1019888335184191e-09,1.65298330578878e-09
1993,4.353817075752886e-07,0.0,1.661762283333701e-09
1994,4.1091678326665715e-07,5.274926606624319e-10,1.0549853213248639e-09
1995,3.909587178441143e-07,1.626735190995987e-09,1.626735190995987e-09
1996,3.725988335645525e-07,5.338092190498855e-10,5.338092190498855e-10
1997,3.759197397812386e-07,1.438468344439059e-09,1.438468344439059e-09
1998,3.504574976886943e-07,1.43043876743576e-09,4.768129224785866e-10
1999,3.185430159646785e-07,1.3710603763428253e-09,9.140402323914998e-10
2000,3.2339991662411194e-07,0.0,0.0
2001,3.3253397191401746e-07,4.3812117822561447e-10,4.3812117822561447e-10
2002,2.830269067999325e-07,4.38122149670761e-10,4.38122149670761e-10
2003,3.2460329180139524e-07,8.333845835650777e-10,8.333845835650777e-10
2004,2.6604939762364666e-07,0.0,1.7619165015858584e-09
2005,2.9184298000473063e-07,0.0,0.0
2006,2.833108396771422e-07,0.0,0.0
2007,2.2369084717865917e-07,3.994479469415779e-10,1.5977917877663117e-09
2008,2.6396125463179487e-07,8.514879357157668e-10,2.1287198670449925e-09
2009,2.5891284849421936e-07,4.76819250749827e-10,1.430457752249481e-09
2010,2.0312309345627e-07,0.0,0.0
2011,2.0343530593436299e-07,0.0,1.529588788962144e-09
2012,1.9642537552044814e-07,3.404252713057332e-10,6.808505426114664e-10
2013,2.3066064613885828e-07,0.0,1.1156500168141292e-09
2014,3.2265134564113396e-07,0.0,4.330890368553497e-10
2015,2.4337998638657155e-07,0.0,1.994917786518613e-09
2016,3.2002202488001785e-07,2.0713400439298368e-10,2.0713399884186856e-09
2017,1.7558967613240384e-07,0.0,7.54683426862357e-10
2018,2.0754991680860257e-07,2.5814667070633845e-10,1.8070267504555204e-09
2019,3.1683268275628507e-07,0.0,1.02039510174734e-09
