year,pourraient_VERB être_VERB,pourraient_VERB etre_VERB,pourraient_VERB naître_VERB
1865,8.016226274776272e-06,2.2122168985561075e-08,1.845082948648269e-07
1866,7.4726081038534176e-06,1.8002767276925624e-08,1.7272925845190912e-07
1867,7.76158685766859e-06,1.7955402498159856e-08,1.3442287638554262e-07
1868,8.159189746947959e-06,1.6795571489147676e-08,1.6795571866623504e-07
1869,7.815096068952698e-06,1.70923168951731e-08,1.8166690551879583e-07
1870,8.072393939073663e-06,1.3761717099214366e-08,1.6686081494299287e-07
1871,9.442226655664854e-06,2.973929724703339e-08,1.4551012839092436e-07
1872,8.374355275009293e-06,2.1770421909650395e-08,1.2336572297044768e-07
1873,8.354068086191546e-06,1.7359413462259e-08,1.4246690227537329e-07
1874,8.293354767374694e-06,1.0754296120296658e-08,1.5354746096818417e-07
1875,7.951778570713941e-06,1.4875970677508121e-08,1.8080025654398924e-07
1876,8.221370990213472e-06,1.4510435519810017e-08,1.6021938620269793e-07
1877,8.084172804956324e-06,8.040260901509555e-09,1.0576035691656216e-07
1878,8.205914127756841e-06,2.0532900657510567e-08,1.3406777554791915e-07
1879,8.459583114017732e-06,3.421222061206208e-08,1.563987268582423e-07
1880,9.310369932791218e-06,1.9253539207397807e-08,1.6237150646247756e-07
1881,8.767230610828847e-06,2.3009274485730202e-08,1.366611428466058e-07
1882,8.588774107920472e-06,2.4624924321869912e-08,1.5307385581309063e-07
1883,8.62336946738651e-06,1.7062214752172622e-08,1.6430281846169237e-07
1884,8.609933502157219e-06,1.9144920315739e-08,1.5183903201432258e-07
1885,9.228861017618328e-06,2.2559724754955823e-08,1.8885712904648244e-07
1886,9.072924513020553e-06,2.710454793941608e-08,1.2132511528761825e-07
1887,9.151593985734507e-06,2.6768590899450828e-08,1.1882642780847164e-07
1888,8.867349606589414e-06,2.726464365387926e-08,1.7056252943348227e-07
1889,8.365210305782966e-06,2.0048437576747347e-08,1.108929197357611e-07
1890,9.204324669553898e-06,2.0318598359381213e-08,1.4944001236472104e-07
1891,9.136807420873083e-06,1.9122660788184476e-08,1.089991599201312e-07
1892,9.042955753102433e-06,2.3193495124473884e-08,1.3101190177167155e-07
1893,9.049177606357262e-06,1.9091091374434654e-08,9.976634629538239e-08
1894,9.23553579923464e-06,1.5753848003896564e-08,1.7077171321489004e-07
1895,9.32223156269174e-06,1.9259565720020078e-08,1.5106722628388525e-07
1896,9.497754945186898e-06,2.358811634906033e-08,1.462463217194454e-07
1897,9.055295777216088e-06,1.981082675683865e-08,8.914872040577393e-08
1898,9.214065357809886e-06,1.8106735888423486e-08,1.4938056835944735e-07
1899,9.228844646713696e-06,2.984892333302014e-08,1.486918534965298e-07
1900,9.191278877551667e-06,2.28406342728249e-08,1.4171574491683714e-07
1901,9.558420060784556e-06,2.1237207659119406e-08,1.2015789252473041e-07
1902,1.094993331207661e-05,2.4551419397500496e-08,9.427745339962712e-08
1903,9.73713758867234e-06,2.052083658554693e-08,1.6956691695213522e-07
1904,9.649064850236755e-06,2.2573426683436537e-08,1.1770428898216778e-07
1905,9.915366717905272e-06,2.1159111629476257e-08,1.4708163575960498e-07
1906,9.966342986444943e-06,1.800464666246171e-08,1.4506599654851016e-07
1907,1.0136030141438823e-05,3.3428481316377656e-08,1.0182829868199406e-07
1908,9.690170372778084e-06,1.1296195312482382e-08,1.3948344701475435e-07
1909,9.58656437433092e-06,3.13556076103616e-08,1.155206561520572e-07
1910,9.644588317314629e-06,2.8858414324872683e-08,1.6406542613367492e-07
1911,1.0145953638129868e-05,2.7133907565257687e-08,1.0268322370166061e-07
1912,1.0029698387370445e-05,3.750783150735515e-08,1.0158371566149071e-07
1913,9.786137525225058e-06,3.2878535449754054e-08,8.643873172786698e-08
1914,1.0189764907408971e-05,2.7456648787893556e-08,9.844212911502837e-08
1915,1.1618187272688374e-05,2.709575319670421e-08,1.1545146350044888e-07
1916,1.103690556192305e-05,2.6369908923129515e-08,7.471474106068854e-08
1917,1.1398501555959228e-05,2.8512703309502285e-08,1.1843738434436091e-07
1918,1.1581712897168472e-05,3.445912977184662e-08,1.412824275348612e-07
1919,1.0897488209593575e-05,3.222746869369075e-08,1.2338516341969807e-07
1920,1.1081961019954178e-05,2.7260034229925623e-08,9.919623522591792e-08
1921,1.1274306416453328e-05,2.3475516641724425e-08,1.2797943327313988e-07
1922,1.1252826880081557e-05,2.5822775029382683e-08,9.738874950926402e-08
1923,1.0343118447053712e-05,2.441668023323018e-08,1.3482254246355296e-07
1924,9.983274139813147e-06,2.707241186783449e-08,1.0700048136413898e-07
1925,1.0011641279561445e-05,4.3992713472107425e-08,1.0668232874877503e-07
1926,1.0168621884076856e-05,1.2260752413340015e-08,1.3486827299402648e-07
1927,9.453427992411889e-06,1.7838759802657478e-08,1.4605484466301277e-07
1928,1.007319769996684e-05,4.34189573184085e-08,1.1311780667710991e-07
1929,1.0495376955077518e-05,1.1140405931087116e-08,1.3368487827847275e-07
1930,9.997329470934346e-06,2.10072066408884e-08,1.1974107394507882e-07
1931,1.131867611547932e-05,2.8513390759599133e-08,1.0150767337790967e-07
1932,1.0910218406934291e-05,9.863582839386709e-09,9.206010531670472e-08
1933,1.1041659490729216e-05,1.3764794637438627e-08,1.192948815287309e-07
1934,1.0320933142793365e-05,1.9170528275935794e-08,8.506921744810825e-08
1935,9.931281965691596e-06,1.9149255514605557e-08,1.041240693666623e-07
1936,1.0299944733560551e-05,3.516167268458048e-08,1.4185916086262296e-07
1937,1.0519879651837982e-05,2.0145789036973838e-08,1.4983430673964904e-07
1938,1.051867820933694e-05,2.463390735840676e-08,1.283556230191607e-07
1939,1.0340307198930532e-05,3.211750509990452e-08,7.494084997006212e-08
1940,9.083174518309534e-06,2.282204625281281e-08,7.353770570261986e-08
1941,8.553454790671822e-06,2.9515025090631752e-08,8.854507882460894e-08
1942,7.934463610581588e-06,3.337632992206352e-08,9.102635090130207e-08
1943,7.873573849792592e-06,2.9032351633873077e-08,1.1032293656398906e-07
1944,8.518156391801313e-06,3.213186161588055e-08,6.105053529381621e-08
1945,1.0391464456915855e-05,1.612093001313042e-07,1.0238969139209075e-07
1946,9.512290489510633e-06,1.3921104269343232e-08,1.0719250553847814e-07
1947,1.0069559721159749e-05,2.503382989793579e-08,1.0728783905733508e-07
1948,9.968433914764319e-06,2.6092530802657166e-08,1.0654449766889229e-07
1949,1.1233602890570182e-05,3.7304630495782476e-08,1.0602369115986221e-07
1950,1.0577930879662745e-05,3.509669355139522e-08,1.201795782890258e-07
1951,9.850068636296783e-06,5.757156884556025e-08,1.0554787621686046e-07
1952,1.0885401025007013e-05,5.061505703451985e-08,8.541291407482277e-08
1953,1.0930048119917046e-05,3.447624863373022e-08,1.4329189923500962e-07
1954,1.0926672985078767e-05,4.49536656788041e-08,1.2117945402678743e-07
1955,1.0367342838435434e-05,4.5050918107136795e-08,7.320774386698758e-08
1956,1.0311006008123513e-05,3.66287953301736e-08,1.0203735456570939e-07
1957,1.1021709724445827e-05,2.473810634118223e-08,1.0867096023048362e-07
1958,1.1217161954846233e-05,5.376958256420039e-08,1.0174859710332385e-07
1959,1.1366471881046891e-05,5.348016074435691e-08,9.765942365902447e-08
1960,1.0388171176600736e-05,4.290916577609494e-08,9.827583369315107e-08
1961,1.0662644854164682e-05,5.419564386155429e-08,1.0005349082575776e-07
1962,1.032597356243059e-05,3.6783346590851806e-08,1.135210183633717e-07
1963,1.114812221203465e-05,5.948768988517372e-08,8.858492606123036e-08
1964,1.0378641491115559e-05,5.658090684868e-08,9.734349504242346e-08
1965,1.0320821274945047e-05,3.720989499855776e-08,1.0451602605598964e-07
1966,1.0784024198073894e-05,4.3204783306549643e-08,9.305645676249696e-08
1967,1.0178185220865998e-05,2.6623811821835375e-08,9.466243966471666e-08
1968,1.0600190762488637e-05,6.692209264524962e-08,1.0105685532835196e-07
1969,1.2698300452029798e-05,3.724241381952709e-08,1.4987800511789828e-07
1970,1.2618901564565022e-05,4.828661348543761e-08,1.0623054436109669e-07
1971,1.1328625078022014e-05,3.494110334401057e-08,8.27281994020268e-08
1972,1.0754840332083404e-05,5.694462990035731e-08,7.951727809540898e-08
1973,1.0512577318877447e-05,5.23754357661943e-08,9.317314209056349e-08
1974,1.1705689757945947e-05,4.162923183947953e-08,9.675983392298804e-08
1975,1.0701029168558307e-05,6.11128379013337e-08,8.395875994438029e-08
1976,1.1084242032666225e-05,5.3135798872006035e-08,8.97023753054782e-08
1977,1.057350618793862e-05,6.111853245727161e-08,8.81517294715195e-08
1978,1.0311084224667866e-05,8.910886961643882e-08,7.544551294813573e-08
1979,1.080040237866342e-05,6.729769452817891e-08,7.72460495568339e-08
1980,1.1016116332029924e-05,9.039390036491568e-08,6.48107203460313e-08
1981,1.0325194125471171e-05,7.906936794199737e-08,9.614835505544761e-08
1982,1.0770016160677187e-05,6.51787752659061e-08,8.876727974893583e-08
1983,1.0622992704156786e-05,4.6101806816523094e-08,8.841442422635737e-08
1984,1.047938803822035e-05,5.219107723775096e-08,7.59670086836195e-08
1985,1.0045380804513115e-05,3.849957153079231e-08,6.075713798736615e-08
1986,1.007133505481761e-05,4.5558088190844614e-08,7.672941393366273e-08
1987,9.945354577212129e-06,4.7053290153087346e-08,7.455196282535326e-08
1988,9.928494364430662e-06,4.61734649404022e-08,7.735554419241453e-08
1989,1.0204614227404818e-05,5.8722908313768585e-08,9.055401761770554e-08
1990,9.556933946441859e-06,5.176218476066197e-08,8.935787576547227e-08
1991,9.868363122222945e-06,3.399649739499466e-08,7.67851915384199e-08
1992,9.408229743712582e-06,3.636563050690711e-08,7.052728534517883e-08
1993,9.63212823990034e-06,2.548035499261303e-08,7.200969776022248e-08
1994,1.0170058885705657e-05,2.9539588330962374e-08,9.178372550877612e-08
1995,9.724080882733688e-06,3.0365723879821616e-08,8.187900846223783e-08
1996,9.348600542580243e-06,5.12456843626552e-08,6.245567618634595e-08
1997,9.953721018973738e-06,1.6925977153192662e-07,7.384137745702901e-08
1998,9.204873094859067e-06,2.6272392061876815e-07,8.43958858354199e-08
1999,9.476311788603198e-06,2.3216621514166036e-07,7.038109828272354e-08
2000,9.597290045348927e-06,1.0382373760720043e-07,6.582867229099065e-08
2001,1.0213042514806148e-05,1.840108865280854e-08,7.141375135688577e-08
2002,9.96114522422431e-06,1.7524886153363894e-08,7.272827673432403e-08
2003,1.0150623893423472e-05,2.083461403401543e-08,7.125438372668214e-08
2004,9.682612471806351e-06,2.2023955464911538e-08,6.915522021699871e-08
2005,9.783945642993785e-06,3.332774767272895e-08,5.809836878256647e-08
2006,9.523855624138378e-06,2.4707338730500794e-08,7.082770991928555e-08
2007,8.588530363340396e-06,7.589511241690161e-09,5.6322161157140727e-08
2008,8.526374585926533e-06,1.9584223215352026e-08,6.215861958480673e-08
2009,8.534110747859813e-06,1.43045770784056e-08,7.009243319089364e-08
2010,8.329936463269405e-06,1.4643758206034363e-08,5.432362115698197e-08
2011,7.556550826848252e-06,1.797266777070483e-08,5.5447593183544086e-08
2012,6.364590717566898e-06,6.127654827992046e-09,4.868081404652003e-08
2013,6.708124601573218e-06,5.299337468844811e-09,6.247640271794808e-08
2014,5.628641702060122e-06,1.9489005964601347e-09,5.456922025359745e-08
2015,5.758441147918347e-06,5.319781060109108e-09,5.6301015405324506e-08
2016,5.540420261240797e-06,3.314143987021012e-09,7.021842662879862e-08
2017,5.621636773867067e-06,2.0124890642847504e-09,6.21355980001681e-08
2018,5.68000132261659e-06,2.0651733656507076e-09,5.1887479202150644e-08
2019,5.459879048430594e-06,2.2958890344426663e-09,5.5866632209244926e-08
