year,fallait_VERB ôter_VERB,fallait_VERB oter_VERB,fallait_VERB noter_VERB
1847,2.1572894581822766e-08,0.0,3.775256551818984e-09
1848,1.769948809737798e-08,5.63165514222419e-09,0.0
1849,3.267971848686102e-08,8.379414939696517e-10,1.6758829879393033e-09
1850,2.7155984128057753e-08,1.3577992064028876e-09,0.0
1851,3.0957306051959677e-08,6.449438760824933e-10,0.0
1852,2.9948509450150596e-08,0.0,9.765818376195057e-09
1853,1.970737528722566e-08,0.0,5.971931837933653e-10
1854,3.065441944727354e-08,5.195664454227256e-10,2.0782657816909023e-09
1855,1.326734277995456e-08,0.0,3.1841622671890946e-09
1856,4.245295315286057e-08,0.0,5.694908100650764e-09
1857,2.0990489346672803e-08,0.0,5.369659827891837e-09
1858,2.300027723833864e-08,0.0,1.8106600663259087e-08
1859,1.884104072757964e-08,0.0,8.656694916453489e-09
1860,1.785101666484934e-08,9.154367819341758e-10,1.8308735638683515e-09
1861,2.782418562219391e-08,0.0,7.545541969022906e-09
1862,2.710791768834042e-08,4.517986262886353e-10,1.1294965851504912e-08
1863,1.1987090431375691e-08,4.994620828036034e-10,1.048870412745373e-08
1864,2.4932585773740357e-08,0.0,5.274200631788517e-09
1865,4.000817810378976e-08,0.0,4.23615986733239e-09
1866,1.897589108068587e-08,4.865612912574591e-10,6.3252967308358166e-09
1867,1.3102591012170706e-08,4.85281148598915e-10,5.82337378318698e-09
1868,2.0253484223076157e-08,0.0,3.457911734727759e-09
1869,3.076617005604021e-08,0.0,5.371870948067681e-09
1870,3.4404294524392753e-08,0.0,4.587239033071455e-09
1871,8.496941816815706e-09,0.0,1.0621176826930423e-08
1872,2.116568786902917e-08,6.047339295989218e-10,6.047339295989218e-10
1873,1.4366410283628284e-08,0.0,8.979006871356887e-09
1874,2.0313670745508716e-08,0.0,1.0754296120296658e-08
1875,1.4875970677508121e-08,0.0,2.8607636259891933e-09
1876,1.5115036333668286e-08,0.0,1.0882827083946722e-08
1877,2.535774612510977e-08,6.184815992682502e-10,6.184816214727107e-09
1878,6.6429977074733415e-09,0.0,1.268208649207736e-08
1879,1.7717043832021773e-08,0.0,6.10932526790009e-10
1880,5.776061406947974e-09,0.0,2.5671385017744797e-09
1881,7.669758161910067e-09,6.972507571312292e-10,9.064259565150223e-09
1882,9.983077475794744e-09,6.655385131892899e-10,1.2645231528551903e-08
1883,4.423537092179686e-09,0.0,1.8958017378167824e-09
1884,1.7164412113856997e-08,0.0,1.386356363042296e-08
1885,2.2559724754955823e-08,1.2891271383708158e-09,1.2891271161663553e-08
1886,1.8069698626277386e-08,0.0,1.2261581083805595e-08
1887,1.7628096316002484e-08,6.528924623161458e-10,4.570247291724172e-09
1888,1.9655905347804037e-08,0.0,6.974675947901687e-09
1889,1.4409814674820609e-08,6.265136742733546e-10,6.265136853755848e-09
1890,2.2940351840361473e-08,0.0,2.6217545912032847e-09
1891,1.1473596295275001e-08,0.0,2.358461337337303e-08
1892,1.4417578242387208e-08,0.0,1.817868522380195e-08
1893,1.4780200174868696e-08,0.0,1.2932674486876294e-08
1894,1.827446460822557e-08,0.0,1.5123694296903523e-08
1895,4.213029924926559e-09,0.0,7.22233739480771e-09
1896,2.181900704556483e-08,0.0,5.307326134129653e-09
1897,4.661370844871726e-09,0.0,8.740070001067579e-09
1898,1.9804241802034994e-08,0.0,1.3014216371232123e-08
1899,1.4371703827009696e-08,0.0,1.9346524382513053e-08
1900,9.863001082521805e-09,5.191053142894475e-10,2.2321527737290126e-08
1901,4.470991132876634e-09,0.0,1.7325090695408107e-08
1902,2.9461704187383475e-09,0.0,1.2275709337927765e-08
1903,1.5660639007819555e-08,0.0,1.4040573148577096e-08
1904,3.7622376325430196e-09,0.0,2.364835083312755e-08
1905,5.676835002077496e-09,5.160759042333041e-10,1.7546581076999246e-08
1906,8.230695236477459e-09,0.0,1.800464666246171e-08
1907,1.3885677496716653e-08,1.5428529565042481e-09,8.228549397415463e-09
1908,1.4734167663732478e-08,0.0,1.7189861978295085e-08
1909,1.4852655993990993e-08,0.0,1.5952851484257735e-08
1910,9.619471441624228e-09,0.0,1.7101282168141552e-08
1911,1.0108711201439746e-08,0.0,1.2236860413850081e-08
1912,1.719108944087111e-08,0.0,1.8753915753677575e-08
1913,6.363587878865928e-09,0.0,1.3787773589513108e-08
1914,1.2054139020278853e-08,0.0,1.2054139020278853e-08
1915,2.0027295377644805e-08,0.0,1.767114277129167e-08
1916,1.7579939282086343e-08,0.0,7.69122365795738e-09
1917,9.869782324756216e-09,0.0,1.4256351654751143e-08
1918,0.0,0.0,6.89182577673364e-09
1919,4.603924352863942e-09,0.0,1.749491218561161e-08
1920,8.329454459499175e-09,0.0,3.256059599721084e-08
1921,5.300923255902035e-09,0.0,2.196096815509918e-08
1922,9.591316185719734e-09,0.0,1.8444838545406128e-08
1923,6.369568872344189e-09,0.0,1.6985516992917837e-08
1924,1.804827398643738e-08,0.0,1.5469948877466777e-08
1925,1.0998177923937646e-09,0.0,1.7597084678300234e-08
1926,1.114613823460786e-08,0.0,1.0031524944054127e-08
1927,3.3447675740205796e-09,0.0,1.2264147031260109e-08
1928,4.570416489713125e-09,0.0,1.9424270192303084e-08
1929,2.33948540540041e-08,0.0,3.0079096546842266e-08
1930,4.201441416995522e-09,0.0,2.520864939015155e-08
1931,5.7026783295555106e-09,0.0,2.6232321204133768e-08
1932,8.767629289252454e-09,0.0,2.1919072779041926e-08
1933,5.735331320977366e-09,0.0,1.3764794637438627e-08
1934,2.3963160344919743e-09,0.0,1.0783422155213884e-08
1935,5.98414207075848e-09,0.0,1.555876849579363e-08
1936,7.274828739411987e-09,0.0,1.2124714565686645e-08
1937,5.0364472592434595e-09,0.0,2.1404900962807005e-08
1938,9.075650453382877e-09,0.0,1.2965214679638848e-08
1939,6.117620188206274e-09,0.0,1.2235240376412548e-08
1940,2.5357829169792012e-09,0.0,2.028626333583361e-08
1941,5.9030051957620344e-09,0.0,1.4757512545315876e-08
1942,3.034211770724937e-09,0.0,6.068423541449874e-09
1943,1.1612940831184915e-08,0.0,2.322588166236983e-08
1944,0.0,0.0,1.2852744646352221e-08
1945,2.178504043826024e-09,0.0,1.9606536838523425e-08
1946,1.1136883415474585e-08,0.0,1.1136883415474585e-08
1947,1.1920871401116528e-08,0.0,1.1920871401116528e-08
1948,1.195907639583993e-08,0.0,6.523132700664291e-09
1949,3.9268033269479474e-09,0.0,1.570721330779179e-08
1950,1.2762433776458693e-08,1.0635361480382244e-09,1.2762433776458693e-08
1951,4.264560704569931e-09,0.0,1.1727541604500402e-08
1952,4.2179215675730575e-09,0.0,7.381362632230548e-09
1953,6.464296653518886e-09,0.0,6.464296653518886e-09
1954,1.07497895029951e-08,0.0,5.0817188679275205e-08
1955,9.385607846468247e-10,0.0,1.0324168187025862e-08
1956,6.976913269340912e-09,0.0,2.1802854632824165e-08
1957,4.417518795207798e-09,0.0,1.0602045463770082e-08
1958,7.445019267748876e-09,0.0,6.617794756635931e-09
1959,5.425523585955716e-09,0.0,1.2401196514133517e-08
1960,7.612916519406099e-09,0.0,8.997083078554624e-09
1961,7.64297514166401e-09,0.0,1.320150300188061e-08
1962,5.0735651235811474e-09,0.0,1.9025868880362395e-08
1963,3.2330267352165265e-09,0.0,1.0992290633282664e-08
1964,7.909158661334459e-09,0.0,1.5818317322668918e-08
1965,6.5664522708175355e-09,0.0,2.134096988015699e-08
1966,6.092982118843793e-09,0.0,2.658755882123387e-08
1967,7.888536934785861e-09,0.0,2.021437595089992e-08
1968,9.431973424511852e-09,0.0,8.533690198930799e-09
1969,7.2668124850849836e-09,0.0,7.72098829315837e-09
1970,1.1496812390987543e-08,4.5987250119061684e-10,1.3336302728816918e-08
1971,8.221435976452085e-09,0.0,1.5929032315398217e-08
1972,7.69522046084603e-09,0.0,1.4364410994005539e-08
1973,1.268036875501366e-08,5.513203782392395e-10,9.37244681864513e-09
1974,1.1251143128276908e-08,0.0,9.00091468025721e-09
1975,5.711480177694739e-09,0.0,9.138368284311582e-09
1976,4.570821499072508e-09,0.0,1.542652228181396e-08
1977,1.057820764316375e-08,0.0,1.057820764316375e-08
1978,9.504946163474415e-09,0.0,1.7821774278559133e-08
1979,1.404473604083023e-08,0.0,7.022368020415115e-09
1980,3.411090521154847e-09,0.0,1.3644362084619388e-08
1981,6.325549417596221e-09,0.0,5.060439622894819e-09
1982,6.828252629986764e-09,0.0,3.1037510339615437e-09
1983,2.5261264191556165e-09,0.0,1.136756910824488e-08
1984,5.799008384599347e-09,5.799008495621649e-10,1.1018116197192285e-08
1985,7.820225356169885e-09,1.2031116103372597e-09,9.02333674446254e-09
1986,7.1933827783254856e-09,0.0,1.498621315931814e-08
1987,1.099947066762752e-08,6.110816852533674e-10,7.332980445085013e-09
1988,1.199310784016916e-08,5.996553809062277e-10,1.3192418713003917e-08
1989,1.0427432250992297e-08,0.0,9.878619700032232e-09
1990,1.0352437129768077e-08,0.0,5.448650863826288e-09
1991,1.1136783939491579e-08,0.0,8.7921980806982e-09
1992,1.928480486412809e-08,0.0,4.958949695321735e-09
1993,1.2186256448387667e-08,0.0,8.308811416668505e-09
1994,9.494868002946077e-09,0.0,1.4242301560329906e-08
1995,1.1929391696696712e-08,0.0,1.4640617607142303e-08
1996,6.4057106285986265e-09,0.0,5.871901187504136e-09
1997,3.835915585170824e-09,0.0,1.006927874414032e-08
1998,9.536258005482523e-09,0.0,1.0966696883940585e-08
1999,5.0272213059088244e-09,0.0,7.769341614505265e-09
2000,9.277866475088103e-09,0.0,1.4579503826439577e-08
2001,1.3581756164171566e-08,0.0,6.571817756650944e-09
2002,5.6955880012310445e-09,0.0,7.886198361006791e-09
2003,6.667076668520622e-09,0.0,1.12506919336397e-08
2004,4.845270407116686e-09,0.0,6.166707589017051e-09
2005,7.205999352777326e-09,0.0,5.404499514582994e-09
2006,1.2353670086895363e-08,0.0,1.2353670086895363e-08
2007,1.2382886716011399e-08,0.0,6.391167151065247e-09
2008,1.1069342775726909e-08,4.257439678578834e-10,1.4475294740634581e-08
2009,1.0966842545201416e-08,0.0,6.198650481792356e-09
2010,8.030448306328708e-09,0.0,1.4643758206034363e-08
2011,1.2236710311697152e-08,0.0,1.2619107536693264e-08
2012,9.531907707582832e-09,0.0,1.0212757750593937e-08
2013,1.561910067948702e-08,0.0,1.1714325509615264e-08
2014,1.2992670939127038e-08,0.0,1.1260315346817151e-08
2015,1.551602757388082e-08,0.0,1.0196246513771712e-08
2016,1.2635174684305639e-08,0.0,9.32103016992869e-09
2017,1.4087423672037858e-08,0.0,9.30776167251679e-09
2018,1.4714360396794746e-08,2.5814667070633845e-10,1.3165480261534412e-08
2019,1.224474122096808e-08,0.0,1.020395146156261e-08
