year,veut_VERB être_VERB,veut_VERB etre_VERB,veut_VERB naître_VERB
1870,3.8074083477113163e-06,1.7202145929928747e-08,9.17447806614291e-09
1871,3.6260698834666982e-06,2.124235387590545e-08,7.434824311758348e-09
1872,3.6513833947537933e-06,1.4513614310374123e-08,3.205089882385437e-08
1873,3.172582410115865e-06,1.496501056408306e-08,2.1549615425442425e-08
1874,3.1330851015809458e-06,5.974609251779839e-09,9.559374625212058e-09
1875,3.6640660709963413e-06,5.149374260327022e-09,1.3731664694205392e-08
1876,3.544173978298204e-06,6.04601479992084e-09,1.3905833817773328e-08
1877,3.22599998980877e-06,8.040260790487253e-09,1.793596560162314e-08
1878,3.016524715349078e-06,6.039088784604019e-09,4.831270938865373e-09
1879,3.1432477953785565e-06,7.331190321480108e-09,1.588424503040642e-08
1880,2.9714628908550367e-06,5.134277003548959e-09,3.401458670282409e-08
1881,3.019792984559899e-06,4.8807553554297556e-09,1.673401861523871e-08
1882,2.9736261240032036e-06,8.652000893505374e-09,2.1297232422057277e-08
1883,2.895520992751699e-06,7.58320695126713e-09,2.7173157945981075e-08
1884,2.861835582734784e-06,1.9805090900604227e-09,9.242375753615306e-09
1885,2.703299514905666e-06,1.0313017106966527e-08,1.8047780159236027e-08
1886,2.763373231573496e-06,5.1627709884982664e-09,1.8069698626277386e-08
1887,2.8433466923161177e-06,7.1818169189441505e-09,2.154545164501087e-08
1888,2.713783032959327e-06,5.706553452000662e-09,1.775372027168487e-08
1889,2.9627831281686667e-06,6.265136742733546e-09,1.9421923624918236e-08
1890,2.7436660730018048e-06,1.9663159989136147e-09,1.3108772733971819e-08
1891,2.723704255913617e-06,7.649063604731055e-09,1.0198752065093686e-08
1892,2.830860239555477e-06,1.0656471260972467e-08,2.5074049503359674e-08
1893,2.5612855552026303e-06,8.005941687372342e-09,1.4780200174868696e-08
1894,2.6750033157441067e-06,1.0082463086646953e-08,1.764431090123253e-08
1895,2.658422090462409e-06,5.416753268150387e-09,2.8287487907618925e-08
1896,2.5587207801436307e-06,7.076434549446731e-09,1.8280790214930676e-08
1897,2.668634806468617e-06,9.905413378419325e-09,1.5149455023788505e-08
1898,2.885760977733298e-06,7.921696965063063e-09,1.9238406423482957e-08
1899,2.6537904886936303e-06,7.738609753005221e-09,1.7688250864011934e-08
1900,2.831719484674977e-06,5.1910532539167775e-09,1.9206897405865675e-08
1901,3.0195956242096145e-06,2.235495566438317e-09,2.0119459875900247e-08
1902,2.3530080852651736e-06,7.856453987376e-09,1.276673788908056e-08
1903,2.791373844956979e-06,8.100330184390714e-09,1.0800440541913758e-08
1904,2.7028991098632105e-06,4.837162670412454e-09,1.5048950530172078e-08
1905,2.8327406198513927e-06,7.2250627702885595e-09,1.4966200723165457e-08
1906,2.839589797076769e-06,5.144184522798412e-09,4.629765903985117e-09
1907,2.817763970597298e-06,7.199980611716228e-09,1.7999951751335175e-08
1908,3.1501649573328905e-06,7.858222517143076e-09,1.6698722404839828e-08
1909,2.9875841391913127e-06,3.850688656825696e-09,1.5402754627302784e-08
1910,3.053113232454052e-06,4.275320542035388e-09,2.939282950364941e-08
1911,2.9554678349086316e-06,3.7242617878519013e-09,1.702519725199636e-08
1912,3.356951083333115e-06,3.125652625612929e-09,2.6568049094066737e-08
1913,3.174369567204849e-06,5.302989658506618e-09,2.4393752795504042e-08
1914,3.0858595891913865e-06,1.1384464593255927e-08,1.6741859454327823e-08
1915,2.5705621737870388e-06,1.295883844676382e-08,2.591767689352764e-08
1916,3.2478938010171987e-06,5.493730803607377e-09,4.9443578120644815e-08
1917,3.146267090414767e-06,4.3865698851064394e-09,2.0836205649743533e-08
1918,2.9049044769635657e-06,9.189101035644853e-09,2.6418664589300533e-08
1919,3.1076488085091114e-06,3.6831394045755417e-09,3.4069039145379065e-08
1920,3.2295567962137284e-06,2.2716695191604686e-09,3.33178178379967e-08
1921,3.010924274349236e-06,3.0290989716519334e-09,3.256281289054641e-08
1922,3.044136292373878e-06,2.951174193910333e-09,2.3609393551282665e-08
1923,3.3886105939018307e-06,4.246379248229459e-09,3.078624999375279e-08
1924,3.1713395856058924e-06,5.156649773851996e-09,2.9650736976805092e-08
1925,3.2334642128262203e-06,1.5397449093512705e-08,1.8696901804560184e-08
1926,3.0696464818902314e-06,4.458455493683289e-09,2.6750733184144337e-08
1927,3.3180092486873036e-06,6.689535148041159e-09,1.1149224654616319e-08
1928,3.13073519464524e-06,6.8556245125250825e-09,1.82816659588525e-08
1929,3.110401394224027e-06,1.1140406375176326e-09,1.6710609784809094e-08
1930,3.056548621316324e-06,7.352522590764465e-09,2.4158287814657342e-08
1931,2.803436700560269e-06,9.124285327288817e-09,1.710803587684495e-08
1932,2.8187928364786785e-06,4.383814644626227e-09,2.520693342944469e-08
1933,2.8034298793500056e-06,1.1470662197865522e-09,1.3764794637438627e-08
1934,2.8456252039177343e-06,5.990790086229936e-09,1.1981580172459871e-08
1935,2.9693312626477564e-06,4.787313656606784e-09,1.795242710045386e-08
1936,2.794746706058504e-06,7.274828739411987e-09,1.9399543305098632e-08
1937,2.709608679651865e-06,7.554670666820584e-09,4.406891207509034e-08
1938,3.1492506877839332e-06,3.8895642262559704e-09,9.075650453382877e-09
1939,2.8339875370875234e-06,3.058810094103137e-09,3.6705721129237645e-08
1940,2.490138740540715e-06,2.5357829169792012e-09,1.5214697057785997e-08
1941,2.6976733806804987e-06,8.854507793643052e-09,5.9030051957620344e-09
1942,3.0493829399347305e-06,0.0,3.3376331032286544e-08
1943,3.4345273434155388e-06,5.806470415592457e-09,6.967764676346633e-08
1944,3.2581708637735574e-06,9.639558484764166e-09,3.213186161588055e-08
1945,3.3832168355729664e-06,6.535512131478072e-09,1.742803235060819e-08
1946,3.6375845411384944e-06,0.0,2.5057987684817817e-08
1947,3.69427789337351e-06,8.344609447874518e-09,2.7418003867296648e-08
1948,3.411598299862817e-06,3.2615663503321457e-09,3.587722829934137e-08
1949,3.0913759019313147e-06,8.83530737461058e-09,1.9634017078828947e-08
1950,3.205497932867729e-06,3.190608444114673e-09,1.808011518278363e-08
1951,3.1717670481157256e-06,8.529121409139861e-09,2.1322803078760444e-08
1952,2.955708623630926e-06,5.272402070488624e-09,2.2144087452602434e-08
1953,2.9962013741169358e-06,3.232148326759443e-09,1.6160740301529586e-08
1954,3.0890987545717508e-06,6.840775279570721e-09,1.5636057781875934e-08
1955,2.790341113723116e-06,1.8771215692936494e-08,2.627970197011109e-08
1956,3.0628648346464615e-06,7.849027650053131e-09,2.52913103793162e-08
1957,2.8298625238676323e-06,5.301022731885041e-09,2.9155623693100097e-08
1958,2.9416098641377175e-06,1.1581141212690937e-08,2.6471179026543723e-08
1959,2.8755273433489492e-06,7.750747599288843e-09,1.3951345856355601e-08
1960,3.059008349737269e-06,4.152500121534786e-09,3.18358317485945e-08
1961,3.383753664820688e-06,1.806521465752553e-08,2.501337270643944e-08
1962,3.2984514746203786e-06,1.0147130080628841e-08,2.029426049432459e-08
1963,3.0759015317016747e-06,1.1638895625054602e-08,2.2631185814248056e-08
1964,3.2427551559521817e-06,1.2776333491171243e-08,1.3384730657151067e-08
1965,3.4315185075683985e-06,3.7757098170221326e-08,2.134096988015699e-08
1966,3.1251458949554944e-06,6.646889594286165e-09,1.4401594583546284e-08
1967,3.4458114441804355e-06,3.451234797946512e-09,2.6130779318123132e-08
1968,3.4947706808452494e-06,1.2575964047911725e-08,1.9313088017725022e-08
1969,2.9344296308408957e-06,9.537690970340407e-09,1.862120768691966e-08
1970,3.231984010199085e-06,1.4256047370375668e-08,2.1614008360870685e-08
1971,3.2120121886691777e-06,5.138397263237948e-09,2.1581270104320538e-08
1972,2.9241837182780728e-06,6.156176013405457e-09,2.1546616935097518e-08
1973,2.7284845600661356e-06,9.372446596600525e-09,6.615844760915479e-09
1974,2.619828819661052e-06,1.0688586238316589e-08,1.406392957647995e-08
1975,2.579875626906869e-06,1.3707552870556583e-08,1.6563292959403952e-08
1976,2.831052597684902e-06,1.4855169983007954e-08,1.9997344224975677e-08
1977,2.689215307327686e-06,1.7630345183761165e-08,2.056873604772136e-08
1978,2.727325409068726e-06,1.9603951351143678e-08,1.900989232694883e-08
1979,2.869222498702584e-06,1.7555919384903973e-08,1.6385525825057812e-08
1980,2.658376388353645e-06,1.7055452161685025e-08,2.0466542238750662e-08
1981,2.724414116528351e-06,1.138598904049104e-08,1.5181319312773667e-08
1982,2.7592348033067537e-06,1.551875572491923e-08,1.4898005495922462e-08
1983,2.6442228318046546e-06,1.7051353551345017e-08,1.3893695083311286e-08
1984,2.6188322408415843e-06,1.4497521405587577e-08,2.145633182237816e-08
1985,2.6715092644735705e-06,3.6093349864430024e-08,2.5265343595037848e-08
1986,2.7844384931086097e-06,2.2779045372178786e-08,1.3187867686781374e-08
1987,2.5732649646670325e-06,1.1610552186347434e-08,1.5277041853778428e-08
1988,2.637884108480648e-06,8.994830547059962e-09,1.4991384134077634e-08
1989,2.7050953121943166e-06,1.5366741656919203e-08,1.0427432250992297e-08
1990,2.651858494573389e-06,1.1442166825137434e-08,1.471135746555774e-08
1991,2.584906042102375e-06,7.619904818234602e-09,1.0550637696837839e-08
1992,2.6921586595562985e-06,1.708082664197974e-08,1.2672871640972971e-08
1993,2.755755758698797e-06,1.1632335983335906e-08,1.550978012687665e-08
1994,2.712367177082342e-06,2.637463358823311e-09,1.002236071911966e-08
1995,2.7952733034908306e-06,9.218166396873784e-09,2.548551947256783e-08
1996,2.725629883570946e-06,1.9217132551929694e-08,2.5622842514394506e-08
1997,2.6750715278467396e-06,1.5343662784772505e-08,1.102825741838842e-08
1998,2.7512105589266866e-06,6.198567881199324e-09,1.716526476513991e-08
1999,2.6895634164247895e-06,8.226361813967742e-09,1.7823785114501334e-08
2000,2.7519918148755096e-06,1.1045078740501424e-08,1.899753598877396e-08
2001,2.6926927603199147e-06,7.009938934876558e-09,1.2267393323384113e-08
2002,2.8675094654317945e-06,7.448076377869484e-09,1.1829298429688606e-08
2003,2.7235007564740954e-06,8.750537905388711e-09,5.416999737661854e-09
2004,2.859150072254124e-06,1.0131019578807354e-08,1.6738207264666016e-08
2005,2.7036007850256283e-06,1.2610498645315715e-08,1.4411998705554652e-08
2006,2.823225258907769e-06,4.941467679486777e-09,9.882935358973555e-09
2007,2.7278299512545345e-06,1.0385646842525631e-08,1.3181781888249589e-08
2008,2.7801081614597933e-06,1.6178270362265934e-08,1.7455501932772677e-08
2009,2.7364656034478685e-06,4.291373256748443e-09,1.4781396551200032e-08
2010,2.626429022711818e-06,8.502827775203059e-09,1.5588517143783065e-08
2011,2.59571220340149e-06,7.265546830836911e-09,2.0267052036615496e-08
2012,2.7206788217881694e-06,4.425528443707805e-09,1.2255309655984092e-08
2013,2.6750499273475725e-06,1.952387529424726e-09,1.338780020176955e-08
2014,2.8926017421326833e-06,1.5158116151159362e-09,1.3209215943277286e-08
2015,2.788230176520301e-06,2.2165753954528356e-10,1.5959342292148904e-08
2016,3.0032358608877985e-06,8.285360453275104e-10,2.2577607339258066e-08
2017,2.676107442312059e-06,4.024978267347379e-09,1.7860839918171223e-08
2018,2.767848627627245e-06,4.130346731301415e-09,1.161660012627408e-08
2019,2.7925661925110035e-06,1.53059265262101e-09,9.438654302584837e-09
