year,pourront_VERB être_VERB,pourront_VERB etre_VERB,pourront_VERB naître_VERB
1869,1.0203136298514437e-05,1.4650557211837167e-08,3.90681549333749e-08
1870,9.520241292193532e-06,1.8922360567330543e-08,4.9886224928741285e-08
1871,1.3429416867438704e-05,2.7615060460561835e-08,5.098165090089424e-08
1872,1.0388119335402735e-05,3.688876926144502e-08,4.051717183983783e-08
1873,1.0336632840335369e-05,3.23244258026989e-08,3.23244258026989e-08
1874,1.1725170224963222e-05,2.6288280330355462e-08,4.779687401423871e-08
1875,1.2241779586474877e-05,4.63443707299227e-08,5.435450844970546e-08
1876,1.0817529982887208e-05,3.3253080289341597e-08,3.143927784776679e-08
1877,1.0248858416161966e-05,3.092408140670244e-08,1.9172929910382663e-08
1878,1.1070856999140233e-05,2.0532901601200138e-08,3.32149880932775e-08
1879,1.1949229701713193e-05,4.887460391955756e-08,5.803859082220697e-08
1880,1.6683190551702864e-05,4.171599954361227e-08,4.6208491255583795e-08
1881,1.2414549928507768e-05,5.229380534155226e-08,3.974329487732575e-08
1882,1.2144081665610429e-05,2.3293848627758962e-08,4.45910792734594e-08
1883,1.217294266098179e-05,1.9589950994713945e-08,3.6652167523243406e-08
1884,1.1694245586113539e-05,5.545425540987026e-08,3.498899303622238e-08
1885,1.1937317140109371e-05,2.2559724754955823e-08,4.7053141827291256e-08
1886,1.2220279131724965e-05,4.130216879616455e-08,3.743009102663564e-08
1887,1.4203675164026208e-05,6.724792378509648e-08,4.0479331886444925e-08
1888,1.2788385902240407e-05,6.721051604152706e-08,4.12139939953704e-08
1889,1.179411992779933e-05,1.8168897220061098e-08,6.828999232766364e-08
1890,1.1940125659748446e-05,2.94947390955258e-08,3.6704562944578356e-08
1891,1.2016042092000134e-05,2.932141285327816e-08,1.9760081571007504e-08
1892,1.1695163266267627e-05,3.008885940403161e-08,3.761107336686109e-08
1893,1.2656777471420355e-05,3.695049954899332e-08,4.495644034818724e-08
1894,1.1976705536653753e-05,2.3945849747519787e-08,3.0247388593807045e-08
1895,1.3167525139579084e-05,3.069493459406658e-08,2.7083764564395096e-08
1896,1.278004128835164e-05,2.889544248318998e-08,4.422771837653272e-08
1897,1.2213957234052941e-05,3.612562338162206e-08,3.088158351260972e-08
1898,1.2473843526095152e-05,2.3199254184369522e-08,2.8291774256672397e-08
1899,1.3052823305770289e-05,4.311511148102909e-08,5.472302433418008e-08
1900,1.2280993360036518e-05,2.9589003247565415e-08,4.360484595622438e-08
1901,1.3015614058531355e-05,3.129693837422565e-08,3.073806453812722e-08
1902,1.5249377611326054e-05,3.879124221839447e-08,3.093478895266344e-08
1903,1.3960109754407313e-05,3.7801541452608944e-08,5.130209146386733e-08
1904,1.3472573300532531e-05,3.493506284257819e-08,3.869730136329963e-08
1905,1.4105902664596215e-05,3.560923644840841e-08,5.470404573770793e-08
1906,1.3763265997113194e-05,3.549487459508782e-08,7.973486049195344e-08
1907,1.4538303730660118e-05,6.068555080673832e-08,5.142843306771283e-08
1908,1.3010269867663737e-05,2.6521501439447093e-08,3.388858615949175e-08
1909,1.3386643331614323e-05,6.106091632318567e-08,4.290767208203761e-08
1910,1.3164781194063835e-05,3.634022505139001e-08,4.80973554317643e-08
1911,1.3427028534351848e-05,3.351835786702395e-08,5.107559175598908e-08
1912,1.362680359306978e-05,5.1052328586820295e-08,4.7926675961207366e-08
1913,1.4038074368727393e-05,4.560571298384275e-08,5.302989691813309e-08
1914,1.534625880594831e-05,4.0850137772441286e-08,4.218948390644073e-08
1915,1.9556064216885716e-05,4.947920118070215e-08,5.654765544704787e-08
1916,1.850508306233678e-05,5.493730981243061e-08,3.735737053034427e-08
1917,1.926471850310918e-05,5.702540661900457e-08,4.276905585243185e-08
1918,1.835752664192114e-05,5.398596769623509e-08,4.479686666059024e-08
1919,1.9419352611294016e-05,7.182121919413476e-08,6.261336693569319e-08
1920,1.8439899577060714e-05,4.543338993912016e-08,5.3762846619065385e-08
1921,1.6506317479070276e-05,4.8465583546430935e-08,4.770830841493989e-08
1922,1.5063530554471072e-05,4.13164379930997e-08,3.9103056792555435e-08
1923,1.649718251428567e-05,5.201814445854325e-08,3.290944050604594e-08
1924,1.4680981621495448e-05,8.508472149060253e-08,3.609654797287476e-08
1925,1.4095265214564279e-05,1.385770445061496e-07,4.2892892793133797e-08
1926,1.4328361430671066e-05,3.901148559748435e-08,3.6782257240020044e-08
1927,1.313155735260807e-05,6.13207333799437e-08,3.2332753363562006e-08
1928,1.5194349543889984e-05,1.0169176789531775e-07,3.999114284169991e-08
1929,1.506517128291307e-05,3.676334259239411e-08,4.790374674712439e-08
1930,1.450862782803597e-05,4.096405348263943e-08,4.621585603103995e-08
1931,1.5811245248187333e-05,4.904303452235581e-08,3.877821086462063e-08
1932,1.6747268091421574e-05,2.9590749406338546e-08,2.849479585620429e-08
1933,1.5093097317731008e-05,3.0970788600370724e-08,2.408838994938378e-08
1934,1.5143518794502597e-05,2.036868629318178e-08,2.516131836216573e-08
1935,1.6024336218833923e-05,3.7101681726881e-08,3.111753699158726e-08
1936,1.523106675449526e-05,4.364897421282876e-08,4.7286388138445545e-08
1937,1.822564263420645e-05,1.0324716726017868e-07,4.658713592675667e-08
1938,1.7683256373857148e-05,5.963998717106733e-08,6.612259539906518e-08
1939,1.938368041010108e-05,6.270560959364957e-08,5.352917753498332e-08
1940,1.833117494243197e-05,4.310830958864642e-08,1.0143131667916805e-08
1941,1.8429182091495022e-05,5.017554371988808e-08,2.066051862925633e-08
1942,1.2937878636876121e-05,5.76500234217292e-08,5.158160121254696e-08
1943,1.1003261533915065e-05,3.774205836748479e-08,2.0322646676618206e-08
1944,1.1014802112185862e-05,3.213186161588055e-08,2.2492303131116387e-08
1945,1.3334622963157017e-05,1.0674669681520754e-07,2.832055301382752e-08
1946,1.2893727216578554e-05,2.9234319853799207e-08,3.201854070766785e-08
1947,1.3135607332515065e-05,7.152522840669917e-08,2.9802176726434482e-08
1948,1.1354599337209947e-05,5.109787237778107e-08,2.6092530802657166e-08
1949,1.2936853636347223e-05,5.693864935096826e-08,2.3560819073509265e-08
1950,1.2352972589724232e-05,1.669751696908861e-07,1.701657836861159e-08
1951,1.1070799700974021e-05,1.183415605510163e-07,2.5587365115598004e-08
1952,1.1628810170805082e-05,1.0755699975106836e-07,2.8470971358274255e-08
1953,1.1255417120992206e-05,5.7101286476957114e-08,1.939288907237824e-08
1954,1.1049806744267698e-05,8.111204863325838e-08,3.127211556375187e-08
1955,1.0221865522908047e-05,5.255940394022218e-08,3.0972504561077585e-08
1956,1.0900555025727954e-05,4.273359266449006e-08,2.703553825256222e-08
1957,1.0619714885251597e-05,4.8592708190575706e-08,2.5621609722747962e-08
1958,1.1226261449337471e-05,2.8952852559882558e-08,2.8952852559882558e-08
1959,1.102931400964735e-05,4.8054638157601914e-08,3.4878365084978213e-08
1960,9.60057968768524e-06,3.460416664324839e-08,3.114374891310945e-08
1961,1.0035921150119975e-05,4.933193054057483e-08,1.528595028332802e-08
1962,9.44444127526367e-06,5.390662849436012e-08,3.2343976386073336e-08
1963,9.441730981052388e-06,3.03904500453811e-08,2.392439668597035e-08
1964,8.850956874084659e-06,5.7189302127280683e-08,3.772060352957851e-08
1965,9.124085408984683e-06,5.2531618166540284e-08,2.681301225493371e-08
1966,8.270392754639033e-06,3.545007942751255e-08,3.323444985880997e-08
1967,7.91565344115952e-06,2.7609878827661305e-08,2.859594694371026e-08
1968,7.743200512777548e-06,4.6710724177501106e-08,2.919420261093819e-08
1969,1.471711220801808e-05,4.950515852808479e-08,4.269252329436313e-08
1970,1.1998533409496304e-05,4.3687887085752664e-08,4.598724956395017e-08
1971,8.838557732815389e-06,3.391342329184255e-08,2.003974941544584e-08
1972,8.541181159671396e-06,4.822338084409239e-08,2.0520587895589415e-08
1973,8.423624421993736e-06,2.1501493918663073e-08,2.866866033457427e-08
1974,9.326072358817328e-06,4.1066672951117766e-08,2.6440186928766707e-08
1975,8.634615369373932e-06,3.5982326451744484e-08,1.6563292959403952e-08
1976,8.132634320645593e-06,2.5710871598416674e-08,1.9425991482080462e-08
1977,7.132649898267118e-06,2.8208552382835705e-08,1.5279633558407113e-08
1978,6.747917723259889e-06,3.683166660550796e-08,1.841583241457556e-08
1979,6.447704436141066e-06,3.803782622213703e-08,2.5163485517509798e-08
1980,6.0450206547102425e-06,3.4110902658035513e-08,2.0466542238750662e-08
1981,6.0775878409913275e-06,4.5543958160365605e-08,2.0874313833019187e-08
1982,7.179597105277935e-06,3.4141261040510074e-08,2.9175261317959666e-08
1983,5.5404266277037095e-06,3.915495960793436e-08,1.705135410645653e-08
1984,5.718982265534578e-06,2.6095538452342026e-08,2.2616132966390978e-08
1985,5.943973064859165e-06,1.9851341570564784e-08,1.2632671797518924e-08
1986,5.345882073015673e-06,2.3977942353869963e-08,1.2588419195935785e-08
1987,5.4893466767680366e-06,1.7721369260925712e-08,1.7721369260925712e-08
1988,5.105465788801666e-06,2.338656018840979e-08,2.0388283061834045e-08
1989,5.736185357818613e-06,3.8416855918654846e-08,2.030605195102453e-08
1990,5.244326530373655e-06,3.323677222333288e-08,2.2884334427430986e-08
1991,4.829261342820246e-06,1.817054295916165e-08,2.2859714121636898e-08
1992,4.692819402407622e-06,9.366905473484621e-09,1.597883780846132e-08
1993,4.583140253089368e-06,1.6617621612091682e-08,1.4401939196773128e-08
1994,4.729499323730124e-06,1.0022360608097358e-08,1.318731612798274e-08
1995,4.790193088410888e-06,2.277429267394382e-08,1.2471637056421514e-08
1996,4.309975793148624e-06,1.3345230698291743e-08,1.014237493990322e-08
1997,4.404590072226711e-06,3.3084771478009145e-08,1.5343662340683295e-08
1998,4.250787242199294e-06,6.436974264723005e-08,1.9072516010965046e-08
1999,4.211440227663843e-06,3.427650954734851e-08,1.2339542720951613e-08
2000,4.433052708918694e-06,2.1206551181762734e-08,1.6346715980830595e-08
2001,3.9772639865987e-06,9.638665865452367e-09,1.7086726700199506e-08
2002,4.244965566613246e-06,1.3581786362237835e-08,1.7086764003693133e-08
2003,4.133170932618668e-06,7.500461418619153e-09,1.0417307017007715e-08
2004,4.122444352105958e-06,1.5416769555409715e-08,1.7178685141061578e-08
2005,4.178578819846734e-06,1.3511249008502091e-08,1.7114247796712334e-08
2006,3.8131661312945653e-06,8.64756888319107e-09,1.7706927479821388e-08
2007,3.5494945223035756e-06,6.391167151065247e-09,9.18730247434496e-09
2008,3.456189460848691e-06,1.2772319202269955e-08,1.8732734474724566e-08
2009,3.537521934049437e-06,8.105927484791664e-09,1.668867355419934e-08
2010,3.18194702231267e-06,3.7790344187271785e-09,1.0392344762522043e-08
2011,3.325326133563067e-06,5.7359579308524644e-09,1.3766299211681599e-08
2012,2.726806314967689e-06,1.7021263287730903e-09,1.3617010630184723e-08
2013,2.994683654833352e-06,1.3945625210176615e-09,1.2829975304384789e-08
2014,2.3785250959917903e-06,1.7323561057880354e-09,1.2343037703033133e-08
2015,2.5337674287584377e-06,6.206410940734486e-09,1.3521109565317602e-08
2016,2.6538009478827007e-06,3.935546111222266e-09,1.4499380363020009e-08
2017,2.5266799639211968e-06,7.54683426862357e-10,8.553078245654433e-09
2018,2.2179960978974123e-06,2.0651733656507076e-09,1.755397427416483e-08
2019,2.0905345081700943e-06,7.65296326310505e-10,1.3265136544760026e-08
