year,eût_VERB ôté_VERB,eût_VERB oté_VERB,eût_VERB noté_VERB
1859,5.0412516827691434e-08,0.0,0.0
1860,7.643897248499343e-08,0.0,7.781213007262977e-09
1861,7.687020797675359e-08,2.8295783494058924e-09,6.13075279431996e-09
1862,4.879425219428413e-08,9.035972525772706e-10,4.9697850279528666e-09
1863,6.243276118311769e-08,0.0,2.9967726078439227e-09
1864,5.5618844641003307e-08,0.0,2.8768367688059016e-09
1865,5.45993934508715e-08,0.0,1.1296426905005319e-08
1866,6.47126512376417e-08,4.865612912574591e-10,4.865612912574591e-10
1867,5.629261323747414e-08,0.0,4.85281148598915e-10
1868,6.125443974269729e-08,1.4819622196071691e-09,6.421836395986702e-09
1869,5.6648822521765396e-08,0.0,7.813630631403612e-09
1870,3.2110673231500186e-08,1.1468097582678638e-09,3.4404292748035914e-09
1871,3.504988654867702e-08,0.0,7.434824311758348e-09
1872,4.656451224605007e-08,1.8142017887967654e-09,5.442605477412599e-09
1873,4.968383748860106e-08,0.0,7.183205141814142e-09
1874,2.5690820137924675e-08,0.0,1.3144139998644278e-08
1875,6.579756473001908e-08,0.0,9.154443425529735e-09
1876,2.9625471853478302e-08,1.813804439976252e-09,3.02300739996042e-09
1877,2.783167118991514e-08,0.0,1.8554447978047506e-09
1878,2.8987624745013818e-08,0.0,3.6234530931267273e-09
1879,3.9710613464194466e-08,0.0,4.27652757650776e-09
1880,3.7223507831640745e-08,0.0,1.2835692508872398e-09
1881,3.346803723047742e-08,6.972507571312292e-10,1.3945015142624584e-09
1882,2.7952617998039386e-08,1.3310770263785798e-09,5.324308105514319e-09
1883,5.8137917591238875e-08,1.2638677882037541e-09,1.0742875922176154e-08
1884,2.442627788923346e-08,0.0,2.6406787867472303e-09
1885,2.5782542323327107e-08,1.2891271383708158e-09,7.090199094506033e-09
1886,2.774989482645651e-08,1.2906927748801422e-09,1.097088819790315e-08
1887,3.525619263200497e-08,0.0,1.566941953967671e-08
1888,1.9655905347804037e-08,6.340614699951175e-10,5.706553452000662e-09
1889,3.195219733242993e-08,0.0,1.566284169030041e-08
1890,1.8352281472289178e-08,6.554386478008212e-10,4.5880703680722945e-09
1891,2.995883363610119e-08,1.2748440081367107e-09,4.461953917456185e-09
1892,1.3163876211308434e-08,0.0,2.5074049503359674e-09
1893,1.6011883374744684e-08,0.0,6.774258043407144e-09
1894,1.5753848003896564e-08,0.0,9.452309157609307e-09
1895,1.745398137131815e-08,0.0,7.824199066419624e-09
1896,1.9460195233023114e-08,1.179405795248556e-09,1.0024948871034667e-08
1897,1.4566784223291052e-08,0.0,8.740070001067579e-09
1898,2.4896761985360172e-08,0.0,3.960848538042683e-09
1899,2.7085134135518274e-08,0.0,6.080336234504102e-09
1900,1.7130474816440255e-08,0.0,6.748368974740515e-09
1901,1.5089595351014395e-08,0.0,6.147612641171918e-09
1902,9.820567470342212e-09,0.0,6.38336894454028e-09
1903,1.2420506401156217e-08,0.0,1.5120615870500842e-08
1904,2.3110889202371254e-08,0.0,5.912087708281888e-09
1905,2.0643035725242953e-08,5.160759042333041e-10,4.64468330463319e-09
1906,2.8807432883581896e-08,5.144184522798412e-10,8.230695236477459e-09
1907,1.3885677496716653e-08,5.142843373384665e-10,6.685696440911215e-09
1908,1.7189861978295085e-08,4.911389073214423e-10,5.893666887857307e-09
1909,2.0353638774395222e-08,0.0,9.351672325408344e-09
1910,1.1222716089775986e-08,2.67207544979442e-09,5.878565634276356e-09
1911,1.8089272302290738e-08,0.0,3.1922244847493175e-09
1912,1.0418842677495377e-08,5.209421227725386e-10,2.2400511667797218e-08
1913,1.4318072061314524e-08,5.30298971401777e-10,1.2196876397752021e-08
1914,2.5447626228469744e-08,0.0,8.705766774141921e-09
1915,7.068456930880984e-09,0.0,1.0602685840410686e-08
1916,1.538244731591476e-08,0.0,5.493730803607377e-09
1917,8.773139548168274e-09,0.0,1.864292187292449e-08
1918,9.189101035644853e-09,0.0,5.743188147278033e-09
1919,7.366278698128781e-09,0.0,9.207848705727883e-09
1920,5.300562211374427e-09,7.572231730534895e-10,1.3630017114962811e-08
1921,2.7261890522822796e-08,7.572747429129834e-10,1.2116395886607734e-08
1922,1.623145884366295e-08,0.0,8.853522359686394e-09
1923,1.8047112249064412e-08,0.0,9.554353752605493e-09
1924,2.3204924204378585e-08,1.289162443462999e-09,1.1602462102189293e-08
1925,2.0896537833436923e-08,0.0,2.1996355847875293e-09
1926,1.671920735191179e-08,0.0,3.343841648018042e-09
1927,2.6758140592164636e-08,0.0,1.1149224876660924e-09
1928,7.998228745975666e-09,0.0,1.3711249025050165e-08
1929,2.33948540540041e-08,0.0,1.1140406375176326e-09
1930,2.2057568216382606e-08,0.0,2.100720708497761e-09
1931,2.737285598186645e-08,0.0,4.5621426636444085e-09
1932,2.301502632917618e-08,4.383814644626227e-09,6.575722188983946e-09
1933,8.02946331646126e-09,0.0,3.4411986593596566e-09
1934,1.5576054224197833e-08,0.0,3.5944740517379614e-09
1935,2.0346082152400413e-08,0.0,7.180970484910176e-09
1936,7.274828739411987e-09,0.0,8.487299751891442e-09
1937,1.2591118148108649e-09,0.0,5.0364472592434595e-09
1938,3.8895642262559704e-09,0.0,1.2965214457594243e-09
1939,1.6823456405745674e-08,0.0,3.058810094103137e-09
1940,1.0143131667916805e-08,2.5357829169792012e-09,2.2822046474857416e-08
1941,1.4757512545315876e-08,0.0,8.854508237732261e-09
1942,9.102635090130207e-09,0.0,9.102635090130207e-09
1943,1.4516175816936538e-08,0.0,0.0
1944,9.639558484764166e-09,0.0,1.2852744646352221e-08
1945,1.5249527862692958e-08,0.0,8.714016175304096e-09
1946,1.3921104269343232e-09,1.3921104269343232e-09,5.568441707737293e-09
1947,1.1920871401116528e-08,0.0,0.0
1948,9.784699273041042e-09,0.0,8.697510267552389e-09
1949,8.835307596655184e-09,0.0,7.853606653895895e-09
1950,1.808011518278363e-08,0.0,1.0635361036293034e-08
1951,1.5992101864981123e-08,0.0,3.1984206394497505e-09
1952,3.1634410646574906e-09,0.0,5.272402070488624e-09
1953,9.69644453618912e-09,1.0773827385790469e-09,1.1851209791302608e-08
1954,2.5408594339637602e-08,0.0,2.9317608341017376e-09
1955,1.1262729415761896e-08,0.0,3.754243138587299e-09
1956,1.1337483840634377e-08,0.0,8.72114158667614e-10
1957,1.236905244894615e-08,0.0,4.417518795207798e-09
1958,2.6471179026543723e-08,0.0,5.790570245522986e-09
1959,1.1626121398933265e-08,0.0,6.200598257066758e-09
1960,6.920833239831836e-09,0.0,1.3841666701708277e-09
1961,2.292892631317045e-08,0.0,4.16889545107324e-09
1962,6.976152100435229e-09,0.0,6.341956293454132e-09
1963,1.939815952312074e-08,0.0,8.405868889838075e-09
1964,1.5818317322668918e-08,0.0,7.300761772910391e-09
1965,1.3680108601477059e-08,0.0,4.924839203113152e-09
1966,1.4401594583546284e-08,1.1078149508847446e-09,5.539074976468328e-09
1967,2.218651040664099e-08,0.0,4.437302081328198e-09
1968,1.1677681044375277e-08,4.4914158503495116e-10,4.042274071025531e-09
1969,1.3171097990039016e-08,0.0,5.450109252791435e-09
1970,1.3796174869185052e-08,0.0,6.898087434592526e-09
1971,1.5415192677892264e-08,5.138397485282553e-10,1.541519245584766e-09
1972,1.0773308467548759e-08,0.0,5.643161493651405e-09
1973,6.615844760915479e-09,0.0,3.859242703185828e-09
1974,9.00091468025721e-09,0.0,1.1251143350321513e-09
1975,9.709516746170266e-09,0.0,3.998036124386317e-09
1976,1.1427053969725876e-08,5.713526873840635e-10,2.856763492431469e-09
1977,9.990529292736028e-09,0.0,5.289103821581875e-09
1978,1.3069301196821925e-08,0.0,5.940591352171509e-10
1979,1.521513048885481e-08,0.0,8.192762912528906e-09
1980,1.1370301145063877e-08,0.0,2.8425752862659692e-09
1981,1.3916208629893845e-08,0.0,3.1627747087981106e-09
1982,1.4277254933858785e-08,0.0,3.7245013739806154e-09
1983,7.57837881337764e-09,0.0,1.2630632095778083e-09
1984,4.059305780401701e-09,0.0,1.739702604197646e-09
1985,6.617113967877231e-09,0.0,3.0077789148208467e-09
1986,1.0790073723399018e-08,5.994485463567401e-10,4.7955883708539204e-09
1987,1.5277041853778428e-08,0.0,0.0
1988,2.1587593934668803e-08,0.0,1.798966087207532e-09
1989,1.2073869015694072e-08,0.0,3.841685636274406e-09
1990,7.083246433836621e-09,0.0,2.179460389939436e-09
1991,6.4476117778156095e-09,0.0,1.1722930404189924e-09
1992,5.509944056569793e-09,5.509944167592096e-10,5.509944167592096e-10
1993,6.647049133334804e-09,5.539207426075166e-10,2.2156829704300662e-09
1994,8.439882570598911e-09,0.0,1.0549853213248639e-09
1995,6.506940763983948e-09,0.0,4.337960657352369e-09
1996,7.473328622609188e-09,0.0,1.6014276571496566e-09
1997,3.3564262480467733e-09,0.0,9.58978896292706e-10
1998,6.675381136744818e-09,0.0,9.536258449571733e-10
1999,6.398281460207045e-09,0.0,4.570201106446348e-09
2000,8.83606254831193e-09,8.836062992401139e-10,8.836062992401139e-10
2001,7.448059946568719e-09,4.3812117822561447e-10,2.190605918883648e-09
2002,8.762443215459825e-09,0.0,3.9430991805033955e-09
2003,8.750538071922165e-09,4.1669229178253886e-10,8.333845835650777e-10
2004,6.166707589017051e-09,0.0,2.2023955992267474e-09
2005,4.503749373441224e-09,0.0,9.007499190971657e-10
2006,5.7650457740976435e-09,4.1178899179428186e-10,1.2353669198716943e-09
2007,9.586750948642475e-09,0.0,5.192823504529542e-09
2008,7.663391698997657e-09,0.0,1.7029758714315335e-09
2009,9.059565542202108e-09,0.0,4.291373478793048e-09
2010,5.196172381261022e-09,0.0,9.447586046817946e-10
2011,1.0324724186716594e-08,0.0,1.529588788962144e-09
2012,1.327658516458996e-08,0.0,5.1063788752969685e-09
2013,2.0360612751346707e-08,0.0,5.29933741333366e-09
2014,1.537466154388767e-08,0.0,3.4647122948427977e-09
2015,3.0588740429493555e-08,0.0,4.211493376260478e-09
2016,2.83773591291947e-08,2.0713400439298368e-10,3.72841224560716e-09
2017,1.0062445099379147e-08,0.0,2.5156112748447867e-09
2018,3.071945542387766e-08,0.0,2.323319980845895e-09
2019,2.219359274135968e-08,0.0,1.7856913725466939e-09
