year,doit_VERB ôter_VERB,doit_VERB oter_VERB,doit_VERB noter_VERB
1874,4.480956761199195e-08,0.0,1.236744111565713e-07
1875,1.0870901512305409e-08,0.0,1.499040109820271e-07
1876,2.5997863417615008e-08,6.04601479992084e-10,1.148742825307636e-07
1877,2.72131899237138e-08,0.0,1.3421050937267864e-07
1878,1.8117265909722846e-08,0.0,1.6305538963479194e-07
1879,1.588424503040642e-08,0.0,1.4845660700757435e-07
1880,1.7328185109022343e-08,0.0,1.2899870682758774e-07
1881,9.761510710859511e-09,0.0,9.203709794292081e-08
1882,1.6638463051776853e-08,0.0,1.457529350545883e-07
1883,2.274962085380139e-08,0.0,1.0363715574612797e-07
1884,6.601696966868076e-09,0.0,1.34014442210173e-07
1885,9.66845359329227e-09,0.0,1.3278010158046527e-07
1886,6.4534639854230136e-09,0.0,1.4326690234156558e-07
1887,4.570247291724172e-09,0.0,1.5473551684408449e-07
1888,1.2047167707862627e-08,0.0,1.369572828480159e-07
1889,1.7542383545787743e-08,0.0,1.509897913365421e-07
1890,1.6385966361553983e-08,0.0,1.5533896657871082e-07
1891,1.466070642663908e-08,0.0,1.6318003304149897e-07
1892,1.3163876211308434e-08,0.0,2.2880070105202321e-07
1893,4.926733243593162e-09,0.0,1.4903368139584927e-07
1894,1.2603078580752936e-08,0.0,1.6194955776427378e-07
1895,1.5648398132839247e-08,1.2037228991346183e-09,1.8477146568329772e-07
1896,1.1204354777305525e-08,5.89702897624278e-10,1.1381266062926443e-07
1897,1.3401440845939305e-08,0.0,1.6722667339763575e-07
1898,1.810673566637888e-08,5.6583548957434e-10,1.3862970149602916e-07
1899,5.527578395003729e-09,1.1055156790007459e-09,1.4205876652795268e-07
1900,1.6092265298084385e-08,0.0,1.6767101840287069e-07
1901,8.941982265753268e-09,5.588738916095792e-10,1.5089595706285763e-07
1902,1.4239823542538943e-08,0.0,1.8266256063270703e-07
1903,7.560307935250421e-09,0.0,1.657867585436179e-07
1904,1.3974025492302644e-08,0.0,2.0531068400941876e-07
1905,8.773290538499623e-09,5.160759042333041e-10,1.7340150293421175e-07
1906,1.0802787109298606e-08,0.0,1.733590124786133e-07
1907,1.902852098112362e-08,2.057137349353866e-09,1.9799946926468692e-07
1908,7.367083831866239e-09,0.0,2.2739730809462344e-07
1909,5.5009836685826485e-09,0.0,2.6019651500064356e-07
1910,1.068830179917768e-08,0.0,2.0788746724065277e-07
1911,8.51259862599818e-09,1.5961122423746588e-09,2.3888480882305885e-07
1912,5.730363294986773e-09,0.0,2.2192133997123165e-07
1913,1.0605979205990934e-08,0.0,2.248467581011937e-07
1914,8.705766774141921e-09,0.0,2.1496546764865343e-07
1915,3.534228465440492e-09,0.0,2.462179224949068e-07
1916,7.69122365795738e-09,0.0,2.713903199946799e-07
1917,3.289927441585405e-09,0.0,2.675807593277568e-07
1918,6.89182577673364e-09,0.0,2.1134931671440427e-07
1919,8.287063479883727e-09,0.0,2.375624887918093e-07
1920,5.300562211374427e-09,0.0,2.9834592396582593e-07
1921,2.2718242842501013e-09,0.0,2.574734025984071e-07
1922,7.377935595798135e-09,0.0,2.574899440332956e-07
1923,1.2739137744688378e-08,0.0,3.004313384735724e-07
1924,1.804827398643738e-08,0.0,2.5912166279340454e-07
1925,1.6497267552040284e-08,0.0,2.4305973056470975e-07
1926,8.916910765321973e-09,0.0,2.452150340559456e-07
1927,1.8953683067479687e-08,0.0,2.6535155939200195e-07
1928,1.2568645679778001e-08,0.0,2.959344556074939e-07
1929,1.6710609784809094e-08,0.0,3.108173416421778e-07
1930,4.201441416995522e-09,0.0,3.697268482483196e-07
1931,3.4216069977333063e-09,0.0,3.9462534573431185e-07
1932,6.575722188983946e-09,0.0,3.802959156473662e-07
1933,3.4411986593596566e-09,1.1470662197865522e-09,3.303550784039544e-07
1934,5.990790086229936e-09,0.0,3.3308793945252546e-07
1935,9.574627313213568e-09,0.0,3.9016606478980975e-07
1936,1.2124714565686645e-08,1.2124714565686645e-09,3.795035752318654e-07
1937,8.813782592653752e-09,0.0,3.6136509606876643e-07
1938,6.482607339819424e-09,0.0,4.0192165329244744e-07
1939,1.070583532936098e-08,0.0,4.7564498117935727e-07
1940,1.2678914806940611e-08,0.0,4.919418756799132e-07
1941,1.1806010391524069e-08,0.0,3.7188931401033187e-07
1942,1.517105907566929e-08,0.0,3.3679751254567236e-07
1943,0.0,5.806470415592457e-09,4.935499759994855e-07
1944,9.639558484764166e-09,0.0,4.3056695631094044e-07
1945,6.535512131478072e-09,0.0,3.5509614804141165e-07
1946,1.3921104269343232e-09,0.0,3.201853928658238e-07
1947,1.0728784083369192e-08,0.0,3.623944735409168e-07
1948,4.348755133776194e-09,1.0871887834440486e-09,4.0334703044209164e-07
1949,8.835307596655184e-09,0.0,5.389537705013936e-07
1950,1.1698897850465073e-08,0.0,6.33867557553458e-07
1951,8.529121409139861e-09,1.0661401761424827e-09,5.661204340867698e-07
1952,1.687168627029223e-08,2.1089607837865287e-09,7.444631364705856e-07
1953,6.464296653518886e-09,0.0,6.044116958037193e-07
1954,1.3681550115052232e-08,0.0,6.821230158493563e-07
1955,3.754243138587299e-09,0.0,5.3873390015724e-07
1956,1.2209598665435806e-08,0.0,5.424549840427062e-07
1957,1.1485549400447326e-08,0.0,6.06967091698607e-07
1958,6.617794756635931e-09,0.0,8.189521167878411e-07
1959,1.4726420971555854e-08,0.0,6.40211794689094e-07
1960,6.920833239831836e-09,0.0,7.135379291867139e-07
1961,1.042223907177231e-08,6.948159270159238e-10,6.642439984716475e-07
1962,7.610347907416326e-09,0.0,6.817602979936055e-07
1963,9.69907976156037e-09,0.0,6.899279014760396e-07
1964,1.0951143103454797e-08,0.0,6.449006377806654e-07
1965,1.2585699593614663e-08,0.0,5.909806759518688e-07
1966,7.754704434148607e-09,0.0,6.923843329786905e-07
1967,7.888536934785861e-09,0.0,6.330550945676805e-07
1968,1.3025106326836067e-08,0.0,5.605286901300133e-07
1969,1.6804504454626112e-08,0.0,5.450109483717824e-07
1970,1.5175793066646293e-08,0.0,5.394304594119603e-07
1971,1.1304474689666222e-08,5.138397485282553e-10,5.806389253848465e-07
1972,2.0007572487656944e-08,0.0,5.391784156927315e-07
1973,1.268036875501366e-08,0.0,5.612441213997954e-07
1974,1.1251143128276908e-08,0.0,5.895599315408617e-07
1975,7.996072248772634e-09,0.0,6.22551340256905e-07
1976,7.998937512354587e-09,5.713526873840635e-10,5.827797622259823e-07
1977,4.11374712072643e-09,0.0,5.600572876574006e-07
1978,8.316828115084718e-09,0.0,5.57227451736253e-07
1979,1.287434159280565e-08,0.0,5.974864620839071e-07
1980,1.591842213599648e-08,0.0,5.571447445618105e-07
1981,1.3283654176632353e-08,0.0,5.724622269553947e-07
1982,1.1173503899897241e-08,6.207502289967692e-10,5.158434532859246e-07
1983,6.946847541655643e-09,6.315316047889041e-10,4.932261958856543e-07
1984,1.275781880138993e-08,0.0,4.975549359187426e-07
1985,1.0226449020933615e-08,0.0,4.7402596692336374e-07
1986,9.591176741707841e-09,0.0,4.813571763406799e-07
1987,9.777306964053878e-09,0.0,4.625888436748937e-07
1988,5.99655392008458e-09,0.0,4.347501487700356e-07
1989,9.878619700032232e-09,0.0,4.088651053280046e-07
1990,5.993515905799995e-09,0.0,3.7323258084143163e-07
1991,7.6199047072123e-09,0.0,3.458264359323948e-07
1992,3.30596661157756e-09,0.0,3.686152751924965e-07
1993,8.308811416668505e-09,0.0,3.4121518410756835e-07
1994,9.494868002946077e-09,5.274926606624319e-10,3.713548437644931e-07
1995,8.675921314704738e-09,5.422450821690461e-10,3.416143954382278e-07
1996,6.4057106285986265e-09,0.0,3.224207603125251e-07
1997,1.3425704992187093e-08,0.0,3.3612209904276824e-07
1998,1.0013071261028017e-08,0.0,3.318617984859884e-07
1999,1.553868322901053e-08,0.0,3.0391836958187923e-07
2000,1.2370488633450805e-08,0.0,3.0086795277384226e-07
2001,1.095302959441824e-08,0.0,3.132566348540422e-07
2002,1.1391176002462089e-08,0.0,2.979230657729204e-07
2003,1.0833999475323708e-08,4.1669229178253886e-10,2.575158362105867e-07
2004,6.166707589017051e-09,0.0,2.902757501033193e-07
2005,1.9366122927522156e-08,0.0,3.3643010510786553e-07
2006,7.412201963319376e-09,0.0,2.800165077587735e-07
2007,9.98619853476157e-09,0.0,2.3088091438694391e-07
2008,1.1069342775726909e-08,0.0,1.8562437276159471e-07
2009,7.1522885392028e-09,0.0,1.8548269054008415e-07
2010,1.2754241218715379e-08,0.0,1.700565519513475e-07
2011,1.3001504761689375e-08,1.1471915639660324e-09,1.67489972113799e-07
2012,1.3617010630184723e-08,0.0,1.2799989690392977e-07
2013,1.059867482666732e-08,0.0,1.3248343577743071e-07
2014,1.1260315346817151e-08,0.0,1.0589027255036854e-07
2015,1.573768493301486e-08,0.0,1.3033462664679973e-07
2016,1.0356700386182638e-08,0.0,1.0750255086122706e-07
2017,7.54683426862357e-09,0.0,1.0188225729734768e-07
2018,9.551427204712581e-09,0.0,9.912832155123397e-08
2019,1.3010037491767434e-08,0.0,1.1606994121393654e-07
