year,voulut_VERB être_VERB,voulut_VERB etre_VERB,voulut_VERB naître_VERB
1885,5.291867068990541e-07,1.933690763067375e-09,7.090199094506033e-09
1886,4.6723079094590503e-07,6.453463874400711e-10,5.808117542471791e-09
1887,4.250329936894559e-07,1.3057849246322917e-09,7.834709769838355e-09
1888,5.06615094764129e-07,6.340614699951175e-10,4.4384300679212174e-09
1889,4.022217865440325e-07,0.0,6.265136853755848e-09
1890,4.94856180921488e-07,0.0,9.176140736144589e-09
1891,4.487450837586948e-07,1.9122659011827636e-09,4.461953917456185e-09
1892,4.695115762842761e-07,1.8805537127519756e-09,5.641661360300532e-09
1893,4.033762763810955e-07,6.158416554491453e-10,3.695050043717174e-09
1894,3.96366829136241e-07,0.0,6.301539290376468e-09
1895,4.556091255381034e-07,2.4074457982692365e-09,3.0093072478365457e-09
1896,4.5996824837857275e-07,5.89702897624278e-10,5.307326134129653e-09
1897,3.8339774732776277e-07,1.1653427112179315e-09,9.322741689743452e-09
1898,4.826576969207963e-07,1.13167097914868e-09,1.4145887128336199e-08
1899,4.07382515277277e-07,1.6582735185011188e-09,7.185851913504848e-09
1900,4.531789272732567e-07,2.5955265714472375e-09,3.633737311048435e-09
1901,4.213909221562062e-07,1.1177477832191585e-09,3.353243460679778e-09
1902,3.466660416506784e-07,9.820567692386817e-10,6.38336894454028e-09
1903,3.7423527032842685e-07,0.0,1.1340462791054051e-08
1904,3.26777211512308e-07,1.0749250378694342e-09,3.2247751136083025e-09
1905,4.0821603874974244e-07,1.0321518084666081e-09,6.192911072844254e-09
1906,3.657515321719984e-07,2.0576738091193647e-09,8.745113966313056e-09
1907,3.3942765753636195e-07,2.057137349353866e-09,3.599990305858114e-09
1908,4.15994662716912e-07,1.4734167219643268e-09,6.384805573134145e-09
1909,4.6153252242220333e-07,2.7504918342913243e-09,2.2003934230241384e-09
1910,4.1417166585233645e-07,2.137660271017694e-09,4.275320542035388e-09
1911,4.0009214785641234e-07,5.320374141248863e-10,6.384448969498635e-09
1912,3.8289246617750905e-07,0.0,9.897900277167082e-09
1913,3.971939293023752e-07,0.0,6.893886794756554e-09
1914,4.2993093529730686e-07,3.3483718020477227e-09,3.3483718020477227e-09
1915,3.0040942533560155e-07,0.0,4.712304768617059e-09
1916,3.450062990850711e-07,2.197492410260793e-09,1.0987462051303964e-09
1917,3.158330343921989e-07,0.0,0.0
1918,3.641181365310331e-07,0.0,2.2972752589112133e-09
1919,3.7383864537332556e-07,9.207848372660976e-10,8.287063479883727e-09
1920,3.6270989767217543e-07,1.514446346106979e-09,4.543339038320937e-09
1921,3.566763950857421e-07,2.2718242842501013e-09,6.058197943303867e-09
1922,3.858660306832462e-07,1.4755870969551665e-09,3.6889677978990676e-09
1923,4.0871401552067255e-07,2.1231896241147297e-09,4.246379248229459e-09
1924,3.532305186126905e-07,1.289162443462999e-09,7.734974438733389e-09
1925,4.476258368413255e-07,1.0998177923937646e-09,5.499089184013428e-09
1926,3.5890565186491585e-07,1.1146138456652466e-09,5.57306911730393e-09
1927,4.180959365385206e-07,1.1149224876660924e-09,5.574612327308159e-09
1928,3.439238298597047e-07,0.0,1.7139061725401916e-08
1929,3.7097552763043495e-07,1.1140406375176326e-09,2.2280812750352652e-09
1930,3.6132396985522064e-07,0.0,5.2518016602221e-09
1931,3.353174804487935e-07,2.2810713318222042e-09,2.2810713318222042e-09
1932,3.550889857706352e-07,0.0,7.6716757391182e-09
1933,3.108549435637542e-07,0.0,2.2941324395731044e-09
1934,2.7917081979467184e-07,1.1981580172459871e-09,8.38710612072191e-09
1935,3.123722080999869e-07,1.196828414151696e-09,3.590485242455088e-09
1936,3.06755282508675e-07,0.0,4.849885826274658e-09
1937,2.669316927494947e-07,0.0,0.0
1938,2.7356603027328674e-07,1.2965214457594243e-09,3.8895642262559704e-09
1939,2.61528271039424e-07,0.0,0.0
1940,3.0682971896567324e-07,0.0,0.0
1941,2.0660517918713595e-07,0.0,2.9515025978810172e-09
1942,3.064553766307654e-07,0.0,2.730790527039062e-08
1943,3.745173557945236e-07,0.0,1.1612940831184915e-08
1944,2.1849666609341512e-07,0.0,0.0
1945,2.9191954808993614e-07,0.0,2.178504043826024e-09
1946,3.0348007840075297e-07,0.0,6.960552134671616e-09
1947,4.160384037277254e-07,1.1920870957027319e-09,7.152522574216391e-09
1948,3.3376696251252724e-07,0.0,9.784699273041042e-09
1949,2.5033369865923305e-07,5.890204768377316e-09,4.908504269707237e-09
1950,2.7332879426467116e-07,1.0635361480382244e-09,0.0
1951,2.5374134793310077e-07,0.0,1.0661401761424827e-09
1952,2.868186754767521e-07,1.0544803918932644e-09,0.0
1953,3.1136360689743015e-07,1.0773827385790469e-09,3.232148326759443e-09
1954,1.9154170161073125e-07,0.0,5.863521668203475e-09
1955,2.0836048975070298e-07,0.0,3.754243138587299e-09
1956,2.8518132921817596e-07,8.72114158667614e-10,6.104799332717903e-09
1957,2.4208003424064373e-07,8.835037701437898e-10,5.301022731885041e-09
1958,2.4072227233773447e-07,0.0,8.272243445794913e-10
1959,2.2089631102062413e-07,2.325224457422337e-09,2.325224457422337e-09
1960,2.3254000325323432e-07,0.0,3.460416619915918e-09
1961,2.626404125294357e-07,6.948159270159238e-10,2.08444772553662e-09
1962,2.6699635213844886e-07,6.341956404476434e-10,5.7077609305622445e-09
1963,2.444168103465927e-07,6.466053248388448e-10,3.879631726988464e-09
1964,2.2936561094866192e-07,6.083968329129164e-10,1.2167936658258327e-09
1965,2.6594130986268283e-07,3.830430195250756e-09,7.1136563306595235e-09
1966,2.769537275071343e-07,5.539074754423723e-10,2.769537488234164e-09
1967,2.889176755616063e-07,2.4651677921205817e-09,4.437302081328198e-09
1968,3.099077048318577e-07,4.4914158503495116e-10,2.245707841908029e-09
1969,2.475258042977657e-07,2.2708788183223305e-09,4.087581828571274e-09
1970,3.2604961575088964e-07,4.5987250119061684e-10,4.1388523719376735e-09
1971,2.3482476763092563e-07,1.0276794970565106e-09,5.138397263237948e-09
1972,2.334216873123296e-07,0.0,2.0520587451500205e-09
1973,2.1115570802976436e-07,1.6539611902288698e-09,4.9618833486420044e-09
1974,1.8170597115840792e-07,5.625571675160757e-10,1.1251143350321513e-09
1975,1.913345926141119e-07,0.0,5.140332159925265e-09
1976,2.085437245114008e-07,2.285410749536254e-09,1.7140580066410394e-09
1977,1.4456882979629881e-07,5.876781838942691e-10,4.7014254711541525e-09
1978,1.853464510759295e-07,5.940591352171509e-10,4.752473081737207e-09
1979,1.790703834103624e-07,1.7555920051037788e-09,1.7555920051037788e-09
1980,1.8988403382991237e-07,2.2740602734216964e-09,1.1370301367108482e-09
1981,1.60036407237385e-07,0.0,3.1627747087981106e-09
1982,1.3718580760269106e-07,1.2415004579935385e-09,0.0
1983,1.5788289431384328e-07,1.2630632095778083e-09,1.2630632095778083e-09
1984,1.356967942456322e-07,0.0,1.739702604197646e-09
1985,1.4858427732633572e-07,2.4062232206745193e-09,2.4062232206745193e-09
1986,1.7563841936407698e-07,1.1988970927134801e-09,2.997242676272549e-09
1987,1.387155492693637e-07,0.0,0.0
1988,1.4331763509289885e-07,5.996553809062277e-10,2.99827696004229e-09
1989,1.6519247481028287e-07,5.488122178931576e-10,6.036934507847036e-09
1990,1.5474168435503088e-07,0.0,5.993515905799995e-09
1991,1.3129681519785663e-07,1.7584396161396398e-09,1.7584396161396398e-09
1992,1.4601351949750097e-07,3.30596661157756e-09,5.509944167592096e-10
1993,1.4512723112147796e-07,5.539207426075166e-10,2.2156829704300662e-09
1994,1.2396077408993733e-07,5.274926606624319e-10,1.0549853213248639e-09
1995,1.5237087325203902e-07,5.422450821690461e-10,2.1689803286761844e-09
1996,1.3612135774110357e-07,5.338092190498855e-10,2.135236876199542e-09
1997,1.2850317432366865e-07,4.79489448146353e-10,4.794894259418925e-09
1998,1.1729597559906324e-07,0.0,3.814503379828693e-09
1999,1.489885619321285e-07,9.140402323914998e-10,3.1991407301035224e-09
2000,1.3342454963094497e-07,0.0,6.185244316725402e-09
2001,1.2880762767508713e-07,0.0,3.066848330846028e-09
2002,1.6210519504511467e-07,0.0,2.6287327870022636e-09
2003,1.2584106912072457e-07,1.6667691671301554e-09,3.7502307925763034e-09
2004,1.1320313575424734e-07,8.809582507929292e-10,5.285749615779878e-09
2005,1.400666178597021e-07,0.0,3.602999676388663e-09
2006,1.4206720777565351e-07,1.2353669198716943e-09,0.0
2007,1.1743769334771059e-07,0.0,2.3966877371606188e-09
2008,1.226142671839625e-07,1.2772318758180745e-09,8.940623352771127e-09
2009,1.3112529018144414e-07,0.0,4.291373478793048e-09
2010,1.0817485929237591e-07,0.0,2.8342759250676863e-09
2011,9.86584751672126e-08,0.0,7.64794394481072e-10
2012,1.4808499315677182e-07,0.0,2.0425516833455504e-09
2013,1.5089166538473364e-07,5.578250084070646e-10,2.7891249310130206e-09
2014,2.1048127507583558e-07,4.330890368553497e-10,2.3819897165822113e-09
2015,2.6133423602914263e-07,2.2165753954528356e-10,3.103205470367243e-09
2016,2.593317844912235e-07,0.0,5.3854840587064245e-09
2017,1.1219626827596585e-07,2.515611330355938e-10,1.509366853724714e-09
2018,1.7218383163708495e-07,1.2907333535316923e-09,2.581466596041082e-09
2019,2.854555418707605e-07,0.0,3.3162841361900064e-09
