year,petit_ADJ ombre_NOUN,petit_ADJ nombre_NOUN
1800,0.0,4.203119169687852e-05
1801,0.0,3.7165496905799955e-05
1802,2.2378401354217203e-09,3.9717186155030504e-05
1803,0.0,4.0190639992943034e-05
1804,0.0,4.332660319050774e-05
1805,0.0,4.0917537262430415e-05
1806,2.881669125542885e-09,3.342159834573977e-05
1807,0.0,3.475562698440626e-05
1808,2.2660739951163578e-09,3.80655110348016e-05
1809,4.518061036407062e-09,3.70435809600167e-05
1810,0.0,3.7547335523413494e-05
1811,0.0,3.292543988209218e-05
1812,0.0,3.603665027185343e-05
1813,0.0,3.6763482057722285e-05
1814,3.1466771410748606e-09,3.860658034682274e-05
1815,0.0,4.2322135413996875e-05
1816,0.0,4.191618427284993e-05
1817,0.0,3.866339466185309e-05
1818,1.1921177378582115e-09,3.859600474243052e-05
1819,1.035105001712111e-09,3.994884173152968e-05
1820,4.746592452420373e-09,4.196580994175747e-05
1821,1.97229765852569e-09,4.0601720684207976e-05
1822,1.0025615893027862e-09,3.726521390490234e-05
1823,0.0,3.647996345534921e-05
1824,0.0,3.882638338836841e-05
1825,8.805443041381977e-10,3.9563736208947375e-05
1826,8.807984341885344e-10,3.897973510902375e-05
1827,0.0,3.855769682559185e-05
1828,0.0,3.6830457247560844e-05
1829,0.0,3.7472495023394004e-05
1830,1.0436835840010872e-09,3.745258436538279e-05
1831,0.0,3.9324138924712315e-05
1832,2.705993873419743e-09,3.68258697562851e-05
1833,3.4750886612755494e-09,3.9658869354752824e-05
1834,9.334530925997342e-10,3.670150908874348e-05
1835,0.0,3.4910459362436086e-05
1836,0.0,3.573355570551939e-05
1837,6.957890930081589e-10,3.643847594503313e-05
1838,0.0,3.3889999031089246e-05
1839,0.0,3.5457265767036006e-05
1840,2.5478754661634184e-09,3.6184927012072876e-05
1841,0.0,3.527577791828662e-05
1842,0.0,3.226541230105795e-05
1843,5.906911071384968e-10,3.579529220587574e-05
1844,1.097712254427563e-09,3.417123298277147e-05
1845,5.580227946389016e-10,3.253663453506306e-05
1846,5.854501328173001e-10,3.3401687687728554e-05
1847,1.6179670936367074e-09,3.40797814715188e-05
1848,2.413566457803995e-09,3.276014103903435e-05
1849,8.379414939696517e-10,3.213840682292357e-05
1850,6.788996032014438e-10,3.043099604838062e-05
1851,1.2898877521649865e-09,2.921337727457285e-05
1852,1.9531636308300904e-09,3.033393295481801e-05
1853,2.9859659189668264e-09,3.1245745049091056e-05
1854,1.558699391779328e-09,2.970828973047901e-05
1855,0.0,2.9594135412480682e-05
1856,5.177189232874468e-10,2.784240678010974e-05
1857,4.881509085841174e-10,2.895223042287398e-05
1858,4.893676019968041e-10,2.8516918973764405e-05
1859,1.018434669930457e-09,2.863278132281266e-05
1860,4.577183909670879e-10,2.9396964237093925e-05
1861,9.431927461278633e-10,2.863721783796791e-05
1862,4.517986262886353e-10,2.8316027965047397e-05
1863,0.0,2.7140269594383426e-05
1864,4.794727948009836e-10,2.793792009470053e-05
1865,4.706844358715045e-10,2.7590580430114642e-05
1866,9.731225825149181e-10,2.7031885110773146e-05
1867,4.85281148598915e-10,2.67559753410751e-05
1868,0.0,2.7679596314555965e-05
1869,9.767038289254515e-10,2.7409727408667095e-05
1870,0.0,2.817883614625316e-05
1871,1.0621177271019633e-09,2.5930541596608236e-05
1872,1.2094678591978436e-09,2.642626714077778e-05
1873,0.0,2.56847488344647e-05
1874,5.974609140757536e-10,2.5421961254323833e-05
1875,1.1443054281912168e-09,2.4388009478570893e-05
1876,0.0,2.5807414203882217e-05
1877,1.2369631985365004e-09,2.4899451091187075e-05
1878,0.0,2.4695646061445586e-05
1879,6.10932526790009e-10,2.4335275156772695e-05
1880,0.0,2.470421532052569e-05
1881,0.0,2.332931398996152e-05
1882,1.9966155395678697e-09,2.3128128304961137e-05
1883,0.0,2.2000778699293733e-05
1884,6.601696966868076e-10,2.4073087843135e-05
1885,6.445635691854079e-10,2.2354108295985498e-05
1886,6.453463874400711e-10,2.1741720047430135e-05
1887,1.9586774424595887e-09,2.0539344404824078e-05
1888,3.1703073499755874e-09,2.0651381419156678e-05
1889,2.5060546970934183e-09,2.153139575966634e-05
1890,2.6217545912032847e-09,2.0225525076966733e-05
1891,6.374220040683554e-10,2.1282245143083856e-05
1892,0.0,1.9636114302556962e-05
1893,6.158416554491453e-10,2.0205148757668212e-05
1894,0.0,1.9931138012907468e-05
1895,1.2037228991346183e-09,1.9870456526405178e-05
1896,0.0,1.856679591583088e-05
1897,5.826713556089658e-10,1.907491241581738e-05
1898,0.0,1.9241235349909402e-05
1899,0.0,1.8882759832195006e-05
1900,0.0,1.876046553661581e-05
1901,5.588738916095792e-10,1.868483013822697e-05
1902,4.910283846193408e-10,1.664880801399704e-05
1903,5.400220270956879e-10,1.764684020599816e-05
1904,0.0,1.769864138623234e-05
1905,5.160759042333041e-10,1.6975800463114865e-05
1906,1.0288369045596824e-09,1.7594655218999833e-05
1907,0.0,1.7762866264092736e-05
1908,9.822778146428846e-10,1.736716330924537e-05
1909,0.0,1.7532183846924454e-05
1910,0.0,1.6279351257253438e-05
