year,aurait_VERB ôté_VERB,aurait_VERB oté_VERB,aurait_VERB noté_VERB
1855,4.7231740296638236e-08,1.5920811335945473e-09,3.714855978387277e-09
1856,3.882891874695815e-08,1.0354378465748937e-09,2.0708756931497874e-09
1857,6.101886640408338e-08,0.0,6.345961978126979e-09
1858,3.034079298913639e-08,0.0,7.829881631948865e-09
1859,6.416138376152958e-08,5.092173349652285e-10,9.165912473463322e-09
1860,5.813023662426531e-08,0.0,8.696649622663699e-09
1861,3.1125360067107977e-08,4.715963730639317e-10,0.0
1862,5.1956842384015545e-08,1.8071945051545413e-09,1.3553959066214816e-09
1863,3.5461809488879226e-08,0.0,4.994620828036034e-10
1864,3.548098703731739e-08,4.794727948009836e-10,4.794728170054441e-09
1865,3.4830648587558244e-08,4.706844358715045e-10,5.177528628053096e-09
1866,3.795178216137174e-08,9.731225825149181e-10,9.244664589402873e-09
1867,3.34843974769683e-08,9.7056229719783e-10,3.396968040192405e-09
1868,2.9639243948054173e-08,0.0,9.87974813071446e-10
1869,3.2231227464762924e-08,4.883519144627257e-10,1.12320943657096e-08
1870,3.383088653663435e-08,1.1468097582678638e-09,9.17447806614291e-09
1871,2.442870794538976e-08,1.0621177271019633e-09,0.0
1872,2.53988243770209e-08,0.0,1.0885210954825197e-08
1873,1.7958013742713774e-08,0.0,5.9860045809045914e-09
1874,3.2860349108432274e-08,0.0,5.974609140757536e-10
1875,2.2886109007913547e-08,2.2886108563824337e-09,8.58229043387837e-09
1876,3.023007266733657e-08,0.0,1.269663130187837e-08
1877,4.4530676035492434e-08,6.184815992682502e-10,1.4843558382438005e-08
1878,3.2611080058586595e-08,6.039088673581716e-10,1.1474268646338714e-08
1879,2.871382953628654e-08,3.0546627449723474e-09,7.94212251520321e-09
1880,2.0537108014195837e-08,0.0,1.2193908105473383e-08
1881,1.1156012114099667e-08,0.0,6.972507571312292e-10
1882,2.861815673327328e-08,6.655385131892899e-10,3.7270154962243396e-08
1883,2.9700892412165558e-08,0.0,1.2006744043446815e-08
1884,2.970763546272792e-08,6.601696966868076e-10,3.564916539744445e-08
1885,2.6427105837001363e-08,6.445635691854079e-10,2.513797880965285e-08
1886,2.19417763958063e-08,0.0,2.1296431285122708e-08
1887,1.828098916689669e-08,0.0,1.1099172247952538e-08
1888,2.2192152115962926e-08,6.340614699951175e-10,1.4583413587843097e-08
1889,1.628935564212952e-08,1.2530273485467092e-09,1.50363277384713e-08
1890,1.6385966361553983e-08,0.0,1.7696843102044113e-08
1891,1.4023283867459213e-08,6.374220040683554e-10,1.0836173736095134e-08
1892,1.1283322720601063e-08,2.5074049503359674e-09,1.1283322720601063e-08
1893,2.771287377356657e-08,6.158416554491453e-10,1.4780200174868696e-08
1894,1.827446460822557e-08,3.780923574225881e-09,1.5123694296903523e-08
1895,1.6852119699706236e-08,1.2037228991346183e-09,1.2037228991346183e-08
1896,2.6536630670648265e-08,1.179405795248556e-09,2.4767521367152767e-08
1897,1.8645483379486905e-08,0.0,2.0393496669157685e-08
1898,1.640922953072277e-08,1.13167097914868e-09,1.640922953072277e-08
1899,1.492446166651007e-08,0.0,2.1004797901014172e-08
1900,1.5054054003371675e-08,0.0,1.245852754294674e-08
1901,1.1736351446245408e-08,0.0,1.7883964531506535e-08
1902,6.874397495693074e-09,4.910283846193408e-10,2.3078333910575566e-08
1903,1.5120615870500842e-08,1.0800440541913758e-09,1.9440793863623185e-08
1904,9.674325340824907e-09,5.374625189347171e-10,2.2573425795258117e-08
1905,7.2250627702885595e-09,0.0,2.167518786677647e-08
1906,1.9033482345776065e-08,5.144184522798412e-10,9.259531807970234e-09
1907,6.1714118260169926e-09,0.0,1.337139288182243e-08
1908,1.080505640516094e-08,4.911389073214423e-10,2.0627833663411366e-08
1909,9.901770070541716e-09,5.500983557560346e-10,3.245580160182726e-08
1910,1.0153886620400954e-08,0.0,4.3287620599130605e-08
1911,1.4897047151407605e-08,0.0,2.2345570727111408e-08
1912,1.614920641657136e-08,0.0,2.0837685354990754e-08
1913,7.954484182448596e-09,0.0,2.8636144122629048e-08
1914,1.2054139020278853e-08,0.0,1.7411533548283842e-08
1915,1.5314990164938536e-08,0.0,1.767114277129167e-08
1916,1.0987461607214755e-08,0.0,1.648119329900055e-08
1917,8.773139548168274e-09,0.0,3.3995917192441993e-08
1918,1.9526840588923733e-08,0.0,6.89182577673364e-09
1919,1.1970202606903513e-08,0.0,1.6574126959767455e-08
1920,9.843901693784574e-09,7.572231730534895e-10,2.1959472462640406e-08
1921,1.2873671018098776e-08,0.0,2.120369302360814e-08
1922,1.1804696775641332e-08,0.0,2.2133805899215986e-08
1923,1.3800733000834953e-08,0.0,2.9724654737606215e-08
1924,1.2891624656674594e-08,0.0,2.0626599095407983e-08
1925,1.6497267552040284e-08,0.0,2.4195990988573612e-08
1926,7.802296586589819e-09,0.0,3.009457216762712e-08
1927,8.919379901328739e-09,0.0,1.2264147031260109e-08
1928,9.14083297942625e-09,0.0,2.6279895593006586e-08
1929,1.4482528065684619e-08,0.0,1.4482528065684619e-08
1930,1.6805765667982087e-08,0.0,1.575540586884472e-08
1931,6.843213995466613e-09,0.0,3.307553342324354e-08
1932,6.575722188983946e-09,0.0,3.7262424257278326e-08
1933,1.1470662641954732e-08,1.1470662197865522e-09,2.6382522833046096e-08
1934,9.585264137967897e-09,0.0,1.3179738189705859e-08
1935,2.154291145473053e-08,1.196828414151696e-09,1.6755597798123745e-08
1936,1.6974599503782883e-08,0.0,1.8187071404440758e-08
1937,7.554670666820584e-09,0.0,3.777335422228134e-08
1938,1.9447821131279852e-08,0.0,2.9819993585533666e-08
1939,1.2235240376412548e-08,0.0,1.3764645423464117e-08
1940,1.0143131667916805e-08,0.0,1.7750480196809804e-08
1941,1.1806010391524069e-08,0.0,2.066051862925633e-08
1942,1.2136847082899749e-08,0.0,2.730790527039062e-08
1943,0.0,0.0,3.193558839598154e-08
1944,2.5705489292704442e-08,0.0,2.5705489292704442e-08
1945,1.3071024262956144e-08,0.0,6.535512131478072e-09
1946,1.1136883415474585e-08,1.3921104269343232e-09,3.6194869323935563e-08
1947,1.1920871401116528e-08,0.0,2.26496545963073e-08
1948,1.6307831529616124e-08,0.0,1.522064252412747e-08
1949,1.9634017078828947e-08,0.0,1.47255123650325e-08
1950,1.2762433776458693e-08,0.0,1.808011518278363e-08
1951,1.2793682557799002e-08,0.0,2.9851925376078725e-08
1952,1.2653764258629963e-08,0.0,1.687168627029223e-08
1953,1.6160740301529586e-08,0.0,2.1547654327491728e-08
1954,2.443134050622575e-08,0.0,8.795282724349818e-09
1955,1.220129064449793e-08,0.0,1.407841132561316e-08
1956,1.2209598665435806e-08,0.0,1.831439710997529e-08
1957,1.1485549400447326e-08,0.0,1.9437083054185678e-08
1958,9.926692356998501e-09,0.0,2.6471179026543723e-08
1959,8.525822714489095e-09,0.0,2.4802393028267034e-08
1960,2.0070416439921246e-08,0.0,1.7302083321624195e-08
1961,1.737039845295385e-08,0.0,2.709782087606527e-08
1962,1.331810839388936e-08,6.341956404476434e-10,1.3952304200870458e-08
1963,1.939815952312074e-08,6.466053248388448e-10,2.392439668597035e-08
1964,1.3993127545575135e-08,0.0,1.3993127545575135e-08
1965,1.0396882466068291e-08,1.0944086747954884e-09,1.860494691641179e-08
1966,1.495550172592175e-08,5.539074754423723e-10,3.323444985880997e-08
1967,1.5777073869571723e-08,0.0,1.6763140209263838e-08
1968,1.7067380397861598e-08,1.7965663401398047e-09,1.5719955115400808e-08
1969,1.407944960618579e-08,0.0,1.1808570121729645e-08
1970,2.0694262303777577e-08,0.0,1.7015283404475667e-08
1971,1.0276794526475896e-08,0.0,1.7470551227916076e-08
1972,1.7442499000708267e-08,1.0260293725750103e-09,1.2825367434743384e-08
1973,1.7090931336838366e-08,0.0,1.7642252103655665e-08
1974,9.563471792262135e-09,0.0,1.6314157136321228e-08
1975,1.6563292959403952e-08,0.0,1.4278700888326057e-08
1976,1.428381679602353e-08,5.713526873840635e-10,9.712995741040231e-09
1977,1.2928920156696222e-08,0.0,1.1165885105413054e-08
1978,2.4950484345254154e-08,0.0,2.1386128423728223e-08
1979,2.5163485517509798e-08,0.0,1.404473604083023e-08
1980,7.390696055153967e-09,0.0,1.7055452161685025e-08
1981,1.644642821929665e-08,0.0,1.8344094243616382e-08
1982,1.0552754226011984e-08,0.0,1.4277254933858785e-08
1983,1.6419821946556112e-08,6.315316047889041e-10,1.6419821946556112e-08
1984,8.118611560803402e-09,0.0,1.275781880138993e-08
1985,1.6242006850575308e-08,0.0,1.3835783185811579e-08
1986,2.2779044428489215e-08,0.0,1.8582904104391673e-08
1987,1.2832715334809564e-08,6.110816852533674e-10,2.199894133525504e-08
1988,1.199310784016916e-08,5.996553809062277e-10,2.0987938498251424e-08
1989,1.8110803523541108e-08,0.0,1.4269117443177493e-08
1990,1.7980548605578406e-08,0.0,1.471135746555774e-08
1991,1.992898113201136e-08,5.861465202094962e-10,2.4618154625954958e-08
1992,1.5427843891302473e-08,0.0,1.322386644631024e-08
1993,1.883330469354405e-08,0.0,2.3264671966671813e-08
1994,1.635227242502424e-08,0.0,1.318731612798274e-08
1995,1.572510655023507e-08,1.626735190995987e-09,1.626735190995987e-08
1996,1.7081895009596337e-08,0.0,1.6014276127407356e-08
1997,2.061804593722627e-08,0.0,1.5823152565985765e-08
1998,2.288702027897216e-08,0.0,2.0026142522056034e-08
1999,1.7823785114501334e-08,0.0,1.416762351880152e-08
2000,1.899753598877396e-08,0.0,1.6346715980830595e-08
2001,2.541102794850758e-08,0.0,1.4896119893137438e-08
2002,1.4019908789464353e-08,4.38122149670761e-10,1.5334276071143904e-08
2003,2.083461403401543e-08,0.0,1.5000923170305214e-08
2004,2.026203915761471e-08,0.0,1.3654853248112886e-08
2005,1.7114247796712334e-08,0.0,1.3961623857028371e-08
2006,1.3589036562677848e-08,0.0,9.059357708451898e-09
2007,2.5165221018141892e-08,0.0,1.4779574009082808e-08
2008,2.299017509699297e-08,0.0,1.1495087548496485e-08
2009,2.4794601927169424e-08,0.0,2.0026408975581944e-08
2010,3.023227534981743e-08,0.0,1.4171378737160012e-08
2011,2.6385405860196443e-08,0.0,1.2619107536693264e-08
2012,2.2127641940983267e-08,0.0,2.144679278615058e-08
2013,2.8449075983871808e-08,0.0,2.398647502843687e-08
2014,3.551330252093976e-08,0.0,2.2520630693634303e-08
2015,3.901172718201451e-08,0.0,1.4851055496478693e-08
2016,3.3762841411544287e-08,0.0,1.677785377296459e-08
2017,3.496699818583693e-08,0.0,1.6603035390971854e-08
2018,3.6914972412205316e-08,0.0,1.626323964387666e-08
2019,2.8571061960747102e-08,0.0,1.198964216797549e-08
