year,pouvant_VERB être_VERB,pouvant_VERB etre_VERB,pouvant_VERB naître_VERB
1834,4.087591150891967e-06,7.467624740797874e-09,3.360431222176885e-08
1835,3.97213398173335e-06,1.285724948729694e-08,1.4369867074037757e-08
1836,4.1030180000234395e-06,1.344150035720304e-08,1.2097349788575684e-08
1837,3.888069386448478e-06,8.349468672008697e-09,1.0436836284100082e-08
1838,3.884504621964879e-06,9.468243078458727e-09,2.019891809368346e-08
1839,4.552149675873807e-06,1.0487212875887053e-08,3.915226187700682e-08
1840,4.119277491554385e-06,1.592422194107712e-08,1.6561189752906103e-08
1841,4.727449777419679e-06,1.0914932957462042e-08,3.0818632978935057e-08
1842,4.532774710241938e-06,7.379091560011375e-09,1.542900918138912e-08
1843,4.496340807236265e-06,1.0041748765843295e-08,2.1855571574747046e-08
1844,4.378225185064366e-06,1.5367971784030487e-08,1.4270259640625227e-08
1845,4.537283530225977e-06,1.2834524554250493e-08,2.287893430263921e-08
1846,4.895533948001685e-06,1.2294452567118697e-08,4.507965911670908e-08
1847,5.0496751100581605e-06,1.4561703842730367e-08,2.7505439703645607e-08
1848,4.730590262624901e-06,8.84974404868899e-09,2.654923214606697e-08
1849,5.216185854806099e-06,1.1731181359664333e-08,4.1059134758825167e-08
1850,4.642315616365522e-06,8.146795238417326e-09,1.6972489191857676e-08
1851,4.533310402621282e-06,1.096404567135778e-08,2.1283147688677673e-08
1852,4.841892859985819e-06,7.161600201754936e-09,1.9531636752390114e-08
1853,4.5392653191811405e-06,2.09017620989016e-08,3.2845626662947325e-08
1854,4.613230430550175e-06,9.871762074453727e-09,2.0782657372819813e-08
1855,4.393613380671013e-06,1.2736649068756378e-08,1.539011762474729e-08
1856,4.812197403225582e-06,1.1389816201301528e-08,3.158085348786699e-08
1857,4.494405402510893e-06,1.3180074809326925e-08,1.6597130780837688e-08
1858,4.594182883010944e-06,2.0064071293290908e-08,2.6425849952715907e-08
1859,4.437828920345055e-06,1.3748868488150379e-08,1.7313389832906978e-08
1860,4.370295300759608e-06,8.696649622663699e-09,5.950338888283113e-09
1861,4.8239594434562605e-06,1.0375120318428799e-08,3.0182167876091626e-08
1862,4.495848315855255e-06,1.2650361647104091e-08,1.9427341513278407e-08
1863,4.729905867861817e-06,8.490855130105501e-09,2.6970951694238465e-08
1864,4.642255589715205e-06,7.1920918109924514e-09,2.3014694150447212e-08
1865,4.5458700697054155e-06,8.47231973466478e-09,1.2237795665726026e-08
1866,4.255951807863312e-06,1.1677471434268227e-08,4.038458811805867e-08
1867,4.749932031700155e-06,8.73506067478047e-09,3.591080499631971e-08
1868,5.242688530415762e-06,1.2843672791973404e-08,2.9639243948054173e-08
1869,4.825893483939581e-06,1.1232093810598087e-08,2.2952539424636598e-08
1870,4.741485099657439e-06,1.204150201772336e-08,2.8670243068518175e-08
1871,6.04132583248429e-06,7.434824311758348e-09,2.7615060460561835e-08
1872,5.425672952696914e-06,1.5723081503438152e-08,2.660829245826335e-08
1873,5.5981113291636575e-06,1.3767810003173508e-08,4.8486636927691507e-08
1874,5.65616255698842e-06,2.9873046258899194e-09,3.345781252050983e-08
1875,5.266093467071187e-06,9.726595862069587e-09,2.689117728493784e-08
1876,5.179016170586692e-06,1.1487427897804992e-08,2.7207066821688386e-08
1877,5.134634193382226e-06,5.566334504436554e-09,4.5149157301693776e-08
1878,5.122959009895567e-06,1.4493812372506909e-08,3.200716847118201e-08
1879,5.410418452811427e-06,9.163987790827832e-09,2.932476128592043e-08
1880,5.443617283162894e-06,1.2193907439339569e-08,1.6686399817444908e-08
1881,5.439950200525345e-06,1.045876096839038e-08,1.1156012114099667e-08
1882,5.823461833642796e-06,1.1314154946262533e-08,3.660461800336634e-08
1883,5.657704150507925e-06,6.319338829996468e-09,5.371438049905919e-08
1884,5.5975788200157695e-06,1.8484751507230612e-08,4.4891539374702916e-08
1885,5.804295142297633e-06,1.2891271217174705e-08,4.060750313783501e-08
1886,5.955901997367619e-06,2.1296431285122708e-08,4.969167122226281e-08
1887,6.510643743240507e-06,1.3710741986194819e-08,4.570247114088488e-08
1888,6.30574140814133e-06,1.014498351992188e-08,2.9800888867725916e-08
1889,6.274534371186746e-06,8.771191772893872e-09,3.00726554769426e-08
1890,6.667121851933189e-06,1.7696843102044113e-08,4.260351360585446e-08
1891,7.0486125878233e-06,8.92390783491237e-09,3.888274235919198e-08
1892,6.494178705906961e-06,1.3790727448892426e-08,3.6984221907232495e-08
1893,6.874640348542016e-06,1.539604177480669e-08,2.155445777418663e-08
1894,7.001640369708184e-06,1.1972924429670684e-08,5.230277722034771e-08
1895,6.9406660259119235e-06,1.7453981149273545e-08,5.537125247201402e-08
1896,6.943751486687688e-06,1.5921978790967017e-08,5.012474701970859e-08
1897,7.510633622587193e-06,2.2724183423861177e-08,3.437761009195128e-08
1898,7.458843356289435e-06,1.2448380326546271e-08,5.771521927044887e-08
1899,7.100727088982239e-06,1.5477219506010442e-08,6.30143972557562e-08
1900,7.595549050165573e-06,1.9206896073598045e-08,5.0353214930964896e-08
1901,7.804114829923492e-06,1.9560586150824122e-08,4.526878427668635e-08
1902,2.120260614901781e-05,1.473085176062483e-08,5.4995179965544594e-08
1903,7.662372809136286e-06,1.9440792975444765e-08,5.400220359774721e-08
1904,7.447617917932803e-06,2.20359632763234e-08,7.685714109584296e-08
1905,7.462973826477537e-06,2.270733984177653e-08,7.483100716854096e-08
1906,7.583042588521494e-06,1.6975809202790515e-08,4.578324208637241e-08
1907,7.742551133560482e-06,2.982849167665336e-08,3.599990350267035e-08
1908,7.414724223053781e-06,1.6698723515062852e-08,6.090122184332358e-08
1909,7.707978511461988e-06,2.640472018811124e-08,4.400786934866119e-08
1910,7.94301104178885e-06,2.9392829281604804e-08,5.611358133705835e-08
1911,8.05983472673688e-06,1.8621308939259507e-08,6.544060227042792e-08
1912,8.454891030851286e-06,3.750783150735515e-08,5.261515312326992e-08
1913,8.732963578950148e-06,3.606033005532083e-08,6.363587345958877e-08
1914,8.678979611431714e-06,2.5447625784380534e-08,5.089525245693949e-08
1915,8.813188287604135e-06,2.0027295266622502e-08,2.591767689352764e-08
1916,8.94269578566309e-06,3.186363883855847e-08,3.076489463182952e-08
1917,9.55943232838763e-06,3.61891991929042e-08,3.947912929902486e-08
1918,8.48843228595797e-06,4.479686666059024e-08,4.020231614276781e-08
1919,8.88557406142354e-06,2.6702760502761436e-08,2.6702760891339494e-08
1920,9.173001672024839e-06,3.104615098337149e-08,6.890731185649202e-08
1921,9.20694674277911e-06,2.423279099605935e-08,6.891200143854803e-08
1922,9.110274731938262e-06,2.8773948279603445e-08,5.016996240669869e-08
1923,8.53416077006841e-06,2.441668023323018e-08,6.157249998750558e-08
1924,8.037927727855276e-06,3.0939898643111974e-08,2.3204924204378585e-08
1925,7.87799490353791e-06,3.959343986004171e-08,7.368779364469447e-08
1926,8.031907782424241e-06,2.1177662734572777e-08,8.359603498320212e-08
1927,7.7944232543814e-06,2.2298450197411057e-08,4.9056588125040435e-08
1928,8.43584621179616e-06,2.9707707405179917e-08,8.912311955100449e-08
1929,8.154777788149659e-06,1.1140406153131721e-08,8.689517017046455e-08
1930,8.47640785650583e-06,3.046045060628444e-08,8.192810696527886e-08
1931,9.140252586803399e-06,3.193499864551086e-08,8.097803316786667e-08
1932,9.001067155622877e-06,1.6439305028370654e-08,6.904507898752854e-08
1933,8.982675353763625e-06,1.8353059072495626e-08,7.341223806633934e-08
1934,8.810055987851229e-06,1.1981580172459871e-08,7.188948103475923e-08
1935,9.279010555474088e-06,2.6330225111337313e-08,3.949533677882755e-08
1936,9.599136319593526e-06,3.152425653851765e-08,8.972288867425959e-08
1937,9.75685725279618e-06,3.1477795925383134e-08,9.94698368117497e-08
1938,9.589072760718409e-06,3.7599123259290934e-08,8.038433207957496e-08
1939,1.0341836969018914e-05,4.5882153187903896e-08,5.505858169385647e-08
1940,9.993520507123321e-06,3.0429395447839624e-08,1.5214697057785997e-08
1941,9.937709364749026e-06,4.132103770260187e-08,3.5418032950929046e-08
1942,8.762803190620616e-06,4.8547389663866625e-08,2.4273694165799498e-08
1943,8.433898074144963e-06,2.9032352522051497e-08,1.7419411690866582e-08
1944,8.434613846475258e-06,5.462416474699694e-08,2.8918675454292497e-08
1945,7.439591172442306e-06,3.485606470121638e-08,3.267756198965799e-08
1946,8.509970939485356e-06,3.062642939255511e-08,2.9234318077442367e-08
1947,8.59017927723471e-06,3.8146785952264395e-08,3.2186353138285995e-08
1948,9.048671927303076e-06,3.913879709216417e-08,4.67491183542279e-08
1949,9.072879038285464e-06,4.221313587571274e-08,4.712163814701853e-08
1950,9.02942156244535e-06,4.4668518661694634e-08,3.084254984742074e-08
1951,9.104836863116361e-06,6.610069203105695e-08,2.9851925376078725e-08
1952,1.0011236554419156e-05,5.9050902834201224e-08,4.428817490520487e-08
1953,9.93346930044936e-06,4.5250074798275364e-08,6.141081598798337e-08
1954,9.633766239858232e-06,6.254423290386057e-08,4.49536656788041e-08
1955,9.503866749582812e-06,4.3173797426021565e-08,4.974372203037092e-08
1956,9.570580914441962e-06,3.488456679079377e-08,5.4943193106282706e-08
1957,9.942951692210045e-06,5.124321877936211e-08,4.4175187952077977e-08
1958,9.915111149894074e-06,4.715178869574288e-08,4.3015667472445784e-08
1959,9.561322258377913e-06,4.5729414033246485e-08,5.1930008737599564e-08
1960,9.67947744356934e-06,4.0832917491684384e-08,4.3601250609981435e-08
1961,9.36889773583971e-06,5.072156206153977e-08,4.516303420132317e-08
1962,9.03284853848163e-06,4.502789163751686e-08,4.8198867119708666e-08
1963,9.183088877762202e-06,4.84954010282479e-08,4.78487933719407e-08
1964,9.581033737049438e-06,5.3538920630202824e-08,5.049693641012709e-08
1965,8.950074516178574e-06,5.5267639798017854e-08,5.307882133820385e-08
1966,9.177692845696583e-06,3.6557891824884337e-08,5.3729024784843205e-08
1967,9.217262231686618e-06,3.894964972772641e-08,4.5852122099176995e-08
1968,8.66798382048728e-06,4.8507289740484794e-08,5.1202139417227954e-08
1969,8.764684025663882e-06,4.541757814280345e-08,5.359274268812442e-08
1970,9.09995742404135e-06,4.2768142805016396e-08,8.32369195791216e-08
1971,9.123738891503308e-06,5.806389147267055e-08,5.343933295876013e-08
1972,9.213743396685459e-06,7.387411615766837e-08,5.130146973897354e-08
1973,9.108363883569837e-06,3.804110670913019e-08,4.079770832277063e-08
1974,9.703548130346462e-06,7.031964521786449e-08,6.300640364997889e-08
1975,9.282868631999008e-06,5.6543655091445544e-08,4.9118728639996334e-08
1976,9.055939699464943e-06,4.913633233627479e-08,4.456551039311307e-08
1977,8.5753999883309e-06,5.054032392592944e-08,4.113747209544272e-08
1978,8.294253348140046e-06,7.663362922016859e-08,6.475244873627162e-08
1979,8.322676876559854e-06,8.309802268513522e-08,5.793453539126858e-08
1980,7.989910955075175e-06,5.9125566664874896e-08,3.638496437474714e-08
1981,7.978415851539467e-06,5.9460166568214845e-08,4.1748627666038374e-08
1982,8.105135748337489e-06,6.766177484962554e-08,4.159026545380584e-08
1983,8.052659723034594e-06,5.9363969739933964e-08,5.62063142695024e-08
1984,8.055402759055141e-06,4.6392067076794774e-08,5.277097869793579e-08
1985,8.278009772766382e-06,4.692135346928694e-08,4.1507352221969995e-08
1986,8.252608495240565e-06,4.01630511071005e-08,3.11713250766843e-08
1987,7.890897904871963e-06,5.1941944079203495e-08,4.460896363411848e-08
1988,8.036581675696652e-06,4.9771396781750354e-08,4.257553243292023e-08
1989,7.39140295991092e-06,4.335616665684938e-08,3.6221607047082216e-08
1990,7.961023584357463e-06,7.192219442231362e-08,4.195461400513523e-08
1991,7.364345037785824e-06,4.044410939485488e-08,3.282420379946416e-08
1992,7.553582236141665e-06,3.581463658974826e-08,3.581463658974826e-08
1993,7.19598438081448e-06,4.5975420803756606e-08,4.5975422580113445e-08
1994,7.418129371217219e-06,2.6902125860317483e-08,3.6924486579437144e-08
1995,7.356638889177702e-06,3.958389171998533e-08,3.416144167545099e-08
1996,7.3724390858842526e-06,4.163711952998028e-08,3.683283722466513e-08
1997,7.098841251718113e-06,8.439014465011496e-08,3.83591540753514e-08
1998,7.1335980464937165e-06,1.0585247078864768e-07,4.005228504411207e-08
1999,7.228687081806129e-06,5.392837332252043e-08,3.97607493596297e-08
2000,7.281799298652913e-06,3.57860545641131e-08,4.285490717848006e-08
2001,7.487928996852133e-06,2.2782300490575835e-08,4.8631449089953094e-08
2002,7.636906957486644e-06,2.102986318419653e-08,4.337409365007261e-08
2003,7.571298738184851e-06,2.1667999838825835e-08,3.375207668909752e-08
2004,7.844052561267745e-06,1.0571499065026302e-08,3.611928889313276e-08
2005,7.750052645860706e-06,2.522099729063143e-08,3.783149793434859e-08
2006,7.444733000738779e-06,2.5530916714089358e-08,4.6943945619659644e-08
2007,7.188465133367572e-06,9.58675117068708e-09,4.074368931128447e-08
2008,7.419014309562044e-06,2.000996718320991e-08,2.9802077250451475e-08
2009,7.487969469366362e-06,1.7165493471082982e-08,3.385416746937153e-08
2010,7.6024725785828196e-06,1.6060896612657416e-08,3.117703428756613e-08
2011,7.490396455978043e-06,1.682547606796092e-08,3.1738967010142005e-08
2012,6.499059054476675e-06,4.0851031724020714e-09,2.0425515501187874e-08
2013,6.3246197896660306e-06,5.857162532763027e-09,2.900689999307815e-08
2014,5.322447577782441e-06,2.3819897165822113e-09,2.815078659068604e-08
2015,5.763539320469135e-06,7.979671326485693e-09,3.0588740429493555e-08
2016,5.334115030564135e-06,3.72841224560716e-09,3.06558334273177e-08
2017,5.864141712663695e-06,3.773417134311785e-09,2.5910797063488644e-08
2018,5.4182405619940255e-06,2.0651733656507076e-09,3.5882386839602987e-08
2019,5.2514633352984674e-06,5.101975730781305e-09,3.086695343768042e-08
